          pH	          mu	        Time	          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	         FeS	     Calcite	      Ca-PO4	      Pyrite	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
      7.1237	  0.00125528	  0.0000e+00	  7.1237e+00	  1.1401e-04	  2.8002e-05	  1.8276e-04	  7.9005e-05	  5.0003e-06	  1.3301e-04	  4.0002e-06	  3.8002e-05	  9.0005e-06	  8.2287e+01	  7.9986e-01	  9.7898e-01	  9.9257e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
     6.77511	   0.0145725	  1.0000e+00	  6.7751e+00	  8.0040e-04	  1.0880e-04	  2.9685e-03	  1.3350e-03	  3.0507e-05	  7.5873e-03	  8.3208e-04	  1.4154e-04	  4.4906e-04	  1.8154e+03	  2.9486e-01	  6.8515e-01	  8.6964e-01	  9.9783e-01	  4.4903e+00	  1.7783e+01	  1.1011e-04	  6.8496e-03	  4.8605e-01	  5.2417e-02	  5.2417e-02	  1.7735e-01	  2.3203e+01	  0.0000e+00	  0.0000e+00	  8.7565e-04	  1.4568e-03	
     6.73862	   0.0240726	  2.0000e+00	  6.7386e+00	  1.4626e-03	  1.4292e-04	  4.9412e-03	  2.2416e-03	  2.1071e-05	  1.3132e-02	  1.3917e-03	  1.7847e-04	  7.3963e-04	  2.9738e+03	  2.2584e-01	  5.7171e-01	  8.0531e-01	  9.9486e-01	  4.2841e+00	  1.7889e+01	  1.5001e-04	  6.5565e-03	  4.9276e-01	  5.2838e-02	  5.2838e-02	  2.7020e-01	  2.3110e+01	  0.0000e+00	  0.0000e+00	  9.1025e-04	  1.4435e-03	
     6.72363	   0.0326594	  3.0000e+00	  6.7236e+00	  2.1868e-03	  1.7056e-04	  6.7001e-03	  3.0574e-03	  1.6820e-05	  1.8200e-02	  1.8962e-03	  2.0478e-04	  1.0169e-03	  3.9931e+03	  1.9046e-01	  4.9925e-01	  7.5664e-01	  9.9142e-01	  4.0857e+00	  1.7991e+01	  1.8831e-04	  6.3369e-03	  4.9388e-01	  5.3263e-02	  5.3263e-02	  3.6463e-01	  2.3015e+01	  0.0000e+00	  0.0000e+00	  9.2962e-04	  1.4343e-03	
     6.71661	    0.040733	  4.0000e+00	  6.7166e+00	  2.9618e-03	  1.9539e-04	  8.3340e-03	  3.8207e-03	  1.4252e-05	  2.3005e-02	  2.3723e-03	  2.2592e-04	  1.2857e-03	  4.9342e+03	  1.6779e-01	  4.4707e-01	  7.1696e-01	  9.8763e-01	  3.8948e+00	  1.8089e+01	  2.2535e-04	  6.1596e-03	  4.9141e-01	  5.3687e-02	  5.3687e-02	  4.5896e-01	  2.2921e+01	  0.0000e+00	  0.0000e+00	  9.4288e-04	  1.4271e-03	
      6.7135	   0.0484584	  5.0000e+00	  6.7135e+00	  3.7786e-03	  2.1868e-04	  9.8809e-03	  4.5478e-03	  1.2483e-05	  2.7634e-02	  2.8300e-03	  2.4391e-04	  1.5480e-03	  5.8219e+03	  1.5160e-01	  4.0701e-01	  6.8335e-01	  9.8354e-01	  3.7109e+00	  1.8184e+01	  2.6134e-04	  6.0089e-03	  4.8653e-01	  5.4107e-02	  5.4107e-02	  5.5225e-01	  2.2828e+01	  0.0000e+00	  0.0000e+00	  9.5279e-04	  1.4212e-03	
     6.71258	   0.0559215	  6.0000e+00	  6.7126e+00	  4.6306e-03	  2.4102e-04	  1.1361e-02	  5.2474e-03	  1.1169e-05	  3.2131e-02	  3.2744e-03	  2.5974e-04	  1.8052e-03	  6.6694e+03	  1.3928e-01	  3.7498e-01	  6.5421e-01	  9.7921e-01	  3.5340e+00	  1.8275e+01	  2.9641e-04	  5.8757e-03	  4.7999e-01	  5.4520e-02	  5.4520e-02	  6.4390e-01	  2.2736e+01	  0.0000e+00	  0.0000e+00	  9.6059e-04	  1.4162e-03	
     6.71298	   0.0631738	  7.0000e+00	  6.7130e+00	  5.5123e-03	  2.6274e-04	  1.2787e-02	  5.9251e-03	  1.0145e-05	  3.6523e-02	  3.7083e-03	  2.7397e-04	  2.0579e-03	  7.4845e+03	  1.2950e-01	  3.4863e-01	  6.2853e-01	  9.7468e-01	  3.3639e+00	  1.8362e+01	  3.3065e-04	  5.7540e-03	  4.7231e-01	  5.4926e-02	  5.4926e-02	  7.3352e-01	  2.2646e+01	  0.0000e+00	  0.0000e+00	  9.6693e-04	  1.4119e-03	
     6.71422	   0.0702483	  8.0000e+00	  6.7142e+00	  6.4196e-03	  2.8403e-04	  1.4166e-02	  6.5841e-03	  9.3196e-06	  4.0825e-02	  4.1334e-03	  2.8697e-04	  2.3067e-03	  8.2724e+03	  1.2149e-01	  3.2647e-01	  6.0563e-01	  9.6998e-01	  3.2003e+00	  1.8446e+01	  3.6411e-04	  5.6401e-03	  4.6385e-01	  5.5324e-02	  5.5324e-02	  8.2086e-01	  2.2559e+01	  0.0000e+00	  0.0000e+00	  9.7221e-04	  1.4081e-03	
     6.71599	   0.0771683	  9.0000e+00	  6.7160e+00	  7.3492e-03	  3.0500e-04	  1.5505e-02	  7.2271e-03	  8.6375e-06	  4.5050e-02	  4.5510e-03	  2.9897e-04	  2.5519e-03	  9.0367e+03	  1.1477e-01	  3.0753e-01	  5.8502e-01	  9.6513e-01	  3.0431e+00	  1.8527e+01	  3.9683e-04	  5.5315e-03	  4.5489e-01	  5.5714e-02	  5.5714e-02	  9.0573e-01	  2.2474e+01	  0.0000e+00	  0.0000e+00	  9.7668e-04	  1.4047e-03	
      6.7181	   0.0839504	  1.0000e+01	  6.7181e+00	  8.2980e-03	  3.2574e-04	  1.6808e-02	  7.8559e-03	  8.0628e-06	  4.9205e-02	  4.9618e-03	  3.1015e-04	  2.7937e-03	  9.7802e+03	  1.0904e-01	  2.9111e-01	  5.6631e-01	  9.6016e-01	  2.8923e+00	  1.8604e+01	  4.2885e-04	  5.4264e-03	  4.4561e-01	  5.6094e-02	  5.6094e-02	  9.8801e-01	  2.2392e+01	  0.0000e+00	  0.0000e+00	  9.8052e-04	  1.4016e-03	
     6.72044	   0.0906071	  1.1000e+01	  6.7204e+00	  9.2636e-03	  3.4630e-04	  1.8078e-02	  8.4719e-03	  7.5710e-06	  5.3297e-02	  5.3664e-03	  3.2065e-04	  3.0324e-03	  1.0505e+04	  1.0408e-01	  2.7672e-01	  5.4924e-01	  9.5509e-01	  2.7476e+00	  1.8678e+01	  4.6018e-04	  5.3235e-03	  4.3618e-01	  5.6464e-02	  5.6464e-02	  1.0676e+00	  2.2312e+01	  0.0000e+00	  0.0000e+00	  9.8386e-04	  1.3989e-03	
