File_Name,File_Description,Standard,Start_Date,End_Date,Missing_Value_Codes,File_Path
CRC_W_2025_soil-salinity-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_soil-temp-10cm_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_soil-temp-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_soil-temp-30cm_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_soil-temp-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_soil-vwc-10cm_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_soil-vwc-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_soil-vwc-30cm_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_soil-vwc-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_solar-voltage_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_solar-voltage_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-barpress15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-barpress15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-bpmax15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-bpmax15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-bpmin15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-bpmin15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-dist-min15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-dist-min15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-invalid-wind15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-invalid-wind15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-maxws15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-maxws15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-maxws24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-maxws24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-par-den15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-par-den15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-par-den24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-par-den24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-par-tot15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-par-tot15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-par-tot24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-par-tot24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rain15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rain15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rain24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rain24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rh15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rh15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rh24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rh24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rht15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rht15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rht24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rht24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rhtmax24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rhtmax24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-rhtmin24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-rhtmin24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-slr-fd15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-slr-fd15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-slr-fd24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-slr-fd24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-slr-tf15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-slr-tf15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-slr-tf24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-slr-tf24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-strikes15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-strikes15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tempavg15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tempavg15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tempavg24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tempavg24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tempmax15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tempmax15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tempmax24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tempmax24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tempmin15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tempmin15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tempmin24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tempmin24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tilt-ns15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tilt-ns15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tilt-ns24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tilt-ns24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tilt-we15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tilt-we15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-tilt-we24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-tilt-we24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-vappress15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-vappress15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-vappress24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-vappress24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-winddir-sd115_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-winddir-sd115_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-winddir15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-winddir15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-winderrors24_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-winderrors24_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
CRC_W_2025_wx-windspeed15_L2_v2-1.parquet,Year 2025 sensor data for W plot at CRC site,,2025-01-01,2025-12-31,'NA',CRC_2025
CRC_W_2025_wx-windspeed15_L2_v2-1.pdf,Plots of Jan 2025 sensor data for CRC-W,,2025-01-01,2025-12-31,,CRC_2025
DLG_2025_L2_v2-1_metadata.txt,Metadata for all data files in DLG_2025 folder,,,,,DLG_2025
DLG_F1_2025_battery-voltage_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_battery-voltage_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-EC-10cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-EC-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-EC-30cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-EC-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-EC-40cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-EC-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-salinity-10cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-salinity-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-salinity-30cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-salinity-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-salinity-40cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-salinity-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-temp-10cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-temp-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-temp-30cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-temp-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-temp-40cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-temp-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-vwc-10cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-vwc-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-vwc-30cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-vwc-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F1_2025_soil-vwc-40cm_L2_v2-1.parquet,Year 2025 sensor data for F1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F1_2025_soil-vwc-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F1,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-EC-10cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-EC-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-EC-30cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-EC-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-EC-40cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-EC-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-salinity-10cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-salinity-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-salinity-30cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-salinity-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-salinity-40cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-salinity-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-temp-10cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-temp-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-temp-30cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-temp-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-temp-40cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-temp-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-vwc-10cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-vwc-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-vwc-30cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-vwc-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F2_2025_soil-vwc-40cm_L2_v2-1.parquet,Year 2025 sensor data for F2 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F2_2025_soil-vwc-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F2,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-EC-10cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-EC-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-EC-30cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-EC-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-EC-40cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-EC-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-salinity-10cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-salinity-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-salinity-30cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-salinity-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-salinity-40cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-salinity-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-temp-10cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-temp-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-temp-30cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-temp-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-temp-40cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-temp-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-vwc-10cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-vwc-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-vwc-30cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-vwc-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_F3_2025_soil-vwc-40cm_L2_v2-1.parquet,Year 2025 sensor data for F3 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_F3_2025_soil-vwc-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-F3,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-EC-10cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-EC-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-EC-30cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-EC-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-EC-40cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-EC-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-salinity-10cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-salinity-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-salinity-30cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-salinity-30cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-salinity-40cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-salinity-40cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
DLG_R1_2025_soil-temp-10cm_L2_v2-1.parquet,Year 2025 sensor data for R1 plot at DLG site,,2025-01-01,2025-12-31,'NA',DLG_2025
DLG_R1_2025_soil-temp-10cm_L2_v2-1.pdf,Plots of Jan 2025 sensor data for DLG-R1,,2025-01-01,2025-12-31,,DLG_2025
