        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	
  9.0000e+00	  6.6776e+00	  3.0310e-04	  9.6148e-04	  2.7145e-06	  1.1152e-04	  3.2770e-03	  3.2593e+03	  2.1436e-01	  5.4936e-01	  7.9101e-01	  9.9397e-01	  3.0623e+00	  1.8528e+01	  3.1298e-04	  3.7383e-03	  5.6053e-01	  5.6124e-02	  5.6124e-02	  6.4192e-01	  2.2738e+01	  7.8016e-02	  1.0000e-03	  1.0060e+00	  1.0000e+00	
  1.0000e+01	  6.6854e+00	  3.0639e-04	  1.1057e-03	  2.7155e-06	  1.2285e-04	  3.6749e-03	  3.5116e+03	  2.0534e-01	  5.3102e-01	  7.7882e-01	  9.9314e-01	  2.9145e+00	  1.8606e+01	  3.3430e-04	  3.5901e-03	  5.6130e-01	  5.6611e-02	  5.6611e-02	  6.9703e-01	  2.2683e+01	  8.4553e-02	  1.0000e-03	  1.0069e+00	  1.0000e+00	
  1.1000e+01	  6.6924e+00	  3.0965e-04	  1.2500e-03	  2.7164e-06	  1.3384e-04	  4.0693e-03	  3.7578e+03	  1.9739e-01	  5.1428e-01	  7.6731e-01	  9.9228e-01	  2.7728e+00	  1.8681e+01	  3.5472e-04	  3.4544e-03	  5.6087e-01	  5.7097e-02	  5.7097e-02	  7.5041e-01	  2.2630e+01	  9.1024e-02	  1.0000e-03	  1.0078e+00	  1.0000e+00	
  1.2000e+01	  6.6987e+00	  3.1288e-04	  1.3937e-03	  2.7174e-06	  1.4451e-04	  4.4593e-03	  3.9984e+03	  1.9031e-01	  4.9892e-01	  7.5641e-01	  9.9140e-01	  2.6370e+00	  1.8754e+01	  3.7433e-04	  3.3295e-03	  5.5940e-01	  5.7582e-02	  5.7582e-02	  8.0207e-01	  2.2578e+01	  9.7409e-02	  1.0000e-03	  1.0087e+00	  1.0000e+00	
  1.3000e+01	  6.7042e+00	  3.1608e-04	  1.5366e-03	  2.7183e-06	  1.5489e-04	  4.8446e-03	  4.2338e+03	  1.8396e-01	  4.8477e-01	  7.4605e-01	  9.9051e-01	  2.5070e+00	  1.8823e+01	  3.9317e-04	  3.2138e-03	  5.5703e-01	  5.8065e-02	  5.8065e-02	  8.5205e-01	  2.2528e+01	  1.0369e-01	  1.0000e-03	  1.0096e+00	  1.0000e+00	
  1.4000e+01	  6.7091e+00	  3.1924e-04	  1.6782e-03	  2.7192e-06	  1.6500e-04	  5.2247e-03	  4.4645e+03	  1.7823e-01	  4.7166e-01	  7.3620e-01	  9.8959e-01	  2.3825e+00	  1.8889e+01	  4.1131e-04	  3.1062e-03	  5.5388e-01	  5.8544e-02	  5.8544e-02	  9.0039e-01	  2.2480e+01	  1.0983e-01	  1.0000e-03	  1.0105e+00	  1.0000e+00	
  1.5000e+01	  6.7134e+00	  3.2237e-04	  1.8185e-03	  2.7201e-06	  1.7487e-04	  5.5996e-03	  4.6906e+03	  1.7301e-01	  4.5949e-01	  7.2680e-01	  9.8866e-01	  2.2634e+00	  1.8953e+01	  4.2878e-04	  3.0054e-03	  5.5007e-01	  5.9020e-02	  5.9020e-02	  9.4713e-01	  2.2433e+01	  1.1583e-01	  1.0000e-03	  1.0114e+00	  1.0000e+00	
  1.6000e+01	  6.7173e+00	  3.2547e-04	  1.9572e-03	  2.7210e-06	  1.8452e-04	  5.9693e-03	  4.9125e+03	  1.6824e-01	  4.4815e-01	  7.1783e-01	  9.8772e-01	  2.1494e+00	  1.9014e+01	  4.4564e-04	  2.9108e-03	  5.4570e-01	  5.9491e-02	  5.9491e-02	  9.9231e-01	  2.2388e+01	  1.2166e-01	  1.0000e-03	  1.0123e+00	  1.0000e+00	
  1.7000e+01	  6.7208e+00	  3.2854e-04	  2.0943e-03	  2.7219e-06	  1.9395e-04	  6.3337e-03	  5.1303e+03	  1.6385e-01	  4.3755e-01	  7.0924e-01	  9.8676e-01	  2.0405e+00	  1.9072e+01	  4.6191e-04	  2.8215e-03	  5.4085e-01	  5.9957e-02	  5.9957e-02	  1.0360e+00	  2.2344e+01	  1.2731e-01	  1.0000e-03	  1.0132e+00	  1.0000e+00	
  1.8000e+01	  6.7042e+00	  3.3159e-04	  2.2245e-03	  2.7226e-06	  2.0640e-04	  6.5706e-03	  5.3224e+03	  1.6021e-01	  4.2861e-01	  7.0184e-01	  9.8590e-01	  1.9364e+00	  1.9127e+01	  4.7763e-04	  2.7378e-03	  5.3561e-01	  6.0418e-02	  6.0418e-02	  1.0782e+00	  2.2302e+01	  1.3275e-01	  1.0000e-03	  1.0140e+00	  1.0000e+00	
  1.9000e+01	  6.6857e+00	  3.3460e-04	  2.3527e-03	  2.7234e-06	  2.1941e-04	  6.7866e-03	  5.5074e+03	  1.5688e-01	  4.2034e-01	  6.9487e-01	  9.8504e-01	  1.8370e+00	  1.9180e+01	  4.9283e-04	  2.6582e-03	  5.3004e-01	  6.0873e-02	  6.0873e-02	  1.1190e+00	  2.2261e+01	  1.3796e-01	  1.0000e-03	  1.0149e+00	  1.0000e+00	
  2.0000e+01	  6.6682e+00	  3.3758e-04	  2.4794e-03	  2.7241e-06	  2.3250e-04	  7.0002e-03	  5.6888e+03	  1.5378e-01	  4.1255e-01	  6.8817e-01	  9.8418e-01	  1.7422e+00	  1.9231e+01	  5.0753e-04	  2.5821e-03	  5.2420e-01	  6.1322e-02	  6.1322e-02	  1.1585e+00	  2.2222e+01	  1.4294e-01	  1.0000e-03	  1.0158e+00	  1.0000e+00	
  2.1000e+01	  6.6516e+00	  3.4053e-04	  2.6048e-03	  2.7248e-06	  2.4564e-04	  7.2112e-03	  5.8668e+03	  1.5088e-01	  4.0517e-01	  6.8174e-01	  9.8332e-01	  1.6517e+00	  1.9279e+01	  5.2176e-04	  2.5092e-03	  5.1814e-01	  6.1765e-02	  6.1765e-02	  1.1967e+00	  2.2183e+01	  1.4768e-01	  1.0000e-03	  1.0166e+00	  1.0000e+00	
  2.2000e+01	  6.6359e+00	  3.4345e-04	  2.7287e-03	  2.7255e-06	  2.5881e-04	  7.4197e-03	  6.0416e+03	  1.4816e-01	  3.9819e-01	  6.7554e-01	  9.8246e-01	  1.5654e+00	  1.9325e+01	  5.3553e-04	  2.4394e-03	  5.1190e-01	  6.2202e-02	  6.2202e-02	  1.2336e+00	  2.2146e+01	  1.5219e-01	  1.0000e-03	  1.0174e+00	  1.0000e+00	
  2.3000e+01	  6.6209e+00	  3.4634e-04	  2.8512e-03	  2.7261e-06	  2.7200e-04	  7.6255e-03	  6.2132e+03	  1.4560e-01	  3.9156e-01	  6.6956e-01	  9.8159e-01	  1.4832e+00	  1.9369e+01	  5.4887e-04	  2.3723e-03	  5.0552e-01	  6.2632e-02	  6.2632e-02	  1.2692e+00	  2.2111e+01	  1.5646e-01	  1.0000e-03	  1.0183e+00	  1.0000e+00	
  2.4000e+01	  6.6066e+00	  3.4921e-04	  2.9722e-03	  2.7268e-06	  2.8518e-04	  7.8286e-03	  6.3818e+03	  1.4318e-01	  3.8526e-01	  6.6380e-01	  9.8072e-01	  1.4049e+00	  1.9410e+01	  5.6178e-04	  2.3078e-03	  4.9904e-01	  6.3055e-02	  6.3055e-02	  1.3037e+00	  2.2076e+01	  1.6050e-01	  1.0000e-03	  1.0191e+00	  1.0000e+00	
  2.5000e+01	  6.5930e+00	  3.5204e-04	  3.0918e-03	  2.7274e-06	  2.9836e-04	  8.0290e-03	  6.5476e+03	  1.4090e-01	  3.7926e-01	  6.5823e-01	  9.7986e-01	  1.3304e+00	  1.9450e+01	  5.7429e-04	  2.2458e-03	  4.9247e-01	  6.3472e-02	  6.3472e-02	  1.3370e+00	  2.2043e+01	  1.6430e-01	  1.0000e-03	  1.0199e+00	  1.0000e+00	
  2.6000e+01	  6.5800e+00	  3.5485e-04	  3.2101e-03	  2.7281e-06	  3.1151e-04	  8.2268e-03	  6.7107e+03	  1.3874e-01	  3.7355e-01	  6.5285e-01	  9.7899e-01	  1.2595e+00	  1.9487e+01	  5.8641e-04	  2.1862e-03	  4.8586e-01	  6.3882e-02	  6.3882e-02	  1.3693e+00	  2.2011e+01	  1.6787e-01	  1.0000e-03	  1.0207e+00	  1.0000e+00	
  2.7000e+01	  6.5675e+00	  3.5763e-04	  3.3269e-03	  2.7287e-06	  3.2464e-04	  8.4220e-03	  6.8711e+03	  1.3670e-01	  3.6809e-01	  6.4765e-01	  9.7812e-01	  1.1921e+00	  1.9523e+01	  5.9815e-04	  2.1287e-03	  4.7921e-01	  6.4285e-02	  6.4285e-02	  1.4005e+00	  2.1980e+01	  1.7121e-01	  1.0000e-03	  1.0215e+00	  1.0000e+00	
  2.8000e+01	  6.5556e+00	  3.6038e-04	  3.4423e-03	  2.7293e-06	  3.3773e-04	  8.6145e-03	  7.0290e+03	  1.3475e-01	  3.6287e-01	  6.4261e-01	  9.7726e-01	  1.1281e+00	  1.9556e+01	  6.0953e-04	  2.0734e-03	  4.7256e-01	  6.4681e-02	  6.4681e-02	  1.4306e+00	  2.1949e+01	  1.7432e-01	  1.0000e-03	  1.0223e+00	  1.0000e+00	
  2.9000e+01	  6.5442e+00	  3.6311e-04	  3.5564e-03	  2.7300e-06	  3.5077e-04	  8.8046e-03	  7.1844e+03	  1.3290e-01	  3.5788e-01	  6.3774e-01	  9.7639e-01	  1.0672e+00	  1.9588e+01	  6.2057e-04	  2.0200e-03	  4.6592e-01	  6.5070e-02	  6.5070e-02	  1.4598e+00	  2.1920e+01	  1.7721e-01	  1.0000e-03	  1.0231e+00	  1.0000e+00	
  3.0000e+01	  6.5332e+00	  3.6581e-04	  3.6692e-03	  2.7306e-06	  3.6377e-04	  8.9921e-03	  7.3374e+03	  1.3114e-01	  3.5310e-01	  6.3301e-01	  9.7552e-01	  1.0095e+00	  1.9618e+01	  6.3126e-04	  1.9686e-03	  4.5929e-01	  6.5453e-02	  6.5453e-02	  1.4880e+00	  2.1892e+01	  1.7988e-01	  1.0000e-03	  1.0239e+00	  1.0000e+00	
  3.1000e+01	  6.5227e+00	  3.6848e-04	  3.7807e-03	  2.7312e-06	  3.7671e-04	  9.1772e-03	  7.4882e+03	  1.2946e-01	  3.4851e-01	  6.2842e-01	  9.7466e-01	  9.5467e-01	  1.9647e+01	  6.4164e-04	  1.9192e-03	  4.5271e-01	  6.5828e-02	  6.5828e-02	  1.5153e+00	  2.1865e+01	  1.8234e-01	  1.0000e-03	  1.0246e+00	  1.0000e+00	
  3.2000e+01	  6.5125e+00	  3.7112e-04	  3.8909e-03	  2.7318e-06	  3.8959e-04	  9.3599e-03	  7.6367e+03	  1.2785e-01	  3.4411e-01	  6.2397e-01	  9.7380e-01	  9.0269e-01	  1.9674e+01	  6.5170e-04	  1.8715e-03	  4.4618e-01	  6.6198e-02	  6.6198e-02	  1.5418e+00	  2.1838e+01	  1.8459e-01	  1.0000e-03	  1.0254e+00	  1.0000e+00	
  3.3000e+01	  6.5028e+00	  3.7374e-04	  3.9999e-03	  2.7323e-06	  4.0241e-04	  9.5403e-03	  7.7830e+03	  1.2632e-01	  3.3988e-01	  6.1965e-01	  9.7294e-01	  8.5341e-01	  1.9699e+01	  6.6146e-04	  1.8256e-03	  4.3970e-01	  6.6560e-02	  6.6560e-02	  1.5674e+00	  2.1813e+01	  1.8664e-01	  1.0000e-03	  1.0262e+00	  1.0000e+00	
  3.4000e+01	  6.4934e+00	  3.7633e-04	  4.1076e-03	  2.7329e-06	  4.1516e-04	  9.7183e-03	  7.9272e+03	  1.2485e-01	  3.3582e-01	  6.1545e-01	  9.7208e-01	  8.0672e-01	  1.9723e+01	  6.7094e-04	  1.7815e-03	  4.3330e-01	  6.6916e-02	  6.6916e-02	  1.5922e+00	  2.1788e+01	  1.8849e-01	  1.0000e-03	  1.0269e+00	  1.0000e+00	
  3.5000e+01	  6.4843e+00	  3.7889e-04	  4.2141e-03	  2.7335e-06	  4.2784e-04	  9.8941e-03	  8.0693e+03	  1.2344e-01	  3.3190e-01	  6.1137e-01	  9.7122e-01	  7.6250e-01	  1.9746e+01	  6.8013e-04	  1.7390e-03	  4.2697e-01	  6.7265e-02	  6.7265e-02	  1.6163e+00	  2.1764e+01	  1.9015e-01	  1.0000e-03	  1.0276e+00	  1.0000e+00	
  3.6000e+01	  6.4755e+00	  3.8143e-04	  4.3194e-03	  2.7340e-06	  4.4045e-04	  1.0068e-02	  8.2094e+03	  1.2208e-01	  3.2813e-01	  6.0740e-01	  9.7036e-01	  7.2063e-01	  1.9767e+01	  6.8906e-04	  1.6982e-03	  4.2072e-01	  6.7608e-02	  6.7608e-02	  1.6396e+00	  2.1740e+01	  1.9163e-01	  1.0000e-03	  1.0283e+00	  1.0000e+00	
  3.7000e+01	  6.4671e+00	  3.8395e-04	  4.4236e-03	  2.7346e-06	  4.5299e-04	  1.0239e-02	  8.3476e+03	  1.2078e-01	  3.2450e-01	  6.0353e-01	  9.6951e-01	  6.8101e-01	  1.9787e+01	  6.9773e-04	  1.6589e-03	  4.1456e-01	  6.7944e-02	  6.7944e-02	  1.6622e+00	  2.1718e+01	  1.9294e-01	  1.0000e-03	  1.0291e+00	  1.0000e+00	
  3.8000e+01	  6.4589e+00	  3.8644e-04	  4.5266e-03	  2.7351e-06	  4.6545e-04	  1.0408e-02	  8.4839e+03	  1.1954e-01	  3.2100e-01	  5.9978e-01	  9.6866e-01	  6.4353e-01	  1.9805e+01	  7.0615e-04	  1.6213e-03	  4.0850e-01	  6.8275e-02	  6.8275e-02	  1.6842e+00	  2.1696e+01	  1.9407e-01	  1.0000e-03	  1.0298e+00	  1.0000e+00	
  3.9000e+01	  6.4510e+00	  3.8890e-04	  4.6285e-03	  2.7357e-06	  4.7784e-04	  1.0576e-02	  8.6183e+03	  1.1833e-01	  3.1761e-01	  5.9612e-01	  9.6782e-01	  6.0809e-01	  1.9823e+01	  7.1434e-04	  1.5852e-03	  4.0253e-01	  6.8599e-02	  6.8599e-02	  1.7055e+00	  2.1674e+01	  1.9504e-01	  1.0000e-03	  1.0305e+00	  1.0000e+00	
  4.0000e+01	  6.4433e+00	  3.9134e-04	  4.7293e-03	  2.7362e-06	  4.9014e-04	  1.0741e-02	  8.7509e+03	  1.1718e-01	  3.1435e-01	  5.9255e-01	  9.6698e-01	  5.7458e-01	  1.9839e+01	  7.2229e-04	  1.5506e-03	  3.9667e-01	  6.8917e-02	  6.8917e-02	  1.7262e+00	  2.1654e+01	  1.9585e-01	  1.0000e-03	  1.0312e+00	  1.0000e+00	
  4.1000e+01	  6.4359e+00	  3.9376e-04	  4.8290e-03	  2.7367e-06	  5.0237e-04	  1.0904e-02	  8.8817e+03	  1.1606e-01	  3.1119e-01	  5.8908e-01	  9.6614e-01	  5.4292e-01	  1.9855e+01	  7.3003e-04	  1.5175e-03	  3.9091e-01	  6.9229e-02	  6.9229e-02	  1.7463e+00	  2.1634e+01	  1.9650e-01	  1.0000e-03	  1.0319e+00	  1.0000e+00	
  4.2000e+01	  6.4286e+00	  3.9615e-04	  4.9277e-03	  2.7373e-06	  5.1452e-04	  1.1065e-02	  9.0108e+03	  1.1498e-01	  3.0813e-01	  5.8569e-01	  9.6530e-01	  5.1302e-01	  1.9869e+01	  7.3756e-04	  1.4858e-03	  3.8526e-01	  6.9535e-02	  6.9535e-02	  1.7659e+00	  2.1614e+01	  1.9702e-01	  1.0000e-03	  1.0325e+00	  1.0000e+00	
  4.3000e+01	  6.4217e+00	  3.9852e-04	  5.0253e-03	  2.7378e-06	  5.2658e-04	  1.1225e-02	  9.1382e+03	  1.1395e-01	  3.0518e-01	  5.8239e-01	  9.6447e-01	  4.8478e-01	  1.9883e+01	  7.4489e-04	  1.4555e-03	  3.7972e-01	  6.9836e-02	  6.9836e-02	  1.7850e+00	  2.1595e+01	  1.9739e-01	  1.0000e-03	  1.0332e+00	  1.0000e+00	
  4.4000e+01	  6.4149e+00	  4.0086e-04	  5.1219e-03	  2.7383e-06	  5.3856e-04	  1.1382e-02	  9.2639e+03	  1.1294e-01	  3.0232e-01	  5.7917e-01	  9.6364e-01	  4.5812e-01	  1.9895e+01	  7.5202e-04	  1.4265e-03	  3.7429e-01	  7.0131e-02	  7.0131e-02	  1.8035e+00	  2.1577e+01	  1.9763e-01	  1.0000e-03	  1.0339e+00	  1.0000e+00	
  4.5000e+01	  6.4083e+00	  4.0319e-04	  5.2175e-03	  2.7388e-06	  5.5046e-04	  1.1538e-02	  9.3880e+03	  1.1198e-01	  2.9955e-01	  5.7602e-01	  9.6281e-01	  4.3296e-01	  1.9907e+01	  7.5897e-04	  1.3989e-03	  3.6898e-01	  7.0420e-02	  7.0420e-02	  1.8215e+00	  2.1558e+01	  1.9774e-01	  1.0000e-03	  1.0345e+00	  1.0000e+00	
  4.6000e+01	  6.4019e+00	  4.0548e-04	  5.3120e-03	  2.7393e-06	  5.6228e-04	  1.1692e-02	  9.5105e+03	  1.1104e-01	  2.9686e-01	  5.7295e-01	  9.6199e-01	  4.0922e-01	  1.9918e+01	  7.6575e-04	  1.3726e-03	  3.6377e-01	  7.0704e-02	  7.0704e-02	  1.8391e+00	  2.1541e+01	  1.9774e-01	  1.0000e-03	  1.0352e+00	  1.0000e+00	
  4.7000e+01	  6.3956e+00	  4.0776e-04	  5.4057e-03	  2.7398e-06	  5.7402e-04	  1.1844e-02	  9.6314e+03	  1.1013e-01	  2.9425e-01	  5.6996e-01	  9.6118e-01	  3.8683e-01	  1.9928e+01	  7.7236e-04	  1.3476e-03	  3.5868e-01	  7.0983e-02	  7.0983e-02	  1.8563e+00	  2.1524e+01	  1.9761e-01	  1.0000e-03	  1.0358e+00	  1.0000e+00	
  4.8000e+01	  6.3896e+00	  4.1001e-04	  5.4983e-03	  2.7402e-06	  5.8566e-04	  1.1994e-02	  9.7507e+03	  1.0925e-01	  2.9173e-01	  5.6703e-01	  9.6036e-01	  3.6571e-01	  1.9937e+01	  7.7881e-04	  1.3238e-03	  3.5370e-01	  7.1257e-02	  7.1257e-02	  1.8730e+00	  2.1507e+01	  1.9738e-01	  1.0000e-03	  1.0365e+00	  1.0000e+00	
  4.9000e+01	  6.3837e+00	  4.1224e-04	  5.5901e-03	  2.7407e-06	  5.9723e-04	  1.2143e-02	  9.8686e+03	  1.0840e-01	  2.8928e-01	  5.6417e-01	  9.5956e-01	  3.4580e-01	  1.9946e+01	  7.8511e-04	  1.3011e-03	  3.4884e-01	  7.1525e-02	  7.1525e-02	  1.8894e+00	  2.1491e+01	  1.9704e-01	  1.0000e-03	  1.0371e+00	  1.0000e+00	
  5.0000e+01	  6.3779e+00	  4.1445e-04	  5.6809e-03	  2.7412e-06	  6.0871e-04	  1.2290e-02	  9.9850e+03	  1.0758e-01	  2.8690e-01	  5.6138e-01	  9.5875e-01	  3.2704e-01	  1.9954e+01	  7.9126e-04	  1.2797e-03	  3.4408e-01	  7.1789e-02	  7.1789e-02	  1.9054e+00	  2.1475e+01	  1.9660e-01	  1.0000e-03	  1.0377e+00	  1.0000e+00	
  5.1000e+01	  6.3723e+00	  4.1664e-04	  5.7707e-03	  2.7417e-06	  6.2011e-04	  1.2435e-02	  1.0100e+04	  1.0678e-01	  2.8458e-01	  5.5865e-01	  9.5795e-01	  3.0936e-01	  1.9961e+01	  7.9728e-04	  1.2594e-03	  3.3944e-01	  7.2048e-02	  7.2048e-02	  1.9210e+00	  2.1459e+01	  1.9606e-01	  1.0000e-03	  1.0383e+00	  1.0000e+00	
  5.2000e+01	  6.3669e+00	  4.1880e-04	  5.8597e-03	  2.7421e-06	  6.3143e-04	  1.2579e-02	  1.0213e+04	  1.0601e-01	  2.8234e-01	  5.5598e-01	  9.5716e-01	  2.9270e-01	  1.9968e+01	  8.0316e-04	  1.2402e-03	  3.3492e-01	  7.2302e-02	  7.2302e-02	  1.9362e+00	  2.1444e+01	  1.9544e-01	  1.0000e-03	  1.0390e+00	  1.0000e+00	
  5.3000e+01	  6.3615e+00	  4.2094e-04	  5.9479e-03	  2.7426e-06	  6.4266e-04	  1.2721e-02	  1.0325e+04	  1.0525e-01	  2.8015e-01	  5.5337e-01	  9.5637e-01	  2.7700e-01	  1.9974e+01	  8.0893e-04	  1.2220e-03	  3.3050e-01	  7.2552e-02	  7.2552e-02	  1.9512e+00	  2.1429e+01	  1.9473e-01	  1.0000e-03	  1.0396e+00	  1.0000e+00	
  5.4000e+01	  6.3564e+00	  4.2306e-04	  6.0351e-03	  2.7430e-06	  6.5381e-04	  1.2862e-02	  1.0436e+04	  1.0452e-01	  2.7803e-01	  5.5081e-01	  9.5558e-01	  2.6222e-01	  1.9979e+01	  8.1457e-04	  1.2048e-03	  3.2619e-01	  7.2797e-02	  7.2797e-02	  1.9658e+00	  2.1414e+01	  1.9394e-01	  1.0000e-03	  1.0402e+00	  1.0000e+00	
  5.5000e+01	  6.3513e+00	  4.2516e-04	  6.1215e-03	  2.7435e-06	  6.6488e-04	  1.3001e-02	  1.0545e+04	  1.0381e-01	  2.7596e-01	  5.4831e-01	  9.5480e-01	  2.4830e-01	  1.9984e+01	  8.2010e-04	  1.1887e-03	  3.2199e-01	  7.3038e-02	  7.3038e-02	  1.9801e+00	  2.1400e+01	  1.9307e-01	  1.0000e-03	  1.0408e+00	  1.0000e+00	
  5.6000e+01	  6.3464e+00	  4.2724e-04	  6.2071e-03	  2.7439e-06	  6.7586e-04	  1.3138e-02	  1.0654e+04	  1.0312e-01	  2.7395e-01	  5.4587e-01	  9.5403e-01	  2.3519e-01	  1.9989e+01	  8.2553e-04	  1.1735e-03	  3.1790e-01	  7.3274e-02	  7.3274e-02	  1.9942e+00	  2.1386e+01	  1.9214e-01	  1.0000e-03	  1.0414e+00	  1.0000e+00	
  5.7000e+01	  6.3415e+00	  4.2930e-04	  6.2919e-03	  2.7443e-06	  6.8676e-04	  1.3274e-02	  1.0760e+04	  1.0245e-01	  2.7199e-01	  5.4348e-01	  9.5325e-01	  2.2285e-01	  1.9993e+01	  8.3086e-04	  1.1592e-03	  3.1391e-01	  7.3507e-02	  7.3507e-02	  2.0079e+00	  2.1372e+01	  1.9113e-01	  1.0000e-03	  1.0419e+00	  1.0000e+00	
  5.8000e+01	  6.3368e+00	  4.3134e-04	  6.3759e-03	  2.7448e-06	  6.9758e-04	  1.3409e-02	  1.0866e+04	  1.0180e-01	  2.7008e-01	  5.4113e-01	  9.5249e-01	  2.1123e-01	  1.9997e+01	  8.3610e-04	  1.1458e-03	  3.1002e-01	  7.3735e-02	  7.3735e-02	  2.0215e+00	  2.1359e+01	  1.9006e-01	  1.0000e-03	  1.0425e+00	  1.0000e+00	
