        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	
  9.0000e+00	  6.5351e+00	  1.8828e-08	  1.7113e-04	  2.9248e-06	  7.9984e-05	  1.8797e-03	  3.2340e+03	  2.1532e-01	  5.5127e-01	  7.9226e-01	  9.9405e-01	  3.0616e+00	  1.8528e+01	  3.0467e-04	  3.5875e-03	  5.5096e-01	  5.6127e-02	  5.6127e-02	  5.9324e-01	  2.2787e+01	  1.0750e-01	  7.4677e-03	  1.0013e+00	  1.0000e+00	  1.6210e-02	  1.4545e-02	  2.2691e-04	
  1.0000e+01	  6.5440e+00	  1.9328e-08	  2.2275e-04	  3.3060e-06	  8.7223e-05	  2.0857e-03	  3.4650e+03	  2.0693e-01	  5.3431e-01	  7.8104e-01	  9.9330e-01	  2.9133e+00	  1.8607e+01	  3.2517e-04	  3.4613e-03	  5.5063e-01	  5.6604e-02	  5.6604e-02	  6.4122e-01	  2.2739e+01	  1.1830e-01	  7.4708e-03	  1.0016e+00	  1.0000e+00	  1.6297e-02	  1.8190e-02	  6.1491e-04	
  1.1000e+01	  6.5535e+00	  1.9786e-08	  2.7914e-04	  3.7735e-06	  9.4450e-05	  2.2999e-03	  3.6893e+03	  1.9953e-01	  5.1883e-01	  7.7048e-01	  9.9252e-01	  2.7711e+00	  1.8682e+01	  3.4490e-04	  3.3452e-03	  5.4937e-01	  5.7080e-02	  5.7080e-02	  6.8797e-01	  2.2692e+01	  1.2865e-01	  7.4739e-03	  1.0020e+00	  1.0000e+00	  1.6387e-02	  2.2159e-02	  1.0627e-03	
  1.2000e+01	  6.5633e+00	  2.0211e-08	  3.3981e-04	  4.3305e-06	  1.0165e-04	  2.5212e-03	  3.9076e+03	  1.9291e-01	  5.0461e-01	  7.6049e-01	  9.9174e-01	  2.6348e+00	  1.8754e+01	  3.6392e-04	  3.2376e-03	  5.4732e-01	  5.7553e-02	  5.7553e-02	  7.3349e-01	  2.2647e+01	  1.3855e-01	  7.4770e-03	  1.0023e+00	  1.0000e+00	  1.6480e-02	  2.6423e-02	  1.5687e-03	
  1.3000e+01	  6.5730e+00	  2.0605e-08	  4.0432e-04	  4.9782e-06	  1.0881e-04	  2.7487e-03	  4.1205e+03	  1.8695e-01	  4.9148e-01	  7.5100e-01	  9.9094e-01	  2.5044e+00	  1.8823e+01	  3.8228e-04	  3.1370e-03	  5.4458e-01	  5.8024e-02	  5.8024e-02	  7.7781e-01	  2.2602e+01	  1.4797e-01	  7.4800e-03	  1.0027e+00	  1.0000e+00	  1.6576e-02	  3.0954e-02	  2.1306e-03	
  1.4000e+01	  6.5825e+00	  2.0975e-08	  4.7226e-04	  5.7161e-06	  1.1591e-04	  2.9817e-03	  4.3287e+03	  1.8155e-01	  4.7929e-01	  7.4197e-01	  9.9014e-01	  2.3795e+00	  1.8889e+01	  4.0002e-04	  3.0426e-03	  5.4124e-01	  5.8491e-02	  5.8491e-02	  8.2096e-01	  2.2559e+01	  1.5693e-01	  7.4830e-03	  1.0032e+00	  1.0000e+00	  1.6673e-02	  3.5726e-02	  2.7456e-03	
  1.5000e+01	  6.5917e+00	  2.1323e-08	  5.4324e-04	  6.5423e-06	  1.2297e-04	  3.2192e-03	  4.5325e+03	  1.7662e-01	  4.6793e-01	  7.3335e-01	  9.8932e-01	  2.2600e+00	  1.8953e+01	  4.1717e-04	  2.9535e-03	  5.3740e-01	  5.8955e-02	  5.8955e-02	  8.6295e-01	  2.2517e+01	  1.6541e-01	  7.4860e-03	  1.0036e+00	  1.0000e+00	  1.6772e-02	  4.0715e-02	  3.4106e-03	
  1.6000e+01	  6.6006e+00	  2.1652e-08	  6.1693e-04	  7.4535e-06	  1.2996e-04	  3.4606e-03	  4.7322e+03	  1.7209e-01	  4.5732e-01	  7.2510e-01	  9.8849e-01	  2.1457e+00	  1.9013e+01	  4.3377e-04	  2.8689e-03	  5.3311e-01	  5.9414e-02	  5.9414e-02	  9.0380e-01	  2.2476e+01	  1.7343e-01	  7.4889e-03	  1.0041e+00	  1.0000e+00	  1.6873e-02	  4.5898e-02	  4.1219e-03	
  1.7000e+01	  6.6089e+00	  2.1965e-08	  6.9301e-04	  8.4455e-06	  1.3690e-04	  3.7053e-03	  4.9281e+03	  1.6791e-01	  4.4737e-01	  7.1720e-01	  9.8765e-01	  2.0366e+00	  1.9071e+01	  4.4984e-04	  2.7884e-03	  5.2845e-01	  5.9868e-02	  5.9868e-02	  9.4354e-01	  2.2436e+01	  1.8099e-01	  7.4918e-03	  1.0046e+00	  1.0000e+00	  1.6974e-02	  5.1254e-02	  4.8760e-03	
  1.8000e+01	  6.6169e+00	  2.2264e-08	  7.7118e-04	  9.5134e-06	  1.4379e-04	  3.9527e-03	  5.1205e+03	  1.6404e-01	  4.3801e-01	  7.0962e-01	  9.8681e-01	  1.9323e+00	  1.9126e+01	  4.6541e-04	  2.7115e-03	  5.2347e-01	  6.0317e-02	  6.0317e-02	  9.8218e-01	  2.2398e+01	  1.8810e-01	  7.4947e-03	  1.0051e+00	  1.0000e+00	  1.7076e-02	  5.6763e-02	  5.6690e-03	
  1.9000e+01	  6.6244e+00	  2.2550e-08	  8.5118e-04	  1.0652e-05	  1.5062e-04	  4.2022e-03	  5.3096e+03	  1.6045e-01	  4.2919e-01	  7.0233e-01	  9.8596e-01	  1.8327e+00	  1.9179e+01	  4.8050e-04	  2.6379e-03	  5.1823e-01	  6.0761e-02	  6.0761e-02	  1.0197e+00	  2.2360e+01	  1.9478e-01	  7.4975e-03	  1.0056e+00	  1.0000e+00	  1.7180e-02	  6.2407e-02	  6.4973e-03	
  2.0000e+01	  6.6314e+00	  2.2824e-08	  9.3276e-04	  1.1854e-05	  1.5739e-04	  4.4535e-03	  5.4955e+03	  1.5709e-01	  4.2087e-01	  6.9531e-01	  9.8510e-01	  1.7377e+00	  1.9230e+01	  4.9512e-04	  2.5672e-03	  5.1276e-01	  6.1199e-02	  6.1199e-02	  1.0563e+00	  2.2324e+01	  2.0102e-01	  7.5003e-03	  1.0061e+00	  1.0000e+00	  1.7283e-02	  6.8169e-02	  7.3572e-03	
  2.1000e+01	  6.6380e+00	  2.3089e-08	  1.0157e-03	  1.3115e-05	  1.6411e-04	  4.7062e-03	  5.6784e+03	  1.5396e-01	  4.1299e-01	  6.8856e-01	  9.8423e-01	  1.6472e+00	  1.9278e+01	  5.0930e-04	  2.4991e-03	  5.0711e-01	  6.1631e-02	  6.1631e-02	  1.0917e+00	  2.2288e+01	  2.0685e-01	  7.5031e-03	  1.0066e+00	  1.0000e+00	  1.7387e-02	  7.4035e-02	  8.2451e-03	
  2.2000e+01	  6.6442e+00	  2.3345e-08	  1.0998e-03	  1.4427e-05	  1.7077e-04	  4.9597e-03	  5.8584e+03	  1.5101e-01	  4.0552e-01	  6.8204e-01	  9.8336e-01	  1.5609e+00	  1.9323e+01	  5.2305e-04	  2.4336e-03	  5.0130e-01	  6.2057e-02	  6.2057e-02	  1.1262e+00	  2.2254e+01	  2.1228e-01	  7.5059e-03	  1.0072e+00	  1.0000e+00	  1.7492e-02	  7.9990e-02	  9.1574e-03	
  2.3000e+01	  6.6500e+00	  2.3592e-08	  1.1849e-03	  1.5784e-05	  1.7738e-04	  5.2139e-03	  6.0356e+03	  1.4825e-01	  3.9842e-01	  6.7575e-01	  9.8249e-01	  1.4786e+00	  1.9367e+01	  5.3638e-04	  2.3705e-03	  4.9537e-01	  6.2477e-02	  6.2477e-02	  1.1597e+00	  2.2220e+01	  2.1731e-01	  7.5086e-03	  1.0077e+00	  1.0000e+00	  1.7596e-02	  8.6021e-02	  1.0091e-02	
  2.4000e+01	  6.6554e+00	  2.3833e-08	  1.2707e-03	  1.7180e-05	  1.8394e-04	  5.4685e-03	  6.2102e+03	  1.4564e-01	  3.9167e-01	  6.6967e-01	  9.8161e-01	  1.4004e+00	  1.9408e+01	  5.4932e-04	  2.3095e-03	  4.8935e-01	  6.2891e-02	  6.2891e-02	  1.1922e+00	  2.2188e+01	  2.2198e-01	  7.5114e-03	  1.0082e+00	  1.0000e+00	  1.7700e-02	  9.2117e-02	  1.1042e-02	
  2.5000e+01	  6.6605e+00	  2.4066e-08	  1.3573e-03	  1.8609e-05	  1.9045e-04	  5.7231e-03	  6.3822e+03	  1.4318e-01	  3.8525e-01	  6.6379e-01	  9.8072e-01	  1.3259e+00	  1.9447e+01	  5.6187e-04	  2.2506e-03	  4.8326e-01	  6.3299e-02	  6.3299e-02	  1.2238e+00	  2.2156e+01	  2.2628e-01	  7.5140e-03	  1.0088e+00	  1.0000e+00	  1.7805e-02	  9.8267e-02	  1.2009e-02	
  2.6000e+01	  6.6652e+00	  2.4293e-08	  1.4443e-03	  2.0065e-05	  1.9690e-04	  5.9775e-03	  6.5517e+03	  1.4085e-01	  3.7912e-01	  6.5810e-01	  9.7984e-01	  1.2551e+00	  1.9484e+01	  5.7405e-04	  2.1937e-03	  4.7712e-01	  6.3700e-02	  6.3700e-02	  1.2545e+00	  2.2125e+01	  2.3023e-01	  7.5167e-03	  1.0094e+00	  1.0000e+00	  1.7909e-02	  1.0446e-01	  1.2987e-02	
  2.7000e+01	  6.6696e+00	  2.4515e-08	  1.5317e-03	  2.1542e-05	  2.0330e-04	  6.2316e-03	  6.7187e+03	  1.3864e-01	  3.7327e-01	  6.5259e-01	  9.7895e-01	  1.1878e+00	  1.9520e+01	  5.8588e-04	  2.1388e-03	  4.7095e-01	  6.4095e-02	  6.4095e-02	  1.2843e+00	  2.2096e+01	  2.3385e-01	  7.5193e-03	  1.0099e+00	  1.0000e+00	  1.8013e-02	  1.1069e-01	  1.3975e-02	
  2.8000e+01	  6.6632e+00	  2.4738e-08	  1.6177e-03	  2.3034e-05	  2.1149e-04	  6.4257e-03	  6.8739e+03	  1.3666e-01	  3.6800e-01	  6.4756e-01	  9.7811e-01	  1.1239e+00	  1.9553e+01	  5.9735e-04	  2.0859e-03	  4.6477e-01	  6.4484e-02	  6.4484e-02	  1.3132e+00	  2.2067e+01	  2.3715e-01	  7.5219e-03	  1.0105e+00	  1.0000e+00	  1.8116e-02	  1.1694e-01	  1.4970e-02	
  2.9000e+01	  6.6507e+00	  2.4964e-08	  1.7029e-03	  2.4535e-05	  2.2089e-04	  6.5831e-03	  7.0206e+03	  1.3485e-01	  3.6315e-01	  6.4288e-01	  9.7730e-01	  1.0632e+00	  1.9585e+01	  6.0849e-04	  2.0350e-03	  4.5859e-01	  6.4866e-02	  6.4866e-02	  1.3414e+00	  2.2039e+01	  2.4013e-01	  7.5245e-03	  1.0111e+00	  1.0000e+00	  1.8220e-02	  1.2323e-01	  1.5970e-02	
  3.0000e+01	  6.6385e+00	  2.5182e-08	  1.7882e-03	  2.6040e-05	  2.3038e-04	  6.7403e-03	  7.1649e+03	  1.3313e-01	  3.5850e-01	  6.3834e-01	  9.7650e-01	  1.0056e+00	  1.9615e+01	  6.1931e-04	  1.9857e-03	  4.5243e-01	  6.5242e-02	  6.5242e-02	  1.3687e+00	  2.2011e+01	  2.4282e-01	  7.5271e-03	  1.0116e+00	  1.0000e+00	  1.8323e-02	  1.2953e-01	  1.6972e-02	
  3.1000e+01	  6.6268e+00	  2.5398e-08	  1.8736e-03	  2.7544e-05	  2.3995e-04	  6.8970e-03	  7.3068e+03	  1.3149e-01	  3.5405e-01	  6.3395e-01	  9.7570e-01	  9.5097e-01	  1.9643e+01	  6.2982e-04	  1.9382e-03	  4.4630e-01	  6.5611e-02	  6.5611e-02	  1.3953e+00	  2.1985e+01	  2.4522e-01	  7.5296e-03	  1.0122e+00	  1.0000e+00	  1.8425e-02	  1.3585e-01	  1.7974e-02	
  3.2000e+01	  6.6155e+00	  2.5608e-08	  1.9590e-03	  2.9044e-05	  2.4959e-04	  7.0532e-03	  7.4465e+03	  1.2992e-01	  3.4977e-01	  6.2968e-01	  9.7490e-01	  8.9916e-01	  1.9670e+01	  6.4002e-04	  1.8924e-03	  4.4021e-01	  6.5975e-02	  6.5975e-02	  1.4211e+00	  2.1959e+01	  2.4735e-01	  7.5321e-03	  1.0128e+00	  1.0000e+00	  1.8527e-02	  1.4217e-01	  1.8976e-02	
  3.3000e+01	  6.6046e+00	  2.5814e-08	  2.0444e-03	  3.0536e-05	  2.5929e-04	  7.2087e-03	  7.5840e+03	  1.2842e-01	  3.4566e-01	  6.2554e-01	  9.7410e-01	  8.5007e-01	  1.9695e+01	  6.4994e-04	  1.8481e-03	  4.3416e-01	  6.6332e-02	  6.6332e-02	  1.4462e+00	  2.1934e+01	  2.4921e-01	  7.5346e-03	  1.0133e+00	  1.0000e+00	  1.8629e-02	  1.4849e-01	  1.9974e-02	
  3.4000e+01	  6.5940e+00	  2.6013e-08	  2.1296e-03	  3.2017e-05	  2.6903e-04	  7.3635e-03	  7.7193e+03	  1.2698e-01	  3.4171e-01	  6.2152e-01	  9.7331e-01	  8.0356e-01	  1.9719e+01	  6.5958e-04	  1.8054e-03	  4.2817e-01	  6.6682e-02	  6.6682e-02	  1.4706e+00	  2.1909e+01	  2.5083e-01	  7.5370e-03	  1.0139e+00	  1.0000e+00	  1.8730e-02	  1.5481e-01	  2.0968e-02	
  3.5000e+01	  6.5838e+00	  2.6208e-08	  2.2146e-03	  3.3483e-05	  2.7882e-04	  7.5174e-03	  7.8526e+03	  1.2560e-01	  3.3791e-01	  6.1761e-01	  9.7252e-01	  7.5953e-01	  1.9741e+01	  6.6894e-04	  1.7642e-03	  4.2225e-01	  6.7027e-02	  6.7027e-02	  1.4943e+00	  2.1886e+01	  2.5222e-01	  7.5395e-03	  1.0145e+00	  1.0000e+00	  1.8830e-02	  1.6113e-01	  2.1956e-02	
  3.6000e+01	  6.5739e+00	  2.6399e-08	  2.2994e-03	  3.4933e-05	  2.8863e-04	  7.6704e-03	  7.9838e+03	  1.2428e-01	  3.3425e-01	  6.1381e-01	  9.7174e-01	  7.1785e-01	  1.9762e+01	  6.7805e-04	  1.7245e-03	  4.1640e-01	  6.7366e-02	  6.7366e-02	  1.5174e+00	  2.1863e+01	  2.5338e-01	  7.5419e-03	  1.0151e+00	  1.0000e+00	  1.8930e-02	  1.6743e-01	  2.2937e-02	
  3.7000e+01	  6.5643e+00	  2.6586e-08	  2.3839e-03	  3.6363e-05	  2.9847e-04	  7.8225e-03	  8.1131e+03	  1.2301e-01	  3.3072e-01	  6.1012e-01	  9.7095e-01	  6.7841e-01	  1.9782e+01	  6.8690e-04	  1.6863e-03	  4.1062e-01	  6.7699e-02	  6.7699e-02	  1.5398e+00	  2.1840e+01	  2.5433e-01	  7.5443e-03	  1.0156e+00	  1.0000e+00	  1.9029e-02	  1.7371e-01	  2.3909e-02	
  3.8000e+01	  6.5550e+00	  2.6768e-08	  2.4682e-03	  3.7771e-05	  3.0833e-04	  7.9736e-03	  8.2405e+03	  1.2179e-01	  3.2731e-01	  6.0652e-01	  9.7017e-01	  6.4112e-01	  1.9800e+01	  6.9551e-04	  1.6496e-03	  4.0492e-01	  6.8026e-02	  6.8026e-02	  1.5617e+00	  2.1818e+01	  2.5508e-01	  7.5466e-03	  1.0162e+00	  1.0000e+00	  1.9127e-02	  1.7997e-01	  2.4872e-02	
  3.9000e+01	  6.5460e+00	  2.6946e-08	  2.5520e-03	  3.9157e-05	  3.1820e-04	  8.1236e-03	  8.3661e+03	  1.2061e-01	  3.2402e-01	  6.0302e-01	  9.6940e-01	  6.0586e-01	  1.9818e+01	  7.0389e-04	  1.6143e-03	  3.9930e-01	  6.8347e-02	  6.8347e-02	  1.5830e+00	  2.1797e+01	  2.5564e-01	  7.5489e-03	  1.0168e+00	  1.0000e+00	  1.9225e-02	  1.8621e-01	  2.5826e-02	
  4.0000e+01	  6.5373e+00	  2.7120e-08	  2.6355e-03	  4.0518e-05	  3.2808e-04	  8.2725e-03	  8.4898e+03	  1.1948e-01	  3.2085e-01	  5.9961e-01	  9.6863e-01	  5.7254e-01	  1.9834e+01	  7.1204e-04	  1.5804e-03	  3.9378e-01	  6.8662e-02	  6.8662e-02	  1.6037e+00	  2.1776e+01	  2.5602e-01	  7.5513e-03	  1.0173e+00	  1.0000e+00	  1.9322e-02	  1.9242e-01	  2.6768e-02	
  4.1000e+01	  6.5288e+00	  2.7290e-08	  2.7186e-03	  4.1853e-05	  3.3795e-04	  8.4202e-03	  8.6118e+03	  1.1839e-01	  3.1778e-01	  5.9629e-01	  9.6786e-01	  5.4105e-01	  1.9849e+01	  7.1998e-04	  1.5478e-03	  3.8834e-01	  6.8972e-02	  6.8972e-02	  1.6239e+00	  2.1756e+01	  2.5623e-01	  7.5535e-03	  1.0179e+00	  1.0000e+00	  1.9418e-02	  1.9861e-01	  2.7699e-02	
  4.2000e+01	  6.5206e+00	  2.7455e-08	  2.8012e-03	  4.3160e-05	  3.4782e-04	  8.5668e-03	  8.7320e+03	  1.1734e-01	  3.1481e-01	  5.9306e-01	  9.6710e-01	  5.1132e-01	  1.9864e+01	  7.2771e-04	  1.5167e-03	  3.8300e-01	  6.9276e-02	  6.9276e-02	  1.6436e+00	  2.1736e+01	  2.5628e-01	  7.5558e-03	  1.0185e+00	  1.0000e+00	  1.9514e-02	  2.0476e-01	  2.8617e-02	
  4.3000e+01	  6.5127e+00	  2.7617e-08	  2.8834e-03	  4.4440e-05	  3.5767e-04	  8.7122e-03	  8.8506e+03	  1.1632e-01	  3.1193e-01	  5.8990e-01	  9.6634e-01	  4.8325e-01	  1.9877e+01	  7.3525e-04	  1.4868e-03	  3.7775e-01	  6.9575e-02	  6.9575e-02	  1.6628e+00	  2.1717e+01	  2.5618e-01	  7.5581e-03	  1.0190e+00	  1.0000e+00	  1.9609e-02	  2.1088e-01	  2.9523e-02	
  4.4000e+01	  6.5049e+00	  2.7774e-08	  2.9651e-03	  4.5691e-05	  3.6751e-04	  8.8563e-03	  8.9675e+03	  1.1534e-01	  3.0915e-01	  5.8682e-01	  9.6558e-01	  4.5675e-01	  1.9890e+01	  7.4259e-04	  1.4583e-03	  3.7260e-01	  6.9868e-02	  6.9868e-02	  1.6815e+00	  2.1698e+01	  2.5594e-01	  7.5603e-03	  1.0196e+00	  1.0000e+00	  1.9703e-02	  2.1697e-01	  3.0415e-02	
  4.5000e+01	  6.4974e+00	  2.7928e-08	  3.0463e-03	  4.6912e-05	  3.7734e-04	  8.9993e-03	  9.0829e+03	  1.1439e-01	  3.0645e-01	  5.8382e-01	  9.6483e-01	  4.3174e-01	  1.9901e+01	  7.4975e-04	  1.4310e-03	  3.6755e-01	  7.0156e-02	  7.0156e-02	  1.6998e+00	  2.1680e+01	  2.5556e-01	  7.5625e-03	  1.0201e+00	  1.0000e+00	  1.9796e-02	  2.2302e-01	  3.1294e-02	
  4.6000e+01	  6.4901e+00	  2.8077e-08	  3.1270e-03	  4.8104e-05	  3.8713e-04	  9.1410e-03	  9.1967e+03	  1.1348e-01	  3.0384e-01	  5.8088e-01	  9.6408e-01	  4.0815e-01	  1.9912e+01	  7.5674e-04	  1.4049e-03	  3.6260e-01	  7.0439e-02	  7.0439e-02	  1.7176e+00	  2.1662e+01	  2.5506e-01	  7.5647e-03	  1.0207e+00	  1.0000e+00	  1.9888e-02	  2.2903e-01	  3.2160e-02	
  4.7000e+01	  6.4830e+00	  2.8222e-08	  3.2071e-03	  4.9265e-05	  3.9691e-04	  9.2814e-03	  9.3089e+03	  1.1259e-01	  3.0131e-01	  5.7802e-01	  9.6334e-01	  3.8590e-01	  1.9922e+01	  7.6356e-04	  1.3801e-03	  3.5775e-01	  7.0717e-02	  7.0717e-02	  1.7351e+00	  2.1645e+01	  2.5444e-01	  7.5668e-03	  1.0212e+00	  1.0000e+00	  1.9980e-02	  2.3501e-01	  3.3011e-02	
  4.8000e+01	  6.4761e+00	  2.8363e-08	  3.2867e-03	  5.0397e-05	  4.0665e-04	  9.4206e-03	  9.4197e+03	  1.1173e-01	  2.9885e-01	  5.7522e-01	  9.6260e-01	  3.6492e-01	  1.9931e+01	  7.7022e-04	  1.3564e-03	  3.5300e-01	  7.0991e-02	  7.0991e-02	  1.7521e+00	  2.1628e+01	  2.5370e-01	  7.5689e-03	  1.0218e+00	  1.0000e+00	  2.0071e-02	  2.4094e-01	  3.3847e-02	
  4.9000e+01	  6.4694e+00	  2.8500e-08	  3.3658e-03	  5.1498e-05	  4.1636e-04	  9.5586e-03	  9.5289e+03	  1.1090e-01	  2.9646e-01	  5.7249e-01	  9.6187e-01	  3.4514e-01	  1.9940e+01	  7.7673e-04	  1.3339e-03	  3.4836e-01	  7.1259e-02	  7.1259e-02	  1.7688e+00	  2.1611e+01	  2.5286e-01	  7.5711e-03	  1.0223e+00	  1.0000e+00	  2.0161e-02	  2.4684e-01	  3.4670e-02	
  5.0000e+01	  6.4628e+00	  2.8633e-08	  3.4443e-03	  5.2569e-05	  4.2603e-04	  9.6953e-03	  9.6368e+03	  1.1009e-01	  2.9414e-01	  5.6982e-01	  9.6114e-01	  3.2650e-01	  1.9948e+01	  7.8310e-04	  1.3125e-03	  3.4381e-01	  7.1522e-02	  7.1522e-02	  1.7851e+00	  2.1595e+01	  2.5192e-01	  7.5732e-03	  1.0228e+00	  1.0000e+00	  2.0251e-02	  2.5269e-01	  3.5477e-02	
  5.1000e+01	  6.4565e+00	  2.8761e-08	  3.5223e-03	  5.3610e-05	  4.3567e-04	  9.8307e-03	  9.7433e+03	  1.0931e-01	  2.9189e-01	  5.6721e-01	  9.6042e-01	  3.0893e-01	  1.9955e+01	  7.8933e-04	  1.2922e-03	  3.3937e-01	  7.1781e-02	  7.1781e-02	  1.8010e+00	  2.1579e+01	  2.5088e-01	  7.5752e-03	  1.0234e+00	  1.0000e+00	  2.0339e-02	  2.5850e-01	  3.6270e-02	
  5.2000e+01	  6.4503e+00	  2.8885e-08	  3.5997e-03	  5.4621e-05	  4.4527e-04	  9.9649e-03	  9.8483e+03	  1.0855e-01	  2.8970e-01	  5.6466e-01	  9.5970e-01	  2.9238e-01	  1.9961e+01	  7.9543e-04	  1.2729e-03	  3.3503e-01	  7.2036e-02	  7.2036e-02	  1.8166e+00	  2.1563e+01	  2.4976e-01	  7.5773e-03	  1.0239e+00	  1.0000e+00	  2.0427e-02	  2.6427e-01	  3.7049e-02	
