        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	         SO4	
  0.0000e+00	  6.9509e+00	  2.5557e-04	  1.0001e-07	  0.0000e+00	  0.0000e+00	  9.0006e-06	  1.0504e+02	  7.6982e-01	  9.7338e-01	  9.9060e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.0003e-06	
  0.0000e+00	  6.9509e+00	  2.5557e-04	  1.0001e-07	  0.0000e+00	  0.0000e+00	  9.0006e-06	  1.0504e+02	  7.6982e-01	  9.7338e-01	  9.9060e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.0003e-06	
  1.0000e+00	  6.6743e+00	  1.2798e-04	  7.7760e-06	  1.5208e-05	  1.1008e-04	  2.9906e-04	  7.9175e+02	  4.3378e-01	  8.3191e-01	  9.3711e-01	  9.9949e-01	  4.4953e+00	  1.7780e+01	  9.7211e-05	  5.7214e-03	  4.8994e-01	  5.2408e-02	  5.2408e-02	  1.4508e-01	  2.3235e+01	  2.0363e-02	  1.0013e+00	  1.0000e+00	  1.0000e+00	  3.1352e-03	  8.0912e-05	  0.0000e+00	  2.8152e-04	
  2.0000e+00	  6.5973e+00	  1.2790e-04	  1.0114e-05	  1.5213e-05	  2.1503e-04	  5.2528e-04	  1.2452e+03	  3.5508e-01	  7.5967e-01	  9.0576e-01	  9.9888e-01	  4.2894e+00	  1.7886e+01	  1.3010e-04	  5.3311e-03	  5.0852e-01	  5.2839e-02	  5.2839e-02	  2.1063e-01	  2.3169e+01	  2.8228e-02	  1.0031e+00	  1.0000e+00	  1.0000e+00	  7.6547e-03	  3.2312e-04	  0.0000e+00	  4.5342e-04	
  3.0000e+00	  6.5474e+00	  1.2782e-04	  1.1879e-05	  1.5218e-05	  3.3226e-04	  7.6086e-04	  1.6362e+03	  3.1087e-01	  7.0691e-01	  8.8063e-01	  9.9819e-01	  4.0918e+00	  1.7988e+01	  1.6076e-04	  4.9961e-03	  5.2450e-01	  5.3286e-02	  5.3286e-02	  2.7497e-01	  2.3105e+01	  3.5659e-02	  1.0053e+00	  1.0000e+00	  1.0000e+00	  1.3226e-02	  7.4150e-04	  0.0000e+00	  5.9711e-04	
  4.0000e+00	  6.5083e+00	  1.2776e-04	  1.3403e-05	  1.5222e-05	  4.6097e-04	  1.0053e-03	  1.9915e+03	  2.8102e-01	  6.6505e-01	  8.5913e-01	  9.9745e-01	  3.9023e+00	  1.8087e+01	  1.8949e-04	  4.7070e-03	  5.3803e-01	  5.3747e-02	  5.3747e-02	  3.3804e-01	  2.3042e+01	  4.2715e-02	  1.0079e+00	  1.0000e+00	  1.0000e+00	  1.9682e-02	  1.3480e-03	  0.0000e+00	  7.2637e-04	
  5.0000e+00	  6.4750e+00	  1.2770e-04	  1.4809e-05	  1.5226e-05	  6.0048e-04	  1.2575e-03	  2.3225e+03	  2.5892e-01	  6.3033e-01	  8.4013e-01	  9.9666e-01	  3.7204e+00	  1.8182e+01	  2.1654e-04	  4.4555e-03	  5.4931e-01	  5.4220e-02	  5.4220e-02	  3.9981e-01	  2.2980e+01	  4.9426e-02	  1.0108e+00	  1.0000e+00	  1.0000e+00	  2.6889e-02	  2.1499e-03	  0.0000e+00	  8.4649e-04	
  6.0000e+00	  6.4452e+00	  1.2764e-04	  1.6154e-05	  1.5229e-05	  7.5009e-04	  1.5161e-03	  2.6353e+03	  2.4162e-01	  6.0073e-01	  8.2301e-01	  9.9584e-01	  3.5461e+00	  1.8274e+01	  2.4213e-04	  4.2347e-03	  5.5852e-01	  5.4701e-02	  5.4701e-02	  4.6029e-01	  2.2920e+01	  5.5804e-02	  1.0139e+00	  1.0000e+00	  1.0000e+00	  3.4738e-02	  3.1505e-03	  0.0000e+00	  9.6012e-04	
  7.0000e+00	  6.4180e+00	  1.2758e-04	  1.7469e-05	  1.5233e-05	  9.0903e-04	  1.7800e-03	  2.9337e+03	  2.2758e-01	  5.7501e-01	  8.0736e-01	  9.9498e-01	  3.3788e+00	  1.8362e+01	  2.6641e-04	  4.0393e-03	  5.6587e-01	  5.5191e-02	  5.5191e-02	  5.1946e-01	  2.2861e+01	  6.1852e-02	  1.0173e+00	  1.0000e+00	  1.0000e+00	  4.3132e-02	  4.3502e-03	  0.0000e+00	  1.0688e-03	
  8.0000e+00	  6.3929e+00	  1.2753e-04	  1.8775e-05	  1.5236e-05	  1.0765e-03	  2.0482e-03	  3.2201e+03	  2.1585e-01	  5.5232e-01	  7.9294e-01	  9.9410e-01	  3.2185e+00	  1.8447e+01	  2.8955e-04	  3.8649e-03	  5.7154e-01	  5.5686e-02	  5.5686e-02	  5.7734e-01	  2.2803e+01	  6.7565e-02	  1.0207e+00	  1.0000e+00	  1.0000e+00	  5.1990e-02	  5.7467e-03	  0.0000e+00	  1.1735e-03	
