        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	
  3.2400e+02	  6.0971e+00	  1.4293e-08	  1.3584e-02	  3.6881e-05	  1.7142e-03	  2.5528e-02	  1.7010e+04	  7.5552e-02	  1.9186e-01	  4.3311e-01	  9.0147e-01	  1.1886e-02	  1.8924e+01	  1.7619e-03	  1.0616e-03	  1.5654e-01	  9.7494e-02	  9.7494e-02	  3.7276e+00	  1.9652e+01	  1.6718e-02	  7.7685e-03	  1.0919e+00	  1.0000e+00	  2.9763e-02	  9.8220e-01	  4.1768e-02	
  3.2500e+02	  6.0968e+00	  1.4218e-08	  1.3601e-02	  3.6882e-05	  1.7161e-03	  2.5550e-02	  1.7014e+04	  7.5540e-02	  1.9182e-01	  4.3306e-01	  9.0143e-01	  1.1881e-02	  1.8919e+01	  1.7647e-03	  1.0618e-03	  1.5656e-01	  9.7548e-02	  9.7548e-02	  3.7325e+00	  1.9648e+01	  1.6722e-02	  7.7687e-03	  1.0920e+00	  1.0000e+00	  2.9772e-02	  9.8337e-01	  4.1768e-02	
  3.2600e+02	  6.0966e+00	  1.4144e-08	  1.3618e-02	  3.6882e-05	  1.7181e-03	  2.5572e-02	  1.7018e+04	  7.5529e-02	  1.9179e-01	  4.3300e-01	  9.0140e-01	  1.1877e-02	  1.8914e+01	  1.7675e-03	  1.0620e-03	  1.5657e-01	  9.7602e-02	  9.7602e-02	  3.7374e+00	  1.9643e+01	  1.6727e-02	  7.7688e-03	  1.0921e+00	  1.0000e+00	  2.9782e-02	  9.8455e-01	  4.1768e-02	
  3.2700e+02	  6.0963e+00	  1.4070e-08	  1.3635e-02	  3.6882e-05	  1.7200e-03	  2.5595e-02	  1.7021e+04	  7.5517e-02	  1.9175e-01	  4.3295e-01	  9.0137e-01	  1.1872e-02	  1.8909e+01	  1.7703e-03	  1.0622e-03	  1.5659e-01	  9.7656e-02	  9.7656e-02	  3.7423e+00	  1.9638e+01	  1.6731e-02	  7.7689e-03	  1.0923e+00	  1.0000e+00	  2.9792e-02	  9.8572e-01	  4.1768e-02	
  3.2800e+02	  6.0960e+00	  1.3996e-08	  1.3651e-02	  3.6882e-05	  1.7220e-03	  2.5617e-02	  1.7025e+04	  7.5506e-02	  1.9172e-01	  4.3290e-01	  9.0133e-01	  1.1867e-02	  1.8904e+01	  1.7731e-03	  1.0624e-03	  1.5660e-01	  9.7710e-02	  9.7710e-02	  3.7472e+00	  1.9633e+01	  1.6736e-02	  7.7691e-03	  1.0924e+00	  1.0000e+00	  2.9802e-02	  9.8690e-01	  4.1768e-02	
  3.2900e+02	  6.0958e+00	  1.3923e-08	  1.3668e-02	  3.6882e-05	  1.7240e-03	  2.5639e-02	  1.7029e+04	  7.5495e-02	  1.9168e-01	  4.3285e-01	  9.0130e-01	  1.1862e-02	  1.8899e+01	  1.7759e-03	  1.0626e-03	  1.5662e-01	  9.7763e-02	  9.7763e-02	  3.7521e+00	  1.9628e+01	  1.6741e-02	  7.7692e-03	  1.0925e+00	  1.0000e+00	  2.9812e-02	  9.8808e-01	  4.1768e-02	
  3.3000e+02	  6.0955e+00	  1.3850e-08	  1.3685e-02	  3.6882e-05	  1.7259e-03	  2.5662e-02	  1.7032e+04	  7.5484e-02	  1.9165e-01	  4.3280e-01	  9.0126e-01	  1.1857e-02	  1.8894e+01	  1.7787e-03	  1.0628e-03	  1.5663e-01	  9.7817e-02	  9.7817e-02	  3.7570e+00	  1.9623e+01	  1.6747e-02	  7.7693e-03	  1.0926e+00	  1.0000e+00	  2.9821e-02	  9.8926e-01	  4.1768e-02	
  3.3100e+02	  6.0953e+00	  1.3777e-08	  1.3702e-02	  3.6883e-05	  1.7279e-03	  2.5684e-02	  1.7036e+04	  7.5474e-02	  1.9162e-01	  4.3275e-01	  9.0123e-01	  1.1853e-02	  1.8889e+01	  1.7815e-03	  1.0629e-03	  1.5665e-01	  9.7871e-02	  9.7871e-02	  3.7620e+00	  1.9618e+01	  1.6752e-02	  7.7694e-03	  1.0927e+00	  1.0000e+00	  2.9831e-02	  9.9043e-01	  4.1768e-02	
  3.3200e+02	  6.0950e+00	  1.3705e-08	  1.3718e-02	  3.6883e-05	  1.7298e-03	  2.5706e-02	  1.7039e+04	  7.5463e-02	  1.9159e-01	  4.3270e-01	  9.0120e-01	  1.1848e-02	  1.8884e+01	  1.7843e-03	  1.0631e-03	  1.5666e-01	  9.7925e-02	  9.7925e-02	  3.7669e+00	  1.9613e+01	  1.6757e-02	  7.7696e-03	  1.0928e+00	  1.0000e+00	  2.9841e-02	  9.9161e-01	  4.1768e-02	
  3.3300e+02	  6.0948e+00	  1.3632e-08	  1.3735e-02	  3.6883e-05	  1.7317e-03	  2.5729e-02	  1.7043e+04	  7.5453e-02	  1.9156e-01	  4.3265e-01	  9.0117e-01	  1.1844e-02	  1.8879e+01	  1.7871e-03	  1.0633e-03	  1.5668e-01	  9.7978e-02	  9.7978e-02	  3.7718e+00	  1.9608e+01	  1.6763e-02	  7.7697e-03	  1.0929e+00	  1.0000e+00	  2.9850e-02	  9.9279e-01	  4.1768e-02	
  3.3400e+02	  6.0945e+00	  1.3561e-08	  1.3752e-02	  3.6883e-05	  1.7337e-03	  2.5751e-02	  1.7046e+04	  7.5443e-02	  1.9153e-01	  4.3260e-01	  9.0114e-01	  1.1839e-02	  1.8874e+01	  1.7899e-03	  1.0635e-03	  1.5670e-01	  9.8032e-02	  9.8032e-02	  3.7767e+00	  1.9603e+01	  1.6769e-02	  7.7698e-03	  1.0931e+00	  1.0000e+00	  2.9860e-02	  9.9396e-01	  4.1768e-02	
  3.3500e+02	  6.0943e+00	  1.3489e-08	  1.3769e-02	  3.6883e-05	  1.7356e-03	  2.5773e-02	  1.7050e+04	  7.5433e-02	  1.9150e-01	  4.3256e-01	  9.0111e-01	  1.1835e-02	  1.8868e+01	  1.7926e-03	  1.0637e-03	  1.5671e-01	  9.8086e-02	  9.8086e-02	  3.7816e+00	  1.9598e+01	  1.6775e-02	  7.7699e-03	  1.0932e+00	  1.0000e+00	  2.9869e-02	  9.9514e-01	  4.1768e-02	
  3.3600e+02	  6.0940e+00	  1.3418e-08	  1.3786e-02	  3.6884e-05	  1.7376e-03	  2.5795e-02	  1.7053e+04	  7.5423e-02	  1.9147e-01	  4.3251e-01	  9.0108e-01	  1.1830e-02	  1.8863e+01	  1.7954e-03	  1.0638e-03	  1.5673e-01	  9.8139e-02	  9.8139e-02	  3.7866e+00	  1.9593e+01	  1.6781e-02	  7.7701e-03	  1.0933e+00	  1.0000e+00	  2.9878e-02	  9.9632e-01	  4.1768e-02	
  3.3700e+02	  6.0938e+00	  1.3347e-08	  1.3802e-02	  3.6884e-05	  1.7395e-03	  2.5818e-02	  1.7056e+04	  7.5414e-02	  1.9144e-01	  4.3247e-01	  9.0105e-01	  1.1826e-02	  1.8858e+01	  1.7982e-03	  1.0640e-03	  1.5674e-01	  9.8193e-02	  9.8193e-02	  3.7915e+00	  1.9589e+01	  1.6787e-02	  7.7702e-03	  1.0934e+00	  1.0000e+00	  2.9888e-02	  9.9750e-01	  4.1768e-02	
  3.3800e+02	  6.0935e+00	  1.3277e-08	  1.3819e-02	  3.6884e-05	  1.7415e-03	  2.5840e-02	  1.7059e+04	  7.5404e-02	  1.9141e-01	  4.3242e-01	  9.0102e-01	  1.1821e-02	  1.8853e+01	  1.8009e-03	  1.0642e-03	  1.5676e-01	  9.8246e-02	  9.8246e-02	  3.7964e+00	  1.9584e+01	  1.6794e-02	  7.7703e-03	  1.0935e+00	  1.0000e+00	  2.9897e-02	  9.9868e-01	  4.1768e-02	
  3.3900e+02	  6.0933e+00	  1.3207e-08	  1.3836e-02	  3.6884e-05	  1.7434e-03	  2.5862e-02	  1.7062e+04	  7.5395e-02	  1.9138e-01	  4.3238e-01	  9.0099e-01	  1.1817e-02	  1.8848e+01	  1.8037e-03	  1.0644e-03	  1.5678e-01	  9.8300e-02	  9.8300e-02	  3.8013e+00	  1.9579e+01	  1.6800e-02	  7.7704e-03	  1.0936e+00	  1.0000e+00	  2.9906e-02	  9.9985e-01	  4.1768e-02	
  3.4000e+02	  6.0930e+00	  1.3137e-08	  1.3853e-02	  3.6884e-05	  1.7453e-03	  2.5884e-02	  1.7065e+04	  7.5386e-02	  1.9136e-01	  4.3234e-01	  9.0096e-01	  1.1813e-02	  1.8843e+01	  1.8065e-03	  1.0645e-03	  1.5680e-01	  9.8353e-02	  9.8353e-02	  3.8063e+00	  1.9574e+01	  1.6807e-02	  7.7705e-03	  1.0937e+00	  1.0000e+00	  2.9915e-02	  1.0010e+00	  4.1768e-02	
  3.4100e+02	  6.0928e+00	  1.3068e-08	  1.3870e-02	  3.6884e-05	  1.7473e-03	  2.5906e-02	  1.7068e+04	  7.5377e-02	  1.9133e-01	  4.3230e-01	  9.0094e-01	  1.1809e-02	  1.8838e+01	  1.8092e-03	  1.0647e-03	  1.5681e-01	  9.8407e-02	  9.8407e-02	  3.8112e+00	  1.9569e+01	  1.6814e-02	  7.7707e-03	  1.0938e+00	  1.0000e+00	  2.9925e-02	  1.0022e+00	  4.1768e-02	
  3.4200e+02	  6.0925e+00	  1.2999e-08	  1.3886e-02	  3.6884e-05	  1.7492e-03	  2.5929e-02	  1.7071e+04	  7.5368e-02	  1.9130e-01	  4.3225e-01	  9.0091e-01	  1.1804e-02	  1.8833e+01	  1.8119e-03	  1.0649e-03	  1.5683e-01	  9.8460e-02	  9.8460e-02	  3.8161e+00	  1.9564e+01	  1.6821e-02	  7.7708e-03	  1.0940e+00	  1.0000e+00	  2.9934e-02	  1.0034e+00	  4.1768e-02	
  3.4300e+02	  6.0923e+00	  1.2930e-08	  1.3903e-02	  3.6885e-05	  1.7511e-03	  2.5951e-02	  1.7074e+04	  7.5359e-02	  1.9128e-01	  4.3221e-01	  9.0088e-01	  1.1800e-02	  1.8828e+01	  1.8147e-03	  1.0651e-03	  1.5685e-01	  9.8513e-02	  9.8513e-02	  3.8210e+00	  1.9559e+01	  1.6828e-02	  7.7709e-03	  1.0941e+00	  1.0000e+00	  2.9943e-02	  1.0046e+00	  4.1768e-02	
  3.4400e+02	  6.0920e+00	  1.2861e-08	  1.3920e-02	  3.6885e-05	  1.7531e-03	  2.5973e-02	  1.7077e+04	  7.5351e-02	  1.9125e-01	  4.3217e-01	  9.0086e-01	  1.1796e-02	  1.8823e+01	  1.8174e-03	  1.0652e-03	  1.5687e-01	  9.8567e-02	  9.8567e-02	  3.8260e+00	  1.9554e+01	  1.6835e-02	  7.7710e-03	  1.0942e+00	  1.0000e+00	  2.9952e-02	  1.0057e+00	  4.1768e-02	
  3.4500e+02	  6.0918e+00	  1.2793e-08	  1.3937e-02	  3.6885e-05	  1.7550e-03	  2.5995e-02	  1.7080e+04	  7.5343e-02	  1.9122e-01	  4.3213e-01	  9.0083e-01	  1.1792e-02	  1.8818e+01	  1.8202e-03	  1.0654e-03	  1.5688e-01	  9.8620e-02	  9.8620e-02	  3.8309e+00	  1.9549e+01	  1.6843e-02	  7.7711e-03	  1.0943e+00	  1.0000e+00	  2.9961e-02	  1.0069e+00	  4.1768e-02	
  3.4600e+02	  6.0915e+00	  1.2725e-08	  1.3954e-02	  3.6885e-05	  1.7569e-03	  2.6017e-02	  1.7083e+04	  7.5334e-02	  1.9120e-01	  4.3210e-01	  9.0080e-01	  1.1788e-02	  1.8813e+01	  1.8229e-03	  1.0656e-03	  1.5690e-01	  9.8673e-02	  9.8673e-02	  3.8358e+00	  1.9544e+01	  1.6850e-02	  7.7712e-03	  1.0944e+00	  1.0000e+00	  2.9970e-02	  1.0081e+00	  4.1768e-02	
  3.4700e+02	  6.0913e+00	  1.2658e-08	  1.3971e-02	  3.6885e-05	  1.7589e-03	  2.6039e-02	  1.7085e+04	  7.5326e-02	  1.9118e-01	  4.3206e-01	  9.0078e-01	  1.1784e-02	  1.8808e+01	  1.8256e-03	  1.0657e-03	  1.5692e-01	  9.8726e-02	  9.8726e-02	  3.8408e+00	  1.9539e+01	  1.6858e-02	  7.7713e-03	  1.0945e+00	  1.0000e+00	  2.9979e-02	  1.0093e+00	  4.1768e-02	
  3.4800e+02	  6.0911e+00	  1.2591e-08	  1.3987e-02	  3.6885e-05	  1.7608e-03	  2.6062e-02	  1.7088e+04	  7.5318e-02	  1.9115e-01	  4.3202e-01	  9.0076e-01	  1.1780e-02	  1.8803e+01	  1.8283e-03	  1.0659e-03	  1.5694e-01	  9.8780e-02	  9.8780e-02	  3.8457e+00	  1.9534e+01	  1.6865e-02	  7.7714e-03	  1.0946e+00	  1.0000e+00	  2.9987e-02	  1.0105e+00	  4.1768e-02	
  3.4900e+02	  6.0908e+00	  1.2524e-08	  1.4004e-02	  3.6885e-05	  1.7627e-03	  2.6084e-02	  1.7091e+04	  7.5311e-02	  1.9113e-01	  4.3199e-01	  9.0073e-01	  1.1776e-02	  1.8798e+01	  1.8310e-03	  1.0660e-03	  1.5696e-01	  9.8833e-02	  9.8833e-02	  3.8506e+00	  1.9529e+01	  1.6873e-02	  7.7715e-03	  1.0948e+00	  1.0000e+00	  2.9996e-02	  1.0116e+00	  4.1768e-02	
  3.5000e+02	  6.0906e+00	  1.2457e-08	  1.4021e-02	  3.6885e-05	  1.7647e-03	  2.6106e-02	  1.7093e+04	  7.5303e-02	  1.9111e-01	  4.3195e-01	  9.0071e-01	  1.1772e-02	  1.8793e+01	  1.8337e-03	  1.0662e-03	  1.5697e-01	  9.8886e-02	  9.8886e-02	  3.8556e+00	  1.9524e+01	  1.6881e-02	  7.7716e-03	  1.0949e+00	  1.0000e+00	  3.0005e-02	  1.0128e+00	  4.1768e-02	
  3.5100e+02	  6.0903e+00	  1.2391e-08	  1.4038e-02	  3.6886e-05	  1.7666e-03	  2.6128e-02	  1.7096e+04	  7.5296e-02	  1.9108e-01	  4.3192e-01	  9.0069e-01	  1.1769e-02	  1.8788e+01	  1.8364e-03	  1.0664e-03	  1.5699e-01	  9.8939e-02	  9.8939e-02	  3.8605e+00	  1.9519e+01	  1.6890e-02	  7.7718e-03	  1.0950e+00	  1.0000e+00	  3.0014e-02	  1.0140e+00	  4.1768e-02	
  3.5200e+02	  6.0901e+00	  1.2325e-08	  1.4055e-02	  3.6886e-05	  1.7685e-03	  2.6150e-02	  1.7098e+04	  7.5288e-02	  1.9106e-01	  4.3188e-01	  9.0066e-01	  1.1765e-02	  1.8782e+01	  1.8391e-03	  1.0665e-03	  1.5701e-01	  9.8992e-02	  9.8992e-02	  3.8655e+00	  1.9515e+01	  1.6898e-02	  7.7719e-03	  1.0951e+00	  1.0000e+00	  3.0022e-02	  1.0152e+00	  4.1768e-02	
  3.5300e+02	  6.0899e+00	  1.2260e-08	  1.4072e-02	  3.6886e-05	  1.7704e-03	  2.6172e-02	  1.7101e+04	  7.5281e-02	  1.9104e-01	  4.3185e-01	  9.0064e-01	  1.1761e-02	  1.8777e+01	  1.8418e-03	  1.0667e-03	  1.5703e-01	  9.9045e-02	  9.9045e-02	  3.8704e+00	  1.9510e+01	  1.6906e-02	  7.7720e-03	  1.0952e+00	  1.0000e+00	  3.0031e-02	  1.0164e+00	  4.1768e-02	
  3.5400e+02	  6.0896e+00	  1.2194e-08	  1.4089e-02	  3.6886e-05	  1.7724e-03	  2.6194e-02	  1.7103e+04	  7.5274e-02	  1.9102e-01	  4.3181e-01	  9.0062e-01	  1.1757e-02	  1.8772e+01	  1.8445e-03	  1.0668e-03	  1.5705e-01	  9.9098e-02	  9.9098e-02	  3.8754e+00	  1.9505e+01	  1.6915e-02	  7.7721e-03	  1.0953e+00	  1.0000e+00	  3.0040e-02	  1.0175e+00	  4.1768e-02	
  3.5500e+02	  6.0894e+00	  1.2129e-08	  1.4106e-02	  3.6886e-05	  1.7743e-03	  2.6216e-02	  1.7105e+04	  7.5267e-02	  1.9100e-01	  4.3178e-01	  9.0060e-01	  1.1753e-02	  1.8767e+01	  1.8472e-03	  1.0670e-03	  1.5707e-01	  9.9151e-02	  9.9151e-02	  3.8803e+00	  1.9500e+01	  1.6923e-02	  7.7722e-03	  1.0955e+00	  1.0000e+00	  3.0048e-02	  1.0187e+00	  4.1768e-02	
  3.5600e+02	  6.0892e+00	  1.2065e-08	  1.4122e-02	  3.6886e-05	  1.7762e-03	  2.6238e-02	  1.7108e+04	  7.5260e-02	  1.9098e-01	  4.3175e-01	  9.0058e-01	  1.1750e-02	  1.8762e+01	  1.8499e-03	  1.0672e-03	  1.5709e-01	  9.9204e-02	  9.9204e-02	  3.8852e+00	  1.9495e+01	  1.6932e-02	  7.7723e-03	  1.0956e+00	  1.0000e+00	  3.0057e-02	  1.0199e+00	  4.1768e-02	
  3.5700e+02	  6.0889e+00	  1.2000e-08	  1.4139e-02	  3.6886e-05	  1.7781e-03	  2.6260e-02	  1.7110e+04	  7.5254e-02	  1.9096e-01	  4.3172e-01	  9.0056e-01	  1.1746e-02	  1.8757e+01	  1.8526e-03	  1.0673e-03	  1.5711e-01	  9.9256e-02	  9.9256e-02	  3.8902e+00	  1.9490e+01	  1.6941e-02	  7.7724e-03	  1.0957e+00	  1.0000e+00	  3.0065e-02	  1.0211e+00	  4.1768e-02	
  3.5800e+02	  6.0887e+00	  1.1936e-08	  1.4156e-02	  3.6886e-05	  1.7800e-03	  2.6282e-02	  1.7112e+04	  7.5247e-02	  1.9094e-01	  4.3169e-01	  9.0054e-01	  1.1742e-02	  1.8752e+01	  1.8553e-03	  1.0675e-03	  1.5712e-01	  9.9309e-02	  9.9309e-02	  3.8951e+00	  1.9485e+01	  1.6950e-02	  7.7725e-03	  1.0958e+00	  1.0000e+00	  3.0073e-02	  1.0223e+00	  4.1768e-02	
  3.5900e+02	  6.0885e+00	  1.1873e-08	  1.4173e-02	  3.6886e-05	  1.7820e-03	  2.6304e-02	  1.7114e+04	  7.5241e-02	  1.9092e-01	  4.3166e-01	  9.0052e-01	  1.1739e-02	  1.8747e+01	  1.8579e-03	  1.0676e-03	  1.5714e-01	  9.9362e-02	  9.9362e-02	  3.9001e+00	  1.9480e+01	  1.6959e-02	  7.7726e-03	  1.0959e+00	  1.0000e+00	  3.0082e-02	  1.0235e+00	  4.1768e-02	
  3.6000e+02	  6.0882e+00	  1.1809e-08	  1.4190e-02	  3.6886e-05	  1.7839e-03	  2.6326e-02	  1.7116e+04	  7.5234e-02	  1.9090e-01	  4.3163e-01	  9.0050e-01	  1.1735e-02	  1.8742e+01	  1.8606e-03	  1.0678e-03	  1.5716e-01	  9.9415e-02	  9.9415e-02	  3.9050e+00	  1.9475e+01	  1.6968e-02	  7.7727e-03	  1.0960e+00	  1.0000e+00	  3.0090e-02	  1.0246e+00	  4.1768e-02	
  3.6100e+02	  6.0880e+00	  1.1746e-08	  1.4207e-02	  3.6886e-05	  1.7858e-03	  2.6348e-02	  1.7118e+04	  7.5228e-02	  1.9088e-01	  4.3160e-01	  9.0048e-01	  1.1732e-02	  1.8737e+01	  1.8632e-03	  1.0679e-03	  1.5718e-01	  9.9467e-02	  9.9467e-02	  3.9100e+00	  1.9470e+01	  1.6978e-02	  7.7727e-03	  1.0961e+00	  1.0000e+00	  3.0098e-02	  1.0258e+00	  4.1768e-02	
  3.6200e+02	  6.0878e+00	  1.1683e-08	  1.4224e-02	  3.6887e-05	  1.7877e-03	  2.6370e-02	  1.7120e+04	  7.5222e-02	  1.9086e-01	  4.3157e-01	  9.0046e-01	  1.1728e-02	  1.8732e+01	  1.8659e-03	  1.0681e-03	  1.5720e-01	  9.9520e-02	  9.9520e-02	  3.9149e+00	  1.9465e+01	  1.6987e-02	  7.7728e-03	  1.0963e+00	  1.0000e+00	  3.0107e-02	  1.0270e+00	  4.1768e-02	
  3.6300e+02	  6.0875e+00	  1.1621e-08	  1.4241e-02	  3.6887e-05	  1.7896e-03	  2.6392e-02	  1.7122e+04	  7.5216e-02	  1.9085e-01	  4.3154e-01	  9.0044e-01	  1.1724e-02	  1.8727e+01	  1.8685e-03	  1.0682e-03	  1.5722e-01	  9.9573e-02	  9.9573e-02	  3.9199e+00	  1.9460e+01	  1.6997e-02	  7.7729e-03	  1.0964e+00	  1.0000e+00	  3.0115e-02	  1.0282e+00	  4.1768e-02	
  3.6400e+02	  6.0873e+00	  1.1559e-08	  1.4258e-02	  3.6887e-05	  1.7916e-03	  2.6414e-02	  1.7124e+04	  7.5211e-02	  1.9083e-01	  4.3152e-01	  9.0042e-01	  1.1721e-02	  1.8721e+01	  1.8712e-03	  1.0684e-03	  1.5724e-01	  9.9625e-02	  9.9625e-02	  3.9249e+00	  1.9455e+01	  1.7006e-02	  7.7730e-03	  1.0965e+00	  1.0000e+00	  3.0123e-02	  1.0294e+00	  4.1768e-02	
  3.6500e+02	  6.0871e+00	  1.1497e-08	  1.4275e-02	  3.6887e-05	  1.7935e-03	  2.6436e-02	  1.7126e+04	  7.5205e-02	  1.9081e-01	  4.3149e-01	  9.0041e-01	  1.1717e-02	  1.8716e+01	  1.8738e-03	  1.0685e-03	  1.5726e-01	  9.9678e-02	  9.9678e-02	  3.9298e+00	  1.9450e+01	  1.7016e-02	  7.7731e-03	  1.0966e+00	  1.0000e+00	  3.0131e-02	  1.0306e+00	  4.1768e-02	
  3.6600e+02	  6.0868e+00	  1.1435e-08	  1.4292e-02	  3.6887e-05	  1.7954e-03	  2.6458e-02	  1.7128e+04	  7.5200e-02	  1.9079e-01	  4.3147e-01	  9.0039e-01	  1.1714e-02	  1.8711e+01	  1.8765e-03	  1.0687e-03	  1.5728e-01	  9.9730e-02	  9.9730e-02	  3.9348e+00	  1.9445e+01	  1.7026e-02	  7.7732e-03	  1.0967e+00	  1.0000e+00	  3.0139e-02	  1.0317e+00	  4.1768e-02	
  3.6700e+02	  6.0866e+00	  1.1374e-08	  1.4309e-02	  3.6887e-05	  1.7973e-03	  2.6480e-02	  1.7130e+04	  7.5194e-02	  1.9078e-01	  4.3144e-01	  9.0037e-01	  1.1711e-02	  1.8706e+01	  1.8791e-03	  1.0688e-03	  1.5730e-01	  9.9783e-02	  9.9783e-02	  3.9397e+00	  1.9440e+01	  1.7036e-02	  7.7733e-03	  1.0968e+00	  1.0000e+00	  3.0147e-02	  1.0329e+00	  4.1768e-02	
  3.6800e+02	  6.0864e+00	  1.1313e-08	  1.4326e-02	  3.6887e-05	  1.7992e-03	  2.6502e-02	  1.7132e+04	  7.5189e-02	  1.9076e-01	  4.3142e-01	  9.0036e-01	  1.1707e-02	  1.8701e+01	  1.8817e-03	  1.0690e-03	  1.5732e-01	  9.9835e-02	  9.9835e-02	  3.9447e+00	  1.9435e+01	  1.7046e-02	  7.7734e-03	  1.0969e+00	  1.0000e+00	  3.0155e-02	  1.0341e+00	  4.1768e-02	
  3.6900e+02	  6.0862e+00	  1.1252e-08	  1.4343e-02	  3.6887e-05	  1.8011e-03	  2.6524e-02	  1.7133e+04	  7.5184e-02	  1.9075e-01	  4.3139e-01	  9.0034e-01	  1.1704e-02	  1.8696e+01	  1.8844e-03	  1.0691e-03	  1.5734e-01	  9.9888e-02	  9.9888e-02	  3.9496e+00	  1.9430e+01	  1.7056e-02	  7.7735e-03	  1.0971e+00	  1.0000e+00	  3.0163e-02	  1.0353e+00	  4.1768e-02	
  3.7000e+02	  6.0859e+00	  1.1192e-08	  1.4360e-02	  3.6887e-05	  1.8030e-03	  2.6546e-02	  1.7135e+04	  7.5179e-02	  1.9073e-01	  4.3137e-01	  9.0032e-01	  1.1700e-02	  1.8691e+01	  1.8870e-03	  1.0693e-03	  1.5736e-01	  9.9940e-02	  9.9940e-02	  3.9546e+00	  1.9425e+01	  1.7066e-02	  7.7736e-03	  1.0972e+00	  1.0000e+00	  3.0171e-02	  1.0365e+00	  4.1768e-02	
  3.7100e+02	  6.0857e+00	  1.1132e-08	  1.4377e-02	  3.6887e-05	  1.8049e-03	  2.6568e-02	  1.7137e+04	  7.5174e-02	  1.9072e-01	  4.3135e-01	  9.0031e-01	  1.1697e-02	  1.8686e+01	  1.8896e-03	  1.0694e-03	  1.5738e-01	  9.9993e-02	  9.9993e-02	  3.9596e+00	  1.9420e+01	  1.7077e-02	  7.7736e-03	  1.0973e+00	  1.0000e+00	  3.0179e-02	  1.0377e+00	  4.1768e-02	
  3.7200e+02	  6.0855e+00	  1.1072e-08	  1.4394e-02	  3.6887e-05	  1.8069e-03	  2.6590e-02	  1.7138e+04	  7.5169e-02	  1.9070e-01	  4.3132e-01	  9.0029e-01	  1.1694e-02	  1.8681e+01	  1.8922e-03	  1.0695e-03	  1.5740e-01	  1.0004e-01	  1.0004e-01	  3.9645e+00	  1.9415e+01	  1.7087e-02	  7.7737e-03	  1.0974e+00	  1.0000e+00	  3.0187e-02	  1.0388e+00	  4.1768e-02	
  3.7300e+02	  6.0853e+00	  1.1013e-08	  1.4411e-02	  3.6887e-05	  1.8088e-03	  2.6612e-02	  1.7140e+04	  7.5164e-02	  1.9069e-01	  4.3130e-01	  9.0028e-01	  1.1690e-02	  1.8676e+01	  1.8948e-03	  1.0697e-03	  1.5742e-01	  1.0010e-01	  1.0010e-01	  3.9695e+00	  1.9410e+01	  1.7098e-02	  7.7738e-03	  1.0975e+00	  1.0000e+00	  3.0195e-02	  1.0400e+00	  4.1768e-02	
  3.7400e+02	  6.0850e+00	  1.0954e-08	  1.4428e-02	  3.6887e-05	  1.8107e-03	  2.6634e-02	  1.7142e+04	  7.5160e-02	  1.9067e-01	  4.3128e-01	  9.0027e-01	  1.1687e-02	  1.8670e+01	  1.8974e-03	  1.0698e-03	  1.5744e-01	  1.0015e-01	  1.0015e-01	  3.9745e+00	  1.9406e+01	  1.7109e-02	  7.7739e-03	  1.0976e+00	  1.0000e+00	  3.0203e-02	  1.0412e+00	  4.1768e-02	
  3.7500e+02	  6.0848e+00	  1.0895e-08	  1.4445e-02	  3.6887e-05	  1.8126e-03	  2.6656e-02	  1.7143e+04	  7.5155e-02	  1.9066e-01	  4.3126e-01	  9.0025e-01	  1.1684e-02	  1.8665e+01	  1.9000e-03	  1.0700e-03	  1.5746e-01	  1.0020e-01	  1.0020e-01	  3.9794e+00	  1.9401e+01	  1.7120e-02	  7.7740e-03	  1.0978e+00	  1.0000e+00	  3.0210e-02	  1.0424e+00	  4.1768e-02	
  3.7600e+02	  6.0846e+00	  1.0836e-08	  1.4462e-02	  3.6887e-05	  1.8145e-03	  2.6678e-02	  1.7145e+04	  7.5151e-02	  1.9065e-01	  4.3124e-01	  9.0024e-01	  1.1680e-02	  1.8660e+01	  1.9026e-03	  1.0701e-03	  1.5748e-01	  1.0025e-01	  1.0025e-01	  3.9844e+00	  1.9396e+01	  1.7130e-02	  7.7741e-03	  1.0979e+00	  1.0000e+00	  3.0218e-02	  1.0436e+00	  4.1768e-02	
  3.7700e+02	  6.0844e+00	  1.0778e-08	  1.4479e-02	  3.6887e-05	  1.8164e-03	  2.6700e-02	  1.7146e+04	  7.5147e-02	  1.9063e-01	  4.3122e-01	  9.0022e-01	  1.1677e-02	  1.8655e+01	  1.9052e-03	  1.0703e-03	  1.5750e-01	  1.0031e-01	  1.0031e-01	  3.9894e+00	  1.9391e+01	  1.7141e-02	  7.7741e-03	  1.0980e+00	  1.0000e+00	  3.0226e-02	  1.0448e+00	  4.1768e-02	
