        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	
  2.2400e+02	  1.2505e+01	  1.2930e-07	  3.9543e-05	  2.3479e-03	  5.9799e-16	  9.5252e-06	  1.9775e+04	  6.8225e-02	  1.6979e-01	  3.9770e-01	  8.7545e-01	  1.2964e-02	  1.9398e+01	  1.3763e-03	  1.0306e-03	  1.5484e-01	  8.8642e-02	  8.8642e-02	  2.4379e+00	  2.0942e+01	  3.5818e-01	  5.3509e-02	  1.0000e+00	  1.0013e+00	  1.4615e-01	  4.0867e-03	  3.4923e-01	
  2.2500e+02	  1.2505e+01	  1.2831e-07	  3.9542e-05	  2.3605e-03	  5.9608e-16	  9.5247e-06	  1.9800e+04	  6.8166e-02	  1.6961e-01	  3.9741e-01	  8.7521e-01	  1.2943e-02	  1.9393e+01	  1.3797e-03	  1.0310e-03	  1.5479e-01	  8.8703e-02	  8.8703e-02	  2.4423e+00	  2.0938e+01	  3.5803e-01	  5.3563e-02	  1.0000e+00	  1.0013e+00	  1.4634e-01	  4.1043e-03	  3.5035e-01	
  2.2600e+02	  1.2506e+01	  1.2733e-07	  3.9542e-05	  2.3732e-03	  5.9419e-16	  9.5242e-06	  1.9825e+04	  6.8108e-02	  1.6943e-01	  3.9712e-01	  8.7497e-01	  1.2923e-02	  1.9388e+01	  1.3831e-03	  1.0314e-03	  1.5474e-01	  8.8764e-02	  8.8764e-02	  2.4466e+00	  2.0933e+01	  3.5787e-01	  5.3617e-02	  1.0000e+00	  1.0013e+00	  1.4652e-01	  4.1220e-03	  3.5147e-01	
  2.2700e+02	  1.2507e+01	  1.2636e-07	  3.9542e-05	  2.3859e-03	  5.9232e-16	  9.5237e-06	  1.9850e+04	  6.8051e-02	  1.6926e-01	  3.9683e-01	  8.7473e-01	  1.2903e-02	  1.9384e+01	  1.3865e-03	  1.0318e-03	  1.5469e-01	  8.8825e-02	  8.8825e-02	  2.4510e+00	  2.0929e+01	  3.5772e-01	  5.3671e-02	  1.0000e+00	  1.0013e+00	  1.4670e-01	  4.1396e-03	  3.5258e-01	
  2.2800e+02	  1.2507e+01	  1.2540e-07	  3.9542e-05	  2.3986e-03	  5.9048e-16	  9.5232e-06	  1.9874e+04	  6.7994e-02	  1.6909e-01	  3.9654e-01	  8.7449e-01	  1.2884e-02	  1.9379e+01	  1.3899e-03	  1.0322e-03	  1.5465e-01	  8.8886e-02	  8.8886e-02	  2.4553e+00	  2.0925e+01	  3.5757e-01	  5.3724e-02	  1.0000e+00	  1.0013e+00	  1.4688e-01	  4.1573e-03	  3.5370e-01	
  2.2900e+02	  1.2508e+01	  1.2444e-07	  3.9542e-05	  2.4114e-03	  5.8866e-16	  9.5227e-06	  1.9898e+04	  6.7937e-02	  1.6892e-01	  3.9626e-01	  8.7426e-01	  1.2864e-02	  1.9374e+01	  1.3933e-03	  1.0326e-03	  1.5460e-01	  8.8947e-02	  8.8947e-02	  2.4597e+00	  2.0920e+01	  3.5742e-01	  5.3777e-02	  1.0000e+00	  1.0013e+00	  1.4706e-01	  4.1749e-03	  3.5481e-01	
  2.3000e+02	  1.2508e+01	  1.2349e-07	  3.9542e-05	  2.4243e-03	  5.8687e-16	  9.5223e-06	  1.9922e+04	  6.7882e-02	  1.6875e-01	  3.9598e-01	  8.7403e-01	  1.2845e-02	  1.9370e+01	  1.3967e-03	  1.0329e-03	  1.5456e-01	  8.9008e-02	  8.9008e-02	  2.4641e+00	  2.0916e+01	  3.5727e-01	  5.3829e-02	  1.0000e+00	  1.0013e+00	  1.4724e-01	  4.1926e-03	  3.5593e-01	
  2.3100e+02	  1.2509e+01	  1.2255e-07	  3.9542e-05	  2.4372e-03	  5.8510e-16	  9.5218e-06	  1.9946e+04	  6.7826e-02	  1.6859e-01	  3.9571e-01	  8.7380e-01	  1.2826e-02	  1.9365e+01	  1.4001e-03	  1.0333e-03	  1.5451e-01	  8.9068e-02	  8.9068e-02	  2.4684e+00	  2.0912e+01	  3.5712e-01	  5.3880e-02	  1.0000e+00	  1.0014e+00	  1.4741e-01	  4.2102e-03	  3.5704e-01	
  2.3200e+02	  1.2509e+01	  1.2162e-07	  3.9542e-05	  2.4502e-03	  5.8335e-16	  9.5213e-06	  1.9970e+04	  6.7772e-02	  1.6842e-01	  3.9543e-01	  8.7357e-01	  1.2808e-02	  1.9360e+01	  1.4034e-03	  1.0337e-03	  1.5447e-01	  8.9129e-02	  8.9129e-02	  2.4728e+00	  2.0907e+01	  3.5698e-01	  5.3931e-02	  1.0000e+00	  1.0014e+00	  1.4759e-01	  4.2279e-03	  3.5815e-01	
  2.3300e+02	  1.2510e+01	  1.2069e-07	  3.9543e-05	  2.4633e-03	  5.8163e-16	  9.5208e-06	  1.9993e+04	  6.7718e-02	  1.6826e-01	  3.9516e-01	  8.7334e-01	  1.2790e-02	  1.9356e+01	  1.4068e-03	  1.0340e-03	  1.5443e-01	  8.9189e-02	  8.9189e-02	  2.4771e+00	  2.0903e+01	  3.5684e-01	  5.3981e-02	  1.0000e+00	  1.0014e+00	  1.4776e-01	  4.2456e-03	  3.5926e-01	
  2.3400e+02	  1.2510e+01	  1.1978e-07	  3.9543e-05	  2.4764e-03	  5.7992e-16	  9.5204e-06	  2.0016e+04	  6.7665e-02	  1.6810e-01	  3.9489e-01	  8.7312e-01	  1.2772e-02	  1.9351e+01	  1.4102e-03	  1.0344e-03	  1.5439e-01	  8.9249e-02	  8.9249e-02	  2.4815e+00	  2.0899e+01	  3.5669e-01	  5.4031e-02	  1.0000e+00	  1.0014e+00	  1.4793e-01	  4.2632e-03	  3.6037e-01	
  2.3500e+02	  1.2511e+01	  1.1887e-07	  3.9544e-05	  2.4895e-03	  5.7824e-16	  9.5199e-06	  2.0039e+04	  6.7612e-02	  1.6794e-01	  3.9463e-01	  8.7290e-01	  1.2754e-02	  1.9346e+01	  1.4135e-03	  1.0347e-03	  1.5435e-01	  8.9309e-02	  8.9309e-02	  2.4858e+00	  2.0894e+01	  3.5655e-01	  5.4081e-02	  1.0000e+00	  1.0014e+00	  1.4810e-01	  4.2809e-03	  3.6148e-01	
  2.3600e+02	  1.2511e+01	  1.1796e-07	  3.9544e-05	  2.5027e-03	  5.7658e-16	  9.5194e-06	  2.0062e+04	  6.7560e-02	  1.6778e-01	  3.9436e-01	  8.7267e-01	  1.2737e-02	  1.9342e+01	  1.4169e-03	  1.0351e-03	  1.5431e-01	  8.9369e-02	  8.9369e-02	  2.4902e+00	  2.0890e+01	  3.5642e-01	  5.4130e-02	  1.0000e+00	  1.0014e+00	  1.4827e-01	  4.2986e-03	  3.6259e-01	
  2.3700e+02	  1.2512e+01	  1.1707e-07	  3.9545e-05	  2.5160e-03	  5.7493e-16	  9.5190e-06	  2.0085e+04	  6.7508e-02	  1.6763e-01	  3.9410e-01	  8.7246e-01	  1.2719e-02	  1.9337e+01	  1.4203e-03	  1.0354e-03	  1.5427e-01	  8.9429e-02	  8.9429e-02	  2.4945e+00	  2.0885e+01	  3.5628e-01	  5.4178e-02	  1.0000e+00	  1.0014e+00	  1.4844e-01	  4.3163e-03	  3.6370e-01	
  2.3800e+02	  1.2513e+01	  1.1618e-07	  3.9546e-05	  2.5293e-03	  5.7331e-16	  9.5185e-06	  2.0107e+04	  6.7457e-02	  1.6747e-01	  3.9385e-01	  8.7224e-01	  1.2702e-02	  1.9332e+01	  1.4236e-03	  1.0358e-03	  1.5424e-01	  8.9489e-02	  8.9489e-02	  2.4989e+00	  2.0881e+01	  3.5614e-01	  5.4226e-02	  1.0000e+00	  1.0014e+00	  1.4860e-01	  4.3340e-03	  3.6481e-01	
  2.3900e+02	  1.2513e+01	  1.1530e-07	  3.9547e-05	  2.5427e-03	  5.7171e-16	  9.5181e-06	  2.0129e+04	  6.7406e-02	  1.6732e-01	  3.9359e-01	  8.7202e-01	  1.2686e-02	  1.9328e+01	  1.4270e-03	  1.0361e-03	  1.5420e-01	  8.9549e-02	  8.9549e-02	  2.5032e+00	  2.0877e+01	  3.5601e-01	  5.4274e-02	  1.0000e+00	  1.0014e+00	  1.4877e-01	  4.3517e-03	  3.6592e-01	
  2.4000e+02	  1.2514e+01	  1.1443e-07	  3.9548e-05	  2.5561e-03	  5.7013e-16	  9.5176e-06	  2.0151e+04	  6.7356e-02	  1.6717e-01	  3.9334e-01	  8.7181e-01	  1.2669e-02	  1.9323e+01	  1.4303e-03	  1.0365e-03	  1.5417e-01	  8.9609e-02	  8.9609e-02	  2.5076e+00	  2.0872e+01	  3.5588e-01	  5.4321e-02	  1.0000e+00	  1.0014e+00	  1.4893e-01	  4.3694e-03	  3.6702e-01	
  2.4100e+02	  1.2514e+01	  1.1356e-07	  3.9549e-05	  2.5696e-03	  5.6857e-16	  9.5171e-06	  2.0173e+04	  6.7307e-02	  1.6702e-01	  3.9309e-01	  8.7160e-01	  1.2653e-02	  1.9318e+01	  1.4336e-03	  1.0368e-03	  1.5413e-01	  8.9668e-02	  8.9668e-02	  2.5119e+00	  2.0868e+01	  3.5575e-01	  5.4367e-02	  1.0000e+00	  1.0014e+00	  1.4909e-01	  4.3872e-03	  3.6813e-01	
  2.4200e+02	  1.2515e+01	  1.1270e-07	  3.9550e-05	  2.5832e-03	  5.6702e-16	  9.5167e-06	  2.0195e+04	  6.7258e-02	  1.6687e-01	  3.9284e-01	  8.7139e-01	  1.2637e-02	  1.9314e+01	  1.4370e-03	  1.0371e-03	  1.5410e-01	  8.9728e-02	  8.9728e-02	  2.5163e+00	  2.0864e+01	  3.5562e-01	  5.4413e-02	  1.0000e+00	  1.0014e+00	  1.4925e-01	  4.4049e-03	  3.6923e-01	
  2.4300e+02	  1.2515e+01	  1.1185e-07	  3.9551e-05	  2.5968e-03	  5.6550e-16	  9.5162e-06	  2.0216e+04	  6.7209e-02	  1.6673e-01	  3.9260e-01	  8.7118e-01	  1.2621e-02	  1.9309e+01	  1.4403e-03	  1.0375e-03	  1.5407e-01	  8.9787e-02	  8.9787e-02	  2.5206e+00	  2.0859e+01	  3.5549e-01	  5.4459e-02	  1.0000e+00	  1.0014e+00	  1.4941e-01	  4.4226e-03	  3.7034e-01	
  2.4400e+02	  1.2516e+01	  1.1100e-07	  3.9552e-05	  2.6105e-03	  5.6399e-16	  9.5158e-06	  2.0237e+04	  6.7161e-02	  1.6658e-01	  3.9235e-01	  8.7097e-01	  1.2605e-02	  1.9304e+01	  1.4436e-03	  1.0378e-03	  1.5403e-01	  8.9846e-02	  8.9846e-02	  2.5250e+00	  2.0855e+01	  3.5536e-01	  5.4504e-02	  1.0000e+00	  1.0014e+00	  1.4957e-01	  4.4404e-03	  3.7144e-01	
  2.4500e+02	  1.2516e+01	  1.1017e-07	  3.9554e-05	  2.6242e-03	  5.6250e-16	  9.5153e-06	  2.0258e+04	  6.7113e-02	  1.6644e-01	  3.9211e-01	  8.7077e-01	  1.2589e-02	  1.9300e+01	  1.4469e-03	  1.0381e-03	  1.5400e-01	  8.9906e-02	  8.9906e-02	  2.5293e+00	  2.0851e+01	  3.5524e-01	  5.4549e-02	  1.0000e+00	  1.0015e+00	  1.4973e-01	  4.4581e-03	  3.7254e-01	
  2.4600e+02	  1.2516e+01	  1.0934e-07	  3.9555e-05	  2.6380e-03	  5.6103e-16	  9.5149e-06	  2.0279e+04	  6.7066e-02	  1.6630e-01	  3.9188e-01	  8.7057e-01	  1.2574e-02	  1.9295e+01	  1.4503e-03	  1.0384e-03	  1.5397e-01	  8.9965e-02	  8.9965e-02	  2.5337e+00	  2.0846e+01	  3.5511e-01	  5.4593e-02	  1.0000e+00	  1.0015e+00	  1.4989e-01	  4.4759e-03	  3.7364e-01	
  2.4700e+02	  1.2517e+01	  1.0851e-07	  3.9557e-05	  2.6519e-03	  5.5957e-16	  9.5145e-06	  2.0300e+04	  6.7020e-02	  1.6616e-01	  3.9164e-01	  8.7036e-01	  1.2559e-02	  1.9290e+01	  1.4536e-03	  1.0388e-03	  1.5394e-01	  9.0024e-02	  9.0024e-02	  2.5380e+00	  2.0842e+01	  3.5499e-01	  5.4637e-02	  1.0000e+00	  1.0015e+00	  1.5004e-01	  4.4936e-03	  3.7474e-01	
  2.4800e+02	  1.2517e+01	  1.0770e-07	  3.9558e-05	  2.6658e-03	  5.5813e-16	  9.5140e-06	  2.0321e+04	  6.6974e-02	  1.6602e-01	  3.9141e-01	  8.7016e-01	  1.2544e-02	  1.9285e+01	  1.4569e-03	  1.0390e-03	  1.5391e-01	  9.0083e-02	  9.0083e-02	  2.5423e+00	  2.0838e+01	  3.5487e-01	  5.4680e-02	  1.0000e+00	  1.0015e+00	  1.5019e-01	  4.5114e-03	  3.7584e-01	
  2.4900e+02	  1.2518e+01	  1.0689e-07	  3.9560e-05	  2.6798e-03	  5.5671e-16	  9.5136e-06	  2.0341e+04	  6.6928e-02	  1.6588e-01	  3.9118e-01	  8.6997e-01	  1.2529e-02	  1.9281e+01	  1.4602e-03	  1.0394e-03	  1.5388e-01	  9.0142e-02	  9.0142e-02	  2.5467e+00	  2.0833e+01	  3.5475e-01	  5.4723e-02	  1.0000e+00	  1.0015e+00	  1.5035e-01	  4.5292e-03	  3.7694e-01	
  2.5000e+02	  1.2518e+01	  1.0608e-07	  3.9562e-05	  2.6938e-03	  5.5531e-16	  9.5131e-06	  2.0361e+04	  6.6883e-02	  1.6575e-01	  3.9095e-01	  8.6977e-01	  1.2515e-02	  1.9276e+01	  1.4635e-03	  1.0397e-03	  1.5386e-01	  9.0200e-02	  9.0200e-02	  2.5510e+00	  2.0829e+01	  3.5463e-01	  5.4766e-02	  1.0000e+00	  1.0015e+00	  1.5050e-01	  4.5469e-03	  3.7804e-01	
  2.5100e+02	  1.2519e+01	  1.0529e-07	  3.9564e-05	  2.7079e-03	  5.5392e-16	  9.5127e-06	  2.0381e+04	  6.6838e-02	  1.6561e-01	  3.9072e-01	  8.6957e-01	  1.2500e-02	  1.9271e+01	  1.4668e-03	  1.0400e-03	  1.5383e-01	  9.0259e-02	  9.0259e-02	  2.5554e+00	  2.0825e+01	  3.5451e-01	  5.4808e-02	  1.0000e+00	  1.0015e+00	  1.5065e-01	  4.5647e-03	  3.7914e-01	
  2.5200e+02	  1.2519e+01	  1.0449e-07	  3.9566e-05	  2.7221e-03	  5.5255e-16	  9.5123e-06	  2.0401e+04	  6.6794e-02	  1.6548e-01	  3.9050e-01	  8.6938e-01	  1.2486e-02	  1.9267e+01	  1.4700e-03	  1.0403e-03	  1.5380e-01	  9.0318e-02	  9.0318e-02	  2.5597e+00	  2.0820e+01	  3.5440e-01	  5.4850e-02	  1.0000e+00	  1.0015e+00	  1.5080e-01	  4.5825e-03	  3.8024e-01	
  2.5300e+02	  1.2520e+01	  1.0371e-07	  3.9568e-05	  2.7363e-03	  5.5119e-16	  9.5118e-06	  2.0421e+04	  6.6750e-02	  1.6535e-01	  3.9027e-01	  8.6919e-01	  1.2472e-02	  1.9262e+01	  1.4733e-03	  1.0406e-03	  1.5378e-01	  9.0376e-02	  9.0376e-02	  2.5640e+00	  2.0816e+01	  3.5428e-01	  5.4891e-02	  1.0000e+00	  1.0015e+00	  1.5094e-01	  4.6003e-03	  3.8134e-01	
  2.5400e+02	  1.2520e+01	  1.0293e-07	  3.9570e-05	  2.7506e-03	  5.4985e-16	  9.5114e-06	  2.0440e+04	  6.6707e-02	  1.6522e-01	  3.9005e-01	  8.6900e-01	  1.2458e-02	  1.9257e+01	  1.4766e-03	  1.0409e-03	  1.5375e-01	  9.0435e-02	  9.0435e-02	  2.5684e+00	  2.0812e+01	  3.5417e-01	  5.4932e-02	  1.0000e+00	  1.0015e+00	  1.5109e-01	  4.6181e-03	  3.8243e-01	
  2.5500e+02	  1.2521e+01	  1.0216e-07	  3.9572e-05	  2.7649e-03	  5.4852e-16	  9.5110e-06	  2.0460e+04	  6.6664e-02	  1.6509e-01	  3.8984e-01	  8.6881e-01	  1.2445e-02	  1.9252e+01	  1.4799e-03	  1.0412e-03	  1.5373e-01	  9.0493e-02	  9.0493e-02	  2.5727e+00	  2.0807e+01	  3.5406e-01	  5.4973e-02	  1.0000e+00	  1.0015e+00	  1.5124e-01	  4.6359e-03	  3.8353e-01	
  2.5600e+02	  1.2521e+01	  1.0140e-07	  3.9574e-05	  2.7793e-03	  5.4721e-16	  9.5105e-06	  2.0479e+04	  6.6621e-02	  1.6496e-01	  3.8962e-01	  8.6862e-01	  1.2431e-02	  1.9248e+01	  1.4831e-03	  1.0414e-03	  1.5370e-01	  9.0551e-02	  9.0551e-02	  2.5771e+00	  2.0803e+01	  3.5395e-01	  5.5013e-02	  1.0000e+00	  1.0015e+00	  1.5138e-01	  4.6537e-03	  3.8463e-01	
  2.5700e+02	  1.2521e+01	  1.0064e-07	  3.9577e-05	  2.7938e-03	  5.4592e-16	  9.5101e-06	  2.0498e+04	  6.6579e-02	  1.6483e-01	  3.8941e-01	  8.6844e-01	  1.2418e-02	  1.9243e+01	  1.4864e-03	  1.0417e-03	  1.5368e-01	  9.0609e-02	  9.0609e-02	  2.5814e+00	  2.0799e+01	  3.5384e-01	  5.5052e-02	  1.0000e+00	  1.0016e+00	  1.5152e-01	  4.6715e-03	  3.8572e-01	
  2.5800e+02	  1.2522e+01	  9.9889e-08	  3.9579e-05	  2.8083e-03	  5.4463e-16	  9.5097e-06	  2.0517e+04	  6.6537e-02	  1.6471e-01	  3.8919e-01	  8.6825e-01	  1.2404e-02	  1.9238e+01	  1.4897e-03	  1.0420e-03	  1.5366e-01	  9.0667e-02	  9.0667e-02	  2.5857e+00	  2.0794e+01	  3.5373e-01	  5.5092e-02	  1.0000e+00	  1.0016e+00	  1.5167e-01	  4.6893e-03	  3.8682e-01	
  2.5900e+02	  1.2522e+01	  9.9145e-08	  3.9581e-05	  2.8229e-03	  5.4336e-16	  9.5092e-06	  2.0535e+04	  6.6496e-02	  1.6458e-01	  3.8898e-01	  8.6807e-01	  1.2391e-02	  1.9233e+01	  1.4929e-03	  1.0423e-03	  1.5363e-01	  9.0725e-02	  9.0725e-02	  2.5901e+00	  2.0790e+01	  3.5363e-01	  5.5130e-02	  1.0000e+00	  1.0016e+00	  1.5181e-01	  4.7071e-03	  3.8791e-01	
  2.6000e+02	  1.2523e+01	  9.8405e-08	  3.9584e-05	  2.8376e-03	  5.4211e-16	  9.5088e-06	  2.0554e+04	  6.6455e-02	  1.6446e-01	  3.8878e-01	  8.6789e-01	  1.2378e-02	  1.9229e+01	  1.4962e-03	  1.0426e-03	  1.5361e-01	  9.0783e-02	  9.0783e-02	  2.5944e+00	  2.0786e+01	  3.5352e-01	  5.5169e-02	  1.0000e+00	  1.0016e+00	  1.5195e-01	  4.7249e-03	  3.8900e-01	
  2.6100e+02	  1.2523e+01	  9.7672e-08	  3.9587e-05	  2.8523e-03	  5.4087e-16	  9.5084e-06	  2.0572e+04	  6.6414e-02	  1.6434e-01	  3.8857e-01	  8.6771e-01	  1.2365e-02	  1.9224e+01	  1.4994e-03	  1.0429e-03	  1.5359e-01	  9.0841e-02	  9.0841e-02	  2.5988e+00	  2.0781e+01	  3.5342e-01	  5.5207e-02	  1.0000e+00	  1.0016e+00	  1.5209e-01	  4.7428e-03	  3.9010e-01	
  2.6200e+02	  1.2524e+01	  9.6945e-08	  3.9589e-05	  2.8671e-03	  5.3964e-16	  9.5079e-06	  2.0591e+04	  6.6374e-02	  1.6422e-01	  3.8837e-01	  8.6753e-01	  1.2353e-02	  1.9219e+01	  1.5026e-03	  1.0431e-03	  1.5357e-01	  9.0899e-02	  9.0899e-02	  2.6031e+00	  2.0777e+01	  3.5332e-01	  5.5245e-02	  1.0000e+00	  1.0016e+00	  1.5222e-01	  4.7606e-03	  3.9119e-01	
  2.6300e+02	  1.2524e+01	  9.6225e-08	  3.9592e-05	  2.8819e-03	  5.3843e-16	  9.5075e-06	  2.0609e+04	  6.6334e-02	  1.6410e-01	  3.8816e-01	  8.6735e-01	  1.2340e-02	  1.9215e+01	  1.5059e-03	  1.0434e-03	  1.5355e-01	  9.0957e-02	  9.0957e-02	  2.6074e+00	  2.0773e+01	  3.5321e-01	  5.5282e-02	  1.0000e+00	  1.0016e+00	  1.5236e-01	  4.7784e-03	  3.9228e-01	
  2.6400e+02	  1.2524e+01	  9.5509e-08	  3.9595e-05	  2.8968e-03	  5.3723e-16	  9.5071e-06	  2.0627e+04	  6.6295e-02	  1.6398e-01	  3.8796e-01	  8.6718e-01	  1.2328e-02	  1.9210e+01	  1.5091e-03	  1.0437e-03	  1.5353e-01	  9.1014e-02	  9.1014e-02	  2.6118e+00	  2.0768e+01	  3.5311e-01	  5.5319e-02	  1.0000e+00	  1.0016e+00	  1.5250e-01	  4.7963e-03	  3.9337e-01	
  2.6500e+02	  1.2525e+01	  9.4801e-08	  3.9598e-05	  2.9118e-03	  5.3604e-16	  9.5067e-06	  2.0645e+04	  6.6256e-02	  1.6386e-01	  3.8776e-01	  8.6700e-01	  1.2316e-02	  1.9205e+01	  1.5123e-03	  1.0440e-03	  1.5351e-01	  9.1072e-02	  9.1072e-02	  2.6161e+00	  2.0764e+01	  3.5302e-01	  5.5356e-02	  1.0000e+00	  1.0016e+00	  1.5263e-01	  4.8141e-03	  3.9446e-01	
  2.6600e+02	  1.2525e+01	  9.4098e-08	  3.9601e-05	  2.9269e-03	  5.3486e-16	  9.5063e-06	  2.0662e+04	  6.6217e-02	  1.6375e-01	  3.8757e-01	  8.6683e-01	  1.2304e-02	  1.9200e+01	  1.5155e-03	  1.0442e-03	  1.5349e-01	  9.1130e-02	  9.1130e-02	  2.6204e+00	  2.0760e+01	  3.5292e-01	  5.5392e-02	  1.0000e+00	  1.0016e+00	  1.5276e-01	  4.8320e-03	  3.9555e-01	
  2.6700e+02	  1.2526e+01	  9.3401e-08	  3.9604e-05	  2.9420e-03	  5.3370e-16	  9.5058e-06	  2.0680e+04	  6.6179e-02	  1.6363e-01	  3.8737e-01	  8.6666e-01	  1.2292e-02	  1.9195e+01	  1.5188e-03	  1.0445e-03	  1.5347e-01	  9.1187e-02	  9.1187e-02	  2.6248e+00	  2.0755e+01	  3.5282e-01	  5.5428e-02	  1.0000e+00	  1.0016e+00	  1.5290e-01	  4.8498e-03	  3.9664e-01	
  2.6800e+02	  1.2526e+01	  9.2709e-08	  3.9607e-05	  2.9571e-03	  5.3255e-16	  9.5054e-06	  2.0697e+04	  6.6141e-02	  1.6352e-01	  3.8718e-01	  8.6649e-01	  1.2280e-02	  1.9191e+01	  1.5220e-03	  1.0448e-03	  1.5346e-01	  9.1244e-02	  9.1244e-02	  2.6291e+00	  2.0751e+01	  3.5273e-01	  5.5464e-02	  1.0000e+00	  1.0016e+00	  1.5303e-01	  4.8677e-03	  3.9773e-01	
  2.6900e+02	  1.2526e+01	  9.2024e-08	  3.9610e-05	  2.9723e-03	  5.3141e-16	  9.5050e-06	  2.0715e+04	  6.6104e-02	  1.6341e-01	  3.8699e-01	  8.6632e-01	  1.2268e-02	  1.9186e+01	  1.5252e-03	  1.0450e-03	  1.5344e-01	  9.1302e-02	  9.1302e-02	  2.6334e+00	  2.0747e+01	  3.5263e-01	  5.5499e-02	  1.0000e+00	  1.0017e+00	  1.5316e-01	  4.8855e-03	  3.9882e-01	
  2.7000e+02	  1.2527e+01	  9.1344e-08	  3.9614e-05	  2.9876e-03	  5.3028e-16	  9.5046e-06	  2.0732e+04	  6.6066e-02	  1.6329e-01	  3.8680e-01	  8.6615e-01	  1.2256e-02	  1.9181e+01	  1.5284e-03	  1.0453e-03	  1.5342e-01	  9.1359e-02	  9.1359e-02	  2.6378e+00	  2.0742e+01	  3.5254e-01	  5.5534e-02	  1.0000e+00	  1.0017e+00	  1.5329e-01	  4.9034e-03	  3.9991e-01	
  2.7100e+02	  1.2527e+01	  9.0670e-08	  3.9617e-05	  3.0030e-03	  5.2917e-16	  9.5042e-06	  2.0749e+04	  6.6030e-02	  1.6318e-01	  3.8661e-01	  8.6599e-01	  1.2245e-02	  1.9176e+01	  1.5316e-03	  1.0456e-03	  1.5341e-01	  9.1416e-02	  9.1416e-02	  2.6421e+00	  2.0738e+01	  3.5245e-01	  5.5568e-02	  1.0000e+00	  1.0017e+00	  1.5342e-01	  4.9213e-03	  4.0100e-01	
  2.7200e+02	  1.2527e+01	  9.0001e-08	  3.9620e-05	  3.0184e-03	  5.2807e-16	  9.5037e-06	  2.0766e+04	  6.5993e-02	  1.6307e-01	  3.8642e-01	  8.6582e-01	  1.2233e-02	  1.9172e+01	  1.5347e-03	  1.0458e-03	  1.5339e-01	  9.1473e-02	  9.1473e-02	  2.6464e+00	  2.0734e+01	  3.5236e-01	  5.5602e-02	  1.0000e+00	  1.0017e+00	  1.5355e-01	  4.9391e-03	  4.0208e-01	
  2.7300e+02	  1.2528e+01	  8.9339e-08	  3.9624e-05	  3.0339e-03	  5.2697e-16	  9.5033e-06	  2.0782e+04	  6.5957e-02	  1.6296e-01	  3.8624e-01	  8.6566e-01	  1.2222e-02	  1.9167e+01	  1.5379e-03	  1.0461e-03	  1.5338e-01	  9.1530e-02	  9.1530e-02	  2.6508e+00	  2.0729e+01	  3.5227e-01	  5.5636e-02	  1.0000e+00	  1.0017e+00	  1.5367e-01	  4.9570e-03	  4.0317e-01	
  2.7400e+02	  1.2528e+01	  8.8681e-08	  3.9627e-05	  3.0495e-03	  5.2589e-16	  9.5029e-06	  2.0799e+04	  6.5921e-02	  1.6286e-01	  3.8605e-01	  8.6550e-01	  1.2211e-02	  1.9162e+01	  1.5411e-03	  1.0463e-03	  1.5336e-01	  9.1587e-02	  9.1587e-02	  2.6551e+00	  2.0725e+01	  3.5218e-01	  5.5670e-02	  1.0000e+00	  1.0017e+00	  1.5380e-01	  4.9749e-03	  4.0426e-01	
  2.7500e+02	  1.2529e+01	  8.8029e-08	  3.9631e-05	  3.0651e-03	  5.2482e-16	  9.5025e-06	  2.0815e+04	  6.5885e-02	  1.6275e-01	  3.8587e-01	  8.6533e-01	  1.2200e-02	  1.9157e+01	  1.5443e-03	  1.0466e-03	  1.5335e-01	  9.1644e-02	  9.1644e-02	  2.6594e+00	  2.0721e+01	  3.5210e-01	  5.5703e-02	  1.0000e+00	  1.0017e+00	  1.5392e-01	  4.9928e-03	  4.0534e-01	
  2.7600e+02	  1.2529e+01	  8.7383e-08	  3.9635e-05	  3.0808e-03	  5.2376e-16	  9.5021e-06	  2.0832e+04	  6.5850e-02	  1.6264e-01	  3.8569e-01	  8.6517e-01	  1.2189e-02	  1.9153e+01	  1.5474e-03	  1.0468e-03	  1.5333e-01	  9.1700e-02	  9.1700e-02	  2.6638e+00	  2.0716e+01	  3.5201e-01	  5.5735e-02	  1.0000e+00	  1.0017e+00	  1.5405e-01	  5.0107e-03	  4.0643e-01	
  2.7700e+02	  1.2529e+01	  8.6742e-08	  3.9638e-05	  3.0965e-03	  5.2271e-16	  9.5017e-06	  2.0848e+04	  6.5815e-02	  1.6254e-01	  3.8551e-01	  8.6502e-01	  1.2178e-02	  1.9148e+01	  1.5506e-03	  1.0471e-03	  1.5332e-01	  9.1757e-02	  9.1757e-02	  2.6681e+00	  2.0712e+01	  3.5193e-01	  5.5768e-02	  1.0000e+00	  1.0017e+00	  1.5417e-01	  5.0286e-03	  4.0752e-01	
