        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	         SO4	
  0.0000e+00	  6.9509e+00	  2.5557e-04	  1.0001e-07	  0.0000e+00	  0.0000e+00	  9.0006e-06	  1.0504e+02	  7.6982e-01	  9.7338e-01	  9.9060e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.0003e-06	
  0.0000e+00	  6.9509e+00	  2.5557e-04	  1.0001e-07	  0.0000e+00	  0.0000e+00	  9.0006e-06	  1.0504e+02	  7.6982e-01	  9.7338e-01	  9.9060e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.0003e-06	
  1.0000e+00	  6.6747e+00	  1.2797e-04	  8.7904e-06	  1.5209e-05	  1.0971e-04	  2.9852e-04	  7.9776e+02	  4.3243e-01	  8.3086e-01	  9.3668e-01	  9.9948e-01	  4.4953e+00	  1.7780e+01	  9.7225e-05	  5.7261e-03	  4.8996e-01	  5.2408e-02	  5.2408e-02	  1.4515e-01	  2.3235e+01	  2.0314e-02	  1.0013e+00	  1.0000e+00	  1.0000e+00	  3.1328e-03	  1.3349e-04	  0.0000e+00	  4.6818e-04	
  2.0000e+00	  6.5991e+00	  1.2789e-04	  1.1454e-05	  1.5214e-05	  2.1389e-04	  5.2430e-04	  1.2426e+03	  3.5542e-01	  7.6004e-01	  9.0593e-01	  9.9888e-01	  4.2894e+00	  1.7886e+01	  1.3016e-04	  5.3400e-03	  5.0860e-01	  5.2839e-02	  5.2839e-02	  2.1092e-01	  2.3169e+01	  2.8038e-02	  1.0031e+00	  1.0000e+00	  1.0000e+00	  7.6387e-03	  5.3484e-04	  0.0000e+00	  7.5789e-04	
  3.0000e+00	  6.5501e+00	  1.2782e-04	  1.3478e-05	  1.5218e-05	  3.2991e-04	  7.5892e-04	  1.6226e+03	  3.1218e-01	  7.0863e-01	  8.8148e-01	  9.9821e-01	  4.0918e+00	  1.7988e+01	  1.6088e-04	  5.0087e-03	  5.2468e-01	  5.3286e-02	  5.3286e-02	  2.7563e-01	  2.3104e+01	  3.5232e-02	  1.0053e+00	  1.0000e+00	  1.0000e+00	  1.3179e-02	  1.2281e-03	  0.0000e+00	  1.0005e-03	
  4.0000e+00	  6.5119e+00	  1.2775e-04	  1.5249e-05	  1.5222e-05	  4.5690e-04	  1.0019e-03	  1.9658e+03	  2.8294e-01	  6.6791e-01	  8.6065e-01	  9.9750e-01	  3.9023e+00	  1.8087e+01	  1.8969e-04	  4.7230e-03	  5.3833e-01	  5.3747e-02	  5.3747e-02	  3.3922e-01	  2.3041e+01	  4.1958e-02	  1.0078e+00	  1.0000e+00	  1.0000e+00	  1.9584e-02	  2.2315e-03	  0.0000e+00	  1.2187e-03	
  5.0000e+00	  6.4793e+00	  1.2769e-04	  1.6915e-05	  1.5226e-05	  5.9413e-04	  1.2520e-03	  2.2843e+03	  2.6125e-01	  6.3415e-01	  8.4228e-01	  9.9676e-01	  3.7205e+00	  1.8182e+01	  2.1685e-04	  4.4746e-03	  5.4976e-01	  5.4220e-02	  5.4220e-02	  4.0168e-01	  2.2978e+01	  4.8246e-02	  1.0106e+00	  1.0000e+00	  1.0000e+00	  2.6717e-02	  3.5549e-03	  0.0000e+00	  1.4213e-03	
  6.0000e+00	  6.4504e+00	  1.2763e-04	  1.8549e-05	  1.5230e-05	  7.4087e-04	  1.5081e-03	  2.5843e+03	  2.4425e-01	  6.0536e-01	  8.2575e-01	  9.9598e-01	  3.5461e+00	  1.8274e+01	  2.4256e-04	  4.2566e-03	  5.5914e-01	  5.4703e-02	  5.4703e-02	  4.6298e-01	  2.2917e+01	  5.4109e-02	  1.0136e+00	  1.0000e+00	  1.0000e+00	  3.4467e-02	  5.2013e-03	  0.0000e+00	  1.6126e-03	
  7.0000e+00	  6.4241e+00	  1.2758e-04	  2.0201e-05	  1.5233e-05	  8.9632e-04	  1.7691e-03	  2.8698e+03	  2.3041e-01	  5.8032e-01	  8.1066e-01	  9.9517e-01	  3.3789e+00	  1.8362e+01	  2.6699e-04	  4.0639e-03	  5.6668e-01	  5.5193e-02	  5.5193e-02	  5.2314e-01	  2.2857e+01	  5.9555e-02	  1.0168e+00	  1.0000e+00	  1.0000e+00	  4.2739e-02	  7.1688e-03	  0.0000e+00	  1.7952e-03	
  8.0000e+00	  6.3999e+00	  1.2752e-04	  2.1904e-05	  1.5237e-05	  1.0597e-03	  2.0341e-03	  3.1433e+03	  2.1884e-01	  5.5822e-01	  7.9675e-01	  9.9434e-01	  3.2186e+00	  1.8447e+01	  2.9027e-04	  3.8918e-03	  5.7255e-01	  5.5689e-02	  5.5689e-02	  5.8214e-01	  2.2798e+01	  6.4585e-02	  1.0202e+00	  1.0000e+00	  1.0000e+00	  5.1450e-02	  9.4510e-03	  0.0000e+00	  1.9708e-03	
