        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	
  9.0000e+00	  6.5165e+00	  1.5687e-08	  1.0008e-04	  3.1879e-06	  7.4783e-05	  1.7108e-03	  3.3440e+03	  2.1122e-01	  5.4306e-01	  7.8687e-01	  9.9370e-01	  3.0614e+00	  1.8528e+01	  3.0361e-04	  3.5489e-03	  5.4925e-01	  5.6122e-02	  5.6122e-02	  5.8633e-01	  2.2794e+01	  1.1191e-01	  7.4678e-03	  1.0008e+00	  1.0000e+00	  1.6127e-02	  9.7956e-03	  3.4040e-04	
  1.0000e+01	  6.5230e+00	  1.6117e-08	  1.3308e-04	  3.8101e-06	  8.0917e-05	  1.8765e-03	  3.5905e+03	  2.0271e-01	  5.2554e-01	  7.7510e-01	  9.9287e-01	  2.9130e+00	  1.8607e+01	  3.2387e-04	  3.4204e-03	  5.4857e-01	  5.6597e-02	  5.6597e-02	  6.3261e-01	  2.2747e+01	  1.2378e-01	  7.4709e-03	  1.0010e+00	  1.0000e+00	  1.6200e-02	  1.2258e-02	  7.5490e-04	
  1.1000e+01	  6.5303e+00	  1.6515e-08	  1.6948e-04	  4.5820e-06	  8.6990e-05	  2.0472e-03	  3.8299e+03	  1.9520e-01	  5.0958e-01	  7.6401e-01	  9.9202e-01	  2.7707e+00	  1.8682e+01	  3.4335e-04	  3.3022e-03	  5.4696e-01	  5.7071e-02	  5.7071e-02	  6.7751e-01	  2.2702e+01	  1.3527e-01	  7.4740e-03	  1.0013e+00	  1.0000e+00	  1.6276e-02	  1.4942e-02	  1.2362e-03	
  1.2000e+01	  6.5381e+00	  1.6886e-08	  2.0879e-04	  5.5113e-06	  9.2993e-05	  2.2222e-03	  4.0632e+03	  1.8851e-01	  4.9495e-01	  7.5353e-01	  9.9116e-01	  2.6344e+00	  1.8754e+01	  3.6211e-04	  3.1927e-03	  5.4455e-01	  5.7542e-02	  5.7542e-02	  7.2106e-01	  2.2659e+01	  1.4637e-01	  7.4770e-03	  1.0015e+00	  1.0000e+00	  1.6354e-02	  1.7827e-02	  1.7831e-03	
  1.3000e+01	  6.5462e+00	  1.7234e-08	  2.5068e-04	  6.6023e-06	  9.8918e-05	  2.4010e-03	  4.2908e+03	  1.8251e-01	  4.8146e-01	  7.4359e-01	  9.9028e-01	  2.5038e+00	  1.8823e+01	  3.8020e-04	  3.0906e-03	  5.4145e-01	  5.8010e-02	  5.8010e-02	  7.6330e-01	  2.2617e+01	  1.5706e-01	  7.4801e-03	  1.0018e+00	  1.0000e+00	  1.6434e-02	  2.0896e-02	  2.3937e-03	
  1.4000e+01	  6.5543e+00	  1.7561e-08	  2.9485e-04	  7.8568e-06	  1.0476e-04	  2.5829e-03	  4.5134e+03	  1.7706e-01	  4.6897e-01	  7.3415e-01	  9.8939e-01	  2.3788e+00	  1.8889e+01	  3.9766e-04	  2.9947e-03	  5.3777e-01	  5.8474e-02	  5.8474e-02	  8.0427e-01	  2.2576e+01	  1.6733e-01	  7.4831e-03	  1.0021e+00	  1.0000e+00	  1.6515e-02	  2.4130e-02	  3.0654e-03	
  1.5000e+01	  6.5623e+00	  1.7870e-08	  3.4104e-04	  9.2735e-06	  1.1052e-04	  2.7676e-03	  4.7313e+03	  1.7211e-01	  4.5736e-01	  7.2514e-01	  9.8849e-01	  2.2592e+00	  1.8952e+01	  4.1453e-04	  2.9043e-03	  5.3358e-01	  5.8934e-02	  5.8934e-02	  8.4400e-01	  2.2536e+01	  1.7718e-01	  7.4860e-03	  1.0024e+00	  1.0000e+00	  1.6598e-02	  2.7513e-02	  3.7951e-03	
  1.6000e+01	  6.5701e+00	  1.8165e-08	  3.8903e-04	  1.0849e-05	  1.1620e-04	  2.9544e-03	  4.9449e+03	  1.6756e-01	  4.4653e-01	  7.1653e-01	  9.8758e-01	  2.1449e+00	  1.9013e+01	  4.3084e-04	  2.8186e-03	  5.2896e-01	  5.9389e-02	  5.9389e-02	  8.8251e-01	  2.2497e+01	  1.8659e-01	  7.4890e-03	  1.0027e+00	  1.0000e+00	  1.6682e-02	  3.1031e-02	  4.5793e-03	
  1.7000e+01	  6.5778e+00	  1.8446e-08	  4.3861e-04	  1.2578e-05	  1.2180e-04	  3.1431e-03	  5.1545e+03	  1.6338e-01	  4.3640e-01	  7.0830e-01	  9.8666e-01	  2.0356e+00	  1.9071e+01	  4.4661e-04	  2.7370e-03	  5.2398e-01	  5.9839e-02	  5.9839e-02	  9.1984e-01	  2.2460e+01	  1.9558e-01	  7.4919e-03	  1.0030e+00	  1.0000e+00	  1.6768e-02	  3.4668e-02	  5.4144e-03	
  1.8000e+01	  6.5851e+00	  1.8715e-08	  4.8958e-04	  1.4454e-05	  1.2732e-04	  3.3332e-03	  5.3603e+03	  1.5952e-01	  4.2689e-01	  7.0040e-01	  9.8572e-01	  1.9312e+00	  1.9126e+01	  4.6187e-04	  2.6591e-03	  5.1870e-01	  6.0283e-02	  6.0283e-02	  9.5602e-01	  2.2424e+01	  2.0415e-01	  7.4948e-03	  1.0033e+00	  1.0000e+00	  1.6853e-02	  3.8411e-02	  6.2964e-03	
  1.9000e+01	  6.5922e+00	  1.8974e-08	  5.4178e-04	  1.6469e-05	  1.3275e-04	  3.5245e-03	  5.5624e+03	  1.5593e-01	  4.1795e-01	  6.9282e-01	  9.8478e-01	  1.8315e+00	  1.9179e+01	  4.7665e-04	  2.5844e-03	  5.1315e-01	  6.0722e-02	  6.0722e-02	  9.9108e-01	  2.2389e+01	  2.1229e-01	  7.4976e-03	  1.0036e+00	  1.0000e+00	  1.6940e-02	  4.2248e-02	  7.2216e-03	
  2.0000e+01	  6.5990e+00	  1.9223e-08	  5.9504e-04	  1.8612e-05	  1.3812e-04	  3.7166e-03	  5.7612e+03	  1.5259e-01	  4.0951e-01	  6.8554e-01	  9.8383e-01	  1.7364e+00	  1.9229e+01	  4.9095e-04	  2.5128e-03	  5.0740e-01	  6.1155e-02	  6.1155e-02	  1.0250e+00	  2.2355e+01	  2.2003e-01	  7.5004e-03	  1.0040e+00	  1.0000e+00	  1.7027e-02	  4.6168e-02	  8.1859e-03	
  2.1000e+01	  6.6055e+00	  1.9464e-08	  6.4921e-04	  2.0876e-05	  1.4341e-04	  3.9093e-03	  5.9568e+03	  1.4946e-01	  4.0155e-01	  6.7853e-01	  9.8288e-01	  1.6457e+00	  1.9277e+01	  5.0481e-04	  2.4439e-03	  5.0147e-01	  6.1582e-02	  6.1582e-02	  1.0579e+00	  2.2322e+01	  2.2736e-01	  7.5032e-03	  1.0043e+00	  1.0000e+00	  1.7114e-02	  5.0161e-02	  9.1857e-03	
  2.2000e+01	  6.6116e+00	  1.9698e-08	  7.0418e-04	  2.3250e-05	  1.4862e-04	  4.1023e-03	  6.1492e+03	  1.4654e-01	  3.9400e-01	  6.7178e-01	  9.8192e-01	  1.5593e+00	  1.9323e+01	  5.1824e-04	  2.3776e-03	  4.9540e-01	  6.2003e-02	  6.2003e-02	  1.0898e+00	  2.2290e+01	  2.3430e-01	  7.5060e-03	  1.0047e+00	  1.0000e+00	  1.7202e-02	  5.4216e-02	  1.0217e-02	
  2.3000e+01	  6.6175e+00	  1.9924e-08	  7.5981e-04	  2.5723e-05	  1.5377e-04	  4.2955e-03	  6.3387e+03	  1.4379e-01	  3.8685e-01	  6.6526e-01	  9.8095e-01	  1.4770e+00	  1.9366e+01	  5.3125e-04	  2.3136e-03	  4.8922e-01	  6.2417e-02	  6.2417e-02	  1.1206e+00	  2.2259e+01	  2.4085e-01	  7.5087e-03	  1.0050e+00	  1.0000e+00	  1.7290e-02	  5.8326e-02	  1.1277e-02	
  2.4000e+01	  6.6231e+00	  2.0145e-08	  8.1600e-04	  2.8285e-05	  1.5886e-04	  4.4886e-03	  6.5253e+03	  1.4120e-01	  3.8006e-01	  6.5898e-01	  9.7998e-01	  1.3986e+00	  1.9407e+01	  5.4385e-04	  2.2519e-03	  4.8296e-01	  6.2825e-02	  6.2825e-02	  1.1505e+00	  2.2230e+01	  2.4703e-01	  7.5114e-03	  1.0054e+00	  1.0000e+00	  1.7378e-02	  6.2482e-02	  1.2361e-02	
  2.5000e+01	  6.6283e+00	  2.0360e-08	  8.7265e-04	  3.0925e-05	  1.6388e-04	  4.6815e-03	  6.7091e+03	  1.3876e-01	  3.7360e-01	  6.5291e-01	  9.7900e-01	  1.3241e+00	  1.9446e+01	  5.5607e-04	  2.1922e-03	  4.7664e-01	  6.3227e-02	  6.3227e-02	  1.1794e+00	  2.2201e+01	  2.5286e-01	  7.5141e-03	  1.0058e+00	  1.0000e+00	  1.7466e-02	  6.6677e-02	  1.3466e-02	
  2.6000e+01	  6.6333e+00	  2.0569e-08	  9.2967e-04	  3.3635e-05	  1.6884e-04	  4.8740e-03	  6.8902e+03	  1.3646e-01	  3.6745e-01	  6.4704e-01	  9.7802e-01	  1.2532e+00	  1.9483e+01	  5.6791e-04	  2.1346e-03	  4.7028e-01	  6.3622e-02	  6.3622e-02	  1.2074e+00	  2.2173e+01	  2.5833e-01	  7.5168e-03	  1.0061e+00	  1.0000e+00	  1.7553e-02	  7.0904e-02	  1.4590e-02	
  2.7000e+01	  6.6381e+00	  2.0774e-08	  9.8699e-04	  3.6403e-05	  1.7374e-04	  5.0661e-03	  7.0687e+03	  1.3427e-01	  3.6158e-01	  6.4136e-01	  9.7704e-01	  1.1858e+00	  1.9519e+01	  5.7939e-04	  2.0789e-03	  4.6390e-01	  6.4010e-02	  6.4010e-02	  1.2345e+00	  2.2145e+01	  2.6347e-01	  7.5194e-03	  1.0065e+00	  1.0000e+00	  1.7641e-02	  7.5157e-02	  1.5729e-02	
  2.8000e+01	  6.6426e+00	  2.0974e-08	  1.0445e-03	  3.9222e-05	  1.7858e-04	  5.2575e-03	  7.2447e+03	  1.3220e-01	  3.5598e-01	  6.3586e-01	  9.7605e-01	  1.1218e+00	  1.9552e+01	  5.9051e-04	  2.0251e-03	  4.5752e-01	  6.4392e-02	  6.4392e-02	  1.2607e+00	  2.2119e+01	  2.6829e-01	  7.5220e-03	  1.0069e+00	  1.0000e+00	  1.7728e-02	  7.9431e-02	  1.6881e-02	
  2.9000e+01	  6.6469e+00	  2.1169e-08	  1.1022e-03	  4.2081e-05	  1.8336e-04	  5.4482e-03	  7.4183e+03	  1.3023e-01	  3.5063e-01	  6.3054e-01	  9.7506e-01	  1.0610e+00	  1.9583e+01	  6.0130e-04	  1.9731e-03	  4.5114e-01	  6.4767e-02	  6.4767e-02	  1.2862e+00	  2.2094e+01	  2.7279e-01	  7.5246e-03	  1.0073e+00	  1.0000e+00	  1.7815e-02	  8.3720e-02	  1.8042e-02	
  3.0000e+01	  6.6509e+00	  2.1361e-08	  1.1600e-03	  4.4973e-05	  1.8809e-04	  5.6381e-03	  7.5894e+03	  1.2836e-01	  3.4550e-01	  6.2538e-01	  9.7407e-01	  1.0033e+00	  1.9613e+01	  6.1176e-04	  1.9228e-03	  4.4479e-01	  6.5136e-02	  6.5136e-02	  1.3108e+00	  2.2069e+01	  2.7699e-01	  7.5272e-03	  1.0076e+00	  1.0000e+00	  1.7902e-02	  8.8020e-02	  1.9212e-02	
  3.1000e+01	  6.6547e+00	  2.1549e-08	  1.2178e-03	  4.7889e-05	  1.9276e-04	  5.8271e-03	  7.7583e+03	  1.2657e-01	  3.4059e-01	  6.2037e-01	  9.7308e-01	  9.4861e-01	  1.9641e+01	  6.2190e-04	  1.8743e-03	  4.3848e-01	  6.5498e-02	  6.5498e-02	  1.3346e+00	  2.2045e+01	  2.8091e-01	  7.5297e-03	  1.0080e+00	  1.0000e+00	  1.7988e-02	  9.2326e-02	  2.0386e-02	
  3.2000e+01	  6.6542e+00	  2.1735e-08	  1.2751e-03	  5.0822e-05	  1.9807e-04	  5.9932e-03	  7.9213e+03	  1.2490e-01	  3.3598e-01	  6.1562e-01	  9.7211e-01	  8.9673e-01	  1.9668e+01	  6.3174e-04	  1.8275e-03	  4.3221e-01	  6.5854e-02	  6.5854e-02	  1.3577e+00	  2.2022e+01	  2.8455e-01	  7.5322e-03	  1.0084e+00	  1.0000e+00	  1.8074e-02	  9.6635e-02	  2.1565e-02	
  3.3000e+01	  6.6439e+00	  2.1925e-08	  1.3311e-03	  5.3762e-05	  2.0500e-04	  6.1072e-03	  8.0740e+03	  1.2339e-01	  3.3178e-01	  6.1123e-01	  9.7119e-01	  8.4757e-01	  1.9693e+01	  6.4128e-04	  1.7826e-03	  4.2599e-01	  6.6203e-02	  6.6203e-02	  1.3801e+00	  2.2000e+01	  2.8792e-01	  7.5347e-03	  1.0088e+00	  1.0000e+00	  1.8159e-02	  1.0095e-01	  2.2744e-02	
  3.4000e+01	  6.6339e+00	  2.2110e-08	  1.3871e-03	  5.6704e-05	  2.1196e-04	  6.2208e-03	  8.2244e+03	  1.2194e-01	  3.2774e-01	  6.0698e-01	  9.7027e-01	  8.0100e-01	  1.9717e+01	  6.5054e-04	  1.7392e-03	  4.1984e-01	  6.6546e-02	  6.6546e-02	  1.4017e+00	  2.1978e+01	  2.9103e-01	  7.5371e-03	  1.0091e+00	  1.0000e+00	  1.8244e-02	  1.0526e-01	  2.3923e-02	
  3.5000e+01	  6.6242e+00	  2.2292e-08	  1.4431e-03	  5.9641e-05	  2.1896e-04	  6.3339e-03	  8.3726e+03	  1.2055e-01	  3.2385e-01	  6.0284e-01	  9.6936e-01	  7.5691e-01	  1.9739e+01	  6.5953e-04	  1.6974e-03	  4.1376e-01	  6.6883e-02	  6.6883e-02	  1.4228e+00	  2.1957e+01	  2.9390e-01	  7.5396e-03	  1.0095e+00	  1.0000e+00	  1.8329e-02	  1.0956e-01	  2.5101e-02	
  3.6000e+01	  6.6148e+00	  2.2469e-08	  1.4988e-03	  6.2569e-05	  2.2597e-04	  6.4465e-03	  8.5187e+03	  1.1922e-01	  3.2011e-01	  5.9882e-01	  9.6845e-01	  7.1517e-01	  1.9760e+01	  6.6825e-04	  1.6571e-03	  4.0776e-01	  6.7213e-02	  6.7213e-02	  1.4431e+00	  2.1937e+01	  2.9654e-01	  7.5420e-03	  1.0099e+00	  1.0000e+00	  1.8413e-02	  1.1386e-01	  2.6275e-02	
  3.7000e+01	  6.6057e+00	  2.2644e-08	  1.5544e-03	  6.5483e-05	  2.3300e-04	  6.5584e-03	  8.6627e+03	  1.1794e-01	  3.1651e-01	  5.9492e-01	  9.6754e-01	  6.7569e-01	  1.9779e+01	  6.7672e-04	  1.6184e-03	  4.0184e-01	  6.7538e-02	  6.7538e-02	  1.4629e+00	  2.1917e+01	  2.9895e-01	  7.5443e-03	  1.0103e+00	  1.0000e+00	  1.8496e-02	  1.1815e-01	  2.7445e-02	
  3.8000e+01	  6.5969e+00	  2.2813e-08	  1.6099e-03	  6.8377e-05	  2.4005e-04	  6.6697e-03	  8.8048e+03	  1.1671e-01	  3.1304e-01	  5.9112e-01	  9.6663e-01	  6.3834e-01	  1.9798e+01	  6.8494e-04	  1.5810e-03	  3.9600e-01	  6.7856e-02	  6.7856e-02	  1.4821e+00	  2.1898e+01	  3.0115e-01	  7.5467e-03	  1.0106e+00	  1.0000e+00	  1.8579e-02	  1.2243e-01	  2.8609e-02	
  3.9000e+01	  6.5883e+00	  2.2982e-08	  1.6651e-03	  7.1249e-05	  2.4710e-04	  6.7803e-03	  8.9448e+03	  1.1553e-01	  3.0969e-01	  5.8742e-01	  9.6573e-01	  6.0304e-01	  1.9815e+01	  6.9293e-04	  1.5453e-03	  3.9026e-01	  6.8169e-02	  6.8169e-02	  1.5008e+00	  2.1879e+01	  3.0315e-01	  7.5490e-03	  1.0110e+00	  1.0000e+00	  1.8662e-02	  1.2669e-01	  2.9765e-02	
  4.0000e+01	  6.5800e+00	  2.3143e-08	  1.7201e-03	  7.4096e-05	  2.5416e-04	  6.8902e-03	  9.0829e+03	  1.1439e-01	  3.0645e-01	  5.8381e-01	  9.6483e-01	  5.6967e-01	  1.9831e+01	  7.0069e-04	  1.5108e-03	  3.8461e-01	  6.8475e-02	  6.8475e-02	  1.5189e+00	  2.1861e+01	  3.0496e-01	  7.5514e-03	  1.0114e+00	  1.0000e+00	  1.8743e-02	  1.3094e-01	  3.0915e-02	
  4.1000e+01	  6.5718e+00	  2.3304e-08	  1.7748e-03	  7.6912e-05	  2.6122e-04	  6.9994e-03	  9.2192e+03	  1.1330e-01	  3.0333e-01	  5.8031e-01	  9.6393e-01	  5.3815e-01	  1.9847e+01	  7.0823e-04	  1.4779e-03	  3.7905e-01	  6.8776e-02	  6.8776e-02	  1.5365e+00	  2.1844e+01	  3.0658e-01	  7.5536e-03	  1.0117e+00	  1.0000e+00	  1.8825e-02	  1.3518e-01	  3.2055e-02	
  4.2000e+01	  6.5640e+00	  2.3460e-08	  1.8293e-03	  7.9698e-05	  2.6828e-04	  7.1078e-03	  9.3536e+03	  1.1224e-01	  3.0031e-01	  5.7689e-01	  9.6304e-01	  5.0838e-01	  1.9861e+01	  7.1557e-04	  1.4463e-03	  3.7359e-01	  6.9072e-02	  6.9072e-02	  1.5536e+00	  2.1826e+01	  3.0802e-01	  7.5559e-03	  1.0121e+00	  1.0000e+00	  1.8905e-02	  1.3939e-01	  3.3186e-02	
  4.3000e+01	  6.5563e+00	  2.3614e-08	  1.8835e-03	  8.2448e-05	  2.7534e-04	  7.2153e-03	  9.4863e+03	  1.1122e-01	  2.9739e-01	  5.7356e-01	  9.6216e-01	  4.8028e-01	  1.9874e+01	  7.2270e-04	  1.4160e-03	  3.6824e-01	  6.9361e-02	  6.9361e-02	  1.5702e+00	  2.1810e+01	  3.0930e-01	  7.5582e-03	  1.0125e+00	  1.0000e+00	  1.8985e-02	  1.4358e-01	  3.4307e-02	
  4.4000e+01	  6.5488e+00	  2.3764e-08	  1.9374e-03	  8.5163e-05	  2.8238e-04	  7.3221e-03	  9.6171e+03	  1.1024e-01	  2.9456e-01	  5.7031e-01	  9.6127e-01	  4.5375e-01	  1.9886e+01	  7.2965e-04	  1.3871e-03	  3.6299e-01	  6.9646e-02	  6.9646e-02	  1.5864e+00	  2.1794e+01	  3.1043e-01	  7.5604e-03	  1.0128e+00	  1.0000e+00	  1.9065e-02	  1.4775e-01	  3.5417e-02	
  4.5000e+01	  6.5416e+00	  2.3911e-08	  1.9911e-03	  8.7839e-05	  2.8942e-04	  7.4281e-03	  9.7463e+03	  1.0929e-01	  2.9182e-01	  5.6714e-01	  9.6039e-01	  4.2872e-01	  1.9898e+01	  7.3641e-04	  1.3595e-03	  3.5784e-01	  6.9925e-02	  6.9925e-02	  1.6021e+00	  2.1778e+01	  3.1140e-01	  7.5626e-03	  1.0132e+00	  1.0000e+00	  1.9143e-02	  1.5190e-01	  3.6516e-02	
  4.6000e+01	  6.5345e+00	  2.4054e-08	  2.0444e-03	  9.0476e-05	  2.9644e-04	  7.5333e-03	  9.8737e+03	  1.0837e-01	  2.8917e-01	  5.6405e-01	  9.5952e-01	  4.0510e-01	  1.9908e+01	  7.4300e-04	  1.3332e-03	  3.5279e-01	  7.0199e-02	  7.0199e-02	  1.6175e+00	  2.1763e+01	  3.1223e-01	  7.5648e-03	  1.0136e+00	  1.0000e+00	  1.9221e-02	  1.5603e-01	  3.7603e-02	
  4.7000e+01	  6.5276e+00	  2.4194e-08	  2.0974e-03	  9.3071e-05	  3.0345e-04	  7.6376e-03	  9.9995e+03	  1.0748e-01	  2.8660e-01	  5.6103e-01	  9.5865e-01	  3.8283e-01	  1.9918e+01	  7.4941e-04	  1.3081e-03	  3.4785e-01	  7.0468e-02	  7.0468e-02	  1.6324e+00	  2.1748e+01	  3.1292e-01	  7.5669e-03	  1.0139e+00	  1.0001e+00	  1.9299e-02	  1.6013e-01	  3.8678e-02	
  4.8000e+01	  6.5209e+00	  2.4330e-08	  2.1501e-03	  9.5625e-05	  3.1044e-04	  7.7410e-03	  1.0124e+04	  1.0662e-01	  2.8411e-01	  5.5808e-01	  9.5779e-01	  3.6183e-01	  1.9927e+01	  7.5567e-04	  1.2842e-03	  3.4302e-01	  7.0731e-02	  7.0731e-02	  1.6470e+00	  2.1733e+01	  3.1349e-01	  7.5690e-03	  1.0143e+00	  1.0001e+00	  1.9376e-02	  1.6421e-01	  3.9741e-02	
  4.9000e+01	  6.5144e+00	  2.4463e-08	  2.2024e-03	  9.8137e-05	  3.1741e-04	  7.8437e-03	  1.0246e+04	  1.0578e-01	  2.8169e-01	  5.5521e-01	  9.5693e-01	  3.4204e-01	  1.9936e+01	  7.6178e-04	  1.2615e-03	  3.3829e-01	  7.0990e-02	  7.0990e-02	  1.6612e+00	  2.1719e+01	  3.1394e-01	  7.5712e-03	  1.0146e+00	  1.0001e+00	  1.9452e-02	  1.6827e-01	  4.0791e-02	
  5.0000e+01	  6.5080e+00	  2.4593e-08	  2.2545e-03	  1.0060e-04	  3.2436e-04	  7.9455e-03	  1.0367e+04	  1.0498e-01	  2.7934e-01	  5.5240e-01	  9.5607e-01	  3.2338e-01	  1.9943e+01	  7.6774e-04	  1.2399e-03	  3.3367e-01	  7.1244e-02	  7.1244e-02	  1.6751e+00	  2.1705e+01	  3.1427e-01	  7.5732e-03	  1.0150e+00	  1.0001e+00	  1.9528e-02	  1.7229e-01	  4.1828e-02	
  5.1000e+01	  6.5018e+00	  2.4719e-08	  2.3062e-03	  1.0303e-04	  3.3129e-04	  8.0464e-03	  1.0487e+04	  1.0419e-01	  2.7706e-01	  5.4965e-01	  9.5522e-01	  3.0580e-01	  1.9950e+01	  7.7357e-04	  1.2194e-03	  3.2916e-01	  7.1494e-02	  7.1494e-02	  1.6887e+00	  2.1691e+01	  3.1449e-01	  7.5753e-03	  1.0153e+00	  1.0001e+00	  1.9603e-02	  1.7630e-01	  4.2853e-02	
  5.2000e+01	  6.4957e+00	  2.4841e-08	  2.3575e-03	  1.0541e-04	  3.3820e-04	  8.1465e-03	  1.0605e+04	  1.0343e-01	  2.7485e-01	  5.4697e-01	  9.5438e-01	  2.8924e-01	  1.9957e+01	  7.7926e-04	  1.2001e-03	  3.2475e-01	  7.1739e-02	  7.1739e-02	  1.7019e+00	  2.1678e+01	  3.1461e-01	  7.5774e-03	  1.0157e+00	  1.0001e+00	  1.9677e-02	  1.8027e-01	  4.3864e-02	
