        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	         SO4	
  0.0000e+00	  6.9509e+00	  3.0002e-04	  1.0001e-07	  0.0000e+00	  0.0000e+00	  9.0006e-06	  1.0504e+02	  7.6982e-01	  9.7338e-01	  9.9060e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.0003e-06	
  0.0000e+00	  6.9509e+00	  3.0002e-04	  1.0001e-07	  0.0000e+00	  0.0000e+00	  9.0006e-06	  1.0504e+02	  7.6982e-01	  9.7338e-01	  9.9060e-01	  9.9999e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.0003e-06	
  1.0000e+00	  6.6018e+00	  4.5942e-12	  6.7252e-06	  2.7054e-06	  2.6774e-05	  6.5705e-04	  8.4350e+02	  4.2248e-01	  8.2296e-01	  9.3340e-01	  9.9943e-01	  4.4957e+00	  1.7780e+01	  1.0117e-04	  5.3792e-03	  4.9888e-01	  5.2417e-02	  5.2417e-02	  1.5942e-01	  2.3221e+01	  9.0751e-03	  7.4386e-03	  1.0000e+00	  1.0000e+00	  1.5711e-02	  1.0625e-05	  0.0000e+00	  1.5391e-04	
  2.0000e+00	  6.5253e+00	  1.4513e-12	  9.5755e-06	  2.7069e-06	  3.3149e-05	  7.3590e-04	  1.3026e+03	  3.4758e-01	  7.5142e-01	  9.0197e-01	  9.9878e-01	  4.2900e+00	  1.7886e+01	  1.3204e-04	  4.9998e-03	  5.1296e-01	  5.2854e-02	  5.2854e-02	  2.1920e-01	  2.3161e+01	  2.1899e-02	  7.4386e-03	  1.0000e+00	  1.0000e+00	  1.5711e-02	  7.9969e-05	  0.0000e+00	  2.4873e-04	
  3.0000e+00	  6.4769e+00	  9.1773e-13	  1.1821e-05	  2.7083e-06	  3.9606e-05	  8.2884e-04	  1.7016e+03	  3.0478e-01	  6.9881e-01	  8.7659e-01	  9.9806e-01	  4.0924e+00	  1.7989e+01	  1.6075e-04	  4.6812e-03	  5.2409e-01	  5.3303e-02	  5.3303e-02	  2.7651e-01	  2.3103e+01	  3.5202e-02	  7.4386e-03	  1.0000e+00	  1.0000e+00	  1.5711e-02	  2.3738e-04	  0.0000e+00	  3.2577e-04	
  4.0000e+00	  6.4416e+00	  7.0052e-13	  1.3994e-05	  2.7096e-06	  4.6205e-05	  9.2814e-04	  2.0650e+03	  2.7571e-01	  6.5701e-01	  8.5483e-01	  9.9728e-01	  3.9027e+00	  1.8087e+01	  1.8764e-04	  4.4095e-03	  5.3262e-01	  5.3761e-02	  5.3761e-02	  3.3151e-01	  2.3048e+01	  4.8854e-02	  7.4386e-03	  1.0000e+00	  1.0000e+00	  1.5711e-02	  4.9461e-04	  0.0000e+00	  3.9269e-04	
  5.0000e+00	  6.4138e+00	  5.8154e-13	  1.6349e-05	  2.7108e-06	  5.2959e-05	  1.0315e-03	  2.4039e+03	  2.5412e-01	  6.2234e-01	  8.3560e-01	  9.9645e-01	  3.7204e+00	  1.8182e+01	  2.1297e-04	  4.1746e-03	  5.3887e-01	  5.4226e-02	  5.4226e-02	  3.8434e-01	  2.2996e+01	  6.2742e-02	  7.4386e-03	  1.0001e+00	  1.0000e+00	  1.5711e-02	  8.5538e-04	  0.0000e+00	  4.5257e-04	
  6.0000e+00	  6.3912e+00	  5.0560e-13	  1.9112e-05	  2.7119e-06	  5.9866e-05	  1.1380e-03	  2.7245e+03	  2.3720e-01	  5.9280e-01	  8.1826e-01	  9.9559e-01	  3.5453e+00	  1.8274e+01	  2.3693e-04	  3.9690e-03	  5.4314e-01	  5.4696e-02	  5.4696e-02	  4.3510e-01	  2.2945e+01	  7.6766e-02	  7.4386e-03	  1.0001e+00	  1.0000e+00	  1.5711e-02	  1.3187e-03	  0.0000e+00	  5.0705e-04	
  7.0000e+00	  6.3722e+00	  4.5241e-13	  2.2558e-05	  2.7130e-06	  6.6909e-05	  1.2471e-03	  3.0305e+03	  2.2344e-01	  5.6713e-01	  8.0243e-01	  9.9469e-01	  3.3772e+00	  1.8362e+01	  2.5967e-04	  3.7867e-03	  5.4568e-01	  5.5168e-02	  5.5168e-02	  4.8389e-01	  2.2896e+01	  9.0839e-02	  7.4386e-03	  1.0002e+00	  1.0000e+00	  1.5711e-02	  1.8810e-03	  0.0000e+00	  5.5714e-04	
  8.0000e+00	  6.3561e+00	  4.1403e-13	  2.6914e-05	  3.2193e-06	  7.4010e-05	  1.3573e-03	  3.3246e+03	  2.1193e-01	  5.4449e-01	  7.8782e-01	  9.9376e-01	  3.2159e+00	  1.8447e+01	  2.8137e-04	  3.6395e-03	  5.4678e-01	  5.5641e-02	  5.5641e-02	  5.3091e-01	  2.2849e+01	  1.0477e-01	  7.4386e-03	  1.0003e+00	  1.0000e+00	  1.5711e-02	  2.5367e-03	  1.1407e-04	  6.0413e-04	
  9.0000e+00	  6.3424e+00	  3.8617e-13	  3.2293e-05	  4.9874e-06	  8.1070e-05	  1.4670e-03	  3.6086e+03	  2.0211e-01	  5.2429e-01	  7.7424e-01	  9.9281e-01	  3.0611e+00	  1.8528e+01	  3.0217e-04	  3.4944e-03	  5.4669e-01	  5.6115e-02	  5.6115e-02	  5.7643e-01	  2.2804e+01	  1.1836e-01	  7.4386e-03	  1.0003e+00	  1.0000e+00	  1.5711e-02	  3.2804e-03	  4.9178e-04	  6.4918e-04	
  1.0000e+01	  6.3306e+00	  3.6365e-13	  3.9222e-05	  7.2654e-06	  8.8156e-05	  1.5777e-03	  3.8840e+03	  1.9360e-01	  5.0611e-01	  7.6155e-01	  9.9183e-01	  2.9126e+00	  1.8606e+01	  3.2210e-04	  3.3623e-03	  5.4551e-01	  5.6587e-02	  5.6587e-02	  6.2030e-01	  2.2760e+01	  1.3174e-01	  7.4386e-03	  1.0004e+00	  1.0000e+00	  1.5711e-02	  4.1060e-03	  9.4542e-04	  6.9173e-04	
  1.1000e+01	  6.3206e+00	  3.4499e-13	  4.7893e-05	  1.0096e-05	  9.5240e-05	  1.6892e-03	  4.1516e+03	  1.8612e-01	  4.8962e-01	  7.4964e-01	  9.9082e-01	  2.7702e+00	  1.8682e+01	  3.4123e-04	  3.2410e-03	  5.4339e-01	  5.7057e-02	  5.7057e-02	  6.6258e-01	  2.2717e+01	  1.4486e-01	  7.4386e-03	  1.0005e+00	  1.0000e+00	  1.5711e-02	  5.0072e-03	  1.4758e-03	  7.3208e-04	
