          pe	        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	         FeS	      Pyrite	
    -6.84691	  9.0000e+00	  6.3870e+00	  8.0433e-05	  1.9220e-05	  1.4350e-05	  1.0207e-03	  2.1715e-03	  3.5329e+03	  2.0462e-01	  5.2953e-01	  7.7781e-01	  9.9307e-01	  3.5158e+00	  1.6524e+01	  1.7251e+00	  2.9029e-02	  8.1422e-01	  5.8067e-02	  5.8067e-02	  9.9835e-01	  2.2484e+01	  1.2079e-01	  1.0212e+00	  1.0001e+00	  1.0000e+00	  5.1697e-02	  6.1701e-04	  0.0000e+00	  1.6628e-03	  1.5617e-04	  4.5115e-03	  2.0488e-03	  5.6124e-05	  1.0399e-02	  8.3751e-04	  1.6876e-04	  2.1715e-03	  0.0000e+00	  1.3652e-03	
    -6.84902	  1.0000e+01	  6.3680e+00	  8.0400e-05	  2.0677e-05	  1.4353e-05	  1.1614e-03	  2.4196e-03	  3.8056e+03	  1.9593e-01	  5.1116e-01	  7.6512e-01	  9.9211e-01	  3.3963e+00	  1.6587e+01	  1.7213e+00	  2.8133e-02	  8.2795e-01	  5.8830e-02	  5.8830e-02	  1.0972e+00	  2.2385e+01	  1.2280e-01	  1.0243e+00	  1.0001e+00	  1.0000e+00	  5.9334e-02	  7.8376e-04	  0.0000e+00	  1.8434e-03	  1.6494e-04	  4.8668e-03	  2.2145e-03	  5.6703e-05	  1.1275e-02	  9.0068e-04	  1.7449e-04	  2.4196e-03	  0.0000e+00	  1.3802e-03	
     -6.8502	  1.1000e+01	  6.3501e+00	  8.0369e-05	  2.2221e-05	  1.4356e-05	  1.3065e-03	  2.6698e-03	  4.0704e+03	  1.8832e-01	  4.9451e-01	  7.5321e-01	  9.9113e-01	  3.2794e+00	  1.6649e+01	  1.7174e+00	  2.7278e-02	  8.4113e-01	  5.9605e-02	  5.9605e-02	  1.1972e+00	  2.2285e+01	  1.2447e-01	  1.0275e+00	  1.0001e+00	  1.0000e+00	  6.7184e-02	  9.7247e-04	  0.0000e+00	  2.0259e-03	  1.7351e-04	  5.2119e-03	  2.3759e-03	  5.7454e-05	  1.2133e-02	  9.6194e-04	  1.7982e-04	  2.6698e-03	  0.0000e+00	  1.3989e-03	
    -6.85067	  1.2000e+01	  6.3333e+00	  8.0338e-05	  2.3871e-05	  1.4359e-05	  1.4558e-03	  2.9221e-03	  4.3283e+03	  1.8156e-01	  4.7931e-01	  7.4199e-01	  9.9014e-01	  3.1651e+00	  1.6709e+01	  1.7136e+00	  2.6459e-02	  8.5375e-01	  6.0393e-02	  6.0393e-02	  1.2983e+00	  2.2184e+01	  1.2582e-01	  1.0308e+00	  1.0001e+00	  1.0000e+00	  7.5224e-02	  1.1833e-03	  0.0000e+00	  2.2102e-03	  1.8192e-04	  5.5478e-03	  2.5335e-03	  5.8334e-05	  1.2973e-02	  1.0215e-03	  1.8480e-04	  2.9221e-03	  0.0000e+00	  1.4210e-03	
    -6.85063	  1.3000e+01	  6.3175e+00	  8.0307e-05	  2.5648e-05	  1.4362e-05	  1.6089e-03	  3.1762e-03	  4.5797e+03	  1.7552e-01	  4.6538e-01	  7.3138e-01	  9.8912e-01	  3.0534e+00	  1.6769e+01	  1.7098e+00	  2.5675e-02	  8.6579e-01	  6.1192e-02	  6.1192e-02	  1.4002e+00	  2.2082e+01	  1.2688e-01	  1.0342e+00	  1.0001e+00	  1.0000e+00	  8.3432e-02	  1.4163e-03	  0.0000e+00	  2.3960e-03	  1.9018e-04	  5.8752e-03	  2.6876e-03	  5.9309e-05	  1.3797e-02	  1.0795e-03	  1.8949e-04	  3.1762e-03	  0.0000e+00	  1.4462e-03	
     -6.8502	  1.4000e+01	  6.3026e+00	  8.0277e-05	  2.7575e-05	  1.4365e-05	  1.7656e-03	  3.4317e-03	  4.8253e+03	  1.7007e-01	  4.5253e-01	  7.2132e-01	  9.8809e-01	  2.9443e+00	  1.6827e+01	  1.7060e+00	  2.4924e-02	  8.7725e-01	  6.2002e-02	  6.2002e-02	  1.5029e+00	  2.1979e+01	  1.2768e-01	  1.0376e+00	  1.0002e+00	  1.0000e+00	  9.1787e-02	  1.6713e-03	  0.0000e+00	  2.5830e-03	  1.9832e-04	  6.1949e-03	  2.8385e-03	  6.0351e-05	  1.4607e-02	  1.1359e-03	  1.9391e-04	  3.4317e-03	  0.0000e+00	  1.4741e-03	
    -6.84951	  1.5000e+01	  6.2884e+00	  8.0248e-05	  2.9679e-05	  1.4368e-05	  1.9255e-03	  3.6886e-03	  5.0655e+03	  1.6513e-01	  4.4065e-01	  7.1177e-01	  9.8705e-01	  2.8378e+00	  1.6884e+01	  1.7023e+00	  2.4201e-02	  8.8812e-01	  6.2822e-02	  6.2822e-02	  1.6061e+00	  2.1875e+01	  1.2824e-01	  1.0411e+00	  1.0002e+00	  1.0000e+00	  1.0027e-01	  1.9482e-03	  0.0000e+00	  2.7710e-03	  2.0635e-04	  6.5072e-03	  2.9863e-03	  6.1439e-05	  1.5403e-02	  1.1911e-03	  1.9811e-04	  3.6886e-03	  0.0000e+00	  1.5044e-03	
    -6.84864	  1.6000e+01	  6.2751e+00	  8.0219e-05	  3.1987e-05	  1.4371e-05	  2.0882e-03	  3.9465e-03	  5.3007e+03	  1.6061e-01	  4.2960e-01	  7.0267e-01	  9.8600e-01	  2.7339e+00	  1.6939e+01	  1.6985e+00	  2.3507e-02	  8.9841e-01	  6.3652e-02	  6.3652e-02	  1.7097e+00	  2.1772e+01	  1.2858e-01	  1.0446e+00	  1.0002e+00	  1.0000e+00	  1.0886e-01	  2.2467e-03	  0.0000e+00	  2.9600e-03	  2.1427e-04	  6.8128e-03	  3.1314e-03	  6.2555e-05	  1.6186e-02	  1.2449e-03	  2.0210e-04	  3.9465e-03	  0.0000e+00	  1.5364e-03	
    -6.84766	  1.7000e+01	  6.2624e+00	  8.0191e-05	  3.4529e-05	  1.4374e-05	  2.2533e-03	  4.2052e-03	  5.5311e+03	  1.5647e-01	  4.1931e-01	  6.9399e-01	  9.8493e-01	  2.6327e+00	  1.6994e+01	  1.6948e+00	  2.2838e-02	  9.0810e-01	  6.4491e-02	  6.4491e-02	  1.8135e+00	  2.1668e+01	  1.2872e-01	  1.0482e+00	  1.0003e+00	  1.0000e+00	  1.1754e-01	  2.5663e-03	  0.0000e+00	  3.1497e-03	  2.2211e-04	  7.1121e-03	  3.2738e-03	  6.3682e-05	  1.6958e-02	  1.2974e-03	  2.0590e-04	  4.2052e-03	  0.0000e+00	  1.5697e-03	
    -6.84662	  1.8000e+01	  6.2504e+00	  8.0163e-05	  3.7339e-05	  1.4377e-05	  2.4207e-03	  4.4643e-03	  5.7570e+03	  1.5265e-01	  4.0969e-01	  6.8569e-01	  9.8385e-01	  2.5340e+00	  1.7047e+01	  1.6911e+00	  2.2194e-02	  9.1719e-01	  6.5339e-02	  6.5339e-02	  1.9174e+00	  2.1564e+01	  1.2869e-01	  1.0518e+00	  1.0003e+00	  1.0000e+00	  1.2629e-01	  2.9065e-03	  0.0000e+00	  3.3399e-03	  2.2986e-04	  7.4053e-03	  3.4137e-03	  6.4809e-05	  1.7718e-02	  1.3489e-03	  2.0953e-04	  4.4643e-03	  0.0000e+00	  1.6036e-03	
    -6.84557	  1.9000e+01	  6.2391e+00	  8.0136e-05	  4.0449e-05	  1.4379e-05	  2.5898e-03	  4.7238e-03	  5.9788e+03	  1.4912e-01	  4.0067e-01	  6.7775e-01	  9.8277e-01	  2.4379e+00	  1.7099e+01	  1.6874e+00	  2.1572e-02	  9.2568e-01	  6.6195e-02	  6.6195e-02	  2.0213e+00	  2.1459e+01	  1.2850e-01	  1.0554e+00	  1.0003e+00	  1.0000e+00	  1.3509e-01	  3.2669e-03	  0.0000e+00	  3.5307e-03	  2.3754e-04	  7.6928e-03	  3.5512e-03	  6.5923e-05	  1.8467e-02	  1.3991e-03	  2.1302e-04	  4.7238e-03	  0.0000e+00	  1.6375e-03	
    -6.84455	  2.0000e+01	  6.2284e+00	  8.0109e-05	  4.3891e-05	  1.4382e-05	  2.7604e-03	  4.9832e-03	  6.1965e+03	  1.4584e-01	  3.9219e-01	  6.7014e-01	  9.8168e-01	  2.3444e+00	  1.7149e+01	  1.6837e+00	  2.0973e-02	  9.3358e-01	  6.7058e-02	  6.7058e-02	  2.1250e+00	  2.1356e+01	  1.2817e-01	  1.0590e+00	  1.0004e+00	  1.0000e+00	  1.4394e-01	  3.6467e-03	  0.0000e+00	  3.7217e-03	  2.4513e-04	  7.9749e-03	  3.6865e-03	  6.7016e-05	  1.9206e-02	  1.4483e-03	  2.1636e-04	  4.9832e-03	  0.0000e+00	  1.6709e-03	
    -6.84359	  2.1000e+01	  6.2182e+00	  8.0083e-05	  4.7694e-05	  1.4384e-05	  2.9322e-03	  5.2425e-03	  6.4105e+03	  1.4278e-01	  3.8421e-01	  6.6283e-01	  9.8058e-01	  2.2535e+00	  1.7198e+01	  1.6801e+00	  2.0393e-02	  9.4087e-01	  6.7928e-02	  6.7928e-02	  2.2284e+00	  2.1252e+01	  1.2771e-01	  1.0626e+00	  1.0004e+00	  1.0000e+00	  1.5281e-01	  4.0453e-03	  0.0000e+00	  3.9130e-03	  2.5267e-04	  8.2519e-03	  3.8196e-03	  6.8080e-05	  1.9935e-02	  1.4965e-03	  2.1957e-04	  5.2425e-03	  0.0000e+00	  1.7030e-03	
    -6.84269	  2.2000e+01	  6.2086e+00	  8.0057e-05	  5.1882e-05	  1.4387e-05	  3.1048e-03	  5.5014e-03	  6.6208e+03	  1.3992e-01	  3.7668e-01	  6.5581e-01	  9.7947e-01	  2.1652e+00	  1.7246e+01	  1.6764e+00	  1.9834e-02	  9.4757e-01	  6.8803e-02	  6.8803e-02	  2.3314e+00	  2.1149e+01	  1.2715e-01	  1.0663e+00	  1.0004e+00	  1.0000e+00	  1.6169e-01	  4.4620e-03	  0.0000e+00	  4.1044e-03	  2.6013e-04	  8.5239e-03	  3.9506e-03	  6.9109e-05	  2.0654e-02	  1.5437e-03	  2.2266e-04	  5.5014e-03	  0.0000e+00	  1.7333e-03	
    -6.84189	  2.3000e+01	  6.1995e+00	  8.0031e-05	  5.6468e-05	  1.4390e-05	  3.2781e-03	  5.7596e-03	  6.8276e+03	  1.3724e-01	  3.6955e-01	  6.4905e-01	  9.7836e-01	  2.0794e+00	  1.7293e+01	  1.6728e+00	  1.9293e-02	  9.5367e-01	  6.9685e-02	  6.9685e-02	  2.4340e+00	  2.1046e+01	  1.2649e-01	  1.0699e+00	  1.0005e+00	  1.0000e+00	  1.7057e-01	  4.8960e-03	  0.0000e+00	  4.2958e-03	  2.6753e-04	  8.7912e-03	  4.0797e-03	  7.0097e-05	  2.1364e-02	  1.5900e-03	  2.2565e-04	  5.7596e-03	  0.0000e+00	  1.7616e-03	
    -6.84119	  2.4000e+01	  6.1909e+00	  8.0006e-05	  6.1459e-05	  1.4392e-05	  3.4516e-03	  6.0171e-03	  7.0310e+03	  1.3473e-01	  3.6281e-01	  6.4255e-01	  9.7724e-01	  1.9961e+00	  1.7339e+01	  1.6692e+00	  1.8771e-02	  9.5919e-01	  7.0571e-02	  7.0571e-02	  2.5359e+00	  2.0944e+01	  1.2575e-01	  1.0735e+00	  1.0005e+00	  1.0000e+00	  1.7944e-01	  5.3466e-03	  0.0000e+00	  4.4872e-03	  2.7487e-04	  9.0539e-03	  4.2068e-03	  7.1040e-05	  2.2065e-02	  1.6353e-03	  2.2853e-04	  6.0171e-03	  0.0000e+00	  1.7874e-03	
     -6.8406	  2.5000e+01	  6.1828e+00	  7.9981e-05	  6.6851e-05	  1.4395e-05	  3.6253e-03	  6.2735e-03	  7.2313e+03	  1.3236e-01	  3.5640e-01	  6.3628e-01	  9.7613e-01	  1.9154e+00	  1.7383e+01	  1.6656e+00	  1.8264e-02	  9.6412e-01	  7.1462e-02	  7.1462e-02	  2.6372e+00	  2.0843e+01	  1.2494e-01	  1.0772e+00	  1.0006e+00	  1.0000e+00	  1.8829e-01	  5.8129e-03	  0.0000e+00	  4.6784e-03	  2.8215e-04	  9.3123e-03	  4.3321e-03	  7.1937e-05	  2.2758e-02	  1.6798e-03	  2.3131e-04	  6.2735e-03	  0.0000e+00	  1.8107e-03	
    -6.84011	  2.6000e+01	  6.1751e+00	  7.9957e-05	  7.2631e-05	  1.4397e-05	  3.7988e-03	  6.5287e-03	  7.4284e+03	  1.3012e-01	  3.5032e-01	  6.3023e-01	  9.7500e-01	  1.8371e+00	  1.7426e+01	  1.6620e+00	  1.7775e-02	  9.6847e-01	  7.2356e-02	  7.2356e-02	  2.7377e+00	  2.0742e+01	  1.2407e-01	  1.0808e+00	  1.0006e+00	  1.0000e+00	  1.9710e-01	  6.2941e-03	  0.0000e+00	  4.8694e-03	  2.8937e-04	  9.5665e-03	  4.4557e-03	  7.2786e-05	  2.3441e-02	  1.7234e-03	  2.3401e-04	  6.5287e-03	  0.0000e+00	  1.8315e-03	
    -6.83973	  2.7000e+01	  6.1678e+00	  7.9932e-05	  7.8780e-05	  1.4399e-05	  3.9720e-03	  6.7826e-03	  7.6225e+03	  1.2800e-01	  3.4453e-01	  6.2439e-01	  9.7388e-01	  1.7613e+00	  1.7468e+01	  1.6584e+00	  1.7301e-02	  9.7226e-01	  7.3254e-02	  7.3254e-02	  2.8373e+00	  2.0642e+01	  1.2315e-01	  1.0844e+00	  1.0007e+00	  1.0000e+00	  2.0587e-01	  6.7896e-03	  0.0000e+00	  5.0602e-03	  2.9654e-04	  9.8165e-03	  4.5775e-03	  7.3586e-05	  2.4117e-02	  1.7662e-03	  2.3662e-04	  6.7826e-03	  0.0000e+00	  1.8498e-03	
    -6.83946	  2.8000e+01	  6.1609e+00	  7.9909e-05	  8.5273e-05	  1.4402e-05	  4.1447e-03	  7.0350e-03	  7.8138e+03	  1.2600e-01	  3.3901e-01	  6.1874e-01	  9.7275e-01	  1.6880e+00	  1.7508e+01	  1.6549e+00	  1.6843e-02	  9.7548e-01	  7.4154e-02	  7.4154e-02	  2.9360e+00	  2.0543e+01	  1.2219e-01	  1.0880e+00	  1.0007e+00	  1.0000e+00	  2.1460e-01	  7.2983e-03	  0.0000e+00	  5.2505e-03	  3.0365e-04	  1.0063e-02	  4.6976e-03	  7.4338e-05	  2.4785e-02	  1.8082e-03	  2.3915e-04	  7.0350e-03	  0.0000e+00	  1.8659e-03	
     -6.8393	  2.9000e+01	  6.1544e+00	  7.9885e-05	  9.2084e-05	  1.4404e-05	  4.3167e-03	  7.2857e-03	  8.0022e+03	  1.2410e-01	  3.3374e-01	  6.1329e-01	  9.7163e-01	  1.6171e+00	  1.7548e+01	  1.6514e+00	  1.6399e-02	  9.7815e-01	  7.5056e-02	  7.5056e-02	  3.0338e+00	  2.0445e+01	  1.2120e-01	  1.0915e+00	  1.0008e+00	  1.0000e+00	  2.2326e-01	  7.8196e-03	  0.0000e+00	  5.4405e-03	  3.1071e-04	  1.0305e-02	  4.8161e-03	  7.5043e-05	  2.5444e-02	  1.8495e-03	  2.4161e-04	  7.2857e-03	  0.0000e+00	  1.8799e-03	
    -6.83923	  3.0000e+01	  6.1482e+00	  7.9862e-05	  9.9187e-05	  1.4406e-05	  4.4879e-03	  7.5348e-03	  8.1878e+03	  1.2229e-01	  3.2871e-01	  6.0800e-01	  9.7050e-01	  1.5486e+00	  1.7586e+01	  1.6478e+00	  1.5969e-02	  9.8029e-01	  7.5960e-02	  7.5960e-02	  3.1306e+00	  2.0348e+01	  1.2019e-01	  1.0950e+00	  1.0008e+00	  1.0000e+00	  2.3186e-01	  8.3526e-03	  0.0000e+00	  5.6300e-03	  3.1772e-04	  1.0544e-02	  4.9331e-03	  7.5700e-05	  2.6096e-02	  1.8900e-03	  2.4400e-04	  7.5348e-03	  0.0000e+00	  1.8921e-03	
    -6.83926	  3.1000e+01	  6.1424e+00	  7.9839e-05	  1.0655e-04	  1.4409e-05	  4.6581e-03	  7.7820e-03	  8.3708e+03	  1.2057e-01	  3.2390e-01	  6.0289e-01	  9.6937e-01	  1.4824e+00	  1.7623e+01	  1.6443e+00	  1.5554e-02	  9.8189e-01	  7.6865e-02	  7.6865e-02	  3.2263e+00	  2.0252e+01	  1.1916e-01	  1.0985e+00	  1.0009e+00	  1.0000e+00	  2.4040e-01	  8.8966e-03	  0.0000e+00	  5.8190e-03	  3.2467e-04	  1.0779e-02	  5.0485e-03	  7.6313e-05	  2.6741e-02	  1.9298e-03	  2.4632e-04	  7.7820e-03	  0.0000e+00	  1.9028e-03	
    -6.83939	  3.2000e+01	  6.1368e+00	  7.9816e-05	  1.1416e-04	  1.4411e-05	  4.8273e-03	  8.0272e-03	  8.5513e+03	  1.1893e-01	  3.1929e-01	  5.9794e-01	  9.6824e-01	  1.4185e+00	  1.7659e+01	  1.6408e+00	  1.5152e-02	  9.8297e-01	  7.7770e-02	  7.7770e-02	  3.3209e+00	  2.0158e+01	  1.1812e-01	  1.1020e+00	  1.0009e+00	  1.0000e+00	  2.4885e-01	  9.4508e-03	  0.0000e+00	  6.0074e-03	  3.3158e-04	  1.1010e-02	  5.1624e-03	  7.6881e-05	  2.7378e-02	  1.9689e-03	  2.4858e-04	  8.0272e-03	  0.0000e+00	  1.9120e-03	
    -6.83959	  3.3000e+01	  6.1315e+00	  7.9794e-05	  1.2198e-04	  1.4413e-05	  4.9953e-03	  8.2704e-03	  8.7292e+03	  1.1736e-01	  3.1488e-01	  5.9313e-01	  9.6711e-01	  1.3570e+00	  1.7693e+01	  1.6373e+00	  1.4762e-02	  9.8355e-01	  7.8675e-02	  7.8675e-02	  3.4143e+00	  2.0064e+01	  1.1708e-01	  1.1054e+00	  1.0010e+00	  1.0000e+00	  2.5723e-01	  1.0014e-02	  0.0000e+00	  6.1953e-03	  3.3843e-04	  1.1238e-02	  5.2749e-03	  7.7407e-05	  2.8008e-02	  2.0074e-03	  2.5077e-04	  8.2704e-03	  0.0000e+00	  1.9201e-03	
    -6.83988	  3.4000e+01	  6.1265e+00	  7.9772e-05	  1.2999e-04	  1.4415e-05	  5.1620e-03	  8.5115e-03	  8.9046e+03	  1.1587e-01	  3.1064e-01	  5.8847e-01	  9.6599e-01	  1.2976e+00	  1.7727e+01	  1.6339e+00	  1.4386e-02	  9.8364e-01	  7.9580e-02	  7.9580e-02	  3.5066e+00	  1.9972e+01	  1.1603e-01	  1.1088e+00	  1.0011e+00	  1.0000e+00	  2.6553e-01	  1.0587e-02	  0.0000e+00	  6.3824e-03	  3.4523e-04	  1.1463e-02	  5.3859e-03	  7.7891e-05	  2.8631e-02	  2.0452e-03	  2.5292e-04	  8.5115e-03	  0.0000e+00	  1.9271e-03	
    -6.84025	  3.5000e+01	  6.1218e+00	  7.9750e-05	  1.3817e-04	  1.4417e-05	  5.3273e-03	  8.7504e-03	  9.0776e+03	  1.1444e-01	  3.0658e-01	  5.8395e-01	  9.6486e-01	  1.2405e+00	  1.7759e+01	  1.6304e+00	  1.4021e-02	  9.8325e-01	  8.0483e-02	  8.0483e-02	  3.5977e+00	  1.9880e+01	  1.1499e-01	  1.1122e+00	  1.0011e+00	  1.0000e+00	  2.7374e-01	  1.1167e-02	  0.0000e+00	  6.5689e-03	  3.5199e-04	  1.1684e-02	  5.4955e-03	  7.8336e-05	  2.9246e-02	  2.0824e-03	  2.5500e-04	  8.7504e-03	  0.0000e+00	  1.9333e-03	
