          pe	        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	         FeS	      Pyrite	
     -6.7953	  9.0000e+00	  6.3812e+00	  8.0434e-05	  1.6570e-05	  1.4350e-05	  1.0305e-03	  2.1764e-03	  3.5819e+03	  2.0299e-01	  5.2613e-01	  7.7550e-01	  9.9290e-01	  3.5158e+00	  1.6524e+01	  1.7251e+00	  2.9049e-02	  8.1484e-01	  5.8069e-02	  5.8069e-02	  1.0019e+00	  2.2481e+01	  1.2016e-01	  1.0216e+00	  1.0000e+00	  1.0000e+00	  5.2816e-02	  1.7564e-04	  0.0000e+00	  1.6708e-03	  1.5692e-04	  4.5704e-03	  2.0318e-03	  5.6587e-05	  1.1170e-02	  4.2042e-04	  1.6943e-04	  2.1764e-03	  0.0000e+00	  1.3035e-03	
    -6.79662	  1.0000e+01	  6.3615e+00	  8.0401e-05	  1.7564e-05	  1.4353e-05	  1.1728e-03	  2.4243e-03	  3.8614e+03	  1.9427e-01	  5.0756e-01	  7.6258e-01	  9.9191e-01	  3.3963e+00	  1.6587e+01	  1.7213e+00	  2.8149e-02	  8.2867e-01	  5.8833e-02	  5.8833e-02	  1.1010e+00	  2.2381e+01	  1.2208e-01	  1.0249e+00	  1.0000e+00	  1.0000e+00	  6.0667e-02	  2.2469e-04	  0.0000e+00	  1.8527e-03	  1.6577e-04	  4.9346e-03	  2.1967e-03	  5.7283e-05	  1.2111e-02	  4.5251e-04	  1.7523e-04	  2.4243e-03	  0.0000e+00	  1.2988e-03	
    -6.79703	  1.1000e+01	  6.3431e+00	  8.0368e-05	  1.8558e-05	  1.4356e-05	  1.3197e-03	  2.6743e-03	  4.1330e+03	  1.8662e-01	  4.9073e-01	  7.5045e-01	  9.9090e-01	  3.2794e+00	  1.6649e+01	  1.7174e+00	  2.7290e-02	  8.4195e-01	  5.9609e-02	  5.9609e-02	  1.2013e+00	  2.2281e+01	  1.2366e-01	  1.0282e+00	  1.0000e+00	  1.0000e+00	  6.8743e-02	  2.8070e-04	  0.0000e+00	  2.0367e-03	  1.7443e-04	  5.2885e-03	  2.3575e-03	  5.8162e-05	  1.3031e-02	  4.8373e-04	  1.8061e-04	  2.6743e-03	  0.0000e+00	  1.2958e-03	
    -6.79674	  1.2000e+01	  6.3258e+00	  8.0337e-05	  1.9556e-05	  1.4359e-05	  1.4708e-03	  2.9260e-03	  4.3975e+03	  1.7985e-01	  4.7539e-01	  7.3903e-01	  9.8986e-01	  3.1651e+00	  1.6709e+01	  1.7136e+00	  2.6468e-02	  8.5467e-01	  6.0397e-02	  6.0397e-02	  1.3025e+00	  2.2179e+01	  1.2493e-01	  1.0316e+00	  1.0000e+00	  1.0000e+00	  7.7020e-02	  3.4382e-04	  0.0000e+00	  2.2223e-03	  1.8292e-04	  5.6332e-03	  2.5146e-03	  5.9180e-05	  1.3934e-02	  5.1417e-04	  1.8565e-04	  2.9260e-03	  0.0000e+00	  1.2943e-03	
    -6.79594	  1.3000e+01	  6.3094e+00	  8.0306e-05	  2.0563e-05	  1.4362e-05	  1.6258e-03	  3.1792e-03	  4.6556e+03	  1.7379e-01	  4.6133e-01	  7.2824e-01	  9.8881e-01	  3.0534e+00	  1.6769e+01	  1.7098e+00	  2.5680e-02	  8.6681e-01	  6.1197e-02	  6.1197e-02	  1.4045e+00	  2.2077e+01	  1.2592e-01	  1.0350e+00	  1.0000e+00	  1.0000e+00	  8.5476e-02	  4.1418e-04	  0.0000e+00	  2.4095e-03	  1.9127e-04	  5.9693e-03	  2.6681e-03	  6.0304e-05	  1.4819e-02	  5.4388e-04	  1.9040e-04	  3.1792e-03	  0.0000e+00	  1.2944e-03	
    -6.79477	  1.4000e+01	  6.2938e+00	  8.0276e-05	  2.1581e-05	  1.4365e-05	  1.7844e-03	  3.4337e-03	  4.9078e+03	  1.6833e-01	  4.4838e-01	  7.1801e-01	  9.8774e-01	  2.9443e+00	  1.6827e+01	  1.7060e+00	  2.4924e-02	  8.7837e-01	  6.2008e-02	  6.2008e-02	  1.5071e+00	  2.1974e+01	  1.2664e-01	  1.0386e+00	  1.0000e+00	  1.0000e+00	  9.4089e-02	  4.9183e-04	  0.0000e+00	  2.5980e-03	  1.9948e-04	  6.2977e-03	  2.8185e-03	  6.1508e-05	  1.5688e-02	  5.7292e-04	  1.9487e-04	  3.4337e-03	  0.0000e+00	  1.2959e-03	
    -6.79332	  1.5000e+01	  6.2791e+00	  8.0246e-05	  2.2614e-05	  1.4368e-05	  1.9462e-03	  3.6892e-03	  5.1546e+03	  1.6338e-01	  4.3640e-01	  7.0829e-01	  9.8666e-01	  2.8378e+00	  1.6884e+01	  1.7023e+00	  2.4198e-02	  8.8935e-01	  6.2830e-02	  6.2830e-02	  1.6102e+00	  2.1871e+01	  1.2713e-01	  1.0421e+00	  1.0001e+00	  1.0000e+00	  1.0284e-01	  5.7682e-04	  0.0000e+00	  2.7875e-03	  2.0759e-04	  6.6187e-03	  2.9660e-03	  6.2769e-05	  1.6543e-02	  6.0134e-04	  1.9912e-04	  3.6892e-03	  0.0000e+00	  1.2989e-03	
    -6.79169	  1.6000e+01	  6.2651e+00	  8.0217e-05	  2.3664e-05	  1.4371e-05	  2.1109e-03	  3.9455e-03	  5.3962e+03	  1.5886e-01	  4.2527e-01	  6.9904e-01	  9.8556e-01	  2.7339e+00	  1.6939e+01	  1.6985e+00	  2.3500e-02	  8.9973e-01	  6.3661e-02	  6.3661e-02	  1.7135e+00	  2.1768e+01	  1.2741e-01	  1.0458e+00	  1.0001e+00	  1.0000e+00	  1.1170e-01	  6.6913e-04	  0.0000e+00	  2.9779e-03	  2.1560e-04	  6.9328e-03	  3.1106e-03	  6.4071e-05	  1.7385e-02	  6.2916e-04	  2.0315e-04	  3.9455e-03	  0.0000e+00	  1.3033e-03	
    -6.78994	  1.7000e+01	  6.2518e+00	  8.0188e-05	  2.4734e-05	  1.4374e-05	  2.2781e-03	  4.2022e-03	  5.6330e+03	  1.5472e-01	  4.1491e-01	  6.9022e-01	  9.8445e-01	  2.6327e+00	  1.6994e+01	  1.6948e+00	  2.2828e-02	  9.0951e-01	  6.4501e-02	  6.4501e-02	  1.8170e+00	  2.1664e+01	  1.2749e-01	  1.0495e+00	  1.0001e+00	  1.0000e+00	  1.2066e-01	  7.6872e-04	  0.0000e+00	  3.1691e-03	  2.2351e-04	  7.2406e-03	  3.2526e-03	  6.5399e-05	  1.8214e-02	  6.5643e-04	  2.0700e-04	  4.2022e-03	  0.0000e+00	  1.3090e-03	
    -6.78813	  1.8000e+01	  6.2392e+00	  8.0160e-05	  2.5827e-05	  1.4377e-05	  2.4475e-03	  4.4592e-03	  5.8653e+03	  1.5090e-01	  4.0523e-01	  6.8179e-01	  9.8333e-01	  2.5340e+00	  1.7047e+01	  1.6911e+00	  2.2180e-02	  9.1870e-01	  6.5351e-02	  6.5351e-02	  1.9205e+00	  2.1560e+01	  1.2741e-01	  1.0532e+00	  1.0001e+00	  1.0000e+00	  1.2971e-01	  8.7553e-04	  0.0000e+00	  3.3609e-03	  2.3134e-04	  7.5422e-03	  3.3922e-03	  6.6742e-05	  1.9030e-02	  6.8316e-04	  2.1068e-04	  4.4592e-03	  0.0000e+00	  1.3161e-03	
    -6.78629	  1.9000e+01	  6.2272e+00	  8.0132e-05	  2.6943e-05	  1.4379e-05	  2.6189e-03	  4.7161e-03	  6.0933e+03	  1.4737e-01	  3.9617e-01	  6.7373e-01	  9.8220e-01	  2.4379e+00	  1.7099e+01	  1.6874e+00	  2.1556e-02	  9.2728e-01	  6.6208e-02	  6.6208e-02	  2.0239e+00	  2.1457e+01	  1.2717e-01	  1.0569e+00	  1.0001e+00	  1.0000e+00	  1.3881e-01	  9.8946e-04	  0.0000e+00	  3.5532e-03	  2.3908e-04	  7.8380e-03	  3.5294e-03	  6.8088e-05	  1.9835e-02	  7.0937e-04	  2.1420e-04	  4.7161e-03	  0.0000e+00	  1.3244e-03	
    -6.78446	  2.0000e+01	  6.2158e+00	  8.0105e-05	  2.8087e-05	  1.4382e-05	  2.7918e-03	  4.9728e-03	  6.3172e+03	  1.4410e-01	  3.8765e-01	  6.6600e-01	  9.8106e-01	  2.3444e+00	  1.7149e+01	  1.6837e+00	  2.0953e-02	  9.3526e-01	  6.7073e-02	  6.7073e-02	  2.1270e+00	  2.1354e+01	  1.2680e-01	  1.0606e+00	  1.0001e+00	  1.0000e+00	  1.4795e-01	  1.1104e-03	  0.0000e+00	  3.7458e-03	  2.4676e-04	  8.1284e-03	  3.6643e-03	  6.9430e-05	  2.0629e-02	  7.3510e-04	  2.1758e-04	  4.9728e-03	  0.0000e+00	  1.3339e-03	
    -6.78266	  2.1000e+01	  6.2049e+00	  8.0078e-05	  2.9260e-05	  1.4385e-05	  2.9660e-03	  5.2291e-03	  6.5372e+03	  1.4104e-01	  3.7964e-01	  6.5858e-01	  9.7991e-01	  2.2535e+00	  1.7198e+01	  1.6801e+00	  2.0372e-02	  9.4264e-01	  6.7944e-02	  6.7944e-02	  2.2297e+00	  2.1251e+01	  1.2631e-01	  1.0644e+00	  1.0001e+00	  1.0000e+00	  1.5713e-01	  1.2381e-03	  0.0000e+00	  3.9386e-03	  2.5436e-04	  8.4134e-03	  3.7971e-03	  7.0761e-05	  2.1412e-02	  7.6035e-04	  2.2082e-04	  5.2291e-03	  0.0000e+00	  1.3445e-03	
    -6.78091	  2.2000e+01	  6.1945e+00	  8.0051e-05	  3.0464e-05	  1.4387e-05	  3.1412e-03	  5.4847e-03	  6.7535e+03	  1.3819e-01	  3.7207e-01	  6.5146e-01	  9.7876e-01	  2.1651e+00	  1.7246e+01	  1.6764e+00	  1.9810e-02	  9.4941e-01	  6.8822e-02	  6.8822e-02	  2.3319e+00	  2.1148e+01	  1.2572e-01	  1.0682e+00	  1.0001e+00	  1.0000e+00	  1.6633e-01	  1.3725e-03	  0.0000e+00	  4.1315e-03	  2.6189e-04	  8.6934e-03	  3.9278e-03	  7.2073e-05	  2.2185e-02	  7.8515e-04	  2.2395e-04	  5.4847e-03	  0.0000e+00	  1.3561e-03	
    -6.77923	  2.3000e+01	  6.1847e+00	  8.0025e-05	  3.1703e-05	  1.4390e-05	  3.3172e-03	  5.7394e-03	  6.9662e+03	  1.3552e-01	  3.6493e-01	  6.4461e-01	  9.7760e-01	  2.0793e+00	  1.7293e+01	  1.6728e+00	  1.9267e-02	  9.5559e-01	  6.9705e-02	  6.9705e-02	  2.4336e+00	  2.1046e+01	  1.2504e-01	  1.0719e+00	  1.0002e+00	  1.0000e+00	  1.7553e-01	  1.5135e-03	  0.0000e+00	  4.3244e-03	  2.6936e-04	  8.9686e-03	  4.0566e-03	  7.3363e-05	  2.2948e-02	  8.0951e-04	  2.2697e-04	  5.7394e-03	  0.0000e+00	  1.3687e-03	
    -6.77764	  2.4000e+01	  6.1752e+00	  8.0000e-05	  3.2978e-05	  1.4392e-05	  3.4936e-03	  5.9930e-03	  7.1755e+03	  1.3301e-01	  3.5816e-01	  6.3801e-01	  9.7644e-01	  1.9961e+00	  1.7339e+01	  1.6692e+00	  1.8742e-02	  9.6118e-01	  7.0593e-02	  7.0593e-02	  2.5345e+00	  2.0945e+01	  1.2429e-01	  1.0757e+00	  1.0002e+00	  1.0000e+00	  1.8472e-01	  1.6607e-03	  0.0000e+00	  4.5173e-03	  2.7677e-04	  9.2391e-03	  4.1834e-03	  7.4626e-05	  2.3702e-02	  8.3344e-04	  2.2988e-04	  5.9930e-03	  0.0000e+00	  1.3821e-03	
    -6.77613	  2.5000e+01	  6.1663e+00	  7.9974e-05	  3.4293e-05	  1.4395e-05	  3.6703e-03	  6.2454e-03	  7.3815e+03	  1.3064e-01	  3.5175e-01	  6.3166e-01	  9.7527e-01	  1.9153e+00	  1.7383e+01	  1.6656e+00	  1.8234e-02	  9.6619e-01	  7.1486e-02	  7.1486e-02	  2.6347e+00	  2.0845e+01	  1.2347e-01	  1.0795e+00	  1.0002e+00	  1.0000e+00	  1.9389e-01	  1.8140e-03	  0.0000e+00	  4.7100e-03	  2.8412e-04	  9.5051e-03	  4.3084e-03	  7.5858e-05	  2.4446e-02	  8.5696e-04	  2.3269e-04	  6.2454e-03	  0.0000e+00	  1.3963e-03	
    -6.77471	  2.6000e+01	  6.1577e+00	  7.9949e-05	  3.5649e-05	  1.4397e-05	  3.8471e-03	  6.4963e-03	  7.5843e+03	  1.2841e-01	  3.4565e-01	  6.2553e-01	  9.7410e-01	  1.8371e+00	  1.7426e+01	  1.6620e+00	  1.7743e-02	  9.7061e-01	  7.2383e-02	  7.2383e-02	  2.7341e+00	  2.0745e+01	  1.2260e-01	  1.0832e+00	  1.0002e+00	  1.0000e+00	  2.0303e-01	  1.9731e-03	  0.0000e+00	  4.9025e-03	  2.9141e-04	  9.7668e-03	  4.4316e-03	  7.7057e-05	  2.5181e-02	  8.8008e-04	  2.3541e-04	  6.4963e-03	  0.0000e+00	  1.4113e-03	
    -6.77339	  2.7000e+01	  6.1496e+00	  7.9925e-05	  3.7048e-05	  1.4400e-05	  4.0236e-03	  6.7458e-03	  7.7839e+03	  1.2631e-01	  3.3986e-01	  6.1962e-01	  9.7293e-01	  1.7613e+00	  1.7468e+01	  1.6584e+00	  1.7267e-02	  9.7446e-01	  7.3282e-02	  7.3282e-02	  2.8325e+00	  2.0647e+01	  1.2168e-01	  1.0869e+00	  1.0002e+00	  1.0000e+00	  2.1214e-01	  2.1379e-03	  0.0000e+00	  5.0947e-03	  2.9864e-04	  1.0024e-02	  4.5531e-03	  7.8220e-05	  2.5907e-02	  9.0281e-04	  2.3805e-04	  6.7458e-03	  0.0000e+00	  1.4268e-03	
    -6.77217	  2.8000e+01	  6.1418e+00	  7.9900e-05	  3.8495e-05	  1.4402e-05	  4.1998e-03	  6.9936e-03	  7.9806e+03	  1.2431e-01	  3.3433e-01	  6.1391e-01	  9.7176e-01	  1.6879e+00	  1.7508e+01	  1.6549e+00	  1.6808e-02	  9.7774e-01	  7.4185e-02	  7.4185e-02	  2.9300e+00	  2.0549e+01	  1.2073e-01	  1.0907e+00	  1.0002e+00	  1.0000e+00	  2.2119e-01	  2.3081e-03	  0.0000e+00	  5.2866e-03	  3.0582e-04	  1.0278e-02	  4.6729e-03	  7.9345e-05	  2.6625e-02	  9.2517e-04	  2.4061e-04	  6.9936e-03	  0.0000e+00	  1.4429e-03	
    -6.77105	  2.9000e+01	  6.1344e+00	  7.9876e-05	  3.9991e-05	  1.4404e-05	  4.3756e-03	  7.2396e-03	  8.1744e+03	  1.2242e-01	  3.2907e-01	  6.0838e-01	  9.7058e-01	  1.6170e+00	  1.7548e+01	  1.6514e+00	  1.6363e-02	  9.8048e-01	  7.5089e-02	  7.5089e-02	  3.0264e+00	  2.0453e+01	  1.1976e-01	  1.0943e+00	  1.0002e+00	  1.0000e+00	  2.3020e-01	  2.4834e-03	  0.0000e+00	  5.4780e-03	  3.1294e-04	  1.0527e-02	  4.7911e-03	  8.0431e-05	  2.7334e-02	  9.4716e-04	  2.4309e-04	  7.2396e-03	  0.0000e+00	  1.4593e-03	
    -6.77003	  3.0000e+01	  6.1273e+00	  7.9853e-05	  4.1538e-05	  1.4407e-05	  4.5506e-03	  7.4837e-03	  8.3654e+03	  1.2062e-01	  3.2404e-01	  6.0304e-01	  9.6940e-01	  1.5485e+00	  1.7586e+01	  1.6478e+00	  1.5932e-02	  9.8266e-01	  7.5995e-02	  7.5995e-02	  3.1218e+00	  2.0357e+01	  1.1876e-01	  1.0980e+00	  1.0003e+00	  1.0000e+00	  2.3914e-01	  2.6637e-03	  0.0000e+00	  5.6690e-03	  3.2001e-04	  1.0773e-02	  4.9077e-03	  8.1478e-05	  2.8035e-02	  9.6880e-04	  2.4550e-04	  7.4837e-03	  0.0000e+00	  1.4761e-03	
    -6.76911	  3.1000e+01	  6.1206e+00	  7.9829e-05	  4.3140e-05	  1.4409e-05	  4.7248e-03	  7.7258e-03	  8.5536e+03	  1.1891e-01	  3.1923e-01	  5.9787e-01	  9.6823e-01	  1.4823e+00	  1.7623e+01	  1.6443e+00	  1.5516e-02	  9.8432e-01	  7.6902e-02	  7.6902e-02	  3.2160e+00	  2.0263e+01	  1.1775e-01	  1.1016e+00	  1.0003e+00	  1.0000e+00	  2.4801e-01	  2.8487e-03	  0.0000e+00	  5.8594e-03	  3.2703e-04	  1.1015e-02	  5.0228e-03	  8.2484e-05	  2.8727e-02	  9.9009e-04	  2.4785e-04	  7.7258e-03	  0.0000e+00	  1.4932e-03	
    -6.76828	  3.2000e+01	  6.1141e+00	  7.9806e-05	  4.4797e-05	  1.4411e-05	  4.8980e-03	  7.9658e-03	  8.7392e+03	  1.1728e-01	  3.1463e-01	  5.9287e-01	  9.6705e-01	  1.4184e+00	  1.7659e+01	  1.6408e+00	  1.5112e-02	  9.8546e-01	  7.7810e-02	  7.7810e-02	  3.3091e+00	  2.0169e+01	  1.1674e-01	  1.1053e+00	  1.0003e+00	  1.0000e+00	  2.5682e-01	  3.0381e-03	  0.0000e+00	  6.0493e-03	  3.3399e-04	  1.1253e-02	  5.1363e-03	  8.3449e-05	  2.9412e-02	  1.0110e-03	  2.5012e-04	  7.9658e-03	  0.0000e+00	  1.5103e-03	
    -6.76755	  3.3000e+01	  6.1080e+00	  7.9784e-05	  4.6513e-05	  1.4413e-05	  5.0702e-03	  8.2037e-03	  8.9221e+03	  1.1572e-01	  3.1022e-01	  5.8801e-01	  9.6588e-01	  1.3569e+00	  1.7693e+01	  1.6373e+00	  1.4723e-02	  9.8609e-01	  7.8718e-02	  7.8718e-02	  3.4010e+00	  2.0077e+01	  1.1572e-01	  1.1088e+00	  1.0003e+00	  1.0000e+00	  2.6554e-01	  3.2317e-03	  0.0000e+00	  6.2385e-03	  3.4090e-04	  1.1488e-02	  5.2484e-03	  8.4373e-05	  3.0090e-02	  1.0317e-03	  2.5234e-04	  8.2037e-03	  0.0000e+00	  1.5276e-03	
    -6.76691	  3.4000e+01	  6.1021e+00	  7.9761e-05	  4.8290e-05	  1.4416e-05	  5.2412e-03	  8.4394e-03	  9.1026e+03	  1.1423e-01	  3.0600e-01	  5.8331e-01	  9.6470e-01	  1.2975e+00	  1.7727e+01	  1.6339e+00	  1.4345e-02	  9.8623e-01	  7.9625e-02	  7.9625e-02	  3.4917e+00	  1.9986e+01	  1.1471e-01	  1.1124e+00	  1.0003e+00	  1.0000e+00	  2.7419e-01	  3.4293e-03	  0.0000e+00	  6.4271e-03	  3.4776e-04	  1.1719e-02	  5.3591e-03	  8.5256e-05	  3.0759e-02	  1.0520e-03	  2.5450e-04	  8.4394e-03	  0.0000e+00	  1.5448e-03	
    -6.76636	  3.5000e+01	  6.0964e+00	  7.9739e-05	  5.0129e-05	  1.4418e-05	  5.4110e-03	  8.6728e-03	  9.2805e+03	  1.1281e-01	  3.0194e-01	  5.7874e-01	  9.6353e-01	  1.2404e+00	  1.7759e+01	  1.6304e+00	  1.3981e-02	  9.8588e-01	  8.0531e-02	  8.0531e-02	  3.5812e+00	  1.9897e+01	  1.1370e-01	  1.1159e+00	  1.0004e+00	  1.0000e+00	  2.8274e-01	  3.6307e-03	  0.0000e+00	  6.6150e-03	  3.5458e-04	  1.1948e-02	  5.4684e-03	  8.6098e-05	  3.1421e-02	  1.0720e-03	  2.5661e-04	  8.6728e-03	  0.0000e+00	  1.5620e-03	
