          pe	        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	         FeS	      Pyrite	
    -6.92816	  9.0000e+00	  6.3984e+00	  8.0432e-05	  2.6926e-05	  1.4351e-05	  1.0121e-03	  2.1844e-03	  3.4375e+03	  2.0789e-01	  5.3628e-01	  7.8236e-01	  9.9339e-01	  3.5158e+00	  1.6524e+01	  1.7251e+00	  2.9041e-02	  8.1341e-01	  5.8064e-02	  5.8064e-02	  9.9898e-01	  2.2483e+01	  1.2131e-01	  1.0204e+00	  1.0002e+00	  1.0000e+00	  4.9777e-02	  1.9651e-03	  0.0000e+00	  1.6473e-03	  1.5472e-04	  4.3984e-03	  2.0827e-03	  5.5273e-05	  8.8452e-03	  1.6720e-03	  1.6748e-04	  2.1844e-03	  0.0000e+00	  1.5594e-03	
    -6.93181	  1.0000e+01	  6.3807e+00	  8.0400e-05	  3.0649e-05	  1.4354e-05	  1.1516e-03	  2.4373e-03	  3.6968e+03	  1.9929e-01	  5.1833e-01	  7.7013e-01	  9.9250e-01	  3.3963e+00	  1.6587e+01	  1.7213e+00	  2.8153e-02	  8.2703e-01	  5.8826e-02	  5.8826e-02	  1.0989e+00	  2.2383e+01	  1.2335e-01	  1.0234e+00	  1.0002e+00	  1.0000e+00	  5.7054e-02	  2.4677e-03	  0.0000e+00	  1.8252e-03	  1.6332e-04	  4.7367e-03	  2.2497e-03	  5.5584e-05	  9.5913e-03	  1.7963e-03	  1.7308e-04	  2.4373e-03	  0.0000e+00	  1.6169e-03	
    -6.93461	  1.1000e+01	  6.3643e+00	  8.0369e-05	  3.5185e-05	  1.4357e-05	  1.2954e-03	  2.6932e-03	  3.9484e+03	  1.9173e-01	  5.0204e-01	  7.5865e-01	  9.9159e-01	  3.2794e+00	  1.6649e+01	  1.7174e+00	  2.7305e-02	  8.4010e-01	  5.9600e-02	  5.9600e-02	  1.2002e+00	  2.2282e+01	  1.2502e-01	  1.0264e+00	  1.0003e+00	  1.0000e+00	  6.4522e-02	  3.0284e-03	  0.0000e+00	  2.0051e-03	  1.7172e-04	  5.0648e-03	  2.4123e-03	  5.6021e-05	  1.0321e-02	  1.9165e-03	  1.7828e-04	  2.6932e-03	  0.0000e+00	  1.6756e-03	
    -6.93682	  1.2000e+01	  6.3490e+00	  8.0338e-05	  4.0738e-05	  1.4360e-05	  1.4431e-03	  2.9518e-03	  4.1931e+03	  1.8503e-01	  4.8716e-01	  7.4783e-01	  9.9066e-01	  3.1651e+00	  1.6709e+01	  1.7136e+00	  2.6494e-02	  8.5261e-01	  6.0387e-02	  6.0387e-02	  1.3028e+00	  2.2179e+01	  1.2637e-01	  1.0296e+00	  1.0004e+00	  1.0000e+00	  7.2158e-02	  3.6465e-03	  0.0000e+00	  2.1866e-03	  1.7996e-04	  5.3839e-03	  2.5710e-03	  5.6533e-05	  1.1036e-02	  2.0330e-03	  1.8315e-04	  2.9518e-03	  0.0000e+00	  1.7322e-03	
    -6.93865	  1.3000e+01	  6.3349e+00	  8.0309e-05	  4.7497e-05	  1.4363e-05	  1.5944e-03	  3.2129e-03	  4.4316e+03	  1.7902e-01	  4.7349e-01	  7.3759e-01	  9.8973e-01	  3.0534e+00	  1.6769e+01	  1.7098e+00	  2.5717e-02	  8.6454e-01	  6.1185e-02	  6.1185e-02	  1.4065e+00	  2.2075e+01	  1.2742e-01	  1.0328e+00	  1.0004e+00	  1.0000e+00	  7.9943e-02	  4.3209e-03	  0.0000e+00	  2.3696e-03	  1.8807e-04	  5.6947e-03	  2.7261e-03	  5.7080e-05	  1.1737e-02	  2.1460e-03	  1.8773e-04	  3.2129e-03	  0.0000e+00	  1.7836e-03	
    -6.94022	  1.4000e+01	  6.3218e+00	  8.0280e-05	  5.5585e-05	  1.4366e-05	  1.7487e-03	  3.4762e-03	  4.6644e+03	  1.7359e-01	  4.6086e-01	  7.2788e-01	  9.8877e-01	  2.9443e+00	  1.6827e+01	  1.7060e+00	  2.4971e-02	  8.7590e-01	  6.1993e-02	  6.1993e-02	  1.5112e+00	  2.1970e+01	  1.2819e-01	  1.0360e+00	  1.0005e+00	  1.0000e+00	  8.7855e-02	  5.0502e-03	  0.0000e+00	  2.5538e-03	  1.9605e-04	  5.9979e-03	  2.8780e-03	  5.7634e-05	  1.2425e-02	  2.2559e-03	  1.9206e-04	  3.4762e-03	  0.0000e+00	  1.8275e-03	
    -6.94165	  1.5000e+01	  6.3097e+00	  8.0251e-05	  6.5025e-05	  1.4368e-05	  1.9057e-03	  3.7415e-03	  4.8921e+03	  1.6866e-01	  4.4917e-01	  7.1864e-01	  9.8781e-01	  2.8378e+00	  1.6884e+01	  1.7023e+00	  2.4254e-02	  8.8668e-01	  6.2812e-02	  6.2812e-02	  1.6166e+00	  2.1865e+01	  1.2871e-01	  1.0393e+00	  1.0006e+00	  1.0000e+00	  9.5877e-02	  5.8328e-03	  0.0000e+00	  2.7390e-03	  2.0393e-04	  6.2942e-03	  3.0268e-03	  5.8175e-05	  1.3102e-02	  2.3628e-03	  1.9616e-04	  3.7415e-03	  0.0000e+00	  1.8632e-03	
    -6.94299	  1.6000e+01	  6.2984e+00	  8.0224e-05	  7.5751e-05	  1.4371e-05	  2.0651e-03	  4.0085e-03	  5.1148e+03	  1.6415e-01	  4.3828e-01	  7.0984e-01	  9.8683e-01	  2.7339e+00	  1.6939e+01	  1.6985e+00	  2.3565e-02	  8.9687e-01	  6.3641e-02	  6.3641e-02	  1.7226e+00	  2.1759e+01	  1.2899e-01	  1.0426e+00	  1.0007e+00	  1.0000e+00	  1.0399e-01	  6.6669e-03	  0.0000e+00	  2.9252e-03	  2.1171e-04	  6.5838e-03	  3.1728e-03	  5.8694e-05	  1.3769e-02	  2.4669e-03	  2.0007e-04	  4.0085e-03	  0.0000e+00	  1.8912e-03	
    -6.94428	  1.7000e+01	  6.2879e+00	  8.0196e-05	  8.7643e-05	  1.4374e-05	  2.2265e-03	  4.2769e-03	  5.3331e+03	  1.6001e-01	  4.2812e-01	  7.0143e-01	  9.8585e-01	  2.6327e+00	  1.6994e+01	  1.6948e+00	  2.2901e-02	  9.0646e-01	  6.4478e-02	  6.4478e-02	  1.8290e+00	  2.1652e+01	  1.2907e-01	  1.0460e+00	  1.0008e+00	  1.0000e+00	  1.1217e-01	  7.5505e-03	  0.0000e+00	  3.1120e-03	  2.1941e-04	  6.8674e-03	  3.3162e-03	  5.9185e-05	  1.4424e-02	  2.5685e-03	  2.0379e-04	  4.2769e-03	  0.0000e+00	  1.9127e-03	
    -6.94555	  1.8000e+01	  6.2781e+00	  8.0169e-05	  1.0057e-04	  1.4377e-05	  2.3896e-03	  4.5463e-03	  5.5470e+03	  1.5619e-01	  4.1862e-01	  6.9340e-01	  9.8486e-01	  2.5340e+00	  1.7047e+01	  1.6911e+00	  2.2260e-02	  9.1546e-01	  6.5325e-02	  6.5325e-02	  1.9357e+00	  2.1545e+01	  1.2896e-01	  1.0493e+00	  1.0008e+00	  1.0000e+00	  1.2041e-01	  8.4814e-03	  0.0000e+00	  3.2995e-03	  2.2702e-04	  7.1452e-03	  3.4571e-03	  5.9646e-05	  1.5070e-02	  2.6676e-03	  2.0735e-04	  4.5463e-03	  0.0000e+00	  1.9291e-03	
    -6.94682	  1.9000e+01	  6.2689e+00	  8.0143e-05	  1.1442e-04	  1.4379e-05	  2.5540e-03	  4.8164e-03	  5.7570e+03	  1.5266e-01	  4.0969e-01	  6.8570e-01	  9.8385e-01	  2.4379e+00	  1.7099e+01	  1.6874e+00	  2.1642e-02	  9.2387e-01	  6.6178e-02	  6.6178e-02	  2.0425e+00	  2.1438e+01	  1.2869e-01	  1.0527e+00	  1.0009e+00	  1.0000e+00	  1.2869e-01	  9.4575e-03	  0.0000e+00	  3.4873e-03	  2.3456e-04	  7.4175e-03	  3.5955e-03	  6.0074e-05	  1.5707e-02	  2.7643e-03	  2.1077e-04	  4.8164e-03	  0.0000e+00	  1.9416e-03	
    -6.94809	  2.0000e+01	  6.2604e+00	  8.0117e-05	  1.2908e-04	  1.4382e-05	  2.7196e-03	  5.0870e-03	  5.9630e+03	  1.4937e-01	  4.0130e-01	  6.7831e-01	  9.8285e-01	  2.3444e+00	  1.7149e+01	  1.6837e+00	  2.1045e-02	  9.3167e-01	  6.7040e-02	  6.7040e-02	  2.1494e+00	  2.1331e+01	  1.2826e-01	  1.0561e+00	  1.0010e+00	  1.0000e+00	  1.3700e-01	  1.0476e-02	  0.0000e+00	  3.6756e-03	  2.4202e-04	  7.6846e-03	  3.7317e-03	  6.0469e-05	  1.6335e-02	  2.8588e-03	  2.1404e-04	  5.0870e-03	  0.0000e+00	  1.9513e-03	
    -6.94938	  2.1000e+01	  6.2524e+00	  8.0091e-05	  1.4446e-04	  1.4384e-05	  2.8860e-03	  5.3577e-03	  6.1655e+03	  1.4630e-01	  3.9338e-01	  6.7121e-01	  9.8183e-01	  2.2535e+00	  1.7198e+01	  1.6800e+00	  2.0468e-02	  9.3888e-01	  6.7908e-02	  6.7908e-02	  2.2561e+00	  2.1224e+01	  1.2770e-01	  1.0596e+00	  1.0012e+00	  1.0000e+00	  1.4531e-01	  1.1536e-02	  0.0000e+00	  3.8640e-03	  2.4942e-04	  7.9468e-03	  3.8658e-03	  6.0830e-05	  1.6954e-02	  2.9513e-03	  2.1719e-04	  5.3577e-03	  0.0000e+00	  1.9589e-03	
     -6.9507	  2.2000e+01	  6.2449e+00	  8.0066e-05	  1.6051e-04	  1.4387e-05	  3.0530e-03	  5.6284e-03	  6.3644e+03	  1.4343e-01	  3.8590e-01	  6.6439e-01	  9.8081e-01	  2.1652e+00	  1.7246e+01	  1.6764e+00	  1.9911e-02	  9.4549e-01	  6.8781e-02	  6.8781e-02	  2.3625e+00	  2.1118e+01	  1.2703e-01	  1.0630e+00	  1.0013e+00	  1.0000e+00	  1.5363e-01	  1.2633e-02	  0.0000e+00	  4.0526e-03	  2.5675e-04	  8.2042e-03	  3.9977e-03	  6.1156e-05	  1.7565e-02	  3.0417e-03	  2.2023e-04	  5.6284e-03	  0.0000e+00	  1.9648e-03	
    -6.95206	  2.3000e+01	  6.2379e+00	  8.0041e-05	  1.7715e-04	  1.4389e-05	  3.2203e-03	  5.8987e-03	  6.5600e+03	  1.4073e-01	  3.7882e-01	  6.5782e-01	  9.7979e-01	  2.0794e+00	  1.7293e+01	  1.6728e+00	  1.9372e-02	  9.5151e-01	  6.9661e-02	  6.9661e-02	  2.4685e+00	  2.1012e+01	  1.2626e-01	  1.0664e+00	  1.0014e+00	  1.0000e+00	  1.6193e-01	  1.3766e-02	  0.0000e+00	  4.2411e-03	  2.6403e-04	  8.4570e-03	  4.1277e-03	  6.1448e-05	  1.8169e-02	  3.1302e-03	  2.2315e-04	  5.8987e-03	  0.0000e+00	  1.9696e-03	
    -6.95346	  2.4000e+01	  6.2313e+00	  8.0017e-05	  1.9432e-04	  1.4392e-05	  3.3877e-03	  6.1685e-03	  6.7524e+03	  1.3820e-01	  3.7211e-01	  6.5149e-01	  9.7877e-01	  1.9962e+00	  1.7338e+01	  1.6692e+00	  1.8850e-02	  9.5694e-01	  7.0545e-02	  7.0545e-02	  2.5740e+00	  2.0906e+01	  1.2540e-01	  1.0698e+00	  1.0015e+00	  1.0000e+00	  1.7021e-01	  1.4933e-02	  0.0000e+00	  4.4297e-03	  2.7124e-04	  8.7054e-03	  4.2557e-03	  6.1704e-05	  1.8764e-02	  3.2169e-03	  2.2598e-04	  6.1685e-03	  0.0000e+00	  1.9735e-03	
    -6.95491	  2.5000e+01	  6.2251e+00	  7.9993e-05	  2.1199e-04	  1.4394e-05	  3.5550e-03	  6.4374e-03	  6.9417e+03	  1.3582e-01	  3.6574e-01	  6.4539e-01	  9.7774e-01	  1.9154e+00	  1.7383e+01	  1.6656e+00	  1.8345e-02	  9.6178e-01	  7.1433e-02	  7.1433e-02	  2.6790e+00	  2.0801e+01	  1.2446e-01	  1.0731e+00	  1.0016e+00	  1.0000e+00	  1.7845e-01	  1.6130e-02	  0.0000e+00	  4.6181e-03	  2.7839e-04	  8.9497e-03	  4.3818e-03	  6.1925e-05	  1.9352e-02	  3.3018e-03	  2.2871e-04	  6.4374e-03	  0.0000e+00	  1.9767e-03	
     -6.9564	  2.6000e+01	  6.2193e+00	  7.9969e-05	  2.3011e-04	  1.4397e-05	  3.7219e-03	  6.7053e-03	  7.1281e+03	  1.3357e-01	  3.5967e-01	  6.3950e-01	  9.7670e-01	  1.8372e+00	  1.7426e+01	  1.6620e+00	  1.7856e-02	  9.6605e-01	  7.2325e-02	  7.2325e-02	  2.7832e+00	  2.0696e+01	  1.2347e-01	  1.0765e+00	  1.0017e+00	  1.0000e+00	  1.8665e-01	  1.7357e-02	  0.0000e+00	  4.8062e-03	  2.8549e-04	  9.1899e-03	  4.5062e-03	  6.2111e-05	  1.9933e-02	  3.3851e-03	  2.3135e-04	  6.7053e-03	  0.0000e+00	  1.9793e-03	
    -6.95795	  2.7000e+01	  6.2139e+00	  7.9945e-05	  2.4863e-04	  1.4399e-05	  3.8882e-03	  6.9720e-03	  7.3115e+03	  1.3143e-01	  3.5390e-01	  6.3380e-01	  9.7567e-01	  1.7614e+00	  1.7467e+01	  1.6584e+00	  1.7383e-02	  9.6975e-01	  7.3221e-02	  7.3221e-02	  2.8867e+00	  2.0593e+01	  1.2242e-01	  1.0798e+00	  1.0019e+00	  1.0000e+00	  1.9480e-01	  1.8609e-02	  0.0000e+00	  4.9941e-03	  2.9253e-04	  9.4262e-03	  4.6288e-03	  6.2264e-05	  2.0507e-02	  3.4668e-03	  2.3392e-04	  6.9720e-03	  0.0000e+00	  1.9815e-03	
    -6.95954	  2.8000e+01	  6.2088e+00	  7.9922e-05	  2.6752e-04	  1.4401e-05	  4.0539e-03	  7.2372e-03	  7.4922e+03	  1.2941e-01	  3.4839e-01	  6.2830e-01	  9.7464e-01	  1.6881e+00	  1.7508e+01	  1.6549e+00	  1.6925e-02	  9.7289e-01	  7.4118e-02	  7.4118e-02	  2.9893e+00	  2.0490e+01	  1.2133e-01	  1.0832e+00	  1.0020e+00	  1.0000e+00	  2.0289e-01	  1.9885e-02	  0.0000e+00	  5.1817e-03	  2.9952e-04	  9.6586e-03	  4.7497e-03	  6.2385e-05	  2.1074e-02	  3.5470e-03	  2.3640e-04	  7.2372e-03	  0.0000e+00	  1.9833e-03	
    -6.96119	  2.9000e+01	  6.2040e+00	  7.9900e-05	  2.8675e-04	  1.4403e-05	  4.2187e-03	  7.5010e-03	  7.6702e+03	  1.2750e-01	  3.4313e-01	  6.2297e-01	  9.7360e-01	  1.6172e+00	  1.7547e+01	  1.6513e+00	  1.6481e-02	  9.7547e-01	  7.5018e-02	  7.5018e-02	  3.0910e+00	  2.0388e+01	  1.2021e-01	  1.0864e+00	  1.0021e+00	  1.0000e+00	  2.1091e-01	  2.1184e-02	  0.0000e+00	  5.3688e-03	  3.0646e-04	  9.8874e-03	  4.8690e-03	  6.2475e-05	  2.1634e-02	  3.6257e-03	  2.3881e-04	  7.5010e-03	  0.0000e+00	  1.9849e-03	
    -6.96287	  3.0000e+01	  6.1995e+00	  7.9877e-05	  3.0627e-04	  1.4406e-05	  4.3825e-03	  7.7630e-03	  7.8456e+03	  1.2567e-01	  3.3811e-01	  6.1782e-01	  9.7256e-01	  1.5487e+00	  1.7585e+01	  1.6478e+00	  1.6051e-02	  9.7752e-01	  7.5919e-02	  7.5919e-02	  3.1917e+00	  2.0287e+01	  1.1907e-01	  1.0897e+00	  1.0023e+00	  1.0000e+00	  2.1886e-01	  2.2502e-02	  0.0000e+00	  5.5555e-03	  3.1335e-04	  1.0113e-02	  4.9867e-03	  6.2535e-05	  2.2188e-02	  3.7030e-03	  2.4116e-04	  7.7630e-03	  0.0000e+00	  1.9863e-03	
    -6.96461	  3.1000e+01	  6.1953e+00	  7.9855e-05	  3.2606e-04	  1.4408e-05	  4.5451e-03	  8.0232e-03	  8.0184e+03	  1.2394e-01	  3.3329e-01	  6.1282e-01	  9.7153e-01	  1.4825e+00	  1.7622e+01	  1.6443e+00	  1.5635e-02	  9.7903e-01	  7.6821e-02	  7.6821e-02	  3.2913e+00	  2.0187e+01	  1.1791e-01	  1.0929e+00	  1.0024e+00	  1.0000e+00	  2.2674e-01	  2.3839e-02	  0.0000e+00	  5.7417e-03	  3.2018e-04	  1.0334e-02	  5.1029e-03	  6.2567e-05	  2.2735e-02	  3.7789e-03	  2.4343e-04	  8.0232e-03	  0.0000e+00	  1.9875e-03	
    -6.96638	  3.2000e+01	  6.1913e+00	  7.9833e-05	  3.4608e-04	  1.4410e-05	  4.7065e-03	  8.2814e-03	  8.1888e+03	  1.2228e-01	  3.2868e-01	  6.0798e-01	  9.7049e-01	  1.4187e+00	  1.7658e+01	  1.6408e+00	  1.5232e-02	  9.8003e-01	  7.7723e-02	  7.7723e-02	  3.3899e+00	  2.0089e+01	  1.1674e-01	  1.0961e+00	  1.0025e+00	  1.0000e+00	  2.3453e-01	  2.5191e-02	  0.0000e+00	  5.9274e-03	  3.2697e-04	  1.0553e-02	  5.2176e-03	  6.2573e-05	  2.3276e-02	  3.8535e-03	  2.4565e-04	  8.2814e-03	  0.0000e+00	  1.9885e-03	
    -6.96819	  3.3000e+01	  6.1876e+00	  7.9811e-05	  3.6632e-04	  1.4412e-05	  4.8665e-03	  8.5376e-03	  8.3568e+03	  1.2070e-01	  3.2426e-01	  6.0328e-01	  9.6946e-01	  1.3571e+00	  1.7693e+01	  1.6373e+00	  1.4843e-02	  9.8052e-01	  7.8625e-02	  7.8625e-02	  3.4873e+00	  1.9991e+01	  1.1556e-01	  1.0993e+00	  1.0027e+00	  1.0000e+00	  2.4223e-01	  2.6557e-02	  0.0000e+00	  6.1124e-03	  3.3370e-04	  1.0768e-02	  5.3308e-03	  6.2553e-05	  2.3810e-02	  3.9269e-03	  2.4781e-04	  8.5376e-03	  0.0000e+00	  1.9894e-03	
    -6.97004	  3.4000e+01	  6.1841e+00	  7.9790e-05	  3.8673e-04	  1.4414e-05	  5.0251e-03	  8.7916e-03	  8.5224e+03	  1.1919e-01	  3.2002e-01	  5.9872e-01	  9.6842e-01	  1.2978e+00	  1.7726e+01	  1.6339e+00	  1.4465e-02	  9.8051e-01	  7.9527e-02	  7.9527e-02	  3.5836e+00	  1.9895e+01	  1.1439e-01	  1.1024e+00	  1.0028e+00	  1.0000e+00	  2.4985e-01	  2.7936e-02	  0.0000e+00	  6.2968e-03	  3.4039e-04	  1.0980e-02	  5.4426e-03	  6.2509e-05	  2.4339e-02	  3.9991e-03	  2.4991e-04	  8.7916e-03	  0.0000e+00	  1.9901e-03	
    -6.97193	  3.5000e+01	  6.1808e+00	  7.9769e-05	  4.0731e-04	  1.4417e-05	  5.1821e-03	  9.0433e-03	  8.6858e+03	  1.1774e-01	  3.1594e-01	  5.9430e-01	  9.6739e-01	  1.2407e+00	  1.7759e+01	  1.6304e+00	  1.4100e-02	  9.8003e-01	  8.0427e-02	  8.0427e-02	  3.6786e+00	  1.9799e+01	  1.1322e-01	  1.1055e+00	  1.0029e+00	  1.0000e+00	  2.5738e-01	  2.9326e-02	  0.0000e+00	  6.4805e-03	  3.4703e-04	  1.1189e-02	  5.5530e-03	  6.2444e-05	  2.4862e-02	  4.0702e-03	  2.5196e-04	  9.0433e-03	  0.0000e+00	  1.9908e-03	
