          pe	        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	         FeS	      Pyrite	
    -7.47156	  5.7000e+01	  6.6068e+00	  2.9268e-05	  2.4299e-04	  6.1362e-05	  1.6676e-03	  5.3854e-03	  1.1918e+04	  9.5795e-02	  2.5242e-01	  5.1883e-01	  9.4460e-01	  4.4821e-01	  1.8201e+01	  1.5579e+00	  8.0664e-03	  6.8823e-01	  9.2770e-02	  9.2770e-02	  2.0708e+00	  2.1393e+01	  4.6532e-01	  1.0094e+00	  1.0018e+00	  1.0000e+00	  3.1952e-02	  5.4392e-02	  1.1839e-02	  1.0289e-02	  4.8094e-04	  1.5122e-02	  7.4804e-03	  7.5858e-06	  3.8261e-02	  4.5117e-03	  2.8687e-04	  5.3854e-03	  0.0000e+00	  1.9923e-03	
    -7.46942	  5.8000e+01	  6.6018e+00	  2.8036e-05	  2.5427e-04	  6.3100e-05	  1.6947e-03	  5.4338e-03	  1.2039e+04	  9.5159e-02	  2.5053e-01	  5.1638e-01	  9.4367e-01	  4.2773e-01	  1.8213e+01	  1.5547e+00	  7.9206e-03	  6.8043e-01	  9.3361e-02	  9.3361e-02	  2.0904e+00	  2.1373e+01	  4.6945e-01	  1.0094e+00	  1.0019e+00	  1.0000e+00	  3.2236e-02	  5.5802e-02	  1.2127e-02	  1.0450e-02	  4.8646e-04	  1.5270e-02	  7.5593e-03	  7.6869e-06	  3.8708e-02	  4.5549e-03	  2.8808e-04	  5.4338e-03	  0.0000e+00	  1.9927e-03	
    -7.46731	  5.9000e+01	  6.5970e+00	  2.6882e-05	  2.6573e-04	  6.4860e-05	  1.7217e-03	  5.4820e-03	  1.2159e+04	  9.4540e-02	  2.4870e-01	  5.1399e-01	  9.4275e-01	  4.0825e-01	  1.8225e+01	  1.5515e+00	  7.7814e-03	  6.7260e-01	  9.3944e-02	  9.3944e-02	  2.1098e+00	  2.1353e+01	  4.7351e-01	  1.0095e+00	  1.0020e+00	  1.0000e+00	  3.2509e-02	  5.7210e-02	  1.2415e-02	  1.0609e-02	  4.9194e-04	  1.5415e-02	  7.6374e-03	  7.7878e-06	  3.9151e-02	  4.5974e-03	  2.8927e-04	  5.4820e-03	  0.0000e+00	  1.9932e-03	
    -7.46523	  6.0000e+01	  6.5922e+00	  2.5798e-05	  2.7735e-04	  6.6639e-05	  1.7488e-03	  5.5299e-03	  1.2277e+04	  9.3938e-02	  2.4692e-01	  5.1166e-01	  9.4183e-01	  3.8971e-01	  1.8236e+01	  1.5483e+00	  7.6486e-03	  6.6474e-01	  9.4518e-02	  9.4518e-02	  2.1289e+00	  2.1333e+01	  4.7750e-01	  1.0095e+00	  1.0020e+00	  1.0000e+00	  3.2770e-02	  5.8614e-02	  1.2701e-02	  1.0768e-02	  4.9737e-04	  1.5559e-02	  7.7145e-03	  7.8886e-06	  3.9590e-02	  4.6391e-03	  2.9045e-04	  5.5299e-03	  0.0000e+00	  1.9935e-03	
    -7.46318	  6.1000e+01	  6.5875e+00	  2.4782e-05	  2.8913e-04	  6.8438e-05	  1.7758e-03	  5.5777e-03	  1.2394e+04	  9.3353e-02	  2.4518e-01	  5.0937e-01	  9.4091e-01	  3.7209e-01	  1.8247e+01	  1.5451e+00	  7.5219e-03	  6.5686e-01	  9.5084e-02	  9.5084e-02	  2.1479e+00	  2.1313e+01	  4.8142e-01	  1.0096e+00	  1.0021e+00	  1.0000e+00	  3.3021e-02	  6.0016e-02	  1.2986e-02	  1.0925e-02	  5.0276e-04	  1.5701e-02	  7.7908e-03	  7.9893e-06	  4.0024e-02	  4.6801e-03	  2.9160e-04	  5.5777e-03	  0.0000e+00	  1.9939e-03	
    -7.46115	  6.2000e+01	  6.5829e+00	  2.3827e-05	  3.0105e-04	  7.0254e-05	  1.8028e-03	  5.6252e-03	  1.2509e+04	  9.2782e-02	  2.4349e-01	  5.0713e-01	  9.4000e-01	  3.5533e-01	  1.8258e+01	  1.5420e+00	  7.4013e-03	  6.4898e-01	  9.5642e-02	  9.5642e-02	  2.1666e+00	  2.1293e+01	  4.8527e-01	  1.0096e+00	  1.0022e+00	  1.0000e+00	  3.3263e-02	  6.1413e-02	  1.3270e-02	  1.1081e-02	  5.0812e-04	  1.5841e-02	  7.8662e-03	  8.0897e-06	  4.0453e-02	  4.7205e-03	  2.9273e-04	  5.6252e-03	  0.0000e+00	  1.9942e-03	
    -7.45916	  6.3000e+01	  6.5784e+00	  2.2930e-05	  3.1310e-04	  7.2086e-05	  1.8297e-03	  5.6725e-03	  1.2623e+04	  9.2227e-02	  2.4184e-01	  5.0493e-01	  9.3910e-01	  3.3940e-01	  1.8268e+01	  1.5388e+00	  7.2865e-03	  6.4109e-01	  9.6191e-02	  9.6191e-02	  2.1851e+00	  2.1274e+01	  4.8905e-01	  1.0096e+00	  1.0023e+00	  1.0000e+00	  3.3494e-02	  6.2806e-02	  1.3553e-02	  1.1236e-02	  5.1342e-04	  1.5979e-02	  7.9407e-03	  8.1900e-06	  4.0878e-02	  4.7601e-03	  2.9384e-04	  5.6725e-03	  0.0000e+00	  1.9945e-03	
    -7.45719	  6.4000e+01	  6.5739e+00	  2.2088e-05	  3.2528e-04	  7.3932e-05	  1.8566e-03	  5.7195e-03	  1.2735e+04	  9.1686e-02	  2.4023e-01	  5.0278e-01	  9.3821e-01	  3.2427e-01	  1.8277e+01	  1.5356e+00	  7.1774e-03	  6.3321e-01	  9.6732e-02	  9.6732e-02	  2.2035e+00	  2.1255e+01	  4.9277e-01	  1.0097e+00	  1.0024e+00	  1.0000e+00	  3.3717e-02	  6.4193e-02	  1.3834e-02	  1.1390e-02	  5.1869e-04	  1.6116e-02	  8.0144e-03	  8.2900e-06	  4.1298e-02	  4.7991e-03	  2.9494e-04	  5.7195e-03	  0.0000e+00	  1.9948e-03	
    -7.45524	  6.5000e+01	  6.5696e+00	  2.1295e-05	  3.3756e-04	  7.5791e-05	  1.8835e-03	  5.7663e-03	  1.2847e+04	  9.1159e-02	  2.3866e-01	  5.0067e-01	  9.3732e-01	  3.0990e-01	  1.8286e+01	  1.5325e+00	  7.0738e-03	  6.2534e-01	  9.7264e-02	  9.7264e-02	  2.2216e+00	  2.1236e+01	  4.9642e-01	  1.0097e+00	  1.0024e+00	  1.0000e+00	  3.3931e-02	  6.5575e-02	  1.4114e-02	  1.1543e-02	  5.2391e-04	  1.6250e-02	  8.0873e-03	  8.3898e-06	  4.1714e-02	  4.8374e-03	  2.9601e-04	  5.7663e-03	  0.0000e+00	  1.9950e-03	
    -7.45333	  6.6000e+01	  6.5653e+00	  2.0550e-05	  3.4995e-04	  7.7660e-05	  1.9102e-03	  5.8129e-03	  1.2957e+04	  9.0645e-02	  2.3713e-01	  4.9861e-01	  9.3644e-01	  2.9624e-01	  1.8295e+01	  1.5293e+00	  6.9755e-03	  6.1749e-01	  9.7788e-02	  9.7788e-02	  2.2396e+00	  2.1217e+01	  5.0002e-01	  1.0097e+00	  1.0025e+00	  1.0000e+00	  3.4136e-02	  6.6951e-02	  1.4392e-02	  1.1695e-02	  5.2910e-04	  1.6384e-02	  8.1593e-03	  8.4894e-06	  4.2126e-02	  4.8751e-03	  2.9707e-04	  5.8129e-03	  0.0000e+00	  1.9952e-03	
    -7.45144	  6.7000e+01	  6.5611e+00	  1.9848e-05	  3.6243e-04	  7.9540e-05	  1.9370e-03	  5.8592e-03	  1.3065e+04	  9.0144e-02	  2.3564e-01	  4.9659e-01	  9.3556e-01	  2.8327e-01	  1.8303e+01	  1.5262e+00	  6.8825e-03	  6.0967e-01	  9.8303e-02	  9.8303e-02	  2.2573e+00	  2.1198e+01	  5.0355e-01	  1.0098e+00	  1.0026e+00	  1.0000e+00	  3.4334e-02	  6.8321e-02	  1.4668e-02	  1.1846e-02	  5.3424e-04	  1.6515e-02	  8.2305e-03	  8.5887e-06	  4.2534e-02	  4.9122e-03	  2.9811e-04	  5.8592e-03	  0.0000e+00	  1.9954e-03	
    -7.44958	  6.8000e+01	  6.5569e+00	  1.9186e-05	  3.7499e-04	  8.1428e-05	  1.9636e-03	  5.9053e-03	  1.3173e+04	  8.9655e-02	  2.3418e-01	  4.9461e-01	  9.3469e-01	  2.7096e-01	  1.8311e+01	  1.5230e+00	  6.7946e-03	  6.0187e-01	  9.8810e-02	  9.8810e-02	  2.2749e+00	  2.1180e+01	  5.0702e-01	  1.0098e+00	  1.0027e+00	  1.0000e+00	  3.4524e-02	  6.9683e-02	  1.4943e-02	  1.1995e-02	  5.3934e-04	  1.6645e-02	  8.3009e-03	  8.6877e-06	  4.2937e-02	  4.9487e-03	  2.9913e-04	  5.9053e-03	  0.0000e+00	  1.9956e-03	
    -7.44774	  6.9000e+01	  6.5528e+00	  1.8563e-05	  3.8762e-04	  8.3324e-05	  1.9902e-03	  5.9511e-03	  1.3279e+04	  8.9178e-02	  2.3276e-01	  4.9266e-01	  9.3383e-01	  2.5927e-01	  1.8318e+01	  1.5199e+00	  6.7115e-03	  5.9411e-01	  9.9309e-02	  9.9309e-02	  2.2924e+00	  2.1161e+01	  5.1044e-01	  1.0098e+00	  1.0028e+00	  1.0000e+00	  3.4708e-02	  7.1038e-02	  1.5216e-02	  1.2144e-02	  5.4439e-04	  1.6773e-02	  8.3706e-03	  8.7865e-06	  4.3337e-02	  4.9846e-03	  3.0014e-04	  5.9511e-03	  0.0000e+00	  1.9958e-03	
    -7.44593	  7.0000e+01	  6.5488e+00	  1.7975e-05	  4.0031e-04	  8.5225e-05	  2.0167e-03	  5.9966e-03	  1.3384e+04	  8.8713e-02	  2.3137e-01	  4.9076e-01	  9.3297e-01	  2.4818e-01	  1.8325e+01	  1.5168e+00	  6.6332e-03	  5.8640e-01	  9.9800e-02	  9.9800e-02	  2.3096e+00	  2.1143e+01	  5.1380e-01	  1.0098e+00	  1.0029e+00	  1.0000e+00	  3.4884e-02	  7.2386e-02	  1.5487e-02	  1.2291e-02	  5.4941e-04	  1.6900e-02	  8.4395e-03	  8.8849e-06	  4.3732e-02	  5.0199e-03	  3.0113e-04	  5.9966e-03	  0.0000e+00	  1.9959e-03	
    -7.44415	  7.1000e+01	  6.5449e+00	  1.7420e-05	  4.1306e-04	  8.7130e-05	  2.0431e-03	  6.0419e-03	  1.3488e+04	  8.8258e-02	  2.3001e-01	  4.8889e-01	  9.3212e-01	  2.3765e-01	  1.8332e+01	  1.5137e+00	  6.5596e-03	  5.7872e-01	  1.0028e-01	  1.0028e-01	  2.3267e+00	  2.1125e+01	  5.1711e-01	  1.0099e+00	  1.0029e+00	  1.0000e+00	  3.5055e-02	  7.3726e-02	  1.5756e-02	  1.2437e-02	  5.5439e-04	  1.7025e-02	  8.5076e-03	  8.9830e-06	  4.4123e-02	  5.0547e-03	  3.0210e-04	  6.0419e-03	  0.0000e+00	  1.9961e-03	
    -7.44239	  7.2000e+01	  6.5411e+00	  1.6895e-05	  4.2584e-04	  8.9039e-05	  2.0695e-03	  6.0868e-03	  1.3590e+04	  8.7815e-02	  2.2869e-01	  4.8706e-01	  9.3128e-01	  2.2765e-01	  1.8339e+01	  1.5106e+00	  6.4901e-03	  5.7109e-01	  1.0076e-01	  1.0076e-01	  2.3436e+00	  2.1107e+01	  5.2037e-01	  1.0099e+00	  1.0030e+00	  1.0000e+00	  3.5219e-02	  7.5057e-02	  1.6023e-02	  1.2583e-02	  5.5932e-04	  1.7148e-02	  8.5750e-03	  9.0807e-06	  4.4510e-02	  5.0890e-03	  3.0306e-04	  6.0868e-03	  0.0000e+00	  1.9962e-03	
    -7.44066	  7.3000e+01	  6.5373e+00	  1.6399e-05	  4.3867e-04	  9.0950e-05	  2.0957e-03	  6.1315e-03	  1.3692e+04	  8.7381e-02	  2.2739e-01	  4.8526e-01	  9.3044e-01	  2.1817e-01	  1.8345e+01	  1.5075e+00	  6.4251e-03	  5.6352e-01	  1.0122e-01	  1.0122e-01	  2.3604e+00	  2.1089e+01	  5.2357e-01	  1.0099e+00	  1.0031e+00	  1.0000e+00	  3.5377e-02	  7.6380e-02	  1.6288e-02	  1.2727e-02	  5.6422e-04	  1.7270e-02	  8.6416e-03	  9.1781e-06	  4.4893e-02	  5.1228e-03	  3.0400e-04	  6.1315e-03	  0.0000e+00	  1.9963e-03	
    -7.43895	  7.4000e+01	  6.5335e+00	  1.5930e-05	  4.5152e-04	  9.2861e-05	  2.1219e-03	  6.1759e-03	  1.3792e+04	  8.6958e-02	  2.2612e-01	  4.8349e-01	  9.2961e-01	  2.0916e-01	  1.8351e+01	  1.5044e+00	  6.3644e-03	  5.5600e-01	  1.0168e-01	  1.0168e-01	  2.3770e+00	  2.1071e+01	  5.2672e-01	  1.0099e+00	  1.0032e+00	  1.0000e+00	  3.5530e-02	  7.7694e-02	  1.6551e-02	  1.2870e-02	  5.6908e-04	  1.7391e-02	  8.7075e-03	  9.2750e-06	  4.5273e-02	  5.1560e-03	  3.0493e-04	  6.1759e-03	  0.0000e+00	  1.9965e-03	
    -7.43727	  7.5000e+01	  6.5299e+00	  1.5486e-05	  4.6438e-04	  9.4773e-05	  2.1479e-03	  6.2201e-03	  1.3891e+04	  8.6544e-02	  2.2489e-01	  4.8176e-01	  9.2879e-01	  2.0062e-01	  1.8356e+01	  1.5013e+00	  6.3077e-03	  5.4855e-01	  1.0213e-01	  1.0213e-01	  2.3934e+00	  2.1054e+01	  5.2983e-01	  1.0099e+00	  1.0033e+00	  1.0000e+00	  3.5677e-02	  7.8999e-02	  1.6812e-02	  1.3011e-02	  5.7389e-04	  1.7510e-02	  8.7727e-03	  9.3716e-06	  4.5648e-02	  5.1888e-03	  3.0585e-04	  6.2201e-03	  0.0000e+00	  1.9966e-03	
    -7.43561	  7.6000e+01	  6.5263e+00	  1.5065e-05	  4.7726e-04	  9.6684e-05	  2.1739e-03	  6.2639e-03	  1.3989e+04	  8.6140e-02	  2.2368e-01	  4.8006e-01	  9.2797e-01	  1.9251e-01	  1.8362e+01	  1.4982e+00	  6.2550e-03	  5.4115e-01	  1.0257e-01	  1.0257e-01	  2.4097e+00	  2.1036e+01	  5.3289e-01	  1.0100e+00	  1.0034e+00	  1.0000e+00	  3.5820e-02	  8.0295e-02	  1.7071e-02	  1.3152e-02	  5.7867e-04	  1.7627e-02	  8.8371e-03	  9.4678e-06	  4.6020e-02	  5.2211e-03	  3.0675e-04	  6.2639e-03	  0.0000e+00	  1.9967e-03	
    -7.43398	  7.7000e+01	  6.5227e+00	  1.4665e-05	  4.9015e-04	  9.8592e-05	  2.1997e-03	  6.3074e-03	  1.4086e+04	  8.5744e-02	  2.2249e-01	  4.7840e-01	  9.2716e-01	  1.8482e-01	  1.8367e+01	  1.4952e+00	  6.2060e-03	  5.3382e-01	  1.0301e-01	  1.0301e-01	  2.4259e+00	  2.1019e+01	  5.3590e-01	  1.0100e+00	  1.0035e+00	  1.0000e+00	  3.5958e-02	  8.1581e-02	  1.7328e-02	  1.3292e-02	  5.8341e-04	  1.7744e-02	  8.9009e-03	  9.5635e-06	  4.6387e-02	  5.2529e-03	  3.0763e-04	  6.3074e-03	  0.0000e+00	  1.9968e-03	
    -7.43237	  7.8000e+01	  6.5192e+00	  1.4287e-05	  5.0303e-04	  1.0050e-04	  2.2255e-03	  6.3506e-03	  1.4181e+04	  8.5358e-02	  2.2133e-01	  4.7676e-01	  9.2635e-01	  1.7752e-01	  1.8372e+01	  1.4921e+00	  6.1607e-03	  5.2656e-01	  1.0344e-01	  1.0344e-01	  2.4419e+00	  2.1002e+01	  5.3887e-01	  1.0100e+00	  1.0035e+00	  1.0000e+00	  3.6091e-02	  8.2858e-02	  1.7582e-02	  1.3431e-02	  5.8810e-04	  1.7858e-02	  8.9640e-03	  9.6588e-06	  4.6751e-02	  5.2842e-03	  3.0851e-04	  6.3506e-03	  0.0000e+00	  1.9968e-03	
    -7.43079	  7.9000e+01	  6.5158e+00	  1.3927e-05	  5.1590e-04	  1.0240e-04	  2.2511e-03	  6.3935e-03	  1.4276e+04	  8.4980e-02	  2.2020e-01	  4.7515e-01	  9.2556e-01	  1.7059e-01	  1.8376e+01	  1.4891e+00	  6.1190e-03	  5.1937e-01	  1.0386e-01	  1.0386e-01	  2.4577e+00	  2.0985e+01	  5.4180e-01	  1.0100e+00	  1.0036e+00	  1.0000e+00	  3.6219e-02	  8.4124e-02	  1.7834e-02	  1.3568e-02	  5.9276e-04	  1.7972e-02	  9.0264e-03	  9.7537e-06	  4.7112e-02	  5.3152e-03	  3.0937e-04	  6.3935e-03	  0.0000e+00	  1.9969e-03	
    -7.42923	  8.0000e+01	  6.5124e+00	  1.3585e-05	  5.2876e-04	  1.0430e-04	  2.2766e-03	  6.4361e-03	  1.4370e+04	  8.4610e-02	  2.1909e-01	  4.7358e-01	  9.2476e-01	  1.6401e-01	  1.8381e+01	  1.4860e+00	  6.0806e-03	  5.1225e-01	  1.0427e-01	  1.0427e-01	  2.4734e+00	  2.0968e+01	  5.4469e-01	  1.0100e+00	  1.0037e+00	  1.0000e+00	  3.6344e-02	  8.5381e-02	  1.8085e-02	  1.3705e-02	  5.9738e-04	  1.8084e-02	  9.0881e-03	  9.8481e-06	  4.7468e-02	  5.3457e-03	  3.1021e-04	  6.4361e-03	  0.0000e+00	  1.9970e-03	
    -7.42769	  8.1000e+01	  6.5091e+00	  1.3260e-05	  5.4160e-04	  1.0619e-04	  2.3019e-03	  6.4784e-03	  1.4462e+04	  8.4248e-02	  2.1801e-01	  4.7203e-01	  9.2398e-01	  1.5776e-01	  1.8385e+01	  1.4830e+00	  6.0456e-03	  5.0521e-01	  1.0467e-01	  1.0467e-01	  2.4889e+00	  2.0951e+01	  5.4753e-01	  1.0100e+00	  1.0038e+00	  1.0000e+00	  3.6465e-02	  8.6628e-02	  1.8333e-02	  1.3840e-02	  6.0196e-04	  1.8194e-02	  9.1491e-03	  9.9420e-06	  4.7821e-02	  5.3757e-03	  3.1105e-04	  6.4784e-03	  0.0000e+00	  1.9971e-03	
    -7.42618	  8.2000e+01	  6.5059e+00	  1.2950e-05	  5.5441e-04	  1.0807e-04	  2.3272e-03	  6.5203e-03	  1.4554e+04	  8.3893e-02	  2.1694e-01	  4.7050e-01	  9.2320e-01	  1.5183e-01	  1.8389e+01	  1.4799e+00	  6.0138e-03	  4.9824e-01	  1.0507e-01	  1.0507e-01	  2.5043e+00	  2.0934e+01	  5.5034e-01	  1.0101e+00	  1.0039e+00	  1.0000e+00	  3.6581e-02	  8.7864e-02	  1.8578e-02	  1.3974e-02	  6.0651e-04	  1.8304e-02	  9.2095e-03	  1.0035e-05	  4.8171e-02	  5.4054e-03	  3.1187e-04	  6.5203e-03	  0.0000e+00	  1.9971e-03	
    -7.42469	  8.3000e+01	  6.5026e+00	  1.2656e-05	  5.6719e-04	  1.0995e-04	  2.3523e-03	  6.5619e-03	  1.4644e+04	  8.3546e-02	  2.1590e-01	  4.6901e-01	  9.2243e-01	  1.4620e-01	  1.8393e+01	  1.4769e+00	  5.9850e-03	  4.9135e-01	  1.0546e-01	  1.0546e-01	  2.5196e+00	  2.0918e+01	  5.5311e-01	  1.0101e+00	  1.0040e+00	  1.0000e+00	  3.6695e-02	  8.9091e-02	  1.8822e-02	  1.4108e-02	  6.1101e-04	  1.8412e-02	  9.2693e-03	  1.0128e-05	  4.8517e-02	  5.4346e-03	  3.1268e-04	  6.5619e-03	  0.0000e+00	  1.9972e-03	
    -7.42322	  8.4000e+01	  6.4995e+00	  1.2375e-05	  5.7993e-04	  1.1182e-04	  2.3773e-03	  6.6032e-03	  1.4733e+04	  8.3207e-02	  2.1488e-01	  4.6754e-01	  9.2166e-01	  1.4085e-01	  1.8396e+01	  1.4739e+00	  5.9592e-03	  4.8454e-01	  1.0584e-01	  1.0584e-01	  2.5347e+00	  2.0901e+01	  5.5585e-01	  1.0101e+00	  1.0041e+00	  1.0000e+00	  3.6804e-02	  9.0306e-02	  1.9063e-02	  1.4240e-02	  6.1548e-04	  1.8519e-02	  9.3284e-03	  1.0221e-05	  4.8859e-02	  5.4635e-03	  3.1348e-04	  6.6032e-03	  0.0000e+00	  1.9972e-03	
    -7.42177	  8.5000e+01	  6.4964e+00	  1.2107e-05	  5.9264e-04	  1.1369e-04	  2.4021e-03	  6.6442e-03	  1.4822e+04	  8.2874e-02	  2.1389e-01	  4.6610e-01	  9.2090e-01	  1.3577e-01	  1.8400e+01	  1.4709e+00	  5.9364e-03	  4.7781e-01	  1.0622e-01	  1.0622e-01	  2.5497e+00	  2.0885e+01	  5.5855e-01	  1.0101e+00	  1.0041e+00	  1.0000e+00	  3.6910e-02	  9.1512e-02	  1.9302e-02	  1.4371e-02	  6.1991e-04	  1.8624e-02	  9.3869e-03	  1.0312e-05	  4.9198e-02	  5.4920e-03	  3.1426e-04	  6.6442e-03	  0.0000e+00	  1.9973e-03	
    -7.42035	  8.6000e+01	  6.4933e+00	  1.1851e-05	  6.0530e-04	  1.1554e-04	  2.4268e-03	  6.6848e-03	  1.4909e+04	  8.2548e-02	  2.1291e-01	  4.6468e-01	  9.2015e-01	  1.3094e-01	  1.8403e+01	  1.4679e+00	  5.9163e-03	  4.7116e-01	  1.0658e-01	  1.0658e-01	  2.5646e+00	  2.0869e+01	  5.6121e-01	  1.0101e+00	  1.0042e+00	  1.0000e+00	  3.7014e-02	  9.2706e-02	  1.9539e-02	  1.4501e-02	  6.2430e-04	  1.8729e-02	  9.4448e-03	  1.0404e-05	  4.9533e-02	  5.5201e-03	  3.1504e-04	  6.6848e-03	  0.0000e+00	  1.9974e-03	
    -7.41895	  8.7000e+01	  6.4903e+00	  1.1607e-05	  6.1791e-04	  1.1739e-04	  2.4514e-03	  6.7251e-03	  1.4996e+04	  8.2229e-02	  2.1195e-01	  4.6329e-01	  9.1940e-01	  1.2635e-01	  1.8406e+01	  1.4649e+00	  5.8988e-03	  4.6459e-01	  1.0694e-01	  1.0694e-01	  2.5793e+00	  2.0853e+01	  5.6385e-01	  1.0101e+00	  1.0043e+00	  1.0000e+00	  3.7114e-02	  9.3891e-02	  1.9773e-02	  1.4630e-02	  6.2866e-04	  1.8832e-02	  9.5020e-03	  1.0495e-05	  4.9865e-02	  5.5479e-03	  3.1580e-04	  6.7251e-03	  0.0000e+00	  1.9974e-03	
    -7.41757	  8.8000e+01	  6.4874e+00	  1.1374e-05	  6.3046e-04	  1.1922e-04	  2.4758e-03	  6.7651e-03	  1.5081e+04	  8.1917e-02	  2.1101e-01	  4.6192e-01	  9.1866e-01	  1.2198e-01	  1.8409e+01	  1.4619e+00	  5.8838e-03	  4.5811e-01	  1.0730e-01	  1.0730e-01	  2.5939e+00	  2.0837e+01	  5.6645e-01	  1.0101e+00	  1.0044e+00	  1.0000e+00	  3.7211e-02	  9.5064e-02	  2.0005e-02	  1.4758e-02	  6.3298e-04	  1.8934e-02	  9.5587e-03	  1.0585e-05	  5.0194e-02	  5.5753e-03	  3.1655e-04	  6.7651e-03	  0.0000e+00	  1.9974e-03	
    -7.41621	  8.9000e+01	  6.4845e+00	  1.1151e-05	  6.4296e-04	  1.2105e-04	  2.5000e-03	  6.8048e-03	  1.5166e+04	  8.1610e-02	  2.1009e-01	  4.6057e-01	  9.1792e-01	  1.1783e-01	  1.8412e+01	  1.4589e+00	  5.8712e-03	  4.5170e-01	  1.0765e-01	  1.0765e-01	  2.6083e+00	  2.0821e+01	  5.6902e-01	  1.0101e+00	  1.0045e+00	  1.0000e+00	  3.7305e-02	  9.6227e-02	  2.0235e-02	  1.4885e-02	  6.3726e-04	  1.9034e-02	  9.6147e-03	  1.0674e-05	  5.0519e-02	  5.6024e-03	  3.1730e-04	  6.8048e-03	  0.0000e+00	  1.9975e-03	
    -7.41488	  9.0000e+01	  6.4816e+00	  1.0937e-05	  6.5541e-04	  1.2286e-04	  2.5241e-03	  6.8441e-03	  1.5250e+04	  8.1310e-02	  2.0919e-01	  4.5925e-01	  9.1720e-01	  1.1389e-01	  1.8415e+01	  1.4559e+00	  5.8610e-03	  4.4538e-01	  1.0799e-01	  1.0799e-01	  2.6227e+00	  2.0805e+01	  5.7156e-01	  1.0101e+00	  1.0046e+00	  1.0000e+00	  3.7397e-02	  9.7379e-02	  2.0463e-02	  1.5011e-02	  6.4150e-04	  1.9134e-02	  9.6702e-03	  1.0763e-05	  5.0841e-02	  5.6291e-03	  3.1803e-04	  6.8441e-03	  0.0000e+00	  1.9975e-03	
    -7.41356	  9.1000e+01	  6.4788e+00	  1.0733e-05	  6.6779e-04	  1.2467e-04	  2.5481e-03	  6.8831e-03	  1.5333e+04	  8.1015e-02	  2.0830e-01	  4.5795e-01	  9.1647e-01	  1.1013e-01	  1.8418e+01	  1.4529e+00	  5.8531e-03	  4.3915e-01	  1.0832e-01	  1.0832e-01	  2.6369e+00	  2.0789e+01	  5.7408e-01	  1.0101e+00	  1.0047e+00	  1.0000e+00	  3.7486e-02	  9.8521e-02	  2.0688e-02	  1.5136e-02	  6.4571e-04	  1.9232e-02	  9.7251e-03	  1.0852e-05	  5.1160e-02	  5.6555e-03	  3.1875e-04	  6.8831e-03	  0.0000e+00	  1.9976e-03	
    -7.41227	  9.2000e+01	  6.4761e+00	  1.0537e-05	  6.8010e-04	  1.2646e-04	  2.5719e-03	  6.9217e-03	  1.5414e+04	  8.0727e-02	  2.0743e-01	  4.5667e-01	  9.1576e-01	  1.0656e-01	  1.8420e+01	  1.4499e+00	  5.8473e-03	  4.3300e-01	  1.0865e-01	  1.0865e-01	  2.6509e+00	  2.0774e+01	  5.7657e-01	  1.0102e+00	  1.0047e+00	  1.0000e+00	  3.7572e-02	  9.9651e-02	  2.0911e-02	  1.5259e-02	  6.4989e-04	  1.9329e-02	  9.7794e-03	  1.0940e-05	  5.1476e-02	  5.6816e-03	  3.1946e-04	  6.9217e-03	  0.0000e+00	  1.9976e-03	
    -7.41099	  9.3000e+01	  6.4733e+00	  1.0349e-05	  6.9235e-04	  1.2824e-04	  2.5956e-03	  6.9600e-03	  1.5495e+04	  8.0444e-02	  2.0658e-01	  4.5541e-01	  9.1505e-01	  1.0315e-01	  1.8423e+01	  1.4470e+00	  5.8436e-03	  4.2693e-01	  1.0897e-01	  1.0897e-01	  2.6649e+00	  2.0758e+01	  5.7903e-01	  1.0102e+00	  1.0048e+00	  1.0000e+00	  3.7657e-02	  1.0077e-01	  2.1132e-02	  1.5382e-02	  6.5402e-04	  1.9425e-02	  9.8331e-03	  1.1027e-05	  5.1788e-02	  5.7073e-03	  3.2016e-04	  6.9600e-03	  0.0000e+00	  1.9976e-03	
    -7.40973	  9.4000e+01	  6.4707e+00	  1.0169e-05	  7.0452e-04	  1.3001e-04	  2.6191e-03	  6.9980e-03	  1.5575e+04	  8.0166e-02	  2.0575e-01	  4.5417e-01	  9.1434e-01	  9.9908e-02	  1.8425e+01	  1.4440e+00	  5.8420e-03	  4.2095e-01	  1.0928e-01	  1.0928e-01	  2.6787e+00	  2.0743e+01	  5.8146e-01	  1.0102e+00	  1.0049e+00	  1.0000e+00	  3.7738e-02	  1.0188e-01	  2.1350e-02	  1.5504e-02	  6.5813e-04	  1.9520e-02	  9.8863e-03	  1.1114e-05	  5.2097e-02	  5.7327e-03	  3.2085e-04	  6.9980e-03	  0.0000e+00	  1.9977e-03	
