          pe	        Time	          pH	       Ozero	          HS	         CH4	        CO2g	         CO2	          SC	        fsl1	        fsl2	        fsl3	        fsl4	         POM	         MOM	         QOM	         DOM	          BA	          EP	          EM	          IC	       Total	     OrgAcid	        Aero	        SulR	        Meth	       Caero	       Csulr	       Cmeth	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	         FeS	      Pyrite	
    -6.96387	  7.0000e+01	  6.0910e+00	  7.9150e-05	  7.9125e-04	  1.4478e-05	  9.8012e-03	  1.5960e-02	  1.3605e+04	  8.7751e-02	  2.2849e-01	  4.8679e-01	  9.3116e-01	  2.4833e-01	  1.8368e+01	  1.5159e+00	  7.1431e-03	  7.8329e-01	  1.0871e-01	  1.0871e-01	  6.1499e+00	  1.7322e+01	  8.9614e-02	  1.1971e+00	  1.0056e+00	  1.0000e+00	  4.8089e-01	  5.5554e-02	  0.0000e+00	  1.2410e-02	  5.5492e-04	  1.7405e-02	  8.6715e-03	  6.5333e-05	  4.3582e-02	  4.5556e-03	  3.0392e-04	  1.5960e-02	  0.0000e+00	  1.9956e-03	
    -6.96541	  7.1000e+01	  6.0904e+00	  7.9136e-05	  8.0514e-04	  1.4479e-05	  9.9023e-03	  1.6122e-02	  1.3713e+04	  8.7289e-02	  2.2711e-01	  4.8487e-01	  9.3026e-01	  2.3827e-01	  1.8375e+01	  1.5128e+00	  7.0671e-03	  7.7539e-01	  1.0938e-01	  1.0938e-01	  6.2040e+00	  1.7268e+01	  8.9309e-02	  1.1990e+00	  1.0056e+00	  1.0000e+00	  4.8556e-01	  5.6498e-02	  0.0000e+00	  1.2559e-02	  5.6001e-04	  1.7541e-02	  8.7449e-03	  6.5116e-05	  4.3971e-02	  4.5891e-03	  3.0494e-04	  1.6122e-02	  0.0000e+00	  1.9957e-03	
    -6.96694	  7.2000e+01	  6.0898e+00	  7.9122e-05	  8.1894e-04	  1.4481e-05	  1.0002e-02	  1.6282e-02	  1.3820e+04	  8.6838e-02	  2.2577e-01	  4.8299e-01	  9.2937e-01	  2.2873e-01	  1.8382e+01	  1.5097e+00	  6.9956e-03	  7.6749e-01	  1.1005e-01	  1.1005e-01	  6.2573e+00	  1.7214e+01	  8.9023e-02	  1.2009e+00	  1.0057e+00	  1.0000e+00	  4.9017e-01	  5.7436e-02	  0.0000e+00	  1.2707e-02	  5.6505e-04	  1.7674e-02	  8.8176e-03	  6.4900e-05	  4.4357e-02	  4.6223e-03	  3.0594e-04	  1.6282e-02	  0.0000e+00	  1.9958e-03	
    -6.96845	  7.3000e+01	  6.0892e+00	  7.9108e-05	  8.3266e-04	  1.4482e-05	  1.0100e-02	  1.6441e-02	  1.3926e+04	  8.6398e-02	  2.2445e-01	  4.8115e-01	  9.2849e-01	  2.1970e-01	  1.8389e+01	  1.5066e+00	  6.9286e-03	  7.5960e-01	  1.1070e-01	  1.1070e-01	  6.3099e+00	  1.7161e+01	  8.8754e-02	  1.2027e+00	  1.0058e+00	  1.0000e+00	  4.9470e-01	  5.8368e-02	  0.0000e+00	  1.2854e-02	  5.7006e-04	  1.7806e-02	  8.8896e-03	  6.4684e-05	  4.4738e-02	  4.6551e-03	  3.0694e-04	  1.6441e-02	  0.0000e+00	  1.9959e-03	
    -6.96995	  7.4000e+01	  6.0887e+00	  7.9094e-05	  8.4628e-04	  1.4483e-05	  1.0197e-02	  1.6597e-02	  1.4031e+04	  8.5968e-02	  2.2316e-01	  4.7934e-01	  9.2762e-01	  2.1115e-01	  1.8395e+01	  1.5035e+00	  6.8657e-03	  7.5172e-01	  1.1134e-01	  1.1134e-01	  6.3618e+00	  1.7109e+01	  8.8502e-02	  1.2046e+00	  1.0059e+00	  1.0000e+00	  4.9918e-01	  5.9294e-02	  0.0000e+00	  1.2999e-02	  5.7503e-04	  1.7937e-02	  8.9608e-03	  6.4469e-05	  4.5115e-02	  4.6875e-03	  3.0791e-04	  1.6597e-02	  0.0000e+00	  1.9959e-03	
    -6.97144	  7.5000e+01	  6.0882e+00	  7.9081e-05	  8.5981e-04	  1.4485e-05	  1.0293e-02	  1.6752e-02	  1.4134e+04	  8.5548e-02	  2.2190e-01	  4.7757e-01	  9.2675e-01	  2.0304e-01	  1.8402e+01	  1.5004e+00	  6.8069e-03	  7.4386e-01	  1.1198e-01	  1.1198e-01	  6.4130e+00	  1.7058e+01	  8.8266e-02	  1.2064e+00	  1.0060e+00	  1.0000e+00	  5.0359e-01	  6.0214e-02	  0.0000e+00	  1.3144e-02	  5.7995e-04	  1.8065e-02	  9.0312e-03	  6.4255e-05	  4.5488e-02	  4.7195e-03	  3.0887e-04	  1.6752e-02	  0.0000e+00	  1.9960e-03	
    -6.97291	  7.6000e+01	  6.0877e+00	  7.9067e-05	  8.7326e-04	  1.4486e-05	  1.0388e-02	  1.6905e-02	  1.4236e+04	  8.5138e-02	  2.2067e-01	  4.7583e-01	  9.2589e-01	  1.9537e-01	  1.8408e+01	  1.4973e+00	  6.7521e-03	  7.3603e-01	  1.1261e-01	  1.1261e-01	  6.4635e+00	  1.7007e+01	  8.8047e-02	  1.2082e+00	  1.0061e+00	  1.0000e+00	  5.0795e-01	  6.1128e-02	  0.0000e+00	  1.3287e-02	  5.8484e-04	  1.8193e-02	  9.1009e-03	  6.4042e-05	  4.5858e-02	  4.7512e-03	  3.0982e-04	  1.6905e-02	  0.0000e+00	  1.9961e-03	
    -6.97437	  7.7000e+01	  6.0873e+00	  7.9054e-05	  8.8661e-04	  1.4487e-05	  1.0481e-02	  1.7056e-02	  1.4337e+04	  8.4736e-02	  2.1947e-01	  4.7412e-01	  9.2504e-01	  1.8810e-01	  1.8413e+01	  1.4943e+00	  6.7010e-03	  7.2822e-01	  1.1323e-01	  1.1323e-01	  6.5133e+00	  1.6957e+01	  8.7843e-02	  1.2099e+00	  1.0062e+00	  1.0000e+00	  5.1224e-01	  6.2035e-02	  0.0000e+00	  1.3429e-02	  5.8968e-04	  1.8319e-02	  9.1699e-03	  6.3831e-05	  4.6224e-02	  4.7825e-03	  3.1075e-04	  1.7056e-02	  0.0000e+00	  1.9962e-03	
    -6.97581	  7.8000e+01	  6.0868e+00	  7.9041e-05	  8.9987e-04	  1.4489e-05	  1.0573e-02	  1.7205e-02	  1.4437e+04	  8.4344e-02	  2.1829e-01	  4.7244e-01	  9.2419e-01	  1.8121e-01	  1.8419e+01	  1.4912e+00	  6.6535e-03	  7.2044e-01	  1.1384e-01	  1.1384e-01	  6.5625e+00	  1.6908e+01	  8.7655e-02	  1.2117e+00	  1.0063e+00	  1.0000e+00	  5.1648e-01	  6.2937e-02	  0.0000e+00	  1.3571e-02	  5.9449e-04	  1.8443e-02	  9.2382e-03	  6.3621e-05	  4.6586e-02	  4.8135e-03	  3.1167e-04	  1.7205e-02	  0.0000e+00	  1.9962e-03	
    -6.97725	  7.9000e+01	  6.0864e+00	  7.9028e-05	  9.1305e-04	  1.4490e-05	  1.0665e-02	  1.7353e-02	  1.4536e+04	  8.3960e-02	  2.1714e-01	  4.7079e-01	  9.2335e-01	  1.7468e-01	  1.8424e+01	  1.4881e+00	  6.6095e-03	  7.1270e-01	  1.1444e-01	  1.1444e-01	  6.6111e+00	  1.6859e+01	  8.7481e-02	  1.2134e+00	  1.0064e+00	  1.0000e+00	  5.2066e-01	  6.3833e-02	  0.0000e+00	  1.3711e-02	  5.9925e-04	  1.8566e-02	  9.3058e-03	  6.3413e-05	  4.6945e-02	  4.8441e-03	  3.1257e-04	  1.7353e-02	  0.0000e+00	  1.9963e-03	
    -6.97866	  8.0000e+01	  6.0860e+00	  7.9015e-05	  9.2613e-04	  1.4491e-05	  1.0754e-02	  1.7499e-02	  1.4634e+04	  8.3585e-02	  2.1602e-01	  4.6917e-01	  9.2251e-01	  1.6850e-01	  1.8429e+01	  1.4851e+00	  6.5689e-03	  7.0500e-01	  1.1503e-01	  1.1503e-01	  6.6590e+00	  1.6811e+01	  8.7322e-02	  1.2151e+00	  1.0065e+00	  1.0000e+00	  5.2478e-01	  6.4722e-02	  0.0000e+00	  1.3850e-02	  6.0398e-04	  1.8688e-02	  9.3727e-03	  6.3207e-05	  4.7299e-02	  4.8743e-03	  3.1346e-04	  1.7499e-02	  0.0000e+00	  1.9964e-03	
    -6.98007	  8.1000e+01	  6.0856e+00	  7.9003e-05	  9.3913e-04	  1.4493e-05	  1.0843e-02	  1.7643e-02	  1.4731e+04	  8.3218e-02	  2.1492e-01	  4.6759e-01	  9.2169e-01	  1.6263e-01	  1.8434e+01	  1.4820e+00	  6.5316e-03	  6.9735e-01	  1.1562e-01	  1.1562e-01	  6.7064e+00	  1.6764e+01	  8.7178e-02	  1.2167e+00	  1.0066e+00	  1.0000e+00	  5.2885e-01	  6.5605e-02	  0.0000e+00	  1.3988e-02	  6.0866e-04	  1.8808e-02	  9.4388e-03	  6.3002e-05	  4.7651e-02	  4.9042e-03	  3.1433e-04	  1.7643e-02	  0.0000e+00	  1.9964e-03	
    -6.98145	  8.2000e+01	  6.0852e+00	  7.8990e-05	  9.5203e-04	  1.4494e-05	  1.0931e-02	  1.7786e-02	  1.4826e+04	  8.2858e-02	  2.1384e-01	  4.6603e-01	  9.2086e-01	  1.5707e-01	  1.8439e+01	  1.4790e+00	  6.4973e-03	  6.8975e-01	  1.1620e-01	  1.1620e-01	  6.7531e+00	  1.6717e+01	  8.7048e-02	  1.2184e+00	  1.0066e+00	  1.0000e+00	  5.3287e-01	  6.6483e-02	  0.0000e+00	  1.4125e-02	  6.1331e-04	  1.8927e-02	  9.5043e-03	  6.2799e-05	  4.7998e-02	  4.9338e-03	  3.1520e-04	  1.7786e-02	  0.0000e+00	  1.9965e-03	
    -6.98283	  8.3000e+01	  6.0849e+00	  7.8978e-05	  9.6485e-04	  1.4495e-05	  1.1017e-02	  1.7928e-02	  1.4921e+04	  8.2506e-02	  2.1278e-01	  4.6450e-01	  9.2005e-01	  1.5179e-01	  1.8443e+01	  1.4760e+00	  6.4660e-03	  6.8219e-01	  1.1677e-01	  1.1677e-01	  6.7993e+00	  1.6670e+01	  8.6931e-02	  1.2200e+00	  1.0067e+00	  1.0000e+00	  5.3683e-01	  6.7354e-02	  0.0000e+00	  1.4260e-02	  6.1792e-04	  1.9044e-02	  9.5692e-03	  6.2598e-05	  4.8342e-02	  4.9631e-03	  3.1605e-04	  1.7928e-02	  0.0000e+00	  1.9965e-03	
    -6.98418	  8.4000e+01	  6.0845e+00	  7.8965e-05	  9.7758e-04	  1.4496e-05	  1.1103e-02	  1.8067e-02	  1.5014e+04	  8.2162e-02	  2.1175e-01	  4.6299e-01	  9.1924e-01	  1.4679e-01	  1.8448e+01	  1.4730e+00	  6.4376e-03	  6.7469e-01	  1.1733e-01	  1.1733e-01	  6.8449e+00	  1.6625e+01	  8.6827e-02	  1.2216e+00	  1.0068e+00	  1.0000e+00	  5.4074e-01	  6.8220e-02	  0.0000e+00	  1.4395e-02	  6.2249e-04	  1.9160e-02	  9.6333e-03	  6.2399e-05	  4.8683e-02	  4.9920e-03	  3.1689e-04	  1.8067e-02	  0.0000e+00	  1.9966e-03	
    -6.98553	  8.5000e+01	  6.0842e+00	  7.8953e-05	  9.9022e-04	  1.4498e-05	  1.1187e-02	  1.8206e-02	  1.5107e+04	  8.1825e-02	  2.1073e-01	  4.6151e-01	  9.1844e-01	  1.4204e-01	  1.8452e+01	  1.4699e+00	  6.4119e-03	  6.6725e-01	  1.1788e-01	  1.1788e-01	  6.8900e+00	  1.6579e+01	  8.6736e-02	  1.2232e+00	  1.0069e+00	  1.0000e+00	  5.4461e-01	  6.9079e-02	  0.0000e+00	  1.4529e-02	  6.2702e-04	  1.9275e-02	  9.6969e-03	  6.2203e-05	  4.9020e-02	  5.0206e-03	  3.1771e-04	  1.8206e-02	  0.0000e+00	  1.9966e-03	
    -6.98686	  8.6000e+01	  6.0839e+00	  7.8941e-05	  1.0028e-03	  1.4499e-05	  1.1271e-02	  1.8342e-02	  1.5198e+04	  8.1494e-02	  2.0974e-01	  4.6006e-01	  9.1764e-01	  1.3753e-01	  1.8456e+01	  1.4669e+00	  6.3889e-03	  6.5987e-01	  1.1843e-01	  1.1843e-01	  6.9346e+00	  1.6535e+01	  8.6658e-02	  1.2248e+00	  1.0070e+00	  1.0000e+00	  5.4842e-01	  6.9933e-02	  0.0000e+00	  1.4661e-02	  6.3152e-04	  1.9388e-02	  9.7597e-03	  6.2008e-05	  4.9354e-02	  5.0488e-03	  3.1853e-04	  1.8342e-02	  0.0000e+00	  1.9967e-03	
    -6.98817	  8.7000e+01	  6.0836e+00	  7.8929e-05	  1.0152e-03	  1.4500e-05	  1.1353e-02	  1.8477e-02	  1.5289e+04	  8.1171e-02	  2.0877e-01	  4.5863e-01	  9.1686e-01	  1.3325e-01	  1.8459e+01	  1.4639e+00	  6.3683e-03	  6.5255e-01	  1.1896e-01	  1.1896e-01	  6.9786e+00	  1.6490e+01	  8.6593e-02	  1.2263e+00	  1.0071e+00	  1.0000e+00	  5.5219e-01	  7.0781e-02	  0.0000e+00	  1.4793e-02	  6.3598e-04	  1.9501e-02	  9.8219e-03	  6.1816e-05	  4.9684e-02	  5.0767e-03	  3.1933e-04	  1.8477e-02	  0.0000e+00	  1.9967e-03	
    -6.98947	  8.8000e+01	  6.0833e+00	  7.8917e-05	  1.0276e-03	  1.4501e-05	  1.1435e-02	  1.8611e-02	  1.5378e+04	  8.0854e-02	  2.0782e-01	  4.5723e-01	  9.1607e-01	  1.2918e-01	  1.8463e+01	  1.4609e+00	  6.3502e-03	  6.4529e-01	  1.1949e-01	  1.1949e-01	  7.0221e+00	  1.6447e+01	  8.6540e-02	  1.2278e+00	  1.0072e+00	  1.0000e+00	  5.5591e-01	  7.1623e-02	  0.0000e+00	  1.4923e-02	  6.4039e-04	  1.9611e-02	  9.8835e-03	  6.1625e-05	  5.0012e-02	  5.1044e-03	  3.2012e-04	  1.8611e-02	  0.0000e+00	  1.9968e-03	
    -6.99075	  8.9000e+01	  6.0831e+00	  7.8906e-05	  1.0399e-03	  1.4502e-05	  1.1516e-02	  1.8744e-02	  1.5467e+04	  8.0543e-02	  2.0688e-01	  4.5585e-01	  9.1530e-01	  1.2531e-01	  1.8466e+01	  1.4579e+00	  6.3344e-03	  6.3810e-01	  1.2002e-01	  1.2002e-01	  7.0651e+00	  1.6403e+01	  8.6498e-02	  1.2293e+00	  1.0072e+00	  1.0000e+00	  5.5959e-01	  7.2459e-02	  0.0000e+00	  1.5053e-02	  6.4478e-04	  1.9721e-02	  9.9445e-03	  6.1437e-05	  5.0335e-02	  5.1317e-03	  3.2090e-04	  1.8744e-02	  0.0000e+00	  1.9968e-03	
    -6.99202	  9.0000e+01	  6.0828e+00	  7.8894e-05	  1.0521e-03	  1.4504e-05	  1.1595e-02	  1.8875e-02	  1.5554e+04	  8.0239e-02	  2.0597e-01	  4.5450e-01	  9.1453e-01	  1.2163e-01	  1.8470e+01	  1.4549e+00	  6.3208e-03	  6.3098e-01	  1.2053e-01	  1.2053e-01	  7.1077e+00	  1.6361e+01	  8.6468e-02	  1.2308e+00	  1.0073e+00	  1.0000e+00	  5.6322e-01	  7.3290e-02	  0.0000e+00	  1.5181e-02	  6.4912e-04	  1.9829e-02	  1.0005e-02	  6.1252e-05	  5.0656e-02	  5.1587e-03	  3.2167e-04	  1.8875e-02	  0.0000e+00	  1.9969e-03	
    -6.99327	  9.1000e+01	  6.0825e+00	  7.8883e-05	  1.0643e-03	  1.4505e-05	  1.1674e-02	  1.9004e-02	  1.5641e+04	  7.9941e-02	  2.0507e-01	  4.5316e-01	  9.1377e-01	  1.1813e-01	  1.8473e+01	  1.4520e+00	  6.3094e-03	  6.2392e-01	  1.2104e-01	  1.2104e-01	  7.1497e+00	  1.6318e+01	  8.6449e-02	  1.2323e+00	  1.0074e+00	  1.0000e+00	  5.6680e-01	  7.4115e-02	  0.0000e+00	  1.5308e-02	  6.5343e-04	  1.9936e-02	  1.0064e-02	  6.1068e-05	  5.0973e-02	  5.1854e-03	  3.2243e-04	  1.9004e-02	  0.0000e+00	  1.9969e-03	
    -6.99451	  9.2000e+01	  6.0823e+00	  7.8871e-05	  1.0763e-03	  1.4506e-05	  1.1752e-02	  1.9133e-02	  1.5726e+04	  7.9648e-02	  2.0419e-01	  4.5185e-01	  9.1301e-01	  1.1479e-01	  1.8476e+01	  1.4490e+00	  6.2999e-03	  6.1693e-01	  1.2154e-01	  1.2154e-01	  7.1914e+00	  1.6277e+01	  8.6442e-02	  1.2338e+00	  1.0075e+00	  1.0000e+00	  5.7035e-01	  7.4934e-02	  0.0000e+00	  1.5434e-02	  6.5770e-04	  2.0042e-02	  1.0124e-02	  6.0887e-05	  5.1287e-02	  5.2117e-03	  3.2318e-04	  1.9133e-02	  0.0000e+00	  1.9969e-03	
    -6.99573	  9.3000e+01	  6.0821e+00	  7.8860e-05	  1.0883e-03	  1.4507e-05	  1.1829e-02	  1.9259e-02	  1.5811e+04	  7.9361e-02	  2.0333e-01	  4.5057e-01	  9.1226e-01	  1.1162e-01	  1.8479e+01	  1.4460e+00	  6.2925e-03	  6.1002e-01	  1.2203e-01	  1.2203e-01	  7.2325e+00	  1.6235e+01	  8.6445e-02	  1.2352e+00	  1.0076e+00	  1.0000e+00	  5.7385e-01	  7.5748e-02	  0.0000e+00	  1.5560e-02	  6.6193e-04	  2.0147e-02	  1.0182e-02	  6.0709e-05	  5.1598e-02	  5.2378e-03	  3.2392e-04	  1.9259e-02	  0.0000e+00	  1.9970e-03	
    -6.99694	  9.4000e+01	  6.0818e+00	  7.8849e-05	  1.1002e-03	  1.4508e-05	  1.1905e-02	  1.9385e-02	  1.5895e+04	  7.9080e-02	  2.0248e-01	  4.4930e-01	  9.1152e-01	  1.0859e-01	  1.8482e+01	  1.4431e+00	  6.2868e-03	  6.0318e-01	  1.2251e-01	  1.2251e-01	  7.2732e+00	  1.6194e+01	  8.6459e-02	  1.2366e+00	  1.0077e+00	  1.0000e+00	  5.7731e-01	  7.6556e-02	  0.0000e+00	  1.5684e-02	  6.6613e-04	  2.0251e-02	  1.0240e-02	  6.0533e-05	  5.1906e-02	  5.2636e-03	  3.2464e-04	  1.9385e-02	  0.0000e+00	  1.9970e-03	
    -6.99813	  9.5000e+01	  6.0816e+00	  7.8838e-05	  1.1120e-03	  1.4509e-05	  1.1980e-02	  1.9509e-02	  1.5978e+04	  7.8804e-02	  2.0165e-01	  4.4805e-01	  9.1078e-01	  1.0571e-01	  1.8485e+01	  1.4401e+00	  6.2830e-03	  5.9641e-01	  1.2299e-01	  1.2299e-01	  7.3135e+00	  1.6154e+01	  8.6483e-02	  1.2380e+00	  1.0077e+00	  1.0000e+00	  5.8074e-01	  7.7359e-02	  0.0000e+00	  1.5807e-02	  6.7030e-04	  2.0353e-02	  1.0297e-02	  6.0359e-05	  5.2210e-02	  5.2891e-03	  3.2536e-04	  1.9509e-02	  0.0000e+00	  1.9970e-03	
    -6.99931	  9.6000e+01	  6.0814e+00	  7.8828e-05	  1.1237e-03	  1.4510e-05	  1.2054e-02	  1.9633e-02	  1.6060e+04	  7.8534e-02	  2.0084e-01	  4.4683e-01	  9.1005e-01	  1.0295e-01	  1.8487e+01	  1.4372e+00	  6.2808e-03	  5.8971e-01	  1.2346e-01	  1.2346e-01	  7.3534e+00	  1.6114e+01	  8.6518e-02	  1.2394e+00	  1.0078e+00	  1.0000e+00	  5.8412e-01	  7.8156e-02	  0.0000e+00	  1.5929e-02	  6.7442e-04	  2.0454e-02	  1.0354e-02	  6.0187e-05	  5.2512e-02	  5.3143e-03	  3.2607e-04	  1.9633e-02	  0.0000e+00	  1.9971e-03	
    -7.00047	  9.7000e+01	  6.0812e+00	  7.8817e-05	  1.1353e-03	  1.4511e-05	  1.2128e-02	  1.9754e-02	  1.6141e+04	  7.8268e-02	  2.0004e-01	  4.4562e-01	  9.0933e-01	  1.0032e-01	  1.8490e+01	  1.4342e+00	  6.2802e-03	  5.8309e-01	  1.2392e-01	  1.2392e-01	  7.3928e+00	  1.6074e+01	  8.6563e-02	  1.2408e+00	  1.0079e+00	  1.0000e+00	  5.8746e-01	  7.8948e-02	  0.0000e+00	  1.6050e-02	  6.7851e-04	  2.0554e-02	  1.0410e-02	  6.0018e-05	  5.2810e-02	  5.3392e-03	  3.2677e-04	  1.9754e-02	  0.0000e+00	  1.9971e-03	
    -7.00162	  9.8000e+01	  6.0810e+00	  7.8806e-05	  1.1469e-03	  1.4512e-05	  1.2201e-02	  1.9875e-02	  1.6221e+04	  7.8008e-02	  1.9925e-01	  4.4444e-01	  9.0861e-01	  9.7814e-02	  1.8492e+01	  1.4313e+00	  6.2812e-03	  5.7655e-01	  1.2438e-01	  1.2438e-01	  7.4319e+00	  1.6035e+01	  8.6617e-02	  1.2421e+00	  1.0080e+00	  1.0000e+00	  5.9077e-01	  7.9735e-02	  0.0000e+00	  1.6170e-02	  6.8257e-04	  2.0653e-02	  1.0466e-02	  5.9851e-05	  5.3106e-02	  5.3638e-03	  3.2745e-04	  1.9875e-02	  0.0000e+00	  1.9971e-03	
    -7.00275	  9.9000e+01	  6.0808e+00	  7.8796e-05	  1.1584e-03	  1.4514e-05	  1.2273e-02	  1.9995e-02	  1.6300e+04	  7.7752e-02	  1.9848e-01	  4.4327e-01	  9.0790e-01	  9.5414e-02	  1.8495e+01	  1.4284e+00	  6.2837e-03	  5.7008e-01	  1.2483e-01	  1.2483e-01	  7.4705e+00	  1.5996e+01	  8.6681e-02	  1.2435e+00	  1.0081e+00	  1.0000e+00	  5.9404e-01	  8.0517e-02	  0.0000e+00	  1.6289e-02	  6.8659e-04	  2.0751e-02	  1.0521e-02	  5.9687e-05	  5.3399e-02	  5.3881e-03	  3.2813e-04	  1.9995e-02	  0.0000e+00	  1.9972e-03	
    -7.00387	  1.0000e+02	  6.0806e+00	  7.8785e-05	  1.1698e-03	  1.4515e-05	  1.2344e-02	  2.0113e-02	  1.6379e+04	  7.7501e-02	  1.9773e-01	  4.4212e-01	  9.0719e-01	  9.3119e-02	  1.8497e+01	  1.4254e+00	  6.2876e-03	  5.6368e-01	  1.2527e-01	  1.2527e-01	  7.5088e+00	  1.5958e+01	  8.6755e-02	  1.2448e+00	  1.0081e+00	  1.0000e+00	  5.9728e-01	  8.1293e-02	  0.0000e+00	  1.6407e-02	  6.9058e-04	  2.0848e-02	  1.0575e-02	  5.9525e-05	  5.3688e-02	  5.4122e-03	  3.2880e-04	  2.0113e-02	  0.0000e+00	  1.9972e-03	
