          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.8896e+00	  2.4779e-03	  2.9816e-04	  4.2712e-03	  9.0977e-04	  1.5326e-05	  2.3817e-03	  2.6830e-04	  4.0482e-04	  6.2744e-04	  1.8138e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8555e-01	  7.1912e-02	  0.0000e+00	
  6.8893e+00	  2.4839e-03	  2.9867e-04	  4.2880e-03	  9.1343e-04	  1.5285e-05	  2.4190e-03	  2.7693e-04	  4.0550e-04	  6.4669e-04	  1.8262e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8561e-01	  7.1811e-02	  0.0000e+00	
  6.8891e+00	  2.4897e-03	  2.9916e-04	  4.3043e-03	  9.1695e-04	  1.5247e-05	  2.4550e-03	  2.8524e-04	  4.0615e-04	  6.6525e-04	  1.8382e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8568e-01	  7.1714e-02	  0.0000e+00	
  6.8889e+00	  2.4954e-03	  2.9963e-04	  4.3200e-03	  9.2036e-04	  1.5210e-05	  2.4896e-03	  2.9323e-04	  4.0677e-04	  6.8315e-04	  1.8497e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8574e-01	  7.1620e-02	  0.0000e+00	
  6.8886e+00	  2.5008e-03	  3.0009e-04	  4.3352e-03	  9.2364e-04	  1.5174e-05	  2.5230e-03	  3.0093e-04	  4.0738e-04	  7.0041e-04	  1.8609e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8580e-01	  7.1529e-02	  0.0000e+00	
  6.8884e+00	  2.5061e-03	  3.0052e-04	  4.3498e-03	  9.2682e-04	  1.5140e-05	  2.5552e-03	  3.0835e-04	  4.0796e-04	  7.1706e-04	  1.8716e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8586e-01	  7.1442e-02	  0.0000e+00	
  6.8882e+00	  2.5111e-03	  3.0095e-04	  4.3640e-03	  9.2988e-04	  1.5107e-05	  2.5863e-03	  3.1549e-04	  4.0852e-04	  7.3311e-04	  1.8819e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8592e-01	  7.1357e-02	  0.0000e+00	
  6.8880e+00	  2.5160e-03	  3.0135e-04	  4.3776e-03	  9.3284e-04	  1.5075e-05	  2.6162e-03	  3.2237e-04	  4.0906e-04	  7.4860e-04	  1.8919e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8597e-01	  7.1276e-02	  0.0000e+00	
  6.8879e+00	  2.5207e-03	  3.0174e-04	  4.3908e-03	  9.3569e-04	  1.5045e-05	  2.6451e-03	  3.2900e-04	  4.0958e-04	  7.6353e-04	  1.9015e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8602e-01	  7.1197e-02	  0.0000e+00	
  6.8877e+00	  2.5253e-03	  3.0212e-04	  4.4035e-03	  9.3845e-04	  1.5015e-05	  2.6729e-03	  3.3539e-04	  4.1008e-04	  7.7793e-04	  1.9107e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8607e-01	  7.1121e-02	  0.0000e+00	
  6.8875e+00	  2.5297e-03	  3.0249e-04	  4.4158e-03	  9.4111e-04	  1.4987e-05	  2.6997e-03	  3.4154e-04	  4.1057e-04	  7.9183e-04	  1.9197e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8612e-01	  7.1048e-02	  0.0000e+00	
  6.8874e+00	  2.5339e-03	  3.0284e-04	  4.4277e-03	  9.4368e-04	  1.4960e-05	  2.7256e-03	  3.4747e-04	  4.1103e-04	  8.0523e-04	  1.9283e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8617e-01	  7.0977e-02	  0.0000e+00	
  6.8872e+00	  2.5380e-03	  3.0318e-04	  4.4391e-03	  9.4616e-04	  1.4934e-05	  2.7506e-03	  3.5318e-04	  4.1148e-04	  8.1816e-04	  1.9366e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8622e-01	  7.0909e-02	  0.0000e+00	
  6.8871e+00	  2.5420e-03	  3.0350e-04	  4.4502e-03	  9.4856e-04	  1.4909e-05	  2.7746e-03	  3.5869e-04	  4.1192e-04	  8.3063e-04	  1.9446e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8626e-01	  7.0843e-02	  0.0000e+00	
  6.8869e+00	  2.5458e-03	  3.0382e-04	  4.4609e-03	  9.5087e-04	  1.4885e-05	  2.7978e-03	  3.6399e-04	  4.1234e-04	  8.4266e-04	  1.9523e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8630e-01	  7.0779e-02	  0.0000e+00	
  6.8868e+00	  2.5495e-03	  3.0412e-04	  4.4712e-03	  9.5310e-04	  1.4861e-05	  2.8202e-03	  3.6911e-04	  4.1274e-04	  8.5427e-04	  1.9598e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8634e-01	  7.0718e-02	  0.0000e+00	
  6.8867e+00	  2.5530e-03	  3.0441e-04	  4.4811e-03	  9.5526e-04	  1.4839e-05	  2.8418e-03	  3.7404e-04	  4.1313e-04	  8.6547e-04	  1.9669e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8638e-01	  7.0659e-02	  0.0000e+00	
  6.8865e+00	  2.5565e-03	  3.0470e-04	  4.4907e-03	  9.5734e-04	  1.4817e-05	  2.8626e-03	  3.7879e-04	  4.1350e-04	  8.7627e-04	  1.9739e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8642e-01	  7.0601e-02	  0.0000e+00	
  6.8864e+00	  2.5598e-03	  3.0497e-04	  4.5000e-03	  9.5935e-04	  1.4797e-05	  2.8827e-03	  3.8337e-04	  4.1387e-04	  8.8670e-04	  1.9805e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8646e-01	  7.0546e-02	  0.0000e+00	
  6.8863e+00	  2.5630e-03	  3.0523e-04	  4.5090e-03	  9.6129e-04	  1.4777e-05	  2.9021e-03	  3.8779e-04	  4.1422e-04	  8.9676e-04	  1.9870e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8649e-01	  7.0493e-02	  0.0000e+00	
  6.8862e+00	  2.5661e-03	  3.0548e-04	  4.5176e-03	  9.6317e-04	  1.4757e-05	  2.9207e-03	  3.9205e-04	  4.1455e-04	  9.0647e-04	  1.9932e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8653e-01	  7.0441e-02	  0.0000e+00	
  6.8861e+00	  2.5691e-03	  3.0573e-04	  4.5260e-03	  9.6498e-04	  1.4739e-05	  2.9388e-03	  3.9616e-04	  4.1488e-04	  9.1583e-04	  1.9992e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8656e-01	  7.0391e-02	  0.0000e+00	
  6.8860e+00	  2.5720e-03	  3.0596e-04	  4.5340e-03	  9.6672e-04	  1.4721e-05	  2.9562e-03	  4.0012e-04	  4.1519e-04	  9.2487e-04	  2.0050e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8659e-01	  7.0343e-02	  0.0000e+00	
  6.8859e+00	  2.5747e-03	  3.0619e-04	  4.5418e-03	  9.6841e-04	  1.4704e-05	  2.9729e-03	  4.0394e-04	  4.1549e-04	  9.3359e-04	  2.0106e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8663e-01	  7.0297e-02	  0.0000e+00	
  6.8858e+00	  2.5774e-03	  3.0641e-04	  4.5493e-03	  9.7004e-04	  1.4687e-05	  2.9891e-03	  4.0762e-04	  4.1578e-04	  9.4201e-04	  2.0160e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8666e-01	  7.0252e-02	  0.0000e+00	
  6.8857e+00	  2.5800e-03	  3.0662e-04	  4.5566e-03	  9.7161e-04	  1.4671e-05	  3.0048e-03	  4.1118e-04	  4.1606e-04	  9.5013e-04	  2.0212e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8668e-01	  7.0209e-02	  0.0000e+00	
  6.8856e+00	  2.5825e-03	  3.0683e-04	  4.5636e-03	  9.7313e-04	  1.4656e-05	  3.0198e-03	  4.1460e-04	  4.1633e-04	  9.5797e-04	  2.0262e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8671e-01	  7.0167e-02	  0.0000e+00	
  6.8855e+00	  2.5849e-03	  3.0702e-04	  4.5704e-03	  9.7459e-04	  1.4641e-05	  3.0344e-03	  4.1791e-04	  4.1660e-04	  9.6553e-04	  2.0310e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8674e-01	  7.0127e-02	  0.0000e+00	
  6.8854e+00	  2.5873e-03	  3.0722e-04	  4.5769e-03	  9.7601e-04	  1.4627e-05	  3.0484e-03	  4.2110e-04	  4.1685e-04	  9.7283e-04	  2.0357e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8676e-01	  7.0088e-02	  0.0000e+00	
  6.8854e+00	  2.5895e-03	  3.0740e-04	  4.5832e-03	  9.7738e-04	  1.4613e-05	  3.0619e-03	  4.2417e-04	  4.1709e-04	  9.7988e-04	  2.0402e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8679e-01	  7.0051e-02	  0.0000e+00	
  6.8853e+00	  2.5917e-03	  3.0758e-04	  4.5893e-03	  9.7870e-04	  1.4599e-05	  3.0750e-03	  4.2714e-04	  4.1733e-04	  9.8668e-04	  2.0445e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8681e-01	  7.0015e-02	  0.0000e+00	
  6.8852e+00	  2.5938e-03	  3.0775e-04	  4.5952e-03	  9.7997e-04	  1.4587e-05	  3.0876e-03	  4.3000e-04	  4.1755e-04	  9.9324e-04	  2.0487e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8684e-01	  6.9980e-02	  0.0000e+00	
  6.8852e+00	  2.5958e-03	  3.0791e-04	  4.6008e-03	  9.8120e-04	  1.4574e-05	  3.0998e-03	  4.3276e-04	  4.1777e-04	  9.9958e-04	  2.0528e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8686e-01	  6.9946e-02	  0.0000e+00	
  6.8851e+00	  2.5978e-03	  3.0807e-04	  4.6063e-03	  9.8239e-04	  1.4562e-05	  3.1115e-03	  4.3542e-04	  4.1798e-04	  1.0057e-03	  2.0567e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8688e-01	  6.9913e-02	  0.0000e+00	
  6.8850e+00	  2.5996e-03	  3.0822e-04	  4.6116e-03	  9.8353e-04	  1.4551e-05	  3.1229e-03	  4.3799e-04	  4.1819e-04	  1.0116e-03	  2.0604e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8690e-01	  6.9882e-02	  0.0000e+00	
  6.8850e+00	  2.6015e-03	  3.0837e-04	  4.6167e-03	  9.8464e-04	  1.4540e-05	  3.1338e-03	  4.4047e-04	  4.1838e-04	  1.0173e-03	  2.0641e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8692e-01	  6.9851e-02	  0.0000e+00	
