          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.9263e+00	  8.5424e-02	  1.3897e-03	  1.0865e-02	  2.2126e-03	  1.2208e-05	  5.7448e-02	  1.1242e-02	  3.8824e-04	  2.7358e-02	  2.0151e+04	  7.7708e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0359e-01	  2.5062e-03	
  6.9263e+00	  8.5441e-02	  1.3899e-03	  1.0865e-02	  2.2127e-03	  1.2210e-05	  5.7459e-02	  1.1244e-02	  3.8824e-04	  2.7361e-02	  2.0154e+04	  7.7711e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0359e-01	  2.5078e-03	
  6.9263e+00	  8.5456e-02	  1.3901e-03	  1.0866e-02	  2.2127e-03	  1.2211e-05	  5.7469e-02	  1.1246e-02	  3.8825e-04	  2.7363e-02	  2.0157e+04	  7.7714e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5095e-03	
  6.9262e+00	  8.5471e-02	  1.3903e-03	  1.0866e-02	  2.2128e-03	  1.2213e-05	  5.7479e-02	  1.1248e-02	  3.8825e-04	  2.7366e-02	  2.0160e+04	  7.7717e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5110e-03	
  6.9262e+00	  8.5486e-02	  1.3905e-03	  1.0866e-02	  2.2128e-03	  1.2214e-05	  5.7489e-02	  1.1250e-02	  3.8825e-04	  2.7368e-02	  2.0163e+04	  7.7720e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5125e-03	
  6.9262e+00	  8.5500e-02	  1.3907e-03	  1.0867e-02	  2.2129e-03	  1.2216e-05	  5.7499e-02	  1.1252e-02	  3.8825e-04	  2.7370e-02	  2.0165e+04	  7.7723e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5140e-03	
  6.9262e+00	  8.5514e-02	  1.3908e-03	  1.0867e-02	  2.2129e-03	  1.2217e-05	  5.7508e-02	  1.1254e-02	  3.8825e-04	  2.7372e-02	  2.0168e+04	  7.7725e-02	  1.1114e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5154e-03	
  6.9262e+00	  8.5527e-02	  1.3910e-03	  1.0867e-02	  2.2130e-03	  1.2218e-05	  5.7517e-02	  1.1255e-02	  3.8825e-04	  2.7374e-02	  2.0171e+04	  7.7728e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5167e-03	
  6.9262e+00	  8.5540e-02	  1.3912e-03	  1.0868e-02	  2.2130e-03	  1.2220e-05	  5.7525e-02	  1.1257e-02	  3.8825e-04	  2.7376e-02	  2.0173e+04	  7.7730e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5181e-03	
  6.9261e+00	  8.5552e-02	  1.3914e-03	  1.0868e-02	  2.2131e-03	  1.2221e-05	  5.7534e-02	  1.1259e-02	  3.8825e-04	  2.7378e-02	  2.0175e+04	  7.7733e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5193e-03	
  6.9261e+00	  8.5564e-02	  1.3915e-03	  1.0868e-02	  2.2131e-03	  1.2222e-05	  5.7542e-02	  1.1260e-02	  3.8825e-04	  2.7380e-02	  2.0178e+04	  7.7735e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5205e-03	
  6.9261e+00	  8.5575e-02	  1.3917e-03	  1.0868e-02	  2.2132e-03	  1.2223e-05	  5.7549e-02	  1.1262e-02	  3.8825e-04	  2.7382e-02	  2.0180e+04	  7.7737e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5217e-03	
  6.9261e+00	  8.5586e-02	  1.3918e-03	  1.0869e-02	  2.2132e-03	  1.2224e-05	  5.7557e-02	  1.1263e-02	  3.8825e-04	  2.7384e-02	  2.0182e+04	  7.7740e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5229e-03	
  6.9261e+00	  8.5597e-02	  1.3920e-03	  1.0869e-02	  2.2132e-03	  1.2226e-05	  5.7564e-02	  1.1265e-02	  3.8825e-04	  2.7385e-02	  2.0184e+04	  7.7742e-02	  1.1113e-01	  0.0000e+00	  1.9763e-01	  2.0358e-01	  2.5240e-03	
