  Time(hour)	          OC	         NO3	         NO2	         Fe2	         SO4	    Fe(OH)3a	      CH4tot	      CO2tot	       N2tot	       O2tot	      H2Stot	      NaRbio	      FeRbio	      SRAbio	     Methbio	          pH	         fpH	
  2.0463e+02	  1.9753e-02	  9.7634e-03	  7.1003e-04	  9.7613e-05	  2.9831e-03	  6.0000e-03	  7.1243e-09	  1.2102e-03	  1.4344e-05	  6.4796e-07	  4.9934e-06	  3.4220e-05	  2.0392e-05	  2.1731e-05	  2.0481e-05	  6.0966e+00	  8.2239e-01	
  2.0704e+02	  1.9749e-02	  9.7597e-03	  7.1318e-04	  9.7605e-05	  2.9827e-03	  6.0000e-03	  7.1948e-09	  1.2133e-03	  1.4597e-05	  6.4173e-07	  5.0598e-06	  3.4441e-05	  2.0396e-05	  2.1755e-05	  2.0487e-05	  6.0969e+00	  8.2253e-01	
  2.0944e+02	  1.9746e-02	  9.7561e-03	  7.1634e-04	  9.7596e-05	  2.9822e-03	  6.0000e-03	  7.2650e-09	  1.2165e-03	  1.4851e-05	  6.3555e-07	  5.1262e-06	  3.4663e-05	  2.0401e-05	  2.1779e-05	  2.0492e-05	  6.0973e+00	  8.2267e-01	
  2.1185e+02	  1.9742e-02	  9.7524e-03	  7.1952e-04	  9.7588e-05	  2.9818e-03	  6.0000e-03	  7.3349e-09	  1.2196e-03	  1.5109e-05	  6.2940e-07	  5.1929e-06	  3.4887e-05	  2.0406e-05	  2.1803e-05	  2.0498e-05	  6.0976e+00	  8.2282e-01	
  2.1426e+02	  1.9738e-02	  9.7488e-03	  7.2273e-04	  9.7579e-05	  2.9813e-03	  6.0000e-03	  7.4045e-09	  1.2228e-03	  1.5369e-05	  6.2329e-07	  5.2597e-06	  3.5112e-05	  2.0410e-05	  2.1828e-05	  2.0504e-05	  6.0980e+00	  8.2296e-01	
  2.1667e+02	  1.9734e-02	  9.7450e-03	  7.2595e-04	  9.7571e-05	  2.9809e-03	  6.0000e-03	  7.4738e-09	  1.2260e-03	  1.5632e-05	  6.1722e-07	  5.3267e-06	  3.5339e-05	  2.0415e-05	  2.1852e-05	  2.0510e-05	  6.0984e+00	  8.2310e-01	
  2.1907e+02	  1.9730e-02	  9.7413e-03	  7.2919e-04	  9.7562e-05	  2.9804e-03	  6.0000e-03	  7.5429e-09	  1.2292e-03	  1.5897e-05	  6.1119e-07	  5.3938e-06	  3.5567e-05	  2.0420e-05	  2.1877e-05	  2.0515e-05	  6.0987e+00	  8.2325e-01	
  2.2148e+02	  1.9726e-02	  9.7375e-03	  7.3244e-04	  9.7554e-05	  2.9799e-03	  6.0000e-03	  7.6116e-09	  1.2325e-03	  1.6166e-05	  6.0520e-07	  5.4611e-06	  3.5798e-05	  2.0425e-05	  2.1901e-05	  2.0521e-05	  6.0991e+00	  8.2339e-01	
  2.2389e+02	  1.9723e-02	  9.7338e-03	  7.3572e-04	  9.7545e-05	  2.9795e-03	  6.0000e-03	  7.6801e-09	  1.2357e-03	  1.6437e-05	  5.9924e-07	  5.5286e-06	  3.6029e-05	  2.0429e-05	  2.1926e-05	  2.0527e-05	  6.0995e+00	  8.2354e-01	
  2.2630e+02	  1.9719e-02	  9.7300e-03	  7.3902e-04	  9.7537e-05	  2.9790e-03	  6.0000e-03	  7.7482e-09	  1.2390e-03	  1.6710e-05	  5.9333e-07	  5.5963e-06	  3.6262e-05	  2.0434e-05	  2.1951e-05	  2.0533e-05	  6.0998e+00	  8.2368e-01	
  2.2870e+02	  1.9715e-02	  9.7261e-03	  7.4233e-04	  9.7528e-05	  2.9785e-03	  6.0000e-03	  7.8161e-09	  1.2423e-03	  1.6987e-05	  5.8745e-07	  5.6641e-06	  3.6497e-05	  2.0439e-05	  2.1976e-05	  2.0538e-05	  6.1002e+00	  8.2383e-01	
  2.3111e+02	  1.9711e-02	  9.7223e-03	  7.4567e-04	  9.7520e-05	  2.9781e-03	  6.0000e-03	  7.8837e-09	  1.2456e-03	  1.7266e-05	  5.8161e-07	  5.7321e-06	  3.6734e-05	  2.0443e-05	  2.2001e-05	  2.0544e-05	  6.1006e+00	  8.2398e-01	
  2.3352e+02	  1.9707e-02	  9.7184e-03	  7.4902e-04	  9.7511e-05	  2.9776e-03	  6.0000e-03	  7.9510e-09	  1.2490e-03	  1.7549e-05	  5.7581e-07	  5.8002e-06	  3.6972e-05	  2.0448e-05	  2.2026e-05	  2.0550e-05	  6.1009e+00	  8.2412e-01	
  2.3593e+02	  1.9702e-02	  9.7145e-03	  7.5240e-04	  9.7503e-05	  2.9771e-03	  6.0000e-03	  8.0181e-09	  1.2523e-03	  1.7834e-05	  5.7005e-07	  5.8685e-06	  3.7212e-05	  2.0453e-05	  2.2051e-05	  2.0556e-05	  6.1013e+00	  8.2427e-01	
  2.3833e+02	  1.9698e-02	  9.7105e-03	  7.5579e-04	  9.7494e-05	  2.9767e-03	  6.0000e-03	  8.0848e-09	  1.2557e-03	  1.8122e-05	  5.6432e-07	  5.9370e-06	  3.7453e-05	  2.0458e-05	  2.2076e-05	  2.0561e-05	  6.1017e+00	  8.2442e-01	
  2.4074e+02	  1.9694e-02	  9.7066e-03	  7.5920e-04	  9.7486e-05	  2.9762e-03	  6.0000e-03	  8.1513e-09	  1.2591e-03	  1.8413e-05	  5.5863e-07	  6.0056e-06	  3.7696e-05	  2.0462e-05	  2.2101e-05	  2.0567e-05	  6.1021e+00	  8.2456e-01	
  2.4315e+02	  1.9690e-02	  9.7026e-03	  7.6264e-04	  9.7477e-05	  2.9757e-03	  6.0000e-03	  8.2175e-09	  1.2625e-03	  1.8707e-05	  5.5298e-07	  6.0744e-06	  3.7941e-05	  2.0467e-05	  2.2127e-05	  2.0573e-05	  6.1024e+00	  8.2471e-01	
  2.4556e+02	  1.9686e-02	  9.6986e-03	  7.6609e-04	  9.7469e-05	  2.9752e-03	  6.0000e-03	  8.2834e-09	  1.2660e-03	  1.9005e-05	  5.4737e-07	  6.1433e-06	  3.8188e-05	  2.0472e-05	  2.2152e-05	  2.0579e-05	  6.1028e+00	  8.2486e-01	
  2.4796e+02	  1.9682e-02	  9.6946e-03	  7.6956e-04	  9.7460e-05	  2.9747e-03	  6.0000e-03	  8.3490e-09	  1.2694e-03	  1.9305e-05	  5.4180e-07	  6.2124e-06	  3.8436e-05	  2.0476e-05	  2.2178e-05	  2.0584e-05	  6.1032e+00	  8.2501e-01	
  2.5037e+02	  1.9678e-02	  9.6905e-03	  7.7306e-04	  9.7452e-05	  2.9743e-03	  6.0000e-03	  8.4144e-09	  1.2729e-03	  1.9608e-05	  5.3626e-07	  6.2817e-06	  3.8686e-05	  2.0481e-05	  2.2204e-05	  2.0590e-05	  6.1036e+00	  8.2516e-01	
  2.5278e+02	  1.9673e-02	  9.6864e-03	  7.7657e-04	  9.7443e-05	  2.9738e-03	  6.0000e-03	  8.4794e-09	  1.2764e-03	  1.9915e-05	  5.3076e-07	  6.3511e-06	  3.8937e-05	  2.0486e-05	  2.2230e-05	  2.0596e-05	  6.1039e+00	  8.2531e-01	
  2.5519e+02	  1.9669e-02	  9.6823e-03	  7.8011e-04	  9.7435e-05	  2.9733e-03	  6.0000e-03	  8.5442e-09	  1.2799e-03	  2.0224e-05	  5.2530e-07	  6.4207e-06	  3.9191e-05	  2.0491e-05	  2.2255e-05	  2.0602e-05	  6.1043e+00	  8.2546e-01	
  2.5759e+02	  1.9665e-02	  9.6782e-03	  7.8366e-04	  9.7426e-05	  2.9728e-03	  6.0000e-03	  8.6087e-09	  1.2835e-03	  2.0537e-05	  5.1987e-07	  6.4904e-06	  3.9446e-05	  2.0495e-05	  2.2281e-05	  2.0608e-05	  6.1047e+00	  8.2561e-01	
  2.6000e+02	  1.9660e-02	  9.6740e-03	  7.8724e-04	  9.7417e-05	  2.9723e-03	  6.0000e-03	  8.6730e-09	  1.2870e-03	  2.0853e-05	  5.1448e-07	  6.5603e-06	  3.9703e-05	  2.0500e-05	  2.2308e-05	  2.0613e-05	  6.1051e+00	  8.2576e-01	
  2.6241e+02	  1.9656e-02	  9.6698e-03	  7.9083e-04	  9.7409e-05	  2.9718e-03	  6.0000e-03	  8.7369e-09	  1.2906e-03	  2.1173e-05	  5.0913e-07	  6.6304e-06	  3.9962e-05	  2.0505e-05	  2.2334e-05	  2.0619e-05	  6.1055e+00	  8.2591e-01	
  2.6481e+02	  1.9652e-02	  9.6656e-03	  7.9445e-04	  9.7400e-05	  2.9713e-03	  6.0000e-03	  8.8006e-09	  1.2942e-03	  2.1495e-05	  5.0382e-07	  6.7006e-06	  4.0222e-05	  2.0510e-05	  2.2360e-05	  2.0625e-05	  6.1058e+00	  8.2606e-01	
  2.6722e+02	  1.9647e-02	  9.6613e-03	  7.9809e-04	  9.7392e-05	  2.9708e-03	  6.0000e-03	  8.8641e-09	  1.2978e-03	  2.1821e-05	  4.9854e-07	  6.7710e-06	  4.0485e-05	  2.0514e-05	  2.2386e-05	  2.0631e-05	  6.1062e+00	  8.2621e-01	
  2.6963e+02	  1.9643e-02	  9.6570e-03	  8.0175e-04	  9.7383e-05	  2.9703e-03	  6.0000e-03	  8.9272e-09	  1.3015e-03	  2.2151e-05	  4.9330e-07	  6.8415e-06	  4.0749e-05	  2.0519e-05	  2.2413e-05	  2.0636e-05	  6.1066e+00	  8.2636e-01	
  2.7204e+02	  1.9638e-02	  9.6527e-03	  8.0543e-04	  9.7374e-05	  2.9698e-03	  6.0000e-03	  8.9901e-09	  1.3051e-03	  2.2483e-05	  4.8809e-07	  6.9121e-06	  4.1015e-05	  2.0524e-05	  2.2439e-05	  2.0642e-05	  6.1070e+00	  8.2651e-01	
  2.7444e+02	  1.9634e-02	  9.6484e-03	  8.0913e-04	  9.7366e-05	  2.9693e-03	  6.0000e-03	  9.0527e-09	  1.3088e-03	  2.2819e-05	  4.8292e-07	  6.9830e-06	  4.1283e-05	  2.0529e-05	  2.2466e-05	  2.0648e-05	  6.1074e+00	  8.2667e-01	
  2.7685e+02	  1.9629e-02	  9.6441e-03	  8.1285e-04	  9.7357e-05	  2.9688e-03	  6.0000e-03	  9.1150e-09	  1.3125e-03	  2.3159e-05	  4.7779e-07	  7.0539e-06	  4.1552e-05	  2.0533e-05	  2.2493e-05	  2.0654e-05	  6.1078e+00	  8.2682e-01	
  2.7926e+02	  1.9625e-02	  9.6397e-03	  8.1660e-04	  9.7348e-05	  2.9683e-03	  6.0000e-03	  9.1771e-09	  1.3163e-03	  2.3502e-05	  4.7269e-07	  7.1251e-06	  4.1824e-05	  2.0538e-05	  2.2520e-05	  2.0660e-05	  6.1082e+00	  8.2697e-01	
  2.8167e+02	  1.9620e-02	  9.6352e-03	  8.2036e-04	  9.7340e-05	  2.9678e-03	  6.0000e-03	  9.2389e-09	  1.3200e-03	  2.3849e-05	  4.6763e-07	  7.1963e-06	  4.2098e-05	  2.0543e-05	  2.2547e-05	  2.0665e-05	  6.1086e+00	  8.2713e-01	
  2.8407e+02	  1.9616e-02	  9.6308e-03	  8.2415e-04	  9.7331e-05	  2.9673e-03	  6.0000e-03	  9.3004e-09	  1.3238e-03	  2.4200e-05	  4.6261e-07	  7.2678e-06	  4.2373e-05	  2.0548e-05	  2.2574e-05	  2.0671e-05	  6.1090e+00	  8.2728e-01	
  2.8648e+02	  1.9611e-02	  9.6263e-03	  8.2796e-04	  9.7323e-05	  2.9668e-03	  6.0000e-03	  9.3617e-09	  1.3276e-03	  2.4554e-05	  4.5762e-07	  7.3393e-06	  4.2651e-05	  2.0552e-05	  2.2601e-05	  2.0677e-05	  6.1094e+00	  8.2743e-01	
  2.8889e+02	  1.9606e-02	  9.6218e-03	  8.3179e-04	  9.7314e-05	  2.9663e-03	  6.0000e-03	  9.4227e-09	  1.3314e-03	  2.4911e-05	  4.5266e-07	  7.4111e-06	  4.2930e-05	  2.0557e-05	  2.2628e-05	  2.0683e-05	  6.1098e+00	  8.2759e-01	
  2.9130e+02	  1.9602e-02	  9.6173e-03	  8.3565e-04	  9.7305e-05	  2.9658e-03	  6.0000e-03	  9.4834e-09	  1.3353e-03	  2.5273e-05	  4.4774e-07	  7.4829e-06	  4.3211e-05	  2.0562e-05	  2.2655e-05	  2.0689e-05	  6.1102e+00	  8.2774e-01	
  2.9370e+02	  1.9597e-02	  9.6127e-03	  8.3952e-04	  9.7297e-05	  2.9653e-03	  6.0000e-03	  9.5439e-09	  1.3391e-03	  2.5638e-05	  4.4286e-07	  7.5550e-06	  4.3494e-05	  2.0567e-05	  2.2683e-05	  2.0694e-05	  6.1106e+00	  8.2790e-01	
  2.9611e+02	  1.9592e-02	  9.6081e-03	  8.4342e-04	  9.7288e-05	  2.9647e-03	  6.0000e-03	  9.6041e-09	  1.3430e-03	  2.6007e-05	  4.3801e-07	  7.6271e-06	  4.3780e-05	  2.0572e-05	  2.2710e-05	  2.0700e-05	  6.1110e+00	  8.2806e-01	
  2.9852e+02	  1.9587e-02	  9.6035e-03	  8.4734e-04	  9.7279e-05	  2.9642e-03	  6.0000e-03	  9.6640e-09	  1.3469e-03	  2.6380e-05	  4.3320e-07	  7.6994e-06	  4.4067e-05	  2.0576e-05	  2.2738e-05	  2.0706e-05	  6.1114e+00	  8.2821e-01	
  3.0093e+02	  1.9583e-02	  9.5989e-03	  8.5129e-04	  9.7271e-05	  2.9637e-03	  6.0000e-03	  9.7237e-09	  1.3508e-03	  2.6756e-05	  4.2843e-07	  7.7719e-06	  4.4356e-05	  2.0581e-05	  2.2766e-05	  2.0712e-05	  6.1118e+00	  8.2837e-01	
  3.0333e+02	  1.9578e-02	  9.5942e-03	  8.5526e-04	  9.7262e-05	  2.9632e-03	  6.0000e-03	  9.7831e-09	  1.3548e-03	  2.7137e-05	  4.2368e-07	  7.8445e-06	  4.4647e-05	  2.0586e-05	  2.2794e-05	  2.0718e-05	  6.1122e+00	  8.2853e-01	
  3.0574e+02	  1.9573e-02	  9.5895e-03	  8.5925e-04	  9.7253e-05	  2.9627e-03	  6.0000e-03	  9.8422e-09	  1.3588e-03	  2.7521e-05	  4.1898e-07	  7.9172e-06	  4.4941e-05	  2.0591e-05	  2.2821e-05	  2.0724e-05	  6.1126e+00	  8.2868e-01	
  3.0815e+02	  1.9568e-02	  9.5847e-03	  8.6326e-04	  9.7245e-05	  2.9621e-03	  6.0000e-03	  9.9011e-09	  1.3628e-03	  2.7910e-05	  4.1430e-07	  7.9901e-06	  4.5236e-05	  2.0595e-05	  2.2849e-05	  2.0729e-05	  6.1130e+00	  8.2884e-01	
  3.1056e+02	  1.9563e-02	  9.5800e-03	  8.6729e-04	  9.7236e-05	  2.9616e-03	  6.0000e-03	  9.9597e-09	  1.3668e-03	  2.8302e-05	  4.0967e-07	  8.0631e-06	  4.5534e-05	  2.0600e-05	  2.2878e-05	  2.0735e-05	  6.1134e+00	  8.2900e-01	
  3.1296e+02	  1.9558e-02	  9.5752e-03	  8.7135e-04	  9.7227e-05	  2.9611e-03	  6.0000e-03	  1.0018e-08	  1.3709e-03	  2.8699e-05	  4.0506e-07	  8.1362e-06	  4.5833e-05	  2.0605e-05	  2.2906e-05	  2.0741e-05	  6.1138e+00	  8.2916e-01	
  3.1537e+02	  1.9553e-02	  9.5703e-03	  8.7544e-04	  9.7219e-05	  2.9605e-03	  6.0000e-03	  1.0076e-08	  1.3749e-03	  2.9100e-05	  4.0050e-07	  8.2095e-06	  4.6135e-05	  2.0610e-05	  2.2934e-05	  2.0747e-05	  6.1142e+00	  8.2932e-01	
  3.1778e+02	  1.9548e-02	  9.5655e-03	  8.7954e-04	  9.7210e-05	  2.9600e-03	  6.0000e-03	  1.0134e-08	  1.3790e-03	  2.9505e-05	  3.9596e-07	  8.2830e-06	  4.6439e-05	  2.0615e-05	  2.2962e-05	  2.0753e-05	  6.1146e+00	  8.2948e-01	
  3.2019e+02	  1.9543e-02	  9.5606e-03	  8.8367e-04	  9.7201e-05	  2.9595e-03	  6.0000e-03	  1.0192e-08	  1.3831e-03	  2.9914e-05	  3.9146e-07	  8.3565e-06	  4.6744e-05	  2.0619e-05	  2.2991e-05	  2.0758e-05	  6.1150e+00	  8.2964e-01	
  3.2259e+02	  1.9538e-02	  9.5556e-03	  8.8783e-04	  9.7192e-05	  2.9589e-03	  6.0000e-03	  1.0249e-08	  1.3873e-03	  3.0327e-05	  3.8700e-07	  8.4302e-06	  4.7053e-05	  2.0624e-05	  2.3020e-05	  2.0764e-05	  6.1154e+00	  8.2980e-01	
  3.2500e+02	  1.9533e-02	  9.5507e-03	  8.9200e-04	  9.7184e-05	  2.9584e-03	  6.0000e-03	  1.0306e-08	  1.3915e-03	  3.0745e-05	  3.8256e-07	  8.5041e-06	  4.7363e-05	  2.0629e-05	  2.3048e-05	  2.0770e-05	  6.1159e+00	  8.2996e-01	
  3.2741e+02	  1.9527e-02	  9.5457e-03	  8.9620e-04	  9.7175e-05	  2.9578e-03	  6.0000e-03	  1.0363e-08	  1.3957e-03	  3.1167e-05	  3.7817e-07	  8.5781e-06	  4.7675e-05	  2.0634e-05	  2.3077e-05	  2.0776e-05	  6.1163e+00	  8.3012e-01	
  3.2981e+02	  1.9522e-02	  9.5406e-03	  9.0043e-04	  9.7166e-05	  2.9573e-03	  6.0000e-03	  1.0420e-08	  1.3999e-03	  3.1594e-05	  3.7380e-07	  8.6522e-06	  4.7990e-05	  2.0639e-05	  2.3106e-05	  2.0782e-05	  6.1167e+00	  8.3028e-01	
  3.3222e+02	  1.9517e-02	  9.5356e-03	  9.0468e-04	  9.7158e-05	  2.9568e-03	  6.0000e-03	  1.0476e-08	  1.4041e-03	  3.2025e-05	  3.6947e-07	  8.7264e-06	  4.8307e-05	  2.0643e-05	  2.3135e-05	  2.0788e-05	  6.1171e+00	  8.3044e-01	
  3.3463e+02	  1.9512e-02	  9.5305e-03	  9.0895e-04	  9.7149e-05	  2.9562e-03	  6.0000e-03	  1.0532e-08	  1.4084e-03	  3.2460e-05	  3.6517e-07	  8.8008e-06	  4.8626e-05	  2.0648e-05	  2.3164e-05	  2.0794e-05	  6.1175e+00	  8.3060e-01	
  3.3704e+02	  1.9506e-02	  9.5254e-03	  9.1325e-04	  9.7140e-05	  2.9557e-03	  6.0000e-03	  1.0588e-08	  1.4127e-03	  3.2900e-05	  3.6091e-07	  8.8753e-06	  4.8947e-05	  2.0653e-05	  2.3193e-05	  2.0799e-05	  6.1180e+00	  8.3077e-01	
  3.3944e+02	  1.9501e-02	  9.5202e-03	  9.1758e-04	  9.7132e-05	  2.9551e-03	  6.0000e-03	  1.0643e-08	  1.4170e-03	  3.3345e-05	  3.5668e-07	  8.9499e-06	  4.9271e-05	  2.0658e-05	  2.3222e-05	  2.0805e-05	  6.1184e+00	  8.3093e-01	
  3.4185e+02	  1.9496e-02	  9.5150e-03	  9.2192e-04	  9.7123e-05	  2.9546e-03	  6.0000e-03	  1.0699e-08	  1.4213e-03	  3.3794e-05	  3.5248e-07	  9.0246e-06	  4.9597e-05	  2.0663e-05	  2.3252e-05	  2.0811e-05	  6.1188e+00	  8.3109e-01	
  3.4426e+02	  1.9490e-02	  9.5098e-03	  9.2630e-04	  9.7114e-05	  2.9540e-03	  6.0000e-03	  1.0754e-08	  1.4257e-03	  3.4248e-05	  3.4832e-07	  9.0995e-06	  4.9925e-05	  2.0668e-05	  2.3281e-05	  2.0817e-05	  6.1192e+00	  8.3126e-01	
  3.4667e+02	  1.9485e-02	  9.5045e-03	  9.3069e-04	  9.7105e-05	  2.9535e-03	  6.0000e-03	  1.0809e-08	  1.4301e-03	  3.4706e-05	  3.4419e-07	  9.1745e-06	  5.0255e-05	  2.0672e-05	  2.3311e-05	  2.0823e-05	  6.1197e+00	  8.3142e-01	
  3.4907e+02	  1.9479e-02	  9.4992e-03	  9.3512e-04	  9.7097e-05	  2.9529e-03	  6.0000e-03	  1.0863e-08	  1.4345e-03	  3.5170e-05	  3.4009e-07	  9.2497e-06	  5.0588e-05	  2.0677e-05	  2.3340e-05	  2.0829e-05	  6.1201e+00	  8.3159e-01	
  3.5148e+02	  1.9474e-02	  9.4939e-03	  9.3957e-04	  9.7088e-05	  2.9523e-03	  6.0000e-03	  1.0918e-08	  1.4390e-03	  3.5638e-05	  3.3603e-07	  9.3249e-06	  5.0924e-05	  2.0682e-05	  2.3370e-05	  2.0834e-05	  6.1205e+00	  8.3175e-01	
  3.5389e+02	  1.9468e-02	  9.4885e-03	  9.4404e-04	  9.7079e-05	  2.9518e-03	  6.0000e-03	  1.0972e-08	  1.4435e-03	  3.6111e-05	  3.3200e-07	  9.4003e-06	  5.1261e-05	  2.0687e-05	  2.3400e-05	  2.0840e-05	  6.1209e+00	  8.3192e-01	
  3.5630e+02	  1.9462e-02	  9.4831e-03	  9.4854e-04	  9.7071e-05	  2.9512e-03	  6.0000e-03	  1.1025e-08	  1.4480e-03	  3.6589e-05	  3.2800e-07	  9.4758e-06	  5.1601e-05	  2.0692e-05	  2.3430e-05	  2.0846e-05	  6.1214e+00	  8.3208e-01	
  3.5870e+02	  1.9457e-02	  9.4777e-03	  9.5306e-04	  9.7062e-05	  2.9506e-03	  6.0000e-03	  1.1079e-08	  1.4525e-03	  3.7072e-05	  3.2403e-07	  9.5514e-06	  5.1944e-05	  2.0697e-05	  2.3460e-05	  2.0852e-05	  6.1218e+00	  8.3225e-01	
  3.6111e+02	  1.9451e-02	  9.4722e-03	  9.5762e-04	  9.7053e-05	  2.9501e-03	  6.0000e-03	  1.1132e-08	  1.4571e-03	  3.7560e-05	  3.2010e-07	  9.6271e-06	  5.2288e-05	  2.0701e-05	  2.3490e-05	  2.0858e-05	  6.1223e+00	  8.3242e-01	
  3.6352e+02	  1.9445e-02	  9.4667e-03	  9.6219e-04	  9.7044e-05	  2.9495e-03	  6.0000e-03	  1.1186e-08	  1.4616e-03	  3.8054e-05	  3.1619e-07	  9.7030e-06	  5.2636e-05	  2.0706e-05	  2.3520e-05	  2.0864e-05	  6.1227e+00	  8.3259e-01	
  3.6593e+02	  1.9440e-02	  9.4612e-03	  9.6680e-04	  9.7036e-05	  2.9489e-03	  6.0000e-03	  1.1238e-08	  1.4662e-03	  3.8552e-05	  3.1232e-07	  9.7790e-06	  5.2985e-05	  2.0711e-05	  2.3550e-05	  2.0870e-05	  6.1231e+00	  8.3275e-01	
  3.6833e+02	  1.9434e-02	  9.4556e-03	  9.7143e-04	  9.7027e-05	  2.9484e-03	  6.0000e-03	  1.1291e-08	  1.4709e-03	  3.9056e-05	  3.0849e-07	  9.8551e-06	  5.3338e-05	  2.0716e-05	  2.3581e-05	  2.0876e-05	  6.1236e+00	  8.3292e-01	
  3.7074e+02	  1.9428e-02	  9.4500e-03	  9.7608e-04	  9.7018e-05	  2.9478e-03	  6.0000e-03	  1.1343e-08	  1.4755e-03	  3.9564e-05	  3.0468e-07	  9.9313e-06	  5.3692e-05	  2.0721e-05	  2.3611e-05	  2.0881e-05	  6.1240e+00	  8.3309e-01	
  3.7315e+02	  1.9422e-02	  9.4443e-03	  9.8076e-04	  9.7010e-05	  2.9472e-03	  6.0000e-03	  1.1396e-08	  1.4802e-03	  4.0079e-05	  3.0090e-07	  1.0008e-05	  5.4050e-05	  2.0726e-05	  2.3642e-05	  2.0887e-05	  6.1245e+00	  8.3326e-01	
  3.7556e+02	  1.9416e-02	  9.4386e-03	  9.8547e-04	  9.7001e-05	  2.9466e-03	  6.0000e-03	  1.1448e-08	  1.4850e-03	  4.0598e-05	  2.9716e-07	  1.0084e-05	  5.4410e-05	  2.0730e-05	  2.3673e-05	  2.0893e-05	  6.1249e+00	  8.3343e-01	
  3.7796e+02	  1.9410e-02	  9.4329e-03	  9.9021e-04	  9.6992e-05	  2.9461e-03	  6.0000e-03	  1.1499e-08	  1.4897e-03	  4.1123e-05	  2.9345e-07	  1.0161e-05	  5.4772e-05	  2.0735e-05	  2.3703e-05	  2.0899e-05	  6.1253e+00	  8.3360e-01	
  3.8037e+02	  1.9404e-02	  9.4272e-03	  9.9497e-04	  9.6983e-05	  2.9455e-03	  6.0000e-03	  1.1551e-08	  1.4945e-03	  4.1654e-05	  2.8977e-07	  1.0237e-05	  5.5137e-05	  2.0740e-05	  2.3734e-05	  2.0905e-05	  6.1258e+00	  8.3377e-01	
  3.8278e+02	  1.9398e-02	  9.4214e-03	  9.9976e-04	  9.6975e-05	  2.9449e-03	  6.0000e-03	  1.1602e-08	  1.4993e-03	  4.2190e-05	  2.8612e-07	  1.0314e-05	  5.5504e-05	  2.0745e-05	  2.3765e-05	  2.0911e-05	  6.1262e+00	  8.3394e-01	
  3.8519e+02	  1.9392e-02	  9.4155e-03	  1.0046e-03	  9.6966e-05	  2.9443e-03	  6.0000e-03	  1.1653e-08	  1.5041e-03	  4.2731e-05	  2.8251e-07	  1.0391e-05	  5.5875e-05	  2.0750e-05	  2.3796e-05	  2.0917e-05	  6.1267e+00	  8.3411e-01	
  3.8759e+02	  1.9386e-02	  9.4096e-03	  1.0094e-03	  9.6957e-05	  2.9437e-03	  6.0000e-03	  1.1704e-08	  1.5090e-03	  4.3279e-05	  2.7892e-07	  1.0468e-05	  5.6247e-05	  2.0755e-05	  2.3828e-05	  2.0923e-05	  6.1271e+00	  8.3428e-01	
  3.9000e+02	  1.9380e-02	  9.4037e-03	  1.0143e-03	  9.6948e-05	  2.9431e-03	  6.0000e-03	  1.1754e-08	  1.5139e-03	  4.3832e-05	  2.7536e-07	  1.0545e-05	  5.6623e-05	  2.0760e-05	  2.3859e-05	  2.0928e-05	  6.1276e+00	  8.3446e-01	
  3.9241e+02	  1.9374e-02	  9.3978e-03	  1.0192e-03	  9.6940e-05	  2.9426e-03	  6.0000e-03	  1.1804e-08	  1.5188e-03	  4.4391e-05	  2.7184e-07	  1.0622e-05	  5.7001e-05	  2.0764e-05	  2.3890e-05	  2.0934e-05	  6.1281e+00	  8.3463e-01	
  3.9481e+02	  1.9368e-02	  9.3918e-03	  1.0241e-03	  9.6931e-05	  2.9420e-03	  6.0000e-03	  1.1854e-08	  1.5237e-03	  4.4955e-05	  2.6835e-07	  1.0699e-05	  5.7382e-05	  2.0769e-05	  2.3922e-05	  2.0940e-05	  6.1285e+00	  8.3480e-01	
  3.9722e+02	  1.9361e-02	  9.3858e-03	  1.0291e-03	  9.6922e-05	  2.9414e-03	  6.0000e-03	  1.1904e-08	  1.5287e-03	  4.5526e-05	  2.6488e-07	  1.0777e-05	  5.7765e-05	  2.0774e-05	  2.3953e-05	  2.0946e-05	  6.1290e+00	  8.3498e-01	
  3.9963e+02	  1.9355e-02	  9.3797e-03	  1.0341e-03	  9.6914e-05	  2.9408e-03	  6.0000e-03	  1.1954e-08	  1.5337e-03	  4.6102e-05	  2.6145e-07	  1.0854e-05	  5.8152e-05	  2.0779e-05	  2.3985e-05	  2.0952e-05	  6.1294e+00	  8.3515e-01	
  4.0204e+02	  1.9349e-02	  9.3736e-03	  1.0391e-03	  9.6905e-05	  2.9402e-03	  6.0000e-03	  1.2003e-08	  1.5388e-03	  4.6685e-05	  2.5805e-07	  1.0932e-05	  5.8541e-05	  2.0784e-05	  2.4017e-05	  2.0958e-05	  6.1299e+00	  8.3533e-01	
  4.0444e+02	  1.9342e-02	  9.3674e-03	  1.0441e-03	  9.6896e-05	  2.9396e-03	  6.0001e-03	  1.2052e-08	  1.5438e-03	  4.7274e-05	  2.5468e-07	  1.1009e-05	  5.8932e-05	  2.0789e-05	  2.4048e-05	  2.0964e-05	  6.1304e+00	  8.3550e-01	
  4.0685e+02	  1.9336e-02	  9.3612e-03	  1.0492e-03	  9.6887e-05	  2.9390e-03	  6.0001e-03	  1.2101e-08	  1.5489e-03	  4.7868e-05	  2.5134e-07	  1.1087e-05	  5.9327e-05	  2.0794e-05	  2.4080e-05	  2.0970e-05	  6.1308e+00	  8.3568e-01	
