salinity,rate
0.8,1
5.8,1
10.4,0.954869359
15,0.933491686
30,0.909738717
44.5,0.77672209
70,0.712589074
90,0.688836105
115,0.643705463
140,0.598574822
161,0.555819477
175,0.532066508
190,0.489311164
