          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  7.2005e+00	  1.3009e-02	  5.3058e-04	  1.8156e-03	  2.1622e-03	  7.8398e-05	  1.3723e-02	  7.6693e-04	  3.7056e-04	  9.4681e-04	  4.2745e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2006e+00	  1.3013e-02	  5.3070e-04	  1.8166e-03	  2.1633e-03	  7.8387e-05	  1.3726e-02	  7.6811e-04	  3.7064e-04	  9.4978e-04	  4.2761e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2007e+00	  1.3016e-02	  5.3081e-04	  1.8175e-03	  2.1644e-03	  7.8378e-05	  1.3730e-02	  7.6926e-04	  3.7072e-04	  9.5264e-04	  4.2776e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2007e+00	  1.3019e-02	  5.3092e-04	  1.8184e-03	  2.1655e-03	  7.8368e-05	  1.3734e-02	  7.7036e-04	  3.7079e-04	  9.5540e-04	  4.2791e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2008e+00	  1.3022e-02	  5.3103e-04	  1.8193e-03	  2.1665e-03	  7.8359e-05	  1.3737e-02	  7.7143e-04	  3.7086e-04	  9.5807e-04	  4.2806e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2009e+00	  1.3025e-02	  5.3113e-04	  1.8201e-03	  2.1675e-03	  7.8350e-05	  1.3741e-02	  7.7245e-04	  3.7094e-04	  9.6065e-04	  4.2820e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2009e+00	  1.3027e-02	  5.3123e-04	  1.8209e-03	  2.1685e-03	  7.8342e-05	  1.3744e-02	  7.7345e-04	  3.7100e-04	  9.6314e-04	  4.2833e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2010e+00	  1.3030e-02	  5.3133e-04	  1.8217e-03	  2.1694e-03	  7.8333e-05	  1.3747e-02	  7.7441e-04	  3.7107e-04	  9.6554e-04	  4.2846e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2011e+00	  1.3033e-02	  5.3142e-04	  1.8224e-03	  2.1703e-03	  7.8325e-05	  1.3750e-02	  7.7533e-04	  3.7113e-04	  9.6786e-04	  4.2859e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2011e+00	  1.3035e-02	  5.3151e-04	  1.8232e-03	  2.1712e-03	  7.8318e-05	  1.3753e-02	  7.7622e-04	  3.7119e-04	  9.7010e-04	  4.2871e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2012e+00	  1.3038e-02	  5.3160e-04	  1.8239e-03	  2.1720e-03	  7.8310e-05	  1.3756e-02	  7.7709e-04	  3.7125e-04	  9.7226e-04	  4.2883e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2012e+00	  1.3040e-02	  5.3168e-04	  1.8245e-03	  2.1728e-03	  7.8303e-05	  1.3759e-02	  7.7792e-04	  3.7131e-04	  9.7435e-04	  4.2894e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2013e+00	  1.3042e-02	  5.3176e-04	  1.8252e-03	  2.1736e-03	  7.8296e-05	  1.3761e-02	  7.7872e-04	  3.7137e-04	  9.7636e-04	  4.2905e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2013e+00	  1.3044e-02	  5.3184e-04	  1.8258e-03	  2.1743e-03	  7.8290e-05	  1.3764e-02	  7.7950e-04	  3.7142e-04	  9.7831e-04	  4.2916e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2014e+00	  1.3046e-02	  5.3192e-04	  1.8264e-03	  2.1751e-03	  7.8283e-05	  1.3766e-02	  7.8025e-04	  3.7147e-04	  9.8019e-04	  4.2926e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2014e+00	  1.3048e-02	  5.3199e-04	  1.8270e-03	  2.1758e-03	  7.8277e-05	  1.3769e-02	  7.8097e-04	  3.7152e-04	  9.8200e-04	  4.2936e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
