          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  6.6644e+00	  4.1755e-03	  3.3043e-04	  4.8964e-03	  1.0614e-03	  4.1174e-05	  6.0679e-03	  1.8024e-04	  4.2255e-04	  9.0118e-06	  2.5751e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6644e+00	  4.1755e-03	  3.3043e-04	  4.8964e-03	  1.0614e-03	  4.1174e-05	  6.0679e-03	  1.8024e-04	  4.2255e-04	  9.0118e-06	  2.5751e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.5045e+00	  4.2992e-03	  3.3750e-04	  5.1105e-03	  1.1092e-03	  6.2370e-07	  6.4337e-03	  2.2120e-04	  4.3613e-04	  5.4246e-05	  2.6993e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4900e+00	  4.3814e-03	  3.4119e-04	  5.2276e-03	  1.1351e-03	  6.4234e-07	  6.7860e-03	  2.6071e-04	  4.4003e-04	  7.5786e-05	  2.7907e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4760e+00	  4.4610e-03	  3.4473e-04	  5.3405e-03	  1.1600e-03	  6.6117e-07	  7.1244e-03	  2.9847e-04	  4.4375e-04	  9.6441e-05	  2.8783e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4625e+00	  4.5380e-03	  3.4811e-04	  5.4495e-03	  1.1842e-03	  6.8017e-07	  7.4497e-03	  3.3458e-04	  4.4729e-04	  1.1626e-04	  2.9624e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4495e+00	  4.6125e-03	  3.5136e-04	  5.5548e-03	  1.2075e-03	  6.9930e-07	  7.7623e-03	  3.6914e-04	  4.5067e-04	  1.3528e-04	  3.0431e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4370e+00	  4.6846e-03	  3.5447e-04	  5.6564e-03	  1.2300e-03	  7.1855e-07	  8.0629e-03	  4.0225e-04	  4.5390e-04	  1.5355e-04	  3.1207e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4249e+00	  4.7543e-03	  3.5745e-04	  5.7544e-03	  1.2517e-03	  7.3789e-07	  8.3521e-03	  4.3397e-04	  4.5699e-04	  1.7109e-04	  3.1952e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4132e+00	  4.8218e-03	  3.6031e-04	  5.8490e-03	  1.2726e-03	  7.5729e-07	  8.6304e-03	  4.6440e-04	  4.5994e-04	  1.8796e-04	  3.2669e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4020e+00	  4.8871e-03	  3.6306e-04	  5.9403e-03	  1.2929e-03	  7.7674e-07	  8.8982e-03	  4.9358e-04	  4.6276e-04	  2.0417e-04	  3.3357e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3911e+00	  4.9502e-03	  3.6569e-04	  6.0284e-03	  1.3124e-03	  7.9620e-07	  9.1559e-03	  5.2160e-04	  4.6545e-04	  2.1975e-04	  3.4019e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3807e+00	  5.0113e-03	  3.6823e-04	  6.1135e-03	  1.3313e-03	  8.1566e-07	  9.4041e-03	  5.4850e-04	  4.6804e-04	  2.3474e-04	  3.4657e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3706e+00	  5.0703e-03	  3.7066e-04	  6.1955e-03	  1.3495e-03	  8.3510e-07	  9.6432e-03	  5.7434e-04	  4.7051e-04	  2.4916e-04	  3.5269e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3608e+00	  5.1274e-03	  3.7299e-04	  6.2748e-03	  1.3671e-03	  8.5449e-07	  9.8734e-03	  5.9917e-04	  4.7288e-04	  2.6304e-04	  3.5859e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3514e+00	  5.1827e-03	  3.7524e-04	  6.3512e-03	  1.3841e-03	  8.7382e-07	  1.0095e-02	  6.2304e-04	  4.7514e-04	  2.7640e-04	  3.6427e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3423e+00	  5.2361e-03	  3.7740e-04	  6.4250e-03	  1.4005e-03	  8.9306e-07	  1.0309e-02	  6.4599e-04	  4.7732e-04	  2.8925e-04	  3.6973e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3335e+00	  5.2877e-03	  3.7947e-04	  6.4962e-03	  1.4163e-03	  9.1221e-07	  1.0515e-02	  6.6806e-04	  4.7941e-04	  3.0163e-04	  3.7499e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3250e+00	  5.3377e-03	  3.8147e-04	  6.5649e-03	  1.4316e-03	  9.3123e-07	  1.0713e-02	  6.8930e-04	  4.8141e-04	  3.1355e-04	  3.8006e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3168e+00	  5.3860e-03	  3.8339e-04	  6.6312e-03	  1.4463e-03	  9.5013e-07	  1.0904e-02	  7.0973e-04	  4.8333e-04	  3.2503e-04	  3.8493e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.3089e+00	  5.4326e-03	  3.8523e-04	  6.6952e-03	  1.4606e-03	  9.6887e-07	  1.1089e-02	  7.2939e-04	  4.8517e-04	  3.3609e-04	  3.8963e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.3013e+00	  5.4778e-03	  3.8701e-04	  6.7570e-03	  1.4743e-03	  9.8744e-07	  1.1267e-02	  7.4832e-04	  4.8694e-04	  3.4674e-04	  3.9416e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2939e+00	  5.5214e-03	  3.8872e-04	  6.8166e-03	  1.4876e-03	  1.0058e-06	  1.1438e-02	  7.6654e-04	  4.8863e-04	  3.5700e-04	  3.9852e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2868e+00	  5.5635e-03	  3.9037e-04	  6.8741e-03	  1.5004e-03	  1.0240e-06	  1.1603e-02	  7.8409e-04	  4.9026e-04	  3.6689e-04	  4.0272e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2799e+00	  5.6043e-03	  3.9195e-04	  6.9297e-03	  1.5128e-03	  1.0420e-06	  1.1762e-02	  8.0099e-04	  4.9183e-04	  3.7642e-04	  4.0677e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2733e+00	  5.6437e-03	  3.9348e-04	  6.9833e-03	  1.5247e-03	  1.0598e-06	  1.1916e-02	  8.1727e-04	  4.9333e-04	  3.8560e-04	  4.1067e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2668e+00	  5.6818e-03	  3.9494e-04	  7.0350e-03	  1.5362e-03	  1.0774e-06	  1.2064e-02	  8.3295e-04	  4.9478e-04	  3.9446e-04	  4.1443e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2606e+00	  5.7186e-03	  3.9636e-04	  7.0849e-03	  1.5473e-03	  1.0947e-06	  1.2207e-02	  8.4806e-04	  4.9617e-04	  4.0299e-04	  4.1805e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2547e+00	  5.7542e-03	  3.9772e-04	  7.1331e-03	  1.5581e-03	  1.1118e-06	  1.2345e-02	  8.6262e-04	  4.9751e-04	  4.1121e-04	  4.2155e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2489e+00	  5.7885e-03	  3.9903e-04	  7.1796e-03	  1.5685e-03	  1.1286e-06	  1.2478e-02	  8.7665e-04	  4.9879e-04	  4.1914e-04	  4.2491e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2433e+00	  5.8218e-03	  4.0030e-04	  7.2245e-03	  1.5785e-03	  1.1452e-06	  1.2606e-02	  8.9017e-04	  5.0003e-04	  4.2679e-04	  4.2816e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2379e+00	  5.8539e-03	  4.0152e-04	  7.2678e-03	  1.5881e-03	  1.1615e-06	  1.2730e-02	  9.0321e-04	  5.0122e-04	  4.3416e-04	  4.3129e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
