          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.8154e+00	  2.3388e-02	  6.8441e-04	  2.9594e-03	  3.4392e-03	  7.3435e-05	  2.9155e-02	  1.9592e-03	  4.8989e-04	  4.3640e-04	  7.8783e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.8092e+00	  2.3518e-02	  6.8794e-04	  2.9922e-03	  3.4770e-03	  7.3260e-05	  2.9385e-02	  1.9853e-03	  4.9221e-04	  4.5111e-04	  7.9360e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.8033e+00	  2.3644e-02	  6.9133e-04	  3.0239e-03	  3.5136e-03	  7.3094e-05	  2.9606e-02	  2.0104e-03	  4.9443e-04	  4.6526e-04	  7.9916e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7975e+00	  2.3764e-02	  6.9460e-04	  3.0546e-03	  3.5489e-03	  7.2937e-05	  2.9820e-02	  2.0345e-03	  4.9657e-04	  4.7888e-04	  8.0452e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7920e+00	  2.3881e-02	  6.9774e-04	  3.0842e-03	  3.5831e-03	  7.2787e-05	  3.0026e-02	  2.0578e-03	  4.9863e-04	  4.9199e-04	  8.0968e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7867e+00	  2.3993e-02	  7.0076e-04	  3.1128e-03	  3.6161e-03	  7.2645e-05	  3.0225e-02	  2.0801e-03	  5.0060e-04	  5.0461e-04	  8.1465e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7815e+00	  2.4101e-02	  7.0367e-04	  3.1405e-03	  3.6480e-03	  7.2510e-05	  3.0417e-02	  2.1017e-03	  5.0250e-04	  5.1676e-04	  8.1945e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7766e+00	  2.4205e-02	  7.0647e-04	  3.1672e-03	  3.6788e-03	  7.2381e-05	  3.0602e-02	  2.1224e-03	  5.0433e-04	  5.2846e-04	  8.2406e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7719e+00	  2.4305e-02	  7.0916e-04	  3.1930e-03	  3.7086e-03	  7.2259e-05	  3.0780e-02	  2.1424e-03	  5.0608e-04	  5.3973e-04	  8.2852e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7673e+00	  2.4402e-02	  7.1176e-04	  3.2180e-03	  3.7373e-03	  7.2142e-05	  3.0953e-02	  2.1617e-03	  5.0777e-04	  5.5058e-04	  8.3281e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
