          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.2478e+00	  7.0466e-03	  4.3660e-04	  8.3433e-03	  1.8394e-03	  1.0205e-06	  1.6425e-02	  1.3096e-03	  5.2957e-04	  6.6530e-04	  5.2238e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2431e+00	  7.0985e-03	  4.3827e-04	  8.4016e-03	  1.8526e-03	  1.0320e-06	  1.6597e-02	  1.3277e-03	  5.3102e-04	  6.7550e-04	  5.2669e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2385e+00	  7.1487e-03	  4.3988e-04	  8.4579e-03	  1.8654e-03	  1.0432e-06	  1.6764e-02	  1.3451e-03	  5.3241e-04	  6.8532e-04	  5.3084e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2341e+00	  7.1972e-03	  4.4143e-04	  8.5121e-03	  1.8778e-03	  1.0543e-06	  1.6925e-02	  1.3619e-03	  5.3375e-04	  6.9480e-04	  5.3484e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2298e+00	  7.2441e-03	  4.4292e-04	  8.5645e-03	  1.8897e-03	  1.0651e-06	  1.7080e-02	  1.3781e-03	  5.3504e-04	  7.0394e-04	  5.3870e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2257e+00	  7.2894e-03	  4.4436e-04	  8.6151e-03	  1.9012e-03	  1.0757e-06	  1.7230e-02	  1.3937e-03	  5.3628e-04	  7.1275e-04	  5.4242e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2218e+00	  7.3332e-03	  4.4575e-04	  8.6638e-03	  1.9123e-03	  1.0861e-06	  1.7375e-02	  1.4087e-03	  5.3747e-04	  7.2124e-04	  5.4600e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2179e+00	  7.3756e-03	  4.4709e-04	  8.7109e-03	  1.9230e-03	  1.0962e-06	  1.7514e-02	  1.4232e-03	  5.3861e-04	  7.2944e-04	  5.4946e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2142e+00	  7.4165e-03	  4.4838e-04	  8.7563e-03	  1.9333e-03	  1.1062e-06	  1.7648e-02	  1.4372e-03	  5.3972e-04	  7.3734e-04	  5.5280e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2107e+00	  7.4561e-03	  4.4963e-04	  8.8001e-03	  1.9433e-03	  1.1159e-06	  1.7778e-02	  1.4507e-03	  5.4078e-04	  7.4497e-04	  5.5601e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2072e+00	  7.4944e-03	  4.5083e-04	  8.8424e-03	  1.9530e-03	  1.1254e-06	  1.7903e-02	  1.4637e-03	  5.4179e-04	  7.5232e-04	  5.5911e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2039e+00	  7.5313e-03	  4.5198e-04	  8.8832e-03	  1.9623e-03	  1.1347e-06	  1.8024e-02	  1.4762e-03	  5.4278e-04	  7.5941e-04	  5.6211e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2007e+00	  7.5670e-03	  4.5310e-04	  8.9225e-03	  1.9712e-03	  1.1438e-06	  1.8141e-02	  1.4883e-03	  5.4372e-04	  7.6626e-04	  5.6499e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
