          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  5.9375e+00	  5.0128e-01	  9.1525e-03	  6.0126e-02	  3.0232e-02	  8.6441e-05	  5.5872e-01	  5.5444e-02	  4.2829e-04	  2.8711e-02	  1.0807e+05	  9.1466e-02	  1.0425e-01	  5.9160e-03	
  5.9337e+00	  5.0597e-01	  9.2357e-03	  6.0554e-02	  3.0566e-02	  8.7408e-05	  5.6392e-01	  5.5964e-02	  4.2831e-04	  2.8928e-02	  1.0887e+05	  9.1388e-02	  1.0429e-01	  5.9614e-03	
  5.9301e+00	  5.1049e-01	  9.3161e-03	  6.0967e-02	  3.0890e-02	  8.8341e-05	  5.6895e-01	  5.6467e-02	  4.2833e-04	  2.9136e-02	  1.0964e+05	  9.1312e-02	  1.0433e-01	  6.0020e-03	
  5.9267e+00	  5.1486e-01	  9.3937e-03	  6.1365e-02	  3.1202e-02	  8.9240e-05	  5.7381e-01	  5.6952e-02	  4.2835e-04	  2.9336e-02	  1.1038e+05	  9.1240e-02	  1.0437e-01	  6.0381e-03	
  5.9234e+00	  5.1908e-01	  9.4686e-03	  6.1749e-02	  3.1505e-02	  9.0106e-05	  5.7849e-01	  5.7421e-02	  4.2837e-04	  2.9528e-02	  1.1110e+05	  9.1170e-02	  1.0440e-01	  6.0701e-03	
  5.9202e+00	  5.2315e-01	  9.5410e-03	  6.2118e-02	  3.1797e-02	  9.0941e-05	  5.8302e-01	  5.7873e-02	  4.2839e-04	  2.9712e-02	  1.1178e+05	  9.1103e-02	  1.0443e-01	  6.0984e-03	
  5.9172e+00	  5.2708e-01	  9.6108e-03	  6.2475e-02	  3.2080e-02	  9.1745e-05	  5.8739e-01	  5.8311e-02	  4.2840e-04	  2.9889e-02	  1.1245e+05	  9.1039e-02	  1.0447e-01	  6.1231e-03	
  5.9143e+00	  5.3088e-01	  9.6783e-03	  6.2819e-02	  3.2353e-02	  9.2520e-05	  5.9161e-01	  5.8733e-02	  4.2842e-04	  3.0059e-02	  1.1308e+05	  9.0977e-02	  1.0450e-01	  6.1447e-03	
  5.9116e+00	  5.3455e-01	  9.7435e-03	  6.3150e-02	  3.2618e-02	  9.3266e-05	  5.9569e-01	  5.9140e-02	  4.2843e-04	  3.0222e-02	  1.1370e+05	  9.0917e-02	  1.0453e-01	  6.1634e-03	
  5.9089e+00	  5.3809e-01	  9.8064e-03	  6.3470e-02	  3.2873e-02	  9.3985e-05	  5.9962e-01	  5.9534e-02	  4.2845e-04	  3.0379e-02	  1.1429e+05	  9.0860e-02	  1.0455e-01	  6.1794e-03	
  5.9064e+00	  5.4151e-01	  9.8672e-03	  6.3778e-02	  3.3120e-02	  9.4677e-05	  6.0342e-01	  5.9914e-02	  4.2846e-04	  3.0529e-02	  1.1486e+05	  9.0805e-02	  1.0458e-01	  6.1929e-03	
  5.9039e+00	  5.4481e-01	  9.9258e-03	  6.4076e-02	  3.3359e-02	  9.5343e-05	  6.0709e-01	  6.0281e-02	  4.2848e-04	  3.0674e-02	  1.1541e+05	  9.0752e-02	  1.0461e-01	  6.2043e-03	
  5.9016e+00	  5.4800e-01	  9.9825e-03	  6.4363e-02	  3.3590e-02	  9.5984e-05	  6.1064e-01	  6.0635e-02	  4.2849e-04	  3.0812e-02	  1.1594e+05	  9.0701e-02	  1.0463e-01	  6.2135e-03	
  5.8994e+00	  5.5108e-01	  1.0037e-02	  6.4639e-02	  3.3813e-02	  9.6602e-05	  6.1406e-01	  6.0977e-02	  4.2850e-04	  3.0945e-02	  1.1645e+05	  9.0653e-02	  1.0466e-01	  6.2210e-03	
  5.8972e+00	  5.5405e-01	  1.0090e-02	  6.4906e-02	  3.4028e-02	  9.7196e-05	  6.1736e-01	  6.1308e-02	  4.2851e-04	  3.1073e-02	  1.1694e+05	  9.0606e-02	  1.0468e-01	  6.2267e-03	
  5.8952e+00	  5.5693e-01	  1.0141e-02	  6.5163e-02	  3.4237e-02	  9.7768e-05	  6.2056e-01	  6.1627e-02	  4.2853e-04	  3.1196e-02	  1.1742e+05	  9.0561e-02	  1.0470e-01	  6.2309e-03	
  5.8932e+00	  5.5970e-01	  1.0190e-02	  6.5412e-02	  3.4438e-02	  9.8319e-05	  6.2364e-01	  6.1935e-02	  4.2854e-04	  3.1314e-02	  1.1788e+05	  9.0517e-02	  1.0473e-01	  6.2337e-03	
  5.8913e+00	  5.6238e-01	  1.0238e-02	  6.5651e-02	  3.4633e-02	  9.8849e-05	  6.2661e-01	  6.2233e-02	  4.2855e-04	  3.1427e-02	  1.1832e+05	  9.0476e-02	  1.0475e-01	  6.2353e-03	
  5.8895e+00	  5.6496e-01	  1.0284e-02	  6.5882e-02	  3.4821e-02	  9.9359e-05	  6.2949e-01	  6.2520e-02	  4.2856e-04	  3.1535e-02	  1.1874e+05	  9.0436e-02	  1.0477e-01	  6.2357e-03	
  5.8877e+00	  5.6746e-01	  1.0328e-02	  6.6105e-02	  3.5003e-02	  9.9850e-05	  6.3226e-01	  6.2798e-02	  4.2857e-04	  3.1640e-02	  1.1915e+05	  9.0397e-02	  1.0479e-01	  6.2351e-03	
  5.8861e+00	  5.6987e-01	  1.0371e-02	  6.6320e-02	  3.5178e-02	  1.0032e-04	  6.3494e-01	  6.3065e-02	  4.2858e-04	  3.1740e-02	  1.1955e+05	  9.0360e-02	  1.0480e-01	  6.2335e-03	
  5.8844e+00	  5.7220e-01	  1.0412e-02	  6.6528e-02	  3.5348e-02	  1.0078e-04	  6.3753e-01	  6.3324e-02	  4.2859e-04	  3.1836e-02	  1.1993e+05	  9.0325e-02	  1.0482e-01	  6.2312e-03	
  5.8829e+00	  5.7445e-01	  1.0452e-02	  6.6728e-02	  3.5512e-02	  1.0122e-04	  6.4003e-01	  6.3574e-02	  4.2860e-04	  3.1929e-02	  1.2030e+05	  9.0291e-02	  1.0484e-01	  6.2280e-03	
  5.8814e+00	  5.7662e-01	  1.0491e-02	  6.6921e-02	  3.5670e-02	  1.0164e-04	  6.4244e-01	  6.3815e-02	  4.2860e-04	  3.2018e-02	  1.2065e+05	  9.0258e-02	  1.0485e-01	  6.2243e-03	
  5.8800e+00	  5.7871e-01	  1.0528e-02	  6.7107e-02	  3.5823e-02	  1.0204e-04	  6.4477e-01	  6.4048e-02	  4.2861e-04	  3.2103e-02	  1.2099e+05	  9.0226e-02	  1.0487e-01	  6.2199e-03	
  5.8786e+00	  5.8074e-01	  1.0564e-02	  6.7287e-02	  3.5971e-02	  1.0243e-04	  6.4702e-01	  6.4273e-02	  4.2862e-04	  3.2185e-02	  1.2132e+05	  9.0196e-02	  1.0489e-01	  6.2151e-03	
  5.8773e+00	  5.8269e-01	  1.0599e-02	  6.7461e-02	  3.6114e-02	  1.0281e-04	  6.4919e-01	  6.4490e-02	  4.2863e-04	  3.2264e-02	  1.2164e+05	  9.0167e-02	  1.0490e-01	  6.2097e-03	
  5.8760e+00	  5.8458e-01	  1.0632e-02	  6.7628e-02	  3.6252e-02	  1.0317e-04	  6.5129e-01	  6.4700e-02	  4.2864e-04	  3.2340e-02	  1.2195e+05	  9.0139e-02	  1.0491e-01	  6.2040e-03	
  5.8748e+00	  5.8640e-01	  1.0665e-02	  6.7790e-02	  3.6385e-02	  1.0352e-04	  6.5331e-01	  6.4903e-02	  4.2864e-04	  3.2413e-02	  1.2224e+05	  9.0112e-02	  1.0493e-01	  6.1979e-03	
  5.8736e+00	  5.8816e-01	  1.0696e-02	  6.7946e-02	  3.6514e-02	  1.0385e-04	  6.5527e-01	  6.5098e-02	  4.2865e-04	  3.2483e-02	  1.2253e+05	  9.0086e-02	  1.0494e-01	  6.1916e-03	
  5.8725e+00	  5.8986e-01	  1.0726e-02	  6.8096e-02	  3.6638e-02	  1.0418e-04	  6.5716e-01	  6.5287e-02	  4.2866e-04	  3.2550e-02	  1.2280e+05	  9.0061e-02	  1.0495e-01	  6.1850e-03	
  5.8714e+00	  5.9150e-01	  1.0755e-02	  6.8241e-02	  3.6758e-02	  1.0449e-04	  6.5898e-01	  6.5469e-02	  4.2866e-04	  3.2615e-02	  1.2307e+05	  9.0037e-02	  1.0496e-01	  6.1781e-03	
  5.8704e+00	  5.9309e-01	  1.0784e-02	  6.8381e-02	  3.6874e-02	  1.0479e-04	  6.6074e-01	  6.5646e-02	  4.2867e-04	  3.2677e-02	  1.2332e+05	  9.0014e-02	  1.0498e-01	  6.1712e-03	
  5.8694e+00	  5.9462e-01	  1.0811e-02	  6.8517e-02	  3.6986e-02	  1.0507e-04	  6.6244e-01	  6.5816e-02	  4.2868e-04	  3.2737e-02	  1.2357e+05	  8.9992e-02	  1.0499e-01	  6.1640e-03	
  5.8684e+00	  5.9609e-01	  1.0837e-02	  6.8647e-02	  3.7095e-02	  1.0535e-04	  6.6408e-01	  6.5980e-02	  4.2868e-04	  3.2794e-02	  1.2381e+05	  8.9970e-02	  1.0500e-01	  6.1568e-03	
  5.8675e+00	  5.9752e-01	  1.0862e-02	  6.8773e-02	  3.7199e-02	  1.0562e-04	  6.6567e-01	  6.6138e-02	  4.2869e-04	  3.2849e-02	  1.2404e+05	  8.9950e-02	  1.0501e-01	  6.1494e-03	
  5.8666e+00	  5.9890e-01	  1.0887e-02	  6.8895e-02	  3.7300e-02	  1.0588e-04	  6.6720e-01	  6.6291e-02	  4.2869e-04	  3.2903e-02	  1.2426e+05	  8.9930e-02	  1.0502e-01	  6.1421e-03	
  5.8657e+00	  6.0023e-01	  1.0910e-02	  6.9012e-02	  3.7398e-02	  1.0612e-04	  6.6868e-01	  6.6439e-02	  4.2870e-04	  3.2954e-02	  1.2448e+05	  8.9911e-02	  1.0503e-01	  6.1346e-03	
  5.8649e+00	  6.0151e-01	  1.0933e-02	  6.9125e-02	  3.7492e-02	  1.0636e-04	  6.7011e-01	  6.6582e-02	  4.2870e-04	  3.3003e-02	  1.2468e+05	  8.9893e-02	  1.0504e-01	  6.1272e-03	
