          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.7077e+00	  6.4126e-03	  4.5956e-04	  9.6865e-03	  2.1636e-03	  7.0199e-06	  1.9828e-02	  1.6804e-03	  5.7855e-04	  8.4725e-04	  5.9779e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5188e-01	  1.2238e-01	  0.0000e+00	
  6.7049e+00	  6.4608e-03	  4.6204e-04	  9.7960e-03	  2.1882e-03	  7.0342e-06	  2.0119e-02	  1.7103e-03	  5.8143e-04	  8.6300e-04	  6.0478e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5198e-01	  1.2223e-01	  0.0000e+00	
  6.7021e+00	  6.5074e-03	  4.6442e-04	  9.9016e-03	  2.2119e-03	  7.0483e-06	  2.0398e-02	  1.7391e-03	  5.8419e-04	  8.7819e-04	  6.1151e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5208e-01	  1.2208e-01	  0.0000e+00	
  6.6995e+00	  6.5523e-03	  4.6670e-04	  1.0004e-02	  2.2349e-03	  7.0621e-06	  2.0668e-02	  1.7668e-03	  5.8684e-04	  8.9281e-04	  6.1799e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5218e-01	  1.2193e-01	  0.0000e+00	
  6.6970e+00	  6.5956e-03	  4.6890e-04	  1.0102e-02	  2.2570e-03	  7.0758e-06	  2.0928e-02	  1.7935e-03	  5.8939e-04	  9.0691e-04	  6.2423e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5227e-01	  1.2180e-01	  0.0000e+00	
  6.6946e+00	  6.6373e-03	  4.7101e-04	  1.0197e-02	  2.2783e-03	  7.0891e-06	  2.1178e-02	  1.8191e-03	  5.9183e-04	  9.2050e-04	  6.3023e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5236e-01	  1.2167e-01	  0.0000e+00	
  6.6923e+00	  6.6776e-03	  4.7304e-04	  1.0288e-02	  2.2989e-03	  7.1022e-06	  2.1419e-02	  1.8438e-03	  5.9417e-04	  9.3359e-04	  6.3601e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5244e-01	  1.2154e-01	  0.0000e+00	
  6.6901e+00	  6.7165e-03	  4.7499e-04	  1.0377e-02	  2.3188e-03	  7.1150e-06	  2.1651e-02	  1.8676e-03	  5.9642e-04	  9.4622e-04	  6.4157e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5252e-01	  1.2142e-01	  0.0000e+00	
  6.6879e+00	  6.7540e-03	  4.7686e-04	  1.0462e-02	  2.3380e-03	  7.1276e-06	  2.1875e-02	  1.8905e-03	  5.9859e-04	  9.5839e-04	  6.4693e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5260e-01	  1.2130e-01	  0.0000e+00	
  6.6859e+00	  6.7902e-03	  4.7867e-04	  1.0544e-02	  2.3565e-03	  7.1399e-06	  2.2091e-02	  1.9126e-03	  6.0066e-04	  9.7012e-04	  6.5210e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5267e-01	  1.2119e-01	  0.0000e+00	
