          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.0765e+00	  8.6830e-03	  5.6222e-04	  1.4981e-02	  3.2699e-03	  1.1656e-06	  3.2465e-02	  2.9601e-03	  6.9489e-04	  1.4917e-03	  9.0178e+03	  0.0000e+00	  1.4999e-01	  2.1044e-03	
  7.0743e+00	  8.7064e-03	  5.6322e-04	  1.5034e-02	  3.2815e-03	  1.1715e-06	  3.2597e-02	  2.9733e-03	  6.9596e-04	  1.4968e-03	  9.0484e+03	  0.0000e+00	  1.4999e-01	  2.1472e-03	
  7.0722e+00	  8.7291e-03	  5.6418e-04	  1.5085e-02	  3.2927e-03	  1.1773e-06	  3.2724e-02	  2.9861e-03	  6.9700e-04	  1.5017e-03	  9.0779e+03	  0.0000e+00	  1.4999e-01	  2.1882e-03	
  7.0702e+00	  8.7510e-03	  5.6511e-04	  1.5135e-02	  3.3035e-03	  1.1829e-06	  3.2847e-02	  2.9984e-03	  6.9799e-04	  1.5064e-03	  9.1063e+03	  0.0000e+00	  1.4999e-01	  2.2274e-03	
  7.0683e+00	  8.7722e-03	  5.6601e-04	  1.5183e-02	  3.3140e-03	  1.1883e-06	  3.2966e-02	  3.0102e-03	  6.9896e-04	  1.5110e-03	  9.1338e+03	  0.0000e+00	  1.4999e-01	  2.2650e-03	
  7.0664e+00	  8.7926e-03	  5.6688e-04	  1.5229e-02	  3.3241e-03	  1.1936e-06	  3.3080e-02	  3.0217e-03	  6.9988e-04	  1.5154e-03	  9.1603e+03	  0.0000e+00	  1.4999e-01	  2.3010e-03	
  7.0646e+00	  8.8123e-03	  5.6771e-04	  1.5273e-02	  3.3338e-03	  1.1987e-06	  3.3191e-02	  3.0327e-03	  7.0077e-04	  1.5197e-03	  9.1859e+03	  0.0000e+00	  1.4999e-01	  2.3355e-03	
  7.0629e+00	  8.8314e-03	  5.6852e-04	  1.5316e-02	  3.3432e-03	  1.2037e-06	  3.3298e-02	  3.0434e-03	  7.0164e-04	  1.5239e-03	  9.2105e+03	  0.0000e+00	  1.4999e-01	  2.3685e-03	
  7.0612e+00	  8.8498e-03	  5.6930e-04	  1.5358e-02	  3.3523e-03	  1.2085e-06	  3.3401e-02	  3.0537e-03	  7.0247e-04	  1.5280e-03	  9.2343e+03	  0.0000e+00	  1.4999e-01	  2.4002e-03	
  7.0596e+00	  8.8676e-03	  5.7004e-04	  1.5398e-02	  3.3611e-03	  1.2132e-06	  3.3500e-02	  3.0637e-03	  7.0327e-04	  1.5319e-03	  9.2573e+03	  0.0000e+00	  1.4999e-01	  2.4305e-03	
  7.0581e+00	  8.8847e-03	  5.7077e-04	  1.5436e-02	  3.3695e-03	  1.2177e-06	  3.3596e-02	  3.0733e-03	  7.0404e-04	  1.5357e-03	  9.2795e+03	  0.0000e+00	  1.4999e-01	  2.4596e-03	
