          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.0472e+00	  8.3155e-03	  5.2708e-04	  1.3150e-02	  2.8793e-03	  1.4293e-06	  2.7177e-02	  2.3931e-03	  6.5163e-04	  1.7501e-03	  7.8944e+03	  0.0000e+00	  1.4997e-01	  8.2608e-02	
  7.0423e+00	  8.3595e-03	  5.2880e-04	  1.3236e-02	  2.8984e-03	  1.4480e-06	  2.7392e-02	  2.4148e-03	  6.5346e-04	  1.7656e-03	  7.9460e+03	  0.0000e+00	  1.4997e-01	  8.2490e-02	
  7.0375e+00	  8.4021e-03	  5.3046e-04	  1.3320e-02	  2.9169e-03	  1.4663e-06	  2.7600e-02	  2.4358e-03	  6.5522e-04	  1.7806e-03	  7.9957e+03	  0.0000e+00	  1.4997e-01	  8.2374e-02	
  7.0329e+00	  8.4431e-03	  5.3206e-04	  1.3400e-02	  2.9347e-03	  1.4840e-06	  2.7801e-02	  2.4560e-03	  6.5692e-04	  1.7951e-03	  8.0436e+03	  0.0000e+00	  1.4997e-01	  8.2259e-02	
  7.0285e+00	  8.4828e-03	  5.3360e-04	  1.3478e-02	  2.9519e-03	  1.5013e-06	  2.7994e-02	  2.4754e-03	  6.5855e-04	  1.8092e-03	  8.0899e+03	  0.0000e+00	  1.4997e-01	  8.2147e-02	
  7.0243e+00	  8.5212e-03	  5.3508e-04	  1.3553e-02	  2.9685e-03	  1.5181e-06	  2.8181e-02	  2.4943e-03	  6.6012e-04	  1.8229e-03	  8.1345e+03	  0.0000e+00	  1.4997e-01	  8.2036e-02	
  7.0203e+00	  8.5582e-03	  5.3651e-04	  1.3625e-02	  2.9846e-03	  1.5344e-06	  2.8362e-02	  2.5124e-03	  6.6163e-04	  1.8361e-03	  8.1775e+03	  0.0000e+00	  1.4997e-01	  8.1927e-02	
  7.0164e+00	  8.5940e-03	  5.3789e-04	  1.3695e-02	  3.0001e-03	  1.5502e-06	  2.8536e-02	  2.5299e-03	  6.6309e-04	  1.8489e-03	  8.2191e+03	  0.0000e+00	  1.4997e-01	  8.1821e-02	
  7.0127e+00	  8.6285e-03	  5.3922e-04	  1.3763e-02	  3.0151e-03	  1.5656e-06	  2.8704e-02	  2.5468e-03	  6.6449e-04	  1.8613e-03	  8.2591e+03	  0.0000e+00	  1.4997e-01	  8.1717e-02	
  7.0091e+00	  8.6619e-03	  5.4050e-04	  1.3828e-02	  3.0295e-03	  1.5806e-06	  2.8866e-02	  2.5631e-03	  6.6584e-04	  1.8733e-03	  8.2977e+03	  0.0000e+00	  1.4997e-01	  8.1615e-02	
  7.0057e+00	  8.6942e-03	  5.4173e-04	  1.3891e-02	  3.0435e-03	  1.5951e-06	  2.9022e-02	  2.5789e-03	  6.6714e-04	  1.8850e-03	  8.3350e+03	  0.0000e+00	  1.4997e-01	  8.1515e-02	
