          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  6.6644e+00	  4.1755e-03	  3.3043e-04	  4.8964e-03	  1.0614e-03	  4.1174e-05	  6.0679e-03	  1.8024e-04	  4.2255e-04	  9.0118e-06	  2.5751e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6644e+00	  4.1755e-03	  3.3043e-04	  4.8964e-03	  1.0614e-03	  4.1174e-05	  6.0679e-03	  1.8024e-04	  4.2255e-04	  9.0118e-06	  2.5751e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.5053e+00	  4.3099e-03	  3.3898e-04	  5.1539e-03	  1.1184e-03	  6.1615e-07	  6.6205e-03	  2.4557e-04	  4.3844e-04	  7.9873e-05	  2.7419e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4900e+00	  4.4072e-03	  3.4458e-04	  5.3419e-03	  1.1596e-03	  6.2896e-07	  7.1714e-03	  3.0851e-04	  4.4504e-04	  1.1334e-04	  2.8830e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4754e+00	  4.5009e-03	  3.4990e-04	  5.5236e-03	  1.1994e-03	  6.4203e-07	  7.6979e-03	  3.6813e-04	  4.5129e-04	  1.4526e-04	  3.0176e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4614e+00	  4.5911e-03	  3.5498e-04	  5.6993e-03	  1.2379e-03	  6.5532e-07	  8.2019e-03	  4.2472e-04	  4.5723e-04	  1.7574e-04	  3.1462e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4480e+00	  4.6779e-03	  3.5981e-04	  5.8689e-03	  1.2751e-03	  6.6880e-07	  8.6846e-03	  4.7853e-04	  4.6287e-04	  2.0487e-04	  3.2693e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4352e+00	  4.7616e-03	  3.6442e-04	  6.0329e-03	  1.3110e-03	  6.8242e-07	  9.1472e-03	  5.2977e-04	  4.6823e-04	  2.3275e-04	  3.3870e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4229e+00	  4.8422e-03	  3.6882e-04	  6.1912e-03	  1.3457e-03	  6.9617e-07	  9.5910e-03	  5.7863e-04	  4.7333e-04	  2.5944e-04	  3.4998e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4111e+00	  4.9199e-03	  3.7301e-04	  6.3441e-03	  1.3792e-03	  7.0999e-07	  1.0017e-02	  6.2527e-04	  4.7819e-04	  2.8502e-04	  3.6079e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3997e+00	  4.9948e-03	  3.7703e-04	  6.4918e-03	  1.4116e-03	  7.2388e-07	  1.0426e-02	  6.6983e-04	  4.8282e-04	  3.0954e-04	  3.7115e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3888e+00	  5.0670e-03	  3.8087e-04	  6.6345e-03	  1.4429e-03	  7.3781e-07	  1.0819e-02	  7.1246e-04	  4.8724e-04	  3.3306e-04	  3.8110e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3784e+00	  5.1366e-03	  3.8454e-04	  6.7722e-03	  1.4731e-03	  7.5175e-07	  1.1196e-02	  7.5326e-04	  4.9146e-04	  3.5564e-04	  3.9064e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3683e+00	  5.2037e-03	  3.8805e-04	  6.9053e-03	  1.5022e-03	  7.6568e-07	  1.1559e-02	  7.9234e-04	  4.9548e-04	  3.7733e-04	  3.9980e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3586e+00	  5.2685e-03	  3.9141e-04	  7.0337e-03	  1.5304e-03	  7.7959e-07	  1.1908e-02	  8.2979e-04	  4.9933e-04	  3.9815e-04	  4.0860e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3493e+00	  5.3309e-03	  3.9464e-04	  7.1577e-03	  1.5576e-03	  7.9345e-07	  1.2244e-02	  8.6572e-04	  5.0301e-04	  4.1817e-04	  4.1706e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3403e+00	  5.3912e-03	  3.9773e-04	  7.2775e-03	  1.5838e-03	  8.0725e-07	  1.2567e-02	  9.0019e-04	  5.0652e-04	  4.3741e-04	  4.2519e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3317e+00	  5.4493e-03	  4.0069e-04	  7.3931e-03	  1.6092e-03	  8.2097e-07	  1.2879e-02	  9.3328e-04	  5.0989e-04	  4.5592e-04	  4.3300e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3233e+00	  5.5054e-03	  4.0353e-04	  7.5047e-03	  1.6336e-03	  8.3460e-07	  1.3178e-02	  9.6505e-04	  5.1311e-04	  4.7372e-04	  4.4051e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3153e+00	  5.5596e-03	  4.0626e-04	  7.6125e-03	  1.6573e-03	  8.4813e-07	  1.3466e-02	  9.9559e-04	  5.1620e-04	  4.9084e-04	  4.4774e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3076e+00	  5.6118e-03	  4.0887e-04	  7.7166e-03	  1.6801e-03	  8.6153e-07	  1.3744e-02	  1.0249e-03	  5.1915e-04	  5.0732e-04	  4.5470e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3001e+00	  5.6622e-03	  4.1139e-04	  7.8170e-03	  1.7021e-03	  8.7481e-07	  1.4011e-02	  1.0531e-03	  5.2198e-04	  5.2318e-04	  4.6139e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2929e+00	  5.7109e-03	  4.1380e-04	  7.9140e-03	  1.7234e-03	  8.8795e-07	  1.4269e-02	  1.0803e-03	  5.2470e-04	  5.3845e-04	  4.6783e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.2860e+00	  5.7578e-03	  4.1611e-04	  8.0076e-03	  1.7439e-03	  9.0093e-07	  1.4517e-02	  1.1064e-03	  5.2730e-04	  5.5315e-04	  4.7402e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2793e+00	  5.8032e-03	  4.1834e-04	  8.0981e-03	  1.7637e-03	  9.1376e-07	  1.4757e-02	  1.1315e-03	  5.2980e-04	  5.6731e-04	  4.7999e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2729e+00	  5.8469e-03	  4.2048e-04	  8.1853e-03	  1.7829e-03	  9.2642e-07	  1.4987e-02	  1.1556e-03	  5.3220e-04	  5.8095e-04	  4.8574e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2666e+00	  5.8891e-03	  4.2254e-04	  8.2696e-03	  1.8014e-03	  9.3891e-07	  1.5210e-02	  1.1789e-03	  5.3450e-04	  5.9409e-04	  4.9127e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2606e+00	  5.9299e-03	  4.2451e-04	  8.3509e-03	  1.8192e-03	  9.5122e-07	  1.5424e-02	  1.2013e-03	  5.3671e-04	  6.0675e-04	  4.9660e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2548e+00	  5.9693e-03	  4.2642e-04	  8.4295e-03	  1.8364e-03	  9.6334e-07	  1.5630e-02	  1.2228e-03	  5.3883e-04	  6.1895e-04	  5.0174e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2493e+00	  6.0073e-03	  4.2824e-04	  8.5053e-03	  1.8531e-03	  9.7527e-07	  1.5830e-02	  1.2436e-03	  5.4087e-04	  6.3070e-04	  5.0668e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2439e+00	  6.0440e-03	  4.3000e-04	  8.5785e-03	  1.8691e-03	  9.8700e-07	  1.6022e-02	  1.2636e-03	  5.4283e-04	  6.4203e-04	  5.1145e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2387e+00	  6.0794e-03	  4.3170e-04	  8.6492e-03	  1.8846e-03	  9.9853e-07	  1.6207e-02	  1.2829e-03	  5.4471e-04	  6.5294e-04	  5.1604e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
