          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  6.6644e+00	  4.1755e-03	  3.3043e-04	  4.8964e-03	  1.0614e-03	  4.1174e-05	  6.0679e-03	  1.8024e-04	  4.2255e-04	  9.0118e-06	  2.5751e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6644e+00	  4.1755e-03	  3.3043e-04	  4.8964e-03	  1.0614e-03	  4.1174e-05	  6.0679e-03	  1.8024e-04	  4.2255e-04	  9.0118e-06	  2.5751e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.5040e+00	  4.2988e-03	  3.3747e-04	  5.1100e-03	  1.1090e-03	  6.2482e-07	  6.4307e-03	  2.2082e-04	  4.3609e-04	  5.3837e-05	  2.6986e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4895e+00	  4.3806e-03	  3.4113e-04	  5.2259e-03	  1.1347e-03	  6.4360e-07	  6.7799e-03	  2.5996e-04	  4.3995e-04	  7.5185e-05	  2.7892e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4755e+00	  4.4597e-03	  3.4464e-04	  5.3378e-03	  1.1594e-03	  6.6258e-07	  7.1153e-03	  2.9737e-04	  4.4363e-04	  9.5658e-05	  2.8760e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4620e+00	  4.5363e-03	  3.4800e-04	  5.4459e-03	  1.1834e-03	  6.8173e-07	  7.4376e-03	  3.3315e-04	  4.4714e-04	  1.1530e-04	  2.9594e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4490e+00	  4.6104e-03	  3.5122e-04	  5.5501e-03	  1.2064e-03	  7.0101e-07	  7.7475e-03	  3.6740e-04	  4.5049e-04	  1.3416e-04	  3.0395e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4364e+00	  4.6821e-03	  3.5430e-04	  5.6508e-03	  1.2287e-03	  7.2041e-07	  8.0455e-03	  4.0020e-04	  4.5369e-04	  1.5227e-04	  3.1164e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4243e+00	  4.7515e-03	  3.5726e-04	  5.7479e-03	  1.2502e-03	  7.3990e-07	  8.3322e-03	  4.3165e-04	  4.5674e-04	  1.6966e-04	  3.1903e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4127e+00	  4.8186e-03	  3.6010e-04	  5.8417e-03	  1.2710e-03	  7.5946e-07	  8.6080e-03	  4.6180e-04	  4.5966e-04	  1.8638e-04	  3.2613e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.4014e+00	  4.8835e-03	  3.6282e-04	  5.9321e-03	  1.2911e-03	  7.7906e-07	  8.8735e-03	  4.9073e-04	  4.6245e-04	  2.0245e-04	  3.3296e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3906e+00	  4.9463e-03	  3.6544e-04	  6.0194e-03	  1.3105e-03	  7.9868e-07	  9.1291e-03	  5.1851e-04	  4.6513e-04	  2.1791e-04	  3.3953e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3801e+00	  5.0071e-03	  3.6795e-04	  6.1037e-03	  1.3292e-03	  8.1829e-07	  9.3752e-03	  5.4517e-04	  4.6768e-04	  2.3277e-04	  3.4585e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3700e+00	  5.0658e-03	  3.7036e-04	  6.1850e-03	  1.3472e-03	  8.3789e-07	  9.6122e-03	  5.7079e-04	  4.7013e-04	  2.4707e-04	  3.5192e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3602e+00	  5.1227e-03	  3.7268e-04	  6.2635e-03	  1.3646e-03	  8.5744e-07	  9.8405e-03	  5.9541e-04	  4.7248e-04	  2.6083e-04	  3.5777e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3508e+00	  5.1776e-03	  3.7491e-04	  6.3392e-03	  1.3815e-03	  8.7692e-07	  1.0060e-02	  6.1908e-04	  4.7473e-04	  2.7408e-04	  3.6340e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3417e+00	  5.2307e-03	  3.7705e-04	  6.4123e-03	  1.3977e-03	  8.9632e-07	  1.0272e-02	  6.4184e-04	  4.7688e-04	  2.8683e-04	  3.6882e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3329e+00	  5.2821e-03	  3.7911e-04	  6.4829e-03	  1.4134e-03	  9.1562e-07	  1.0476e-02	  6.6372e-04	  4.7895e-04	  2.9910e-04	  3.7404e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3244e+00	  5.3318e-03	  3.8109e-04	  6.5510e-03	  1.4285e-03	  9.3481e-07	  1.0673e-02	  6.8478e-04	  4.8093e-04	  3.1092e-04	  3.7906e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.3162e+00	  5.3798e-03	  3.8300e-04	  6.6167e-03	  1.4431e-03	  9.5385e-07	  1.0863e-02	  7.0504e-04	  4.8283e-04	  3.2231e-04	  3.8390e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.3083e+00	  5.4262e-03	  3.8483e-04	  6.6801e-03	  1.4573e-03	  9.7275e-07	  1.1046e-02	  7.2454e-04	  4.8466e-04	  3.3328e-04	  3.8856e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.3007e+00	  5.4711e-03	  3.8660e-04	  6.7413e-03	  1.4709e-03	  9.9148e-07	  1.1222e-02	  7.4331e-04	  4.8641e-04	  3.4384e-04	  3.9305e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2933e+00	  5.5145e-03	  3.8829e-04	  6.8004e-03	  1.4840e-03	  1.0100e-06	  1.1392e-02	  7.6138e-04	  4.8809e-04	  3.5402e-04	  3.9738e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2862e+00	  5.5565e-03	  3.8993e-04	  6.8574e-03	  1.4967e-03	  1.0284e-06	  1.1556e-02	  7.7879e-04	  4.8971e-04	  3.6383e-04	  4.0155e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2793e+00	  5.5970e-03	  3.9150e-04	  6.9124e-03	  1.5090e-03	  1.0465e-06	  1.1714e-02	  7.9555e-04	  4.9126e-04	  3.7328e-04	  4.0556e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2726e+00	  5.6362e-03	  3.9301e-04	  6.9655e-03	  1.5208e-03	  1.0645e-06	  1.1866e-02	  8.1169e-04	  4.9275e-04	  3.8239e-04	  4.0943e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2662e+00	  5.6741e-03	  3.9447e-04	  7.0167e-03	  1.5322e-03	  1.0822e-06	  1.2013e-02	  8.2725e-04	  4.9419e-04	  3.9117e-04	  4.1316e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2600e+00	  5.7107e-03	  3.9588e-04	  7.0662e-03	  1.5432e-03	  1.0997e-06	  1.2155e-02	  8.4223e-04	  4.9556e-04	  3.9963e-04	  4.1676e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2540e+00	  5.7461e-03	  3.9723e-04	  7.1140e-03	  1.5539e-03	  1.1169e-06	  1.2291e-02	  8.5667e-04	  4.9689e-04	  4.0779e-04	  4.2022e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2482e+00	  5.7803e-03	  3.9853e-04	  7.1600e-03	  1.5642e-03	  1.1339e-06	  1.2423e-02	  8.7059e-04	  4.9816e-04	  4.1565e-04	  4.2356e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2426e+00	  5.8134e-03	  3.9979e-04	  7.2045e-03	  1.5741e-03	  1.1506e-06	  1.2550e-02	  8.8400e-04	  4.9939e-04	  4.2324e-04	  4.2678e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
  7.2372e+00	  5.8453e-03	  4.0100e-04	  7.2474e-03	  1.5837e-03	  1.1670e-06	  1.2673e-02	  8.9693e-04	  5.0057e-04	  4.3055e-04	  4.2989e+03	  0.0000e+00	  1.4998e-01	  0.0000e+00	
